segmentnr	original	stemmed
ZH_T07_0220k_584:1019b18_0	1大般若波羅蜜多經卷第五百八	1 大 般 若 波羅蜜多 經 卷 第 五 百 八 
ZH_T07_0220k_584:1019b19_0	十四	十 四 
ZH_T07_0220k_584:1019b21_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T07_0220k_584:1019b23_4	第十二淨戒波羅蜜多分之一如是我聞：	第 十 二 淨 戒 波羅蜜多 分 之 一 如是我聞  
ZH_T07_0220k_584:1019b24_17	一時，薄伽梵在室羅筏住誓多林給孤獨園，與大苾芻眾千二百五十人俱。	一 時  薄 伽 梵 在 室 羅 筏 住 誓 多 林 給 孤 獨 園  與 大 苾 芻 眾 千二百五十 人 俱  
ZH_T07_0220k_584:1019b25_10	爾時，世尊告具壽舍利子：	爾 時  世 尊 告 具 壽 舍 利 子  
ZH_T07_0220k_584:1019b27_1	「汝今應為欲證無上正等菩提諸菩薩摩訶薩，宣說淨戒波羅蜜多。	 汝 今 應 為 欲 證無上正等菩提 諸 菩薩摩訶薩  宣 說 淨 戒 波羅蜜多  
ZH_T07_0220k_584:1019b28_16	」時，舍利子蒙佛教勅，承佛神力，先以淨戒波羅蜜多，教誡教授諸菩薩摩訶薩。	 時  舍 利 子 蒙 佛 教 勅  承佛神力  先 以 淨 戒 波羅蜜多  教 誡 教 授 諸 菩薩摩訶薩  
ZH_T07_0220k_584:1019b29_10	時，滿慈子便問具壽舍利子言：	時  滿 慈 子 便 問 具 壽 舍 利 子 言  
ZH_T07_0220k_584:1019c01_1	「云何應知菩薩持戒？	 云 何 應 知 菩 薩 持 戒  
ZH_T07_0220k_584:1019c01_10	云何應知菩薩犯戒？	云 何 應 知 菩 薩 犯 戒  
ZH_T07_0220k_584:1019c01_19	云何菩薩所應行處？	云 何 菩 薩 所 應 行 處  
ZH_T07_0220k_584:1019c02_8	云何菩薩非所行處？	云 何 菩 薩 非 所 行 處  
