segmentnr	original	stemmed
ZH_T46_1912_01d:0166c10_0	唐毘陵沙門湛然述	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_01d:0166c11_0	次解釋中初推理者。文四義二意亦在一。	次 解 釋 中 初 推 理 者  文 四 義 二 意 亦 在 一  
ZH_T46_1912_01d:0166c12_0	下去九法例然。託境發心隨推隨發。若論	下 去 九 法 例 然  託 境 發 心 隨 推 隨 發  若 論 
ZH_T46_1912_01d:0166c13_6	修行初門不同。	修 行 初 門 不 同  
ZH_T46_1912_01d:0166c13_11	故章安云。	故 章 安 云  
ZH_T46_1912_01d:0166c14_1	聲聞以苦諦為首。	聲 聞 以 苦 諦 為 首  
ZH_T46_1912_01d:0166c14_9	緣覺以集諦為首。	緣 覺 以 集 諦 為 首  
ZH_T46_1912_01d:0166c14_17	菩薩以道諦為首。	菩 薩 以 道 諦 為 首  
ZH_T46_1912_01d:0166c15_10	此約三藏三乘生滅四諦。	此 約 三 藏 三 乘 生 滅 四 諦  
ZH_T46_1912_01d:0166c16_3	通菩薩以界內滅諦為首。	通 菩 薩 以 界 內 滅 諦 為 首  
ZH_T46_1912_01d:0166c16_14	別菩薩以界外道諦為首。	別 菩 薩 以 界 外 道 諦 為 首  
ZH_T46_1912_01d:0166c17_7	圓菩薩以界外滅諦為首。	圓 菩 薩 以 界 外 滅 諦 為 首  
ZH_T46_1912_01d:0166c18_5	今為成顯是不論二乘復非行別。	今 為 成 顯 是 不 論 二 乘 復 非 行 別  
ZH_T46_1912_01d:0166c18_14	全依四諦而為次第。	全 依 四 諦 而 為 次 第  
ZH_T46_1912_01d:0166c19_5	菩薩不同故分四異。	菩 薩 不 同 故 分 四 異  
ZH_T46_1912_01d:0166c19_14	俱觀法性四解不同。	俱 觀 法 性 四 解 不 同  
ZH_T46_1912_01d:0166c20_1	世人咸云。	世 人 咸 云  
ZH_T46_1912_01d:0166c20_14	推法性理曾不簡理真偽是非。	推 法 性 理 曾 不 簡 理 真 偽 是 非  
ZH_T46_1912_01d:0166c21_13	此中三藏亦云法性自天而然與別何異。	此 中 三 藏 亦 云 法 性 自 天 而 然 與 別 何 異  
ZH_T46_1912_01d:0166c22_5	是故應分權實法性。	是 故 應 分 權 實 法 性  
ZH_T46_1912_01d:0166c22_14	三藏既云集不能染。	三 藏 既 云 集 不 能 染  
ZH_T46_1912_01d:0166c23_3	乃至滅不能淨。	乃 至 滅 不 能 淨  
ZH_T46_1912_01d:0166c23_12	故四諦外別立法性。	故 四 諦 外 別 立 法 性  
ZH_T46_1912_01d:0166c24_7	當知苦集但是能覆不能惱染。	當 知 苦 集 但 是 能 覆 不 能 惱 染  
ZH_T46_1912_01d:0166c24_16	道滅能顯而理本淨。	道 滅 能 顯 而 理 本 淨  
ZH_T46_1912_01d:0166c25_2	法性如月。	法 性 如 月  
ZH_T46_1912_01d:0166c25_7	苦集如雲。	苦 集 如 雲  
ZH_T46_1912_01d:0166c25_12	道如却除。	道 如 却 除  
ZH_T46_1912_01d:0166c26_2	滅如却已故引況云。	滅 如 却 已 故 引 況 云  
ZH_T46_1912_01d:0166c26_7	滅尚非理。	滅 尚 非 理  
ZH_T46_1912_01d:0166c26_16	菩提煩惱更互相傾。	菩 提 煩 惱 更 互 相 傾  
ZH_T46_1912_01d:0166c27_2	故名生滅。	故 名 生 滅  
ZH_T46_1912_01d:0166c27_7	推無生者。	推 無 生 者  
ZH_T46_1912_01d:0166c27_16	法性不殊即不即異。	法 性 不 殊 即 不 即 異  
ZH_T46_1912_01d:0166c28_6	氷水為喻乍似於圓。	氷 水 為 喻 乍 似 於 圓  
ZH_T46_1912_01d:0166c28_16	然但以六道因果喻水。	然 但 以 六 道 因 果 喻 水  
ZH_T46_1912_01d:0167a01_7	真諦法性喻水為別即名雖等不見心性三千世間三諦之理。	真 諦 法 性 喻 水 為 別 即 名 雖 等 不 見 心 性 三 千 世 間 三 諦 之 理  
ZH_T46_1912_01d:0167a02_1	舉況引經同異準說可知。	舉 況 引 經 同 異 準 說 可 知  
ZH_T46_1912_01d:0167a02_6	推無量者。	推 無 量 者  
ZH_T46_1912_01d:0167a02_15	法性之理出於二邊。	法 性 之 理 出 於 二 邊  
ZH_T46_1912_01d:0167a03_5	前之二教尚沒空有。	前 之 二 教 尚 沒 空 有  
ZH_T46_1912_01d:0167a03_14	佛藏十喻覆顯似同。	佛 藏 十 喻 覆 顯 似 同  
ZH_T46_1912_01d:0167a04_5	望彼三藏理體永異。	望 彼 三 藏 理 體 永 異  
ZH_T46_1912_01d:0167a04_10	推無作者。	推 無 作 者  
ZH_T46_1912_01d:0167a04_15	凡法尚是。	凡 法 尚 是  
ZH_T46_1912_01d:0167a05_8	與通教苦集尚是相即似同。	與 通 教 苦 集 尚 是 相 即 似 同  
ZH_T46_1912_01d:0167a05_17	能即所即諦境永異。	能 即 所 即 諦 境 永 異  
ZH_T46_1912_01d:0167a06_7	若不甄簡依何而發。	若 不 甄 簡 依 何 而 發  
