segmentnr	original	stemmed
ZH_T47_1998B_001:0943b08_0	大慧普覺禪師宗門武庫	大 慧 普 覺 禪 師 宗 門 武 庫 
ZH_T47_1998B_001:0943b10_0	參學比丘道謙編	參 學 比 丘 道 謙 編 
ZH_T47_1998B_001:0943b11_0	洞山廣道者梓州人。叢林號廣無心。初遊方	洞 山 廣 道 者 梓 州 人  叢 林 號 廣 無 心  初 遊 方 
ZH_T47_1998B_001:0943b12_6	問雲蓋智和尚。	問 雲 蓋 智 和 尚  
ZH_T47_1998B_001:0943b12_16	興化打維那意旨如何。	興 化 打 維 那 意 旨 如 何  
ZH_T47_1998B_001:0943b13_14	智下繩床展兩手吐舌示之廣打一坐具。	智 下 繩 床 展 兩 手 吐 舌 示 之 廣 打 一 坐 具  
ZH_T47_1998B_001:0943b13_17	智云。	智 云  
ZH_T47_1998B_001:0943b14_5	此是風力所轉。	此 是 風 力 所 轉  
ZH_T47_1998B_001:0943b14_16	又持此語問石霜琳和尚。	又 持 此 語 問 石 霜 琳 和 尚  
ZH_T47_1998B_001:0943b14_19	琳云。	琳 云  
ZH_T47_1998B_001:0943b15_5	爾意作麼生。	爾 意 作 麼 生  
ZH_T47_1998B_001:0943b15_12	廣亦打一坐具。	廣 亦 打 一 坐 具  
ZH_T47_1998B_001:0943b15_15	琳云。	琳 云  
ZH_T47_1998B_001:0943b16_1	好一坐具。	好 一 坐 具  
ZH_T47_1998B_001:0943b16_9	祇是爾不知落處。	祇 是 爾 不 知 落 處  
ZH_T47_1998B_001:0943b16_14	又問真淨。	又 問 真 淨  
ZH_T47_1998B_001:0943b16_17	淨云。	淨 云  
ZH_T47_1998B_001:0943b17_2	爾意作麼生。	爾 意 作 麼 生  
ZH_T47_1998B_001:0943b17_9	廣亦打一坐具。	廣 亦 打 一 坐 具  
ZH_T47_1998B_001:0943b17_12	淨云。	淨 云  
ZH_T47_1998B_001:0943b17_18	他打爾也打。	他 打 爾 也 打  
ZH_T47_1998B_001:0943b18_4	廣於此大悟。	廣 於 此 大 悟  
ZH_T47_1998B_001:0943b18_11	真淨因作頌云。	真 淨 因 作 頌 云  
ZH_T47_1998B_001:0943b18_19	丈夫當斷不自斷。	丈 夫 當 斷 不 自 斷  
ZH_T47_1998B_001:0943b19_7	興化為人徹底漢。	興 化 為 人 徹 底 漢  
ZH_T47_1998B_001:0943b19_15	已後從他眼自開。	已 後 從 他 眼 自 開  
ZH_T47_1998B_001:0943b20_4	棒了罰錢趁出院。	棒 了 罰 錢 趁 出 院  
ZH_T47_1998B_001:0943b21_12	慈明瑯瑯大愚等數人辭汾陽。	慈 明 瑯 瑯 大 愚 等 數 人 辭 汾 陽  
ZH_T47_1998B_001:0943b22_2	相讓不肯為參頭。	相 讓 不 肯 為 參 頭  
ZH_T47_1998B_001:0943b22_6	汾陽云。	汾 陽 云  
ZH_T47_1998B_001:0943b22_15	此行不可以戒臘推。	此 行 不 可 以 戒 臘 推  
ZH_T47_1998B_001:0943b23_1	聽吾一頌。	聽 吾 一 頌  
ZH_T47_1998B_001:0943b23_12	天無頭吉州城畔展戈矛。	天 無 頭 吉 州 城 畔 展 戈 矛  
ZH_T47_1998B_001:0943b24_1	將軍疋馬林下過。	將 軍 疋 馬 林 下 過  
ZH_T47_1998B_001:0943b24_9	圓州城裏鬧啾啾。	圓 州 城 裏 鬧 啾 啾  
ZH_T47_1998B_001:0943b24_15	慈明出班云。	慈 明 出 班 云  
ZH_T47_1998B_001:0943b25_5	楚圓何人敢當此記莂。	楚 圓 何 人 敢 當 此 記 莂  
ZH_T47_1998B_001:0943b25_11	遂領眾拜辭。	遂 領 眾 拜 辭  
ZH_T47_1998B_001:0943b26_9	湛堂準和尚初參真淨。	湛 堂 準 和 尚 初 參 真 淨  
ZH_T47_1998B_001:0943b26_16	淨問近離甚處。	淨 問 近 離 甚 處  
ZH_T47_1998B_001:0943b27_2	準云大仰。	準 云 大 仰  
ZH_T47_1998B_001:0943b27_7	夏在甚處。	夏 在 甚 處  
ZH_T47_1998B_001:0943b27_12	準云大溈。	準 云 大 溈  
ZH_T47_1998B_001:0943b27_15	淨云。	淨 云  
ZH_T47_1998B_001:0943b27_20	甚處人事。	甚 處 人 事  
ZH_T47_1998B_001:0943b28_2	準云。	準 云  
ZH_T47_1998B_001:0943b28_6	興元府。	興 元 府  
ZH_T47_1998B_001:0943b28_12	淨展兩手云。	淨 展 兩 手 云  
ZH_T47_1998B_001:0943b28_19	我手何似佛手。	我 手 何 似 佛 手  
ZH_T47_1998B_001:0943b29_2	準罔措。	準 罔 措  
ZH_T47_1998B_001:0943b29_5	淨云。	淨 云  
ZH_T47_1998B_001:0943b29_16	適來祇對一一靈明天真。	適 來 祇 對 一 一 靈 明 天 真  
ZH_T47_1998B_001:0943c01_7	及乎道箇佛手便成窒礙。	及 乎 道 箇 佛 手 便 成 窒 礙  
ZH_T47_1998B_001:0943c01_14	且道病在甚處。	且 道 病 在 甚 處  
