segmentnr	original	stemmed
ZH_T47_1986A_001:0507a26_0	筠州洞山悟本禪師語錄	筠 州 洞 山 悟 本 禪 師 語 錄 
ZH_T47_1986A_001:0507a28_0	遠孫沙門慧印校訂	遠 孫 沙 門 慧 印 校 訂 
ZH_T47_1986A_001:0507a29_0	洞山悟本禪師語錄師幼歲。從師因念般若心經至無眼耳鼻舌	洞 山 悟 本 禪 師 語 錄 師 幼 歲  從 師 因 念 般 若 心 經 至 無 眼 耳 鼻 舌 
ZH_T47_1986A_001:0507b01_3	身意處。	身 意 處  
ZH_T47_1986A_001:0507b01_9	忽以手捫面。	忽 以 手 捫 面  
ZH_T47_1986A_001:0507b01_13	問師曰。	問 師 曰  
ZH_T47_1986A_001:0507b02_2	某甲有眼耳鼻舌等。	某 甲 有 眼 耳 鼻 舌 等  
ZH_T47_1986A_001:0507b02_8	何故經言無。	何 故 經 言 無  
ZH_T47_1986A_001:0507b02_16	其師駭然異之曰。	其 師 駭 然 異 之 曰  
ZH_T47_1986A_001:0507b03_1	吾非汝師。	吾 非 汝 師  
ZH_T47_1986A_001:0507b03_13	即指往五洩山禮靈默禪師。	即 指 往 五 洩 山 禮 靈 默 禪 師  
ZH_T47_1986A_001:0507b04_7	師遊方首謁南泉。	師 遊 方 首 謁 南 泉  
ZH_T47_1986A_001:0507b04_15	值馬祖諱辰修齋。	值 馬 祖 諱 辰 修 齋  
ZH_T47_1986A_001:0507b05_1	泉問眾曰。	泉 問 眾 曰  
ZH_T47_1986A_001:0507b05_8	來日設馬祖齋。	來 日 設 馬 祖 齋  
ZH_T47_1986A_001:0507b05_16	未審馬祖還來否。	未 審 馬 祖 還 來 否  
ZH_T47_1986A_001:0507b06_1	眾皆無對。	眾 皆 無 對  
ZH_T47_1986A_001:0507b06_7	師乃出對曰。	師 乃 出 對 曰  
ZH_T47_1986A_001:0507b06_13	待有伴即來。	待 有 伴 即 來  
ZH_T47_1986A_001:0507b06_16	泉曰。	泉 曰  
ZH_T47_1986A_001:0507b07_1	此子雖後生。	此 子 雖 後 生  
ZH_T47_1986A_001:0507b07_6	甚堪彫琢。	甚 堪 彫 琢  
ZH_T47_1986A_001:0507b07_9	師曰。	師 曰  
ZH_T47_1986A_001:0507b07_17	和尚莫厭良為賤。	和 尚 莫 厭 良 為 賤  
ZH_T47_1986A_001:0507b08_4	師參溈山。	師 參 溈 山  
ZH_T47_1986A_001:0507b08_7	問曰。	問 曰  
ZH_T47_1986A_001:0507b09_2	頃聞南陽忠國師有無情說法話。	頃 聞 南 陽 忠 國 師 有 無 情 說 法 話  
ZH_T47_1986A_001:0507b09_9	某甲未究其微。	某 甲 未 究 其 微  
ZH_T47_1986A_001:0507b09_12	溈曰。	溈 曰  
ZH_T47_1986A_001:0507b09_19	闍黎莫記得麼。	闍 黎 莫 記 得 麼  
ZH_T47_1986A_001:0507b10_3	師曰記得。	師 曰 記 得  
ZH_T47_1986A_001:0507b10_6	溈曰。	溈 曰  
ZH_T47_1986A_001:0507b10_13	子試舉一遍看。	子 試 舉 一 遍 看  
ZH_T47_1986A_001:0507b10_17	師遂舉。	師 遂 舉  
ZH_T47_1986A_001:0507b10_20	僧問。	僧 問  
ZH_T47_1986A_001:0507b11_5	如何是古佛心。	如 何 是 古 佛 心  
ZH_T47_1986A_001:0507b11_9	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b11_15	牆壁瓦礫是。	牆 壁 瓦 礫 是  
ZH_T47_1986A_001:0507b11_18	僧云。	僧 云  
ZH_T47_1986A_001:0507b12_7	牆壁瓦礫豈不是無情。	牆 壁 瓦 礫 豈 不 是 無 情  
ZH_T47_1986A_001:0507b12_12	國師曰是。	國 師 曰 是  
ZH_T47_1986A_001:0507b12_15	僧云。	僧 云  
ZH_T47_1986A_001:0507b13_1	還解說法否。	還 解 說 法 否  
ZH_T47_1986A_001:0507b13_5	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b13_10	常說熾然。	常 說 熾 然  
ZH_T47_1986A_001:0507b13_15	說無間歇。	說 無 間 歇  
ZH_T47_1986A_001:0507b13_18	僧云。	僧 云  
ZH_T47_1986A_001:0507b14_5	某甲為甚麼不聞。	某 甲 為 甚 麼 不 聞  
ZH_T47_1986A_001:0507b14_9	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b14_14	汝自不聞。	汝 自 不 聞  
ZH_T47_1986A_001:0507b15_2	不可妨他聞者也。	不 可 妨 他 聞 者 也  
ZH_T47_1986A_001:0507b15_5	僧云。	僧 云  
ZH_T47_1986A_001:0507b15_8	未審。	未 審  
ZH_T47_1986A_001:0507b15_14	甚麼人得聞。	甚 麼 人 得 聞  
ZH_T47_1986A_001:0507b15_18	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b16_2	諸聖得聞。	諸 聖 得 聞  
ZH_T47_1986A_001:0507b16_5	僧云。	僧 云  
ZH_T47_1986A_001:0507b16_11	和尚還聞否。	和 尚 還 聞 否  
ZH_T47_1986A_001:0507b16_15	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b16_19	我不聞。	我 不 聞  
ZH_T47_1986A_001:0507b17_1	僧云。	僧 云  
ZH_T47_1986A_001:0507b17_7	和尚既不聞。	和 尚 既 不 聞  
ZH_T47_1986A_001:0507b17_15	爭知無情解說法。	爭 知 無 情 解 說 法  
ZH_T47_1986A_001:0507b17_19	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b18_3	賴我不聞。	賴 我 不 聞  
ZH_T47_1986A_001:0507b18_12	我若聞即齊於諸聖。	我 若 聞 即 齊 於 諸 聖  
ZH_T47_1986A_001:0507b19_2	汝即不聞我說法也。	汝 即 不 聞 我 說 法 也  
ZH_T47_1986A_001:0507b19_5	僧云。	僧 云  
ZH_T47_1986A_001:0507b19_15	恁麼則眾生無分去也。	恁 麼 則 眾 生 無 分 去 也  
ZH_T47_1986A_001:0507b19_19	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b20_4	我為眾生說。	我 為 眾 生 說  
ZH_T47_1986A_001:0507b20_10	不為諸聖說。	不 為 諸 聖 說  
ZH_T47_1986A_001:0507b20_13	僧云。	僧 云  
ZH_T47_1986A_001:0507b20_20	眾生聞後如何。	眾 生 聞 後 如 何  
ZH_T47_1986A_001:0507b21_3	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b21_8	即非眾生。	即 非 眾 生  
ZH_T47_1986A_001:0507b21_11	僧云。	僧 云  
ZH_T47_1986A_001:0507b21_20	無情說法據何典教。	無 情 說 法 據 何 典 教  
ZH_T47_1986A_001:0507b22_3	國師曰。	國 師 曰  
ZH_T47_1986A_001:0507b22_6	灼然。	灼 然  
ZH_T47_1986A_001:0507b22_17	言不該典非君子之所談。	言 不 該 典 非 君 子 之 所 談  
ZH_T47_1986A_001:0507b23_2	汝豈不見。	汝 豈 不 見  
ZH_T47_1986A_001:0507b23_7	華嚴經云。	華 嚴 經 云  
ZH_T47_1986A_001:0507b23_18	剎說眾生說三世一切說。	剎 說 眾 生 說 三 世 一 切 說  
ZH_T47_1986A_001:0507b24_2	師舉了。	師 舉 了  
ZH_T47_1986A_001:0507b24_6	溈山曰。	溈 山 曰  
ZH_T47_1986A_001:0507b24_12	我這裏亦有。	我 這 裏 亦 有  
ZH_T47_1986A_001:0507b24_19	秖是罕遇其人。	秖 是 罕 遇 其 人  
ZH_T47_1986A_001:0507b25_1	師曰。	師 曰  
ZH_T47_1986A_001:0507b25_6	某甲未明。	某 甲 未 明  
ZH_T47_1986A_001:0507b25_11	乞師指示。	乞 師 指 示  
ZH_T47_1986A_001:0507b25_19	溈山竪起拂子曰。	溈 山 竪 起 拂 子 曰  
ZH_T47_1986A_001:0507b26_1	會麼。	會 麼  
ZH_T47_1986A_001:0507b26_4	師曰。	師 曰  
ZH_T47_1986A_001:0507b26_7	不會。	不 會  
ZH_T47_1986A_001:0507b26_12	請和尚說。	請 和 尚 說  
ZH_T47_1986A_001:0507b26_15	溈曰。	溈 曰  
ZH_T47_1986A_001:0507b27_5	父母所生口終不為子說。	父母所生 口 終 不 為 子 說  
ZH_T47_1986A_001:0507b27_8	師曰。	師 曰  
ZH_T47_1986A_001:0507b27_19	還有與師同時慕道者否。	還 有 與 師 同 時 慕 道 者 否  
ZH_T47_1986A_001:0507b28_2	溈曰。	溈 曰  
ZH_T47_1986A_001:0507b28_5	此去。	此 去  
ZH_T47_1986A_001:0507b28_14	澧陵攸縣石室相連。	澧 陵 攸 縣 石 室 相 連  
ZH_T47_1986A_001:0507b28_20	有雲巖道人。	有 雲 巖 道 人  
ZH_T47_1986A_001:0507b29_6	若能撥草瞻風。	若 能 撥 草 瞻 風  
ZH_T47_1986A_001:0507b29_13	必為子之所重。	必 為 子 之 所 重  
ZH_T47_1986A_001:0507b29_16	師曰。	師 曰  
ZH_T47_1986A_001:0507b29_19	未審。	未 審  
ZH_T47_1986A_001:0507c01_4	此人如何。	此 人 如 何  
ZH_T47_1986A_001:0507c01_7	溈曰。	溈 曰  
ZH_T47_1986A_001:0507c01_13	他曾問老僧。	他 曾 問 老 僧  
ZH_T47_1986A_001:0507c02_3	學人欲奉師去時如何。	學 人 欲 奉 師 去 時 如 何  
ZH_T47_1986A_001:0507c02_9	老僧對他道。	老 僧 對 他 道  
ZH_T47_1986A_001:0507c02_17	直須絕滲漏始得。	直 須 絕 滲 漏 始 得  
ZH_T47_1986A_001:0507c02_20	他道。	他 道  
ZH_T47_1986A_001:0507c03_7	還得不違師旨也。	還 得 不 違 師 旨 也  
ZH_T47_1986A_001:0507c03_12	無老僧道。	無 老 僧 道  
ZH_T47_1986A_001:0507c04_4	第一不得道老僧在這裏。	第 一 不 得 道 老 僧 在 這 裏  
ZH_T47_1986A_001:0507c04_10	師遂辭溈山。	師 遂 辭 溈 山  
ZH_T47_1986A_001:0507c04_15	徑造雲巖。	徑 造 雲 巖  
ZH_T47_1986A_001:0507c05_3	舉前因緣了便問。	舉 前 因 緣 了 便 問  
ZH_T47_1986A_001:0507c05_13	無情說法甚麼人得聞。	無 情 說 法 甚 麼 人 得 聞  
ZH_T47_1986A_001:0507c05_16	巖曰。	巖 曰  
ZH_T47_1986A_001:0507c06_1	無情得聞。	無 情 得 聞  
ZH_T47_1986A_001:0507c06_4	師曰。	師 曰  
ZH_T47_1986A_001:0507c06_9	和尚聞否。	和 尚 聞 否  
ZH_T47_1986A_001:0507c06_12	巖曰。	巖 曰  
ZH_T47_1986A_001:0507c06_16	我若聞。	我 若 聞  
ZH_T47_1986A_001:0507c07_4	汝即不聞吾說法也。	汝 即 不 聞 吾 說 法 也  
ZH_T47_1986A_001:0507c07_7	師曰。	師 曰  
ZH_T47_1986A_001:0507c07_15	某甲為甚麼不聞。	某 甲 為 甚 麼 不 聞  
ZH_T47_1986A_001:0507c08_2	巖竪起拂子曰。	巖 竪 起 拂 子 曰  
ZH_T47_1986A_001:0507c08_6	還聞麼。	還 聞 麼  
ZH_T47_1986A_001:0507c08_11	師曰不聞。	師 曰 不 聞  
ZH_T47_1986A_001:0507c08_14	巖曰。	巖 曰  
ZH_T47_1986A_001:0507c09_1	我說法汝尚不聞。	我 說 法 汝 尚 不 聞  
ZH_T47_1986A_001:0507c09_9	豈況無情說法乎。	豈 況 無 情 說 法 乎  
ZH_T47_1986A_001:0507c09_12	師曰。	師 曰  
ZH_T47_1986A_001:0507c10_1	無情說法該何典教。	無 情 說 法 該 何 典 教  
