segmentnr	original	folio	stemmed
ZH_T34_1719_01b:0158a04_0	唐天台沙門湛然述	01b	唐 天 台 沙 門 湛 然 述 
ZH_T34_1719_01b:0158a05_0	「次示本迹者」，為二：先法，次譬。初法為五：先、	01b	 次 示 本 迹 者   為 二  先 法  次 譬  初 法 為 五  先  
ZH_T34_1719_01b:0158a06_0	指本因所稟；次、「但佛」下，指本果所說；三、中間	01b	指 本 因 所 稟  次   但 佛  下  指 本 果 所 說  三  中 間 
ZH_T34_1719_01b:0158a07_2	行化；	01b	行 化  
ZH_T34_1719_01b:0158a07_9	四、今日所說；	01b	四  今 日 所 說  
ZH_T34_1719_01b:0158a07_16	五、未來所說。	01b	五  未 來 所 說  
ZH_T34_1719_01b:0158a09_16	自從本因所稟莫非真實三段，雖俱真實本不可多，故下三文咸同一本因果真實三段教相。	01b	自 從 本 因 所 稟 莫 非 真 實 三 段  雖 俱 真 實 本 不 可 多  故 下 三 文 咸 同 一 本 因 果 真 實 三 段 教 相  
ZH_T34_1719_01b:0158a10_11	此中正簡久本真實，是故云也。	01b	此 中 正 簡 久 本 真 實  是 故 云 也  
ZH_T34_1719_01b:0158a13_6	然以本因所稟亦是彼佛迹說恐無窮，故但在今佛因果為本，據理非不稟餘佛化，因緣約教既指今佛，故明本迹。	01b	然 以 本 因 所 稟 亦 是 彼 佛 迹 說 恐 無 窮  故 但 在 今 佛 因 果 為 本  據 理 非 不 稟 餘 佛 化  因 緣 約 教 既 指 今 佛  故 明 本 迹  
ZH_T34_1719_01b:0158a14_12	且廢於他，故指今經壽量為釋迦本，不得更指前佛所說。	01b	且 廢 於 他  故 指 今 經 壽 量 為 釋 迦 本  不 得 更 指 前 佛 所 說  
ZH_T34_1719_01b:0158a16_5	前佛復有前佛，故云無窮，唯指一佛則無斯過，降茲一本餘皆是迹。	01b	前 佛 復 有 前 佛  故 云 無 窮  唯 指 一 佛 則 無 斯 過  降 茲 一 本 餘 皆 是 迹  
ZH_T34_1719_01b:0158a16_7	問：	01b	問  
