segmentnr	original	stemmed
ZH_T07_0220k_001:1019a19_0	12 會大般若經第十二會戒波羅蜜	1 2   會 大 般 若 經 第 十 二 會 戒 波 羅 蜜 
ZH_T07_0220k_001:1019a20_0	多分序序	多 分 序 序 
ZH_T07_0220k_001:1019a22_0	西明寺沙門玄則撰	西 明 寺 沙 門 玄 則 撰 
ZH_T07_0220k_001:1019a23_10	夫欲儲淨法，先滌身器；	夫 欲 儲 淨 法  先 滌 身 器  
ZH_T07_0220k_001:1019a23_20	將越愛流，前鳩行檝。	將 越 愛 流  前 鳩 行 檝  
ZH_T07_0220k_001:1019a24_9	居其選也，特有戒焉。	居 其 選 也  特 有 戒 焉  
ZH_T07_0220k_001:1019a25_18	所以復指名區、更申玄集，切身口而流訓，則一言一行斯佛事矣；	所 以 復 指 名 區  更 申 玄 集  切 身 口 而 流 訓  則 一 言 一 行 斯 佛 事 矣  
ZH_T07_0220k_001:1019a26_16	因動靜以研機，則舉足下足斯道場矣。	因 動 靜 以 研 機  則 舉 足 下 足 斯 道 場 矣  
ZH_T07_0220k_001:1019a29_12	誠嶮道之夷蹬，闇室之凝釭，度疫之仙丸，出苦之神馭，鑒德者之明鏡，嚴心者之寶鬘，涉象季之大師，處塵俗之善友。	誠 嶮 道 之 夷 蹬  闇 室 之 凝 釭  度 疫 之 仙 丸  出 苦 之 神 馭  鑒 德 者 之 明 鏡  嚴 心 者 之 寶 鬘  涉 象 季 之 大 師  處 塵 俗 之 善 友  
ZH_T07_0220k_001:1019b01_17	雖目之無眹、摶之不觸，而芬郁布寫，類迷迭之盈空；	雖 目 之 無 眹  摶 之 不 觸  而 芬 郁 布 寫  類 迷 迭 之 盈 空  
ZH_T07_0220k_001:1019b02_9	潔映澄華，比醍醐之洞色。	潔 映 澄 華  比 醍 醐 之 洞 色  
ZH_T07_0220k_001:1019b04_7	含靈所以埏埴，法界所以彌綸，善逝法王抗之以為明足，具壽尊者養之而為淨命。	含 靈 所 以 埏 埴  法 界 所 以 彌 綸  善 逝 法 王 抗 之 以 為 明 足  具 壽 尊 者 養 之 而 為 淨 命  
ZH_T07_0220k_001:1019b05_1	但簡以行處，或非處而難遵；	但 簡 以 行 處  或 非 處 而 難 遵  
ZH_T07_0220k_001:1019b05_13	格以正乘，或他乘而致爽。	格 以 正 乘  或 他 乘 而 致 爽  
ZH_T07_0220k_001:1019b06_16	十七群之喧浴尚動王譏，五百生之掉影仍貽佛誡。	十 七 群 之 喧 浴 尚 動 王 譏  五 百 生 之 掉 影 仍 貽 佛 誡  
ZH_T07_0220k_001:1019b08_6	矧復齅蓮馥而為盜，分釧響以成婬，涅槃為求，保專精而尚犯；	矧 復 齅 蓮 馥 而 為 盜  分 釧 響 以 成 婬  涅 槃 為 求  保 專 精 而 尚 犯  
ZH_T07_0220k_001:1019b08_18	菩提入願，受欲樂而猶持。	菩 提 入 願  受 欲 樂 而 猶 持  
ZH_T07_0220k_001:1019b10_4	輕嫌與重性同科，意防與身遮共品，諦故住故，能行所行。	輕 嫌 與 重 性 同 科  意 防 與 身 遮 共 品  諦 故 住 故  能 行 所 行  
ZH_T07_0220k_001:1019b13_12	導以隨喜，融以法性，豈止草繫情殷、木叉義遠，毒龍卷毒、怖鴿忘怖，將被之黎蠢、棲之常樂，使八寒流煦、五熱浮涼，薜荔失其炎河、輪圍發其闇渚。	導 以 隨 喜  融 以 法 性  豈 止 草 繫 情 殷  木 叉 義 遠  毒 龍 卷 毒  怖 鴿 忘 怖  將 被 之 黎 蠢  棲 之 常 樂  使 八 寒 流 煦  五 熱 浮 涼  薜 荔 失 其 炎 河  輪 圍 發 其 闇 渚  
ZH_T07_0220k_001:1019b14_3	行門允備，種智克圓。	行 門 允 備  種 智 克 圓  
ZH_T07_0220k_001:1019b14_14	其五軸單譯，一如施分。	其 五 軸 單 譯  一 如 施 分  
ZH_T07_0220k_001:1019b15_4	凡息心之士，豈不諏焉！	凡 息 心 之 士  豈 不 諏 焉  
