segmentnr	original	stemmed
ZH_T20_1072B_001:0170a14_0	馬頭觀音心陀羅尼	馬 頭 觀 音 心 陀 羅 尼 
ZH_T20_1072B_001:0170a15_0	􇖵􄖩􄗭􄗽􅑈􄩞􄗱􄗱􇟄􄖩􄗰􆿆􅝪􄙖􄙒	               
ZH_T20_1072B_001:0170a16_0	􄑂􄕝􈂫􄗾􄗱􇟄􄗕􄕽􄙺􄽙􄗱􇟄􄗥􄚩􄙺	               
ZH_T20_1072B_001:0170b07_3_0	􄽚􄗱􇟄􄗥􄚩􄑁􄙂􄕍􄑁􄗱􇟄􆿏􄢢􄖩􄗥􈃎􄽚􇟄􈇲􄕹􄗦􅝪􄙖􄙒􄑂􄕝􈂫􄗽􇟄􈁃􄙪􆥽􆩈􄚨􄗱􄥢􄙖􆱨􄕯􄗱	􄽚􄗱􇟄􄗥􄚩􄑁􄙂􄕍􄑁􄗱􇟄􆿏􄢢􄖩􄗥􈃎􄽚􇟄􈇲􄕹􄗦􅝪􄙖􄙒􄑂􄕝􈂫􄗽􇟄􈁃􄙪􆥽􆩈􄚨􄗱􄥢􄙖􆱨􄕯􄗱
ZH_T20_1072B_001:0170b07_3_1	􄗭􄙖􆩠􄗳􄡕􄗧􇖴􆿏􈂯􄚪􄗥􄚩􇟄􄙖􄦽􇥗􄙖􄦽􄖩􄑌􇖴􄙖􄦾􄙆􄗥􇟄􄙖􄦽􄑆􄙢	􄗭􄙖􆩠􄗳􄡕􄗧􇖴􆿏􈂯􄚪􄗥􄚩􇟄􄙖􄦽􇥗􄙖􄦽􄖩􄑌􇖴􄙖􄦾􄙆􄗥􇟄􄙖􄦽􄑆􄙢
ZH_T20_1072B_001:0170b07_3_2	􇟄􄙖􄦽􈇵􄗽􇥗􄙖􄦽􄕹􈇒􇟄􄚨􄖩􇥗􇟄􄕯􄚨􇥗􇟄􄖵􄑼􇥗􇟄􄑘􈁒􇥗􇟄􄙖􄾫􇥗	􇟄􄙖􄦽􈇵􄗽􇥗􄙖􄦽􄕹􈇒􇟄􄚨􄖩􇥗􇟄􄕯􄚨􇥗􇟄􄖵􄑼􇥗􇟄􄑘􈁒􇥗􇟄􄙖􄾫􇥗
ZH_T20_1072B_001:0170b07_3_3	􇟄􄗽􆲫􇥗􇟄􄚨􄙺􇥗􄒶􅉺􇥗􇟄􄓎􄧡􇥗􈃁􄖩􇥗􄙘􈃁􄖩􇥗􄗥􄕤􇥗􄑀􄢦􇥗􄑀􄗁	􇟄􄗽􆲫􇥗􇟄􄚨􄙺􇥗􄒶􅉺􇥗􇟄􄓎􄧡􇥗􈃁􄖩􇥗􄙘􈃁􄖩􇥗􄗥􄕤􇥗􄑀􄢦􇥗􄑀􄗁
ZH_T20_1072B_001:0170b07_3_4	􇥗􄙺􅞣􄕵􈊾􄙺􅞣􄖪􈁲􄙺􅞣􄗱􈃚􇟄􄙺􅞣􄙘􄚪􄚮􄓦􈂾􇟄􄙺􅞣􄙘􈉚􄪼􄙘􄙢􇥗	􇥗􄙺􅞣􄕵􈊾􄙺􅞣􄖪􈁲􄙺􅞣􄗱􈃚􇟄􄙺􅞣􄙘􄚪􄚮􄓦􈂾􇟄􄙺􅞣􄙘􈉚􄪼􄙘􄙢􇥗
ZH_T20_1072B_001:0170b07_3_5	􇟄􄚨􄗱􄥢􄙖􄙘􄙮􄭫􄗱􇟄􄪼􄺸􄙊􇥗􆿆􄙘􄙢􇥗􄙘􄙢􄙖􄦽􈇵􄗽􄗥􄙘􄙔􇟄􈎭􇧹	􇟄􄚨􄗱􄥢􄙖􄙘􄙮􄭫􄗱􇟄􄪼􄺸􄙊􇥗􆿆􄙘􄙢􇥗􄙘􄙢􄙖􄦽􈇵􄗽􄗥􄙘􄙔􇟄􈎭􇧹
ZH_T20_1072B_001:0170b07_3_6	􄕻􈆺􄚦􄑤􄙖􄑼􄖩􇟄􄗥􄖭􅋌􄗽􄒶􄕙􄗥􄖭􅋌􄗽􆱨􄕯􄗱􇟄􄗥􄖭􅋌􄗽􄙘􄑃􄗽􇟄	􄕻􈆺􄚦􄑤􄙖􄑼􄖩􇟄􄗥􄖭􅋌􄗽􄒶􄕙􄗥􄖭􅋌􄗽􆱨􄕯􄗱􇟄􄗥􄖭􅋌􄗽􄙘􄑃􄗽􇟄
ZH_T20_1072B_001:0170b07_3_7	􄑘􅗭􇥗􄖩􈇤􇥗􄗥􄕯􄑜􈉅􇥗􄙘􄖫􄚨􄖩􄚨􄖩􇩴􇩴􄗁􄓚􄗁􈁆􅁥􄚩􇖴以隆	􄑘􅗭􇥗􄖩􈇤􇥗􄗥􄕯􄑜􈉅􇥗􄙘􄖫􄚨􄖩􄚨􄖩􇩴􇩴􄗁􄓚􄗁􈁆􅁥􄚩􇖴以隆
ZH_T20_1072B_001:0170b07_3_2	僧都本書寫之件本大師御筆云云後日以般若寺僧正御手跡本比交以朱付點本也。	僧都本書寫之件本大師御筆云云後日以般若寺僧正御手跡本比交以朱付點本也。
