segmentnr	original	stemmed
ZH_T19_0974C_001:0386a03_0	加句靈驗佛頂尊勝陀羅尼記	加 句 靈 驗 佛 頂 尊 勝 陀 羅 尼 記 
ZH_T19_0974C_001:0386a05_0	朝議大夫兼侍御史武徹述	朝 議 大 夫 兼 侍 御 史 武 徹 述 
ZH_T19_0974C_001:0386a06_0	佛頂尊勝陀羅尼者。一切如來祕密之藏。總	佛 頂 尊 勝 陀 羅 尼 者  一 切 如 來 祕密之藏  總 
ZH_T19_0974C_001:0386a07_3	持法門。	持 法 門  
ZH_T19_0974C_001:0386a07_10	大日如來智印。	大 日 如 來 智 印  
ZH_T19_0974C_001:0386a07_15	吉祥善淨。	吉 祥 善 淨  
ZH_T19_0974C_001:0386a08_2	破一切惡道。	破 一 切 惡 道  
ZH_T19_0974C_001:0386a08_10	大神力陀羅尼也。	大 神 力 陀 羅 尼 也  
ZH_T19_0974C_001:0386a08_16	昔儀鳳年中。	昔 儀 鳳 年 中  
ZH_T19_0974C_001:0386a09_5	佛陀波利所傳之本。	佛 陀 波 利 所 傳 之 本  
ZH_T19_0974C_001:0386a09_11	遍天下幡剎。	遍 天 下 幡 剎  
ZH_T19_0974C_001:0386a09_17	持誦有多矣。	持 誦 有 多 矣  
ZH_T19_0974C_001:0386a10_2	徹自弱歲。	徹 自 弱 歲  
ZH_T19_0974C_001:0386a10_7	則常念持。	則 常 念 持  
ZH_T19_0974C_001:0386a10_11	永泰初。	永 泰 初  
ZH_T19_0974C_001:0386a10_17	自喪妻之後。	自 喪 妻 之 後  
ZH_T19_0974C_001:0386a11_1	倍益精心。	倍 益 精 心  
ZH_T19_0974C_001:0386a11_6	求出離法。	求 出 離 法  
ZH_T19_0974C_001:0386a11_17	時有殿中侍御史蔣那者。	時 有 殿 中 侍 御 史 蔣 那 者  
ZH_T19_0974C_001:0386a12_6	常持誦此陀羅尼。	常 持 誦 此 陀 羅 尼  
ZH_T19_0974C_001:0386a12_12	異日於私室。	異 日 於 私 室  
ZH_T19_0974C_001:0386a12_18	條然而來曰。	條 然 而 來 曰  
ZH_T19_0974C_001:0386a13_4	今得究竟道。	今 得 究 竟 道  
ZH_T19_0974C_001:0386a13_9	非常難遇。	非 常 難 遇  
ZH_T19_0974C_001:0386a13_14	徹敬問之。	徹 敬 問 之  
ZH_T19_0974C_001:0386a14_3	即尊勝陀羅尼也。	即 尊 勝 陀 羅 尼 也  
ZH_T19_0974C_001:0386a14_8	命之令誦。	命 之 令 誦  
ZH_T19_0974C_001:0386a14_14	而文句全廣。	而 文 句 全 廣  
ZH_T19_0974C_001:0386a14_19	音旨頗異。	音 旨 頗 異  
