segmentnr	original	stemmed
ZH_T38_1776_03a:0470c04_0	沙門慧遠撰	沙 門 慧 遠 撰 
ZH_T38_1776_03a:0470c05_0	次釋其文。此品有二：一、維摩文殊問答辨法；	次 釋 其 文  此 品 有 二  一  維 摩 文 殊 問 答 辨 法  
ZH_T38_1776_03a:0470c06_0	二、「文殊所將八千大」下明說利益。前中先遣	二   文 殊 所 將 八 千 大  下 明 說 利 益  前 中 先 遣 
ZH_T38_1776_03a:0470c07_15	來去之相，「且置」已下問答辨法。	來 去 之 相   且 置  已 下 問 答 辨 法  
ZH_T38_1776_03a:0470c08_3	來去覆真，故須拂遣。	來 去 覆 真  故 須 拂 遣  
ZH_T38_1776_03a:0470c08_13	維摩先言，文殊後述。	維 摩 先 言  文 殊 後 述  
ZH_T38_1776_03a:0470c09_8	維摩言中，「善來文殊」，慰問之辭。	維 摩 言 中   善 來 文 殊   慰 問 之 辭  
ZH_T38_1776_03a:0470c10_1	問言善來，慶其得來，故曰善來。	問 言 善 來  慶 其 得 來  故 曰 善 來  
ZH_T38_1776_03a:0470c10_11	又嘆來好，亦曰善來。	又 嘆 來 好  亦 曰 善 來  
ZH_T38_1776_03a:0470c11_13	「不來相來，不見相見」，拂相顯實，亦得名為約實辨相。	 不 來 相 來  不 見 相 見   拂 相 顯 實  亦 得 名 為 約 實 辨 相  
ZH_T38_1776_03a:0470c12_17	就前文殊與眾俱來，拂之顯實，是故說言不來而來。	就 前 文 殊 與 眾 俱 來  拂 之 顯 實  是 故 說 言 不 來 而 來  
ZH_T38_1776_03a:0470c14_5	就前文殊入室見空無諸有等，拂之顯實，是故說言不見而見。	就 前 文 殊 入 室 見 空 無 諸 有 等  拂 之 顯 實  是 故 說 言 不 見 而 見  
ZH_T38_1776_03a:0470c14_15	不來而來，汎解有三：	不 來 而 來  汎 解 有 三  
ZH_T38_1776_03a:0470c15_4	一、就世諦無常以釋。	一  就 世 諦 無 常 以 釋  
ZH_T38_1776_03a:0470c16_8	實法無來，相續有來，故《涅槃》云「諸行無常，亦無有來。	實 法 無 來  相 續 有 來  故  涅 槃  云  諸行無常  亦 無 有 來  
ZH_T38_1776_03a:0470c16_19	」二、就二諦相望以釋。	 二  就 二 諦 相 望 以 釋  
ZH_T38_1776_03a:0470c18_1	真諦無來，世諦有來，故《涅槃》云「諸法若常，亦無有來。	真 諦 無 來  世 諦 有 來  故  涅 槃  云  諸 法 若 常  亦 無 有 來  
ZH_T38_1776_03a:0470c18_12	」三、就真應二身以釋。	 三  就 真 應 二 身 以 釋  
ZH_T38_1776_03a:0470c18_22	真身無來，應身有來。	真 身 無 來  應 身 有 來  
ZH_T38_1776_03a:0470c19_9	不見而見，解亦有三：	不 見 而 見  解 亦 有 三  
ZH_T38_1776_03a:0470c19_15	一、就世諦。	一  就 世 諦  
ZH_T38_1776_03a:0470c20_8	眼色明等別分無見，和合有見。	眼 色 明 等 別 分 無 見  和 合 有 見  
