segmentnr	original	stemmed
ZH_T07_0220d_545:0801c09_0	大般若波羅蜜多經卷第五百四	大 般 若 波羅蜜多 經 卷 第 五 百 四 
ZH_T07_0220d_545:0801c10_0	十五	十 五 
ZH_T07_0220d_545:0801c12_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T07_0220d_545:0801c14_11	8 清淨品第四分清淨品第八爾時，具壽善現復白佛言：	8   清 淨 品 第 四 分 清 淨 品 第 八 爾 時  具 壽 善 現 復 白 佛 言  
ZH_T07_0220d_545:0801c14_15	「世尊！	 世 尊  
ZH_T07_0220d_545:0801c18_8	諸愚癡人不勤精進，具諸惡行薄少善根，暗鈍無求少聞劣慧，為惡知識之所攝受，不事善友，不樂請問於諸勝善，不勤修學，聞佛所說甚深般若波羅蜜多實難信解。	諸 愚 癡 人 不 勤 精 進  具 諸 惡 行 薄 少 善 根  暗 鈍 無 求 少 聞 劣 慧  為 惡 知 識 之 所 攝 受  不 事 善 友  不 樂 請 問 於 諸 勝 善  不 勤 修 學  聞 佛 所 說 甚 深 般 若 波羅蜜多 實 難 信 解  
ZH_T07_0220d_545:0801c18_14	」佛告善現：	 佛 告 善 現  
ZH_T07_0220d_545:0801c18_18	「如是！	 如 是  
ZH_T07_0220d_545:0801c18_21	如是！	如 是  
ZH_T07_0220d_545:0801c19_3	如汝所說。	如 汝 所 說  
ZH_T07_0220d_545:0801c19_14	」爾時，善現復白佛言：	 爾 時  善 現 復 白 佛 言  
ZH_T07_0220d_545:0801c20_10	「如是般若波羅蜜多云何甚深難信難解？	 如 是 般 若 波羅蜜多 云 何 甚 深 難 信 難 解  
ZH_T07_0220d_545:0801c20_16	」佛告善現：	 佛 告 善 現  
ZH_T07_0220d_545:0801c21_2	「色非縛非解。	 色 非 縛 非 解  
ZH_T07_0220d_545:0801c21_6	何以故？	何 以 故  
ZH_T07_0220d_545:0801c21_15	色以無性為自性故。	色 以 無 性 為 自 性 故  
ZH_T07_0220d_545:0801c22_4	受、想、行、識非縛非解。	受  想  行  識 非 縛 非 解  
ZH_T07_0220d_545:0801c22_8	何以故？	何 以 故  
ZH_T07_0220d_545:0801c23_1	受、想、行、識以無性為自性故。	受  想  行  識 以 無 性 為 自 性 故  
ZH_T07_0220d_545:0801c23_8	「復次，善現！	 復 次  善 現  
ZH_T07_0220d_545:0801c23_16	色前際非縛非解。	色 前 際 非 縛 非 解  
ZH_T07_0220d_545:0801c23_20	何以故？	何 以 故  
ZH_T07_0220d_545:0801c24_8	色前際以無性為自性故。	色 前 際 以 無 性 為 自 性 故  
ZH_T07_0220d_545:0801c24_16	色後際非縛非解。	色 後 際 非 縛 非 解  
ZH_T07_0220d_545:0801c25_1	何以故？	何 以 故  
ZH_T07_0220d_545:0801c25_12	色後際以無性為自性故。	色 後 際 以 無 性 為 自 性 故  
ZH_T07_0220d_545:0801c26_1	色中際非縛非解。	色 中 際 非 縛 非 解  
ZH_T07_0220d_545:0801c26_5	何以故？	何 以 故  
ZH_T07_0220d_545:0801c26_16	色中際以無性為自性故。	色 中 際 以 無 性 為 自 性 故  
ZH_T07_0220d_545:0801c27_7	受、想、行、識前際非縛非解。	受  想  行  識 前 際 非 縛 非 解  
ZH_T07_0220d_545:0801c27_11	何以故？	何 以 故  
ZH_T07_0220d_545:0801c28_6	受、想、行、識前際以無性為自性故。	受  想  行  識 前 際 以 無 性 為 自 性 故  
ZH_T07_0220d_545:0801c28_20	受、想、行、識後際非縛非解。	受  想  行  識 後 際 非 縛 非 解  
ZH_T07_0220d_545:0801c29_2	何以故？	何 以 故  
ZH_T07_0220d_545:0801c29_19	受、想、行、識後際以無性為自性故。	受  想  行  識 後 際 以 無 性 為 自 性 故  
