segmentnr	original	folio	stemmed
ZH_T46_1912_10a:0433b04_0	唐毘陵沙門湛然述	10a	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_10a:0433b05_0	初釋見境中。先總釋。次開章別釋。初言	10a	初 釋 見 境 中  先 總 釋  次 開 章 別 釋  初 言 
ZH_T46_1912_10a:0433b06_0	諸者。自解云非一者眾也。所起雖多不	10a	諸 者  自 解 云 非 一 者 眾 也  所 起 雖 多 不 
ZH_T46_1912_10a:0433b07_5	出一百四十。	10a	出 一 百 四 十  
ZH_T46_1912_10a:0433b07_14	起不當理名之為見。	10a	起 不 當 理 名 之 為 見  
ZH_T46_1912_10a:0433b08_5	又解知下重釋見字。	10a	又 解 知 下 重 釋 見 字  
ZH_T46_1912_10a:0433b08_12	於一百四十中。	10a	於 一 百 四 十 中  
ZH_T46_1912_10a:0433b09_4	各起一見皆推理不當。	10a	各 起 一 見 皆 推 理 不 當  
ZH_T46_1912_10a:0433b09_9	故名為邪。	10a	故 名 為 邪  
ZH_T46_1912_10a:0433b09_15	夫聽學等者。	10a	夫 聽 學 等 者  
ZH_T46_1912_10a:0433b10_2	辯失非見。	10a	辯 失 非 見  
ZH_T46_1912_10a:0433b10_11	聽學之人自謂有憑。	10a	聽 學 之 人 自 謂 有 憑  
ZH_T46_1912_10a:0433b10_16	義之如生。	10a	義 之 如 生  
ZH_T46_1912_10a:0433b11_6	斥修觀者名為無證。	10a	斥 修 觀 者 名 為 無 證  
ZH_T46_1912_10a:0433b11_11	義之如死。	10a	義 之 如 死  
ZH_T46_1912_10a:0433b11_15	莊子云。	10a	莊 子 云  
ZH_T46_1912_10a:0433b12_1	有說則可。	10a	有 說 則 可  
ZH_T46_1912_10a:0433b12_6	無說則死。	10a	無 說 則 死  
ZH_T46_1912_10a:0433b13_1	夫習禪下明習觀者內觀觀理。	10a	夫 習 禪 下 明 習 觀 者 內 觀 觀 理  
ZH_T46_1912_10a:0433b13_10	自謂情通以為妙悟。	10a	自 謂 情 通 以 為 妙 悟  
ZH_T46_1912_10a:0433b14_2	斥學問者名為守株。	10a	斥 學 問 者 名 為 守 株  
ZH_T46_1912_10a:0433b14_15	彼言情者所謂情性非謂妄情。	10a	彼 言 情 者 所 謂 情 性 非 謂 妄 情  
ZH_T46_1912_10a:0433b15_2	言守株者。	10a	言 守 株 者  
ZH_T46_1912_10a:0433b15_8	如宋有耕者。	10a	如 宋 有 耕 者  
ZH_T46_1912_10a:0433b15_17	於野有兔觸株而死。	10a	於 野 有 兔 觸 株 而 死  
ZH_T46_1912_10a:0433b16_8	後遂廢耕恒守此株。	10a	後 遂 廢 耕 恒 守 此 株  
ZH_T46_1912_10a:0433b16_13	冀復有兔。	10a	冀 復 有 兔  
ZH_T46_1912_10a:0433b17_4	旁人喻之逾不肯止。	10a	旁 人 喻 之 逾 不 肯 止  
ZH_T46_1912_10a:0433b17_17	故俗相傳以執迷者謂之守株。	10a	故 俗 相 傳 以 執 迷 者 謂 之 守 株  
ZH_T46_1912_10a:0433b18_12	此之二人本是信法二種根性。	10a	此 之 二 人 本 是 信 法 二 種 根 性  
ZH_T46_1912_10a:0433b19_5	以不曉通意而互相非。	10a	以 不 曉 通 意 而 互 相 非  
ZH_T46_1912_10a:0433b19_10	復未成見。	10a	復 未 成 見  
ZH_T46_1912_10a:0433b20_1	故判被破及能破者。	10a	故 判 被 破 及 能 破 者  
ZH_T46_1912_10a:0433b20_10	並非見發故各有滯。	10a	並 非 見 發 故 各 有 滯  
ZH_T46_1912_10a:0433b21_1	今乃評之謂為俱失。	10a	今 乃 評 之 謂 為 俱 失  
ZH_T46_1912_10a:0433b21_6	若見解去。	10a	若 見 解 去  
ZH_T46_1912_10a:0433b21_11	略示見發。	10a	略 示 見 發  
ZH_T46_1912_10a:0433b22_1	問之與答並無窮盡。	10a	問 之 與 答 並 無 窮 盡  
ZH_T46_1912_10a:0433b22_8	初是問無窮也。	10a	初 是 問 無 窮 也  
ZH_T46_1912_10a:0433b22_18	若解釋下是答無窮也。	10a	若 解 釋 下 是 答 無 窮 也  
ZH_T46_1912_10a:0433b23_8	言曲射者喻發問無窮。	10a	言 曲 射 者 喻 發 問 無 窮  
ZH_T46_1912_10a:0433b23_11	書云。	10a	書 云  
ZH_T46_1912_10a:0433b23_16	如羿善射。	10a	如 羿 善 射  
ZH_T46_1912_10a:0433b24_3	堯九年洪水。	10a	堯 九 年 洪 水  
ZH_T46_1912_10a:0433b24_8	七日並出。	10a	七 日 並 出  
ZH_T46_1912_10a:0433b24_14	羿射落其六。	10a	羿 射 落 其 六  
ZH_T46_1912_10a:0433b25_3	此亦書家過分之說。	10a	此 亦 書 家 過 分 之 說  
ZH_T46_1912_10a:0433b25_6	又云。	10a	又 云  
