segmentnr	original	stemmed
ZH_T41_1822_010:0604c24_0	3俱舍論疏卷第十	3 俱 舍 論 疏 卷 第 十 
ZH_T41_1822_010:0604c26_0	沙門法寶撰	沙 門 法 寶 撰 
ZH_T41_1822_010:0604c27_0	分別世品第三之三	分 別 世 品 第 三 之 三 
ZH_T41_1822_010:0604c28_1	論。	論  
ZH_T41_1822_010:0604c28_6	無明何義。	無 明 何 義  
ZH_T41_1822_010:0604c29_7	自此已下大門第二釋十二支名義　就中有四。	自 此 已 下 大 門 第 二 釋 十 二 支 名 義  就 中 有 四  
ZH_T41_1822_010:0604c29_12	一釋無明。	一 釋 無 明  
ZH_T41_1822_010:0604c29_17	二釋名色。	二 釋 名 色  
ZH_T41_1822_010:0605a01_3	三釋觸支。	三 釋 觸 支  
ZH_T41_1822_010:0605a01_8	四釋受支。	四 釋 受 支  
ZH_T41_1822_010:0605a02_5	自餘八支指餘文釋　就初有二。	自 餘 八 支 指 餘 文 釋  就 初 有 二  
ZH_T41_1822_010:0605a02_11	一正釋其名。	一 正 釋 其 名  
ZH_T41_1822_010:0605a02_17	二別證有體。	二 別 證 有 體  
ZH_T41_1822_010:0605a03_10	就前文中先問後答此則問也。	就 前 文 中 先 問 後 答 此 則 問 也  
ZH_T41_1822_010:0605a03_12	論。	論  
ZH_T41_1822_010:0605a04_1	謂體非明。	謂 體 非 明  
ZH_T41_1822_010:0605a04_6	此則答也。	此 則 答 也  
ZH_T41_1822_010:0605a04_11	答中有三。	答 中 有 三  
ZH_T41_1822_010:0605a04_17	前二不正答。	前 二 不 正 答  
ZH_T41_1822_010:0605a05_11	後一舉頌正答　就不正中有二。	後 一 舉 頌 正 答  就 不 正 中 有 二  
ZH_T41_1822_010:0605a06_5	一以非明故名曰無明。	一 以 非 明 故 名 曰 無 明  
ZH_T41_1822_010:0605a06_15	二以明無故名曰無明。	二 以 明 無 故 名 曰 無 明  
ZH_T41_1822_010:0605a07_2	此是前答。	此 是 前 答  
ZH_T41_1822_010:0605a07_9	所以名無明者。	所 以 名 無 明 者  
ZH_T41_1822_010:0605a07_14	以非明故。	以 非 明 故  
