segmentnr	original	stemmed
ZH_T51_2076_017:0334a03_0	景德傳燈錄卷第十七	景 德 傳 燈 錄 卷 第 十 七 
ZH_T51_2076_017:0334a05_0	吉州青原山行思禪師法嗣	吉 州 青 原 山 行 思 禪 師 法 嗣 
ZH_T51_2076_017:0334a06_0	第五世下二十六人	第 五 世 下 二 十 六 人 
ZH_T51_2076_017:0334c15_22_0	袁州洞山良价禪師法嗣二十六人洪州雲居山道	袁州洞山良价禪師法嗣二十六人洪州雲居山道
ZH_T51_2076_017:0334c15_22_1	膺禪師撫州曹山本寂禪師洞山第二世道全禪師	膺禪師撫州曹山本寂禪師洞山第二世道全禪師
ZH_T51_2076_017:0334c15_22_2	湖南龍牙山居遁禪師京兆華嚴寺休靜禪師京兆	湖南龍牙山居遁禪師京兆華嚴寺休靜禪師京兆
ZH_T51_2076_017:0334c15_22_3	蜆子和尚筠州九峯普滿大師台州幽棲道幽禪師	蜆子和尚筠州九峯普滿大師台州幽棲道幽禪師
ZH_T51_2076_017:0334c15_22_4	洞山第三世師虔禪師洛京白馬遁儒禪師越州乾	洞山第三世師虔禪師洛京白馬遁儒禪師越州乾
ZH_T51_2076_017:0334c15_22_5	峯和尚吉州禾山和尚明州天童山咸啟禪師十一	峯和尚吉州禾山和尚明州天童山咸啟禪師十一
ZH_T51_2076_017:0334c15_22_6	卷有目無傳潭州寶蓋山和尚益州北院通禪師高	卷有目無傳潭州寶蓋山和尚益州北院通禪師高
ZH_T51_2076_017:0334c15_22_7	安白水本仁禪師撫州疎山光仁禪師澧州欽山文	安白水本仁禪師撫州疎山光仁禪師澧州欽山文
ZH_T51_2076_017:0334c15_22_8	邃禪師已上一十八人見錄明州天童山義禪師太	邃禪師已上一十八人見錄明州天童山義禪師太
ZH_T51_2076_017:0334c15_22_9	原資聖方禪師新羅國金藏和尚益州白禪師潭州	原資聖方禪師新羅國金藏和尚益州白禪師潭州
ZH_T51_2076_017:0334c15_22_10	文殊和尚舒州白水山和尚邵州西湖和尚青陽通	文殊和尚舒州白水山和尚邵州西湖和尚青陽通
ZH_T51_2076_017:0334c15_22_11	玄和尚已上八人無機緣語句不錄第六世之一四	玄和尚已上八人無機緣語句不錄第六世之一四
ZH_T51_2076_017:0334c15_22_12	十三人鄂州巖頭全豁禪師法嗣九人台州瑞巖師	十三人鄂州巖頭全豁禪師法嗣九人台州瑞巖師
ZH_T51_2076_017:0334c15_22_13	彥禪師懷州玄泉彥禪師吉州靈巖慧宗禪師福州	彥禪師懷州玄泉彥禪師吉州靈巖慧宗禪師福州
ZH_T51_2076_017:0334c15_22_14	羅山道閑禪師福州香谿從範禪師福州羅源聖壽	羅山道閑禪師福州香谿從範禪師福州羅源聖壽
ZH_T51_2076_017:0334c15_22_15	嚴禪師六人見錄洪州大寧海一禪師信州鵝湖山	嚴禪師六人見錄洪州大寧海一禪師信州鵝湖山
ZH_T51_2076_017:0334c15_22_16	韶和尚洪州大寧訥和尚已上三人無機緣語句不	韶和尚洪州大寧訥和尚已上三人無機緣語句不
ZH_T51_2076_017:0334c15_22_17	錄洪州感潭資國和尚法嗣一人安州白兆山志圓	錄洪州感潭資國和尚法嗣一人安州白兆山志圓
ZH_T51_2076_017:0334c15_22_18	禪師一人見錄濠州思明和尚法嗣一人襄州鷲嶺	禪師一人見錄濠州思明和尚法嗣一人襄州鷲嶺
ZH_T51_2076_017:0334c15_22_19	善本禪師一人見錄潭州大光山居誨禪師法嗣一	善本禪師一人見錄潭州大光山居誨禪師法嗣一
ZH_T51_2076_017:0334c15_22_20	十三人潭州谷山有緣禪師潭州龍興和尚潭州伏	十三人潭州谷山有緣禪師潭州龍興和尚潭州伏
ZH_T51_2076_017:0334c15_22_21	龍山第一世和尚京兆白雲善藏禪師潭州伏龍山	龍山第一世和尚京兆白雲善藏禪師潭州伏龍山
ZH_T51_2076_017:0334c15_22_22	第二世和尚陝府龍峻山和尚潭州伏龍山第三世	第二世和尚陝府龍峻山和尚潭州伏龍山第三世
ZH_T51_2076_017:0334c15_22_23	和尚已上七人見錄大光山玄禪師漳州藤霞和尚	和尚已上七人見錄大光山玄禪師漳州藤霞和尚
ZH_T51_2076_017:0334c15_22_24	宋州淨覺和尚華州崇勝證和尚鄂州永壽和尚鄂	宋州淨覺和尚華州崇勝證和尚鄂州永壽和尚鄂
ZH_T51_2076_017:0334c15_22_25	州靈竹和尚已上六人無機緣語句不錄筠州九峯	州靈竹和尚已上六人無機緣語句不錄筠州九峯
ZH_T51_2076_017:0334c15_22_26	道虔禪師法嗣一十人新羅清院和尚洪州泐潭神	道虔禪師法嗣一十人新羅清院和尚洪州泐潭神
ZH_T51_2076_017:0334c15_22_27	黨禪師吉州南源山行修禪師洪州泐潭明禪師吉	黨禪師吉州南源山行修禪師洪州泐潭明禪師吉
ZH_T51_2076_017:0334c15_22_28	州秋山和尚洪州泐潭延茂禪師洪州同安常察禪	州秋山和尚洪州泐潭延茂禪師洪州同安常察禪
ZH_T51_2076_017:0334c15_22_29	師洪州泐潭悟禪師吉州禾山無殷禪師洪州泐潭	師洪州泐潭悟禪師吉州禾山無殷禪師洪州泐潭
ZH_T51_2076_017:0334c15_22_30	牟和尚已上十人見錄台州涌泉景欣禪師法嗣一	牟和尚已上十人見錄台州涌泉景欣禪師法嗣一
ZH_T51_2076_017:0334c15_22_31	人台州六通院紹禪師一人見錄潭州雲蓋山志元	人台州六通院紹禪師一人見錄潭州雲蓋山志元
