segmentnr	original	stemmed
ZH_T19_0924C_001:0030c03_0	藥師儀軌一具	藥 師 儀 軌 一 具 
ZH_T19_0924C_001:0030c05_0	若欲入向道場者。先澡浴清淨。以真言手印。	若 欲 入 向 道 場 者  先 澡 浴 清 淨  以 真 言 手 印  
ZH_T19_0924C_001:0030c06_0	灑淨所換之衣。次以真言加持其衣而著。真	灑 淨 所 換 之 衣  次 以 真 言 加 持 其 衣 而 著  真 
ZH_T19_0924C_001:0030c07_2	言曰。	言 曰  
ZH_T19_0924C_001:0030c09_4	唵微莾羅莎縛賀次即衣著。	唵 微 莾 羅 莎 縛 賀 次 即 衣 著  
ZH_T19_0924C_001:0030c09_8	真言曰。	真 言 曰  
ZH_T19_0924C_001:0030c11_5	唵鉢哩嚩羅多嚩曰里尼吽次飲水灑淨。	唵 鉢 哩 嚩 羅 多 嚩 曰 里 尼 吽 次 飲 水 灑 淨  
ZH_T19_0924C_001:0030c11_9	真言曰。	真 言 曰  
ZH_T19_0924C_001:0030c13_6	唵摩訶入嚩羅吽次入向道場時。	唵 摩 訶 入 嚩 羅 吽 次 入 向 道 場 時  
ZH_T19_0924C_001:0030c13_14	不起貪欲瞋恚等。	不 起 貪欲瞋恚 等  
ZH_T19_0924C_001:0030c14_8	專念本尊而住住自他本清淨。	專 念 本 尊 而 住 住 自 他 本 清 淨  
ZH_T19_0924C_001:0030c14_26	步步想踐連華徃次至道場門外灑淨云云。	步 步 想 踐 連 華 徃 次 至 道 場 門 外 灑 淨 云 云  
ZH_T19_0924C_001:0030c15_5	次香水灑身。	次 香 水 灑 身  
ZH_T19_0924C_001:0030c15_13	以後稱吽字三聲。	以 後 稱 吽 字 三 聲  
ZH_T19_0924C_001:0030c16_4	然後道場并觀想聖眾。	然 後 道 場 并 觀 想 聖 眾  
ZH_T19_0924C_001:0030c16_9	遍滿道場。	遍 滿 道 場  
ZH_T19_0924C_001:0030c16_14	如影重之。	如 影 重 之  
ZH_T19_0924C_001:0030c16_19	不相妨礙。	不 相 妨 礙  
ZH_T19_0924C_001:0030c17_4	次入道場已。	次 入 道 場 已  
ZH_T19_0924C_001:0030c17_10	面向於本尊。	面 向 於 本 尊  
ZH_T19_0924C_001:0030c17_15	合掌作禮。	合 掌 作 禮  
ZH_T19_0924C_001:0030c17_20	禮三部尊。	禮 三 部 尊  
ZH_T19_0924C_001:0030c18_4	及本尊已。	及 本 尊 已  
ZH_T19_0924C_001:0030c18_16	舉頭諦觀佛菩薩金剛像也。	舉 頭 諦 觀 佛 菩 薩 金 剛 像 也  
ZH_T19_0924C_001:0030c19_8	向佛陳說三世宿愆惡障。	向 佛 陳 說 三 世 宿 愆 惡 障  
ZH_T19_0924C_001:0030c19_14	重懺本尊所。	重 懺 本 尊 所  
ZH_T19_0924C_001:0030c20_1	亦如是懺禮。	亦 如 是 懺 禮  
ZH_T19_0924C_001:0030c20_4	偈曰。	偈 曰  
ZH_T19_0924C_001:0030c21_0	我從過去世　　流轉於生死	我 從 過 去 世   流 轉 於 生 死 
ZH_T19_0924C_001:0030c22_0	今對大聖尊　　盡心而懺悔	今 對 大 聖 尊   盡 心 而 懺 悔 
ZH_T19_0924C_001:0030c23_0	如先佛所懺　　我今亦如是	如 先 佛 所 懺   我 今 亦 如 是 
ZH_T19_0924C_001:0030c24_0	願承加持力　　眾生悉清淨	願 承 加 持 力   眾 生 悉 清 淨 
ZH_T19_0924C_001:0030c25_0	以此大願故　　自他獲無垢	以 此 大 願 故   自 他 獲 無 垢 
ZH_T19_0924C_001:0030c26_6	次香水淨三業。	次 香 水 淨 三 業  
ZH_T19_0924C_001:0030c26_10	真言曰。	真 言 曰  
ZH_T19_0924C_001:0030c28_7	唵薩嚩二合婆嚩輸馱薩嚩達麼薩嚩二合婆嚩輸度啥次定心已。	唵 薩 嚩 二 合 婆 嚩 輸 馱 薩 嚩 達 麼 薩 嚩 二 合 婆 嚩 輸 度 啥 次 定 心 已  
ZH_T19_0924C_001:0030c28_14	作三部三昧耶。	作 三 部 三 昧 耶  
ZH_T19_0924C_001:0030c28_18	真言曰。	真 言 曰  
ZH_T19_0924C_001:0031a03_7	唵怛他引蘖覩納婆二合縛引也娑嚩二合引訶佛唵跛娜謨二合納婆二合縛引也娑嚩二合引賀蓮唵嚩曰盧二合納婆二合縛也婆嚩二合引賀引已上三部三昧耶。	唵 怛 他 引 蘖 覩 納 婆 二 合 縛 引 也 娑 嚩 二 合 引 訶 佛 唵 跛 娜 謨 二 合 納 婆 二 合 縛 引 也 娑 嚩 二 合 引 賀 蓮 唵 嚩 曰 盧 二 合 納 婆 二 合 縛 也 婆 嚩 二 合 引 賀 引 已 上 三 部 三 昧 耶  
ZH_T19_0924C_001:0031a04_9	次遣除身中毘那夜迦。	次 遣 除 身 中 毘 那 夜 迦  
ZH_T19_0924C_001:0031a04_13	真言曰。	真 言 曰  
ZH_T19_0924C_001:0031a06_5	唵闍波沒㗚帝賀囊迦囊吽泮吒次辟除諸障。	唵 闍 波 沒 㗚 帝 賀 囊 迦 囊 吽 泮 吒 次 辟 除 諸 障  
ZH_T19_0924C_001:0031a06_9	真言曰。	真 言 曰  
