segmentnr	original	stemmed
ZH_T39_1788_03a:0219a25_0	三身品末	三 身 品 末 
ZH_T39_1788_03a:0219a27_0	翻經沙門慧沼撰	翻 經 沙 門 慧 沼 撰 
ZH_T39_1788_03a:0219a28_0	經　「善男子！一切諸佛於第一身與諸佛同事，於	經   善 男 子  一切諸佛 於 第 一 身 與諸佛同 事  於 
ZH_T39_1788_03a:0219a29_18	第二身與諸佛同意，於第三身與諸佛同體。	第 二 身 與諸佛同 意  於 第 三 身 與諸佛同 體  
ZH_T39_1788_03a:0219b01_2	」贊曰：	 贊 曰  
ZH_T39_1788_03a:0219b01_11	第五、同異分別門。	第 五  同 異 分 別 門  
ZH_T39_1788_03a:0219b01_16	分文為三：	分 文 為 三  
ZH_T39_1788_03a:0219b04_9	三佛別故，化身化二乘及地前凡夫，多起六通成其化事，故諸論等云轉五識得成事智，多以八相現諸事業，故名同事。	三 佛 別 故  化 身 化 二 乘 及 地 前 凡 夫  多 起 六 通 成 其 化 事  故 諸 論 等 云 轉 五 識 得 成 事 智  多 以 八 相 現 諸 事 業  故 名 同 事  
ZH_T39_1788_03a:0219b05_13	應身為化地上菩薩令受法樂，意樂同故，故云同意。	應 身 為 化 地 上 菩 薩 令 受 法 樂  意 樂 同 故  故 云 同 意  
ZH_T39_1788_03a:0219b06_2	又同有化菩薩之意。	又 同 有 化 菩 薩 之 意  
ZH_T39_1788_03a:0219b07_1	法身如如，所依之體諸佛無異，故云同體。	法 身 如 如  所 依 之 體 諸 佛 無 異  故 云 同 體  
ZH_T39_1788_03a:0219b07_21	故無性《攝論》第九云「諸佛法身當言有異？	故 無 性  攝 論  第 九 云  諸 佛 法 身 當 言 有 異  
ZH_T39_1788_03a:0219b08_4	當言無異？	當 言 無 異  
ZH_T39_1788_03a:0219b08_19	依止意樂作業無別故，當言無異。	依 止 意 樂 作 業 無 別 故  當 言 無 異  
ZH_T39_1788_03a:0219b09_13	無量依身現等覺故，當言有異。	無 量 依 身 現 等 覺 故  當 言 有 異  
ZH_T39_1788_03a:0219b10_4	如說法身，受用身亦爾。	如 說 法 身  受 用 身 亦 爾  
ZH_T39_1788_03a:0219b10_18	意樂及業無差別故，當言無異。	意 樂 及 業 無 差 別 故  當 言 無 異  
ZH_T39_1788_03a:0219b11_18	不由依止，無差別故，無量依止，差別轉故。	不 由 依 止  無 差 別 故  無 量 依 止  差 別 轉 故  
ZH_T39_1788_03a:0219b13_5	應知化身如受用說，即法身由三無別，受用變化但意樂作業。	應 知 化 身 如 受 用 說  即 法 身 由 三 無 別  受 用 變 化 但 意 樂 作 業  
ZH_T39_1788_03a:0219b14_1	」此門意令知心化同異，逆配此三。	 此 門 意 令 知 心 化 同 異  逆 配 此 三  
ZH_T39_1788_03a:0219b16_11	彼文雖通，今此經中各據增勝別配三身，理亦無失，以其五識於因位時事業各別，第七意識恒執有我令自他差。	彼 文 雖 通  今 此 經 中 各 據 增 勝 別 配 三 身  理 亦 無 失  以 其 五 識 於 因 位 時 事 業 各 別  第 七 意 識 恒 執 有 我 令 自 他 差  
ZH_T39_1788_03a:0219b18_3	今在果位證平等理，故五識所起化身同事，第七所起他受用同意。	今 在 果 位 證 平 等 理  故 五 識 所 起 化 身 同 事  第 七 所 起 他 受 用 同 意  
ZH_T39_1788_03a:0219b19_6	經　「善男子！	經   善 男 子  
ZH_T39_1788_03a:0219b20_7	是初佛身，隨眾生意有多種故現種種相，是故說多。	是 初 佛 身  隨 眾 生 意 有 多 種 故 現 種 種 相  是 故 說 多  
ZH_T39_1788_03a:0219b20_11	」贊曰：	 贊 曰  
ZH_T39_1788_03a:0219b20_20	第六、一多分別門。	第 六  一 多 分 別 門  
ZH_T39_1788_03a:0219b21_3	文亦分三：	文 亦 分 三  
ZH_T39_1788_03a:0219b21_13	前門談體，此門說用。	前 門 談 體  此 門 說 用  
ZH_T39_1788_03a:0219b23_15	以諸異生異趣異見云意有多，隨意有多故現化身有種種相，或說八相、或隨諸類而以現形。	以 諸 異 生 異 趣 異 見 云 意 有 多  隨 意 有 多 故 現 化 身 有 種 種 相  或 說 八 相  或 隨 諸 類 而 以 現 形  
ZH_T39_1788_03a:0219b25_5	設若二乘已得聖者，亦是一分異生，所知障在，故云隨所化眾生意。	設 若 二 乘 已 得 聖 者  亦 是 一 分 異 生  所 知 障 在  故 云 隨 所 化 眾 生 意  
ZH_T39_1788_03a:0219b26_21	經　「第二佛身，弟子一意故現一相，是故說一。	經   第 二 佛 身  弟 子 一 意 故 現 一 相  是 故 說 一  
ZH_T39_1788_03a:0219b27_2	」贊曰：	 贊 曰  
ZH_T39_1788_03a:0219b27_15	應身所化地上菩薩得弟子名。	應 身 所 化 地 上 菩 薩 得 弟 子 名  
ZH_T39_1788_03a:0219b28_6	證平等理，故名一意。	證 平 等 理  故 名 一 意  
ZH_T39_1788_03a:0219b28_21	現一相者，但現佛相，無六趣別。	現 一 相 者  但 現 佛 相  無 六 趣 別  
ZH_T39_1788_03a:0219c01_4	所現佛身非無大小勝劣差別，十地位別，見有勝劣故。	所 現 佛 身 非 無 大 小 勝 劣 差 別  十 地 位 別  見 有 勝 劣 故  
