segmentnr	original	stemmed
ZH_T07_0220e_567:0926a02_0	大般若波羅蜜多經卷第五百六	大 般 若 波羅蜜多 經 卷 第 五 百 六 
ZH_T07_0220e_567:0926a03_0	十七	十 七 
ZH_T07_0220e_567:0926a05_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T07_0220e_567:0926a08_6	3 顯相品第六分顯相品第三爾時，最勝復從座起，偏覆左肩，右膝著地，合掌向佛，白言：	3   顯 相 品 第 六 分 顯 相 品 第 三 爾 時  最 勝 復 從 座 起  偏 覆 左 肩  右膝著地  合 掌 向 佛  白 言  
ZH_T07_0220e_567:0926a08_10	「世尊！	 世 尊  
ZH_T07_0220e_567:0926a09_2	甚深般若波羅蜜多以何為相？	甚 深 般 若 波羅蜜多 以 何 為 相  
ZH_T07_0220e_567:0926a09_12	」於是世尊告最勝曰：	 於 是 世 尊 告 最 勝 曰  
ZH_T07_0220e_567:0926a09_18	「天王當知！	 天 王 當 知  
ZH_T07_0220e_567:0926a10_20	如地、水、火、風、空等相，甚深般若波羅蜜多亦復如是。	如 地  水  火  風  空 等 相  甚 深 般 若 波羅蜜多 亦復如是  
ZH_T07_0220e_567:0926a11_9	」是時，最勝便白佛言：	 是 時  最 勝 便 白 佛 言  
ZH_T07_0220e_567:0926a11_13	「世尊！	 世 尊  
ZH_T07_0220e_567:0926a12_15	云何甚深般若波羅蜜多如地、水、火、風、空等相？	云 何 甚 深 般 若 波羅蜜多 如 地  水  火  風  空 等 相  
ZH_T07_0220e_567:0926a12_21	」佛告最勝：	 佛 告 最 勝  
ZH_T07_0220e_567:0926a13_2	「天王當知！	 天 王 當 知  
ZH_T07_0220e_567:0926a14_9	普遍廣大難可度量是為地相，甚深般若波羅蜜多亦復如是。	普 遍 廣 大 難 可 度 量 是 為 地 相  甚 深 般 若 波羅蜜多 亦復如是  
ZH_T07_0220e_567:0926a14_13	何以故？	何 以 故  
ZH_T07_0220e_567:0926a15_7	諸法真如普遍廣大難測量故。	諸 法 真 如 普 遍 廣 大 難 測 量 故  
ZH_T07_0220e_567:0926a15_12	天王當知！	天 王 當 知  
ZH_T07_0220e_567:0926a16_2	一切藥草依地生長；	一 切 藥 草 依 地 生 長  
ZH_T07_0220e_567:0926a17_5	甚深般若波羅蜜多亦復如是，普能生長一切善法。	甚 深 般 若 波羅蜜多 亦復如是  普 能 生 長 一 切 善 法  
ZH_T07_0220e_567:0926a17_10	天王當知！	天 王 當 知  
ZH_T07_0220e_567:0926a18_15	譬如大地，增之不喜，減之不憂，離我、我所，無二相故；	譬 如 大 地  增 之 不 喜  減 之 不 憂  離 我  我 所  無 二 相 故  
ZH_T07_0220e_567:0926a20_7	甚深般若波羅蜜多亦復如是，讚歎不增，毀訾不減，離我、我所，無二相故。	甚 深 般 若 波羅蜜多 亦復如是  讚 歎 不 增  毀 訾 不 減  離 我  我 所  無 二 相 故  
ZH_T07_0220e_567:0926a21_5	又如大地，世間往來舉足、下足無不依之；	又 如 大 地  世 間 往 來 舉 足  下 足 無 不 依 之  
ZH_T07_0220e_567:0926a22_13	甚深般若波羅蜜多亦復如是，若求善趣、若向涅槃無不依止。	甚 深 般 若 波羅蜜多 亦復如是  若 求 善 趣  若 向 涅 槃 無 不 依 止  
ZH_T07_0220e_567:0926a23_3	又如大地，出種種寶；	又 如 大 地  出 種 種 寶  
ZH_T07_0220e_567:0926a24_6	甚深般若波羅蜜多亦復如是，出生世間種種功德。	甚 深 般 若 波羅蜜多 亦復如是  出 生 世 間 種 種 功 德  
ZH_T07_0220e_567:0926a25_5	又如大地，蟲、蟻、蚊、虻種種苦事不能傾動；	又 如 大 地  蟲  蟻  蚊  虻 種 種 苦 事 不能傾動  
ZH_T07_0220e_567:0926a26_13	甚深般若波羅蜜多亦復如是，離我、我所都無分別不可傾動。	甚 深 般 若 波羅蜜多 亦復如是  離 我  我 所 都 無 分 別 不 可 傾 動  
ZH_T07_0220e_567:0926a27_13	又如大地，若聞師子、龍、象等聲終無驚怖；	又 如 大 地  若 聞 師 子  龍  象 等 聲 終 無 驚 怖  
ZH_T07_0220e_567:0926a29_1	甚深般若波羅蜜多亦復如是，一切天魔及外道等不能恐懼。	甚 深 般 若 波羅蜜多 亦復如是  一 切 天 魔 及 外 道 等 不 能 恐 懼  
ZH_T07_0220e_567:0926a29_5	何以故？	何 以 故  
ZH_T07_0220e_567:0926a29_20	不見有我，不見有法，自性空故。	不 見 有 我  不 見 有 法  自 性 空 故  
ZH_T07_0220e_567:0926b01_3	「天王當知！	 天 王 當 知  
ZH_T07_0220e_567:0926b01_18	譬如水大，從高赴下，水族所歸；	譬 如 水 大  從 高 赴 下  水 族 所 歸  
ZH_T07_0220e_567:0926b03_10	甚深般若波羅蜜多亦復如是，從真法界流趣世間，一切善法之所依止。	甚 深 般 若 波羅蜜多 亦復如是  從 真 法 界 流 趣 世 間  一 切 善 法 之 所 依 止  
ZH_T07_0220e_567:0926b04_4	又如水大，能潤草木生於花果；	又 如 水 大  能 潤 草 木 生 於 花 果  
ZH_T07_0220e_567:0926b06_6	甚深般若波羅蜜多亦復如是，潤諸等持生助道法，成一切智得佛法果，利益安樂一切有情。	甚 深 般 若 波羅蜜多 亦復如是  潤 諸 等 持 生 助 道 法  成 一 切 智 得 佛 法 果  利益安樂 一切有情  
ZH_T07_0220e_567:0926b07_5	又如水大，漬草木根，能使傾拔隨流而去；	又 如 水 大  漬 草 木 根  能 使 傾 拔 隨 流 而 去  
ZH_T07_0220e_567:0926b08_19	甚深般若波羅蜜多亦復如是，能滅一切見、趣、煩惱、習氣根本永不復生。	甚 深 般 若 波羅蜜多 亦復如是  能 滅 一 切 見  趣  煩 惱  習 氣 根 本 永 不 復 生  
ZH_T07_0220e_567:0926b09_12	又如水大，性本清潔無垢無濁；	又 如 水 大  性 本 清 潔 無 垢 無 濁  
ZH_T07_0220e_567:0926b11_14	甚深般若波羅蜜多亦復如是，體無煩惱故名清潔，能離諸惑故名無垢，一相非異故名無濁。	甚 深 般 若 波羅蜜多 亦復如是  體 無 煩 惱 故 名 清 潔  能 離 諸 惑 故 名 無 垢  一 相 非 異 故 名 無 濁  
ZH_T07_0220e_567:0926b12_4	如人夏熱，遇水清涼；	如 人 夏 熱  遇 水 清 涼  
ZH_T07_0220e_567:0926b13_12	熱惱有情得聞如是甚深般若波羅蜜多，必獲清涼離諸熱惱。	熱 惱 有 情 得 聞 如 是 甚 深 般 若 波羅蜜多  必 獲 清 涼 離 諸 熱 惱  
ZH_T07_0220e_567:0926b14_2	如人患渴，得水乃止；	如 人 患 渴  得 水 乃 止  
ZH_T07_0220e_567:0926b15_1	求出世法，得深般若波羅蜜多思願便止。	求 出 世 法  得 深 般 若 波羅蜜多 思 願 便 止  
ZH_T07_0220e_567:0926b16_8	又如泉池甚深難入，如是般若波羅蜜多諸佛境界甚深難入。	又 如 泉 池 甚 深 難 入  如 是 般 若 波羅蜜多 諸佛境界 甚 深 難 入  
ZH_T07_0220e_567:0926b17_3	又如世間坑埳之處水皆平等；	又 如 世 間 坑 埳 之 處 水 皆 平 等  
ZH_T07_0220e_567:0926b18_12	甚深般若波羅蜜多亦復如是，於諸獨覺、聲聞、異生皆悉平等。	甚 深 般 若 波羅蜜多 亦復如是  於 諸 獨 覺  聲 聞  異 生 皆 悉 平 等  
ZH_T07_0220e_567:0926b20_8	又如淨水洗除垢穢令得清淨，如是菩薩通達般若波羅蜜多離諸煩惱即得清淨。	又 如 淨 水 洗 除 垢 穢 令 得 清 淨  如 是 菩 薩 通 達 般 若 波羅蜜多 離諸煩惱 即 得 清 淨  
ZH_T07_0220e_567:0926b20_12	何以故？	何 以 故  
