segmentnr	original	folio	stemmed
ZH_T39_1786_05b:0145a18_0	宋四明沙門知禮述	05b	宋 四 明 沙 門 知 禮 述 
ZH_T39_1786_05b:0145a19_0	三、「如法」下，後句明中觀。以二觀等者，出安	05b	三   如 法  下  後 句 明 中 觀  以 二 觀 等 者  出 安 
ZH_T39_1786_05b:0145a20_0	住行相也。圓論三觀若非一心，觀體則縱；若	05b	住 行 相 也  圓 論 三 觀 若 非 一 心  觀 體 則 縱  若 
ZH_T39_1786_05b:0145a21_17	其不以二為方便、中為真實，觀體則橫。	05b	其 不 以 二 為 方 便  中 為 真 實  觀 體 則 橫  
ZH_T39_1786_05b:0145a24_1	今論三觀不縱不橫，如此修之，即能安住十界之法，如於本性即修成性，功由一心三觀之力也。	05b	今 論 三 觀 不 縱 不 橫  如 此 修 之  即 能 安 住 十 界 之 法  如 於 本 性 即 修 成 性  功 由 一 心 三 觀 之 力 也  
ZH_T39_1786_05b:0145a24_6	故荊谿云：	05b	故 荊 谿 云  
ZH_T39_1786_05b:0145a25_1	「以正觀安故，世諦方成不思議也。	05b	 以 正 觀 安 故  世 諦 方 成 不 思 議 也  
ZH_T39_1786_05b:0145a25_10	」此則雙遮中道也。	05b	 此 則 雙 遮 中 道 也  
ZH_T39_1786_05b:0145a25_20	雙照二諦，故言含受。	05b	雙 照 二 諦  故 言 含 受  
ZH_T39_1786_05b:0145a26_18	遮乃遮情，照則照性，邊情既泯，二諦皆中。	05b	遮 乃 遮 情  照 則 照 性  邊 情 既 泯  二 諦 皆 中  
ZH_T39_1786_05b:0145a27_12	中既不偏，是故空假各含一切。	05b	中 既 不 偏  是 故 空 假 各 含 一 切  
ZH_T39_1786_05b:0145a28_14	經云「於一切法含受一切法，不作雙照中道解之。	05b	經 云  於一切法 含 受 一 切 法  不 作 雙 照 中 道 解 之  
ZH_T39_1786_05b:0145a29_1	」經意莫顯也。	05b	 經 意 莫 顯 也  
ZH_T39_1786_05b:0145a29_16	三、「若三」下，結觀名密，二：	05b	三   若 三  下  結 觀 名 密  二  
ZH_T39_1786_05b:0145a29_21	初、揀非。	05b	初  揀 非  
ZH_T39_1786_05b:0145b01_2	二、「即一」下，示密。	05b	二   即 一  下  示 密  
ZH_T39_1786_05b:0145b02_9	即一而三故不一、即三而一故不異，縱橫並別，非之例知。	05b	即 一 而 三 故 不 一  即 三 而 一 故 不 異  縱 橫 並 別  非 之 例 知  
ZH_T39_1786_05b:0145b03_3	欲知等者，兼用口密以結此文。	05b	欲 知 等 者  兼 用 口 密 以 結 此 文  
ZH_T39_1786_05b:0145b03_14	二、約次五句別對三脫。	05b	二  約 次 五 句 別 對 三 脫  
ZH_T39_1786_05b:0145b04_3	此明散脂自顯本地。	05b	此 明 散 脂 自 顯 本 地  
ZH_T39_1786_05b:0145b05_1	已證解脫而兼三諦者，得脫由見諦也。	05b	已 證 解 脫 而 兼 三 諦 者  得 脫 由 見 諦 也  
ZH_T39_1786_05b:0145b05_3	三：	05b	三  
ZH_T39_1786_05b:0145b05_10	初、牒文示義。	05b	初  牒 文 示 義  
ZH_T39_1786_05b:0145b05_25	二、「現見」下，依義釋句，三：	05b	二   現 見  下  依 義 釋 句  三  
ZH_T39_1786_05b:0145b06_5	初、一句示圓淨。	05b	初  一 句 示 圓 淨  
ZH_T39_1786_05b:0145b07_14	實智照不思議真諦者，真諦體是性德般若，全性起修名為實智。	05b	實 智 照 不 思 議 真 諦 者  真 諦 體 是 性 德 般 若  全 性 起 修 名 為 實 智  
ZH_T39_1786_05b:0145b08_4	諦非般若，寧發實智？	05b	諦 非 般 若  寧 發 實 智  
ZH_T39_1786_05b:0145b09_8	此諦離縛乃成分滿圓淨解脫，當知理果終始一如。	05b	此 諦 離 縛 乃 成 分 滿 圓 淨 解 脫  當 知 理 果 終 始 一 如  
ZH_T39_1786_05b:0145b09_17	二、三句示方便淨。	05b	二  三 句 示 方 便 淨  
ZH_T39_1786_05b:0145b10_18	隨機屈曲、因果廢興，皆是權智照不思議俗諦。	05b	隨 機 屈 曲  因 果 廢 興  皆 是 權 智 照 不 思 議 俗 諦  
ZH_T39_1786_05b:0145b12_9	俗諦體是性德解脫，全性起修名為權智，離縛乃成分滿方便淨解脫。	05b	俗 諦 體 是 性 德 解 脫  全 性 起 修 名 為 權 智  離 縛 乃 成 分 滿 方 便 淨 解 脫  
ZH_T39_1786_05b:0145b12_19	理果不二，準前可知。	05b	理 果 不 二  準 前 可 知  
ZH_T39_1786_05b:0145b13_8	三、後一句示性淨。	05b	三  後 一 句 示 性 淨  
ZH_T39_1786_05b:0145b14_6	前云智光乃至智聚，四名但召能照之智。	05b	前 云 智 光 乃 至 智 聚  四 名 但 召 能 照 之 智  
ZH_T39_1786_05b:0145b16_14	唯此智境雖亦標智，體是諦理義當所照，故疏引經「法如如智，此智與法如如冥故」，意彰境智如如不二。	05b	唯 此 智 境 雖 亦 標 智  體 是 諦 理 義 當 所 照  故 疏 引 經  法 如 如 智  此 智 與 法 如 如 冥 故   意 彰 境 智 如 如 不 二  
ZH_T39_1786_05b:0145b18_4	然而此說人皆知之，所解終成二物相合，蓋以不曉境智之體故也。	05b	然 而 此 說 人 皆 知 之  所 解 終 成 二 物 相 合  蓋 以 不 曉 境 智 之 體 故 也  
ZH_T39_1786_05b:0145b19_13	欲知境體，須簡頑境及偏小妄心假立真如，此境安能與智不二？	05b	欲 知 境 體  須 簡 頑 境 及 偏 小 妄 心 假 立 真 如  此 境 安 能 與 智 不 二  
ZH_T39_1786_05b:0145b20_16	今依馬鳴，立境體者所謂本覺，其智體者所謂始覺。	05b	今 依 馬 鳴  立 境 體 者 所 謂 本 覺  其 智 體 者 所 謂 始 覺  
ZH_T39_1786_05b:0145b23_15	故《起信論》云「所言覺義者，謂心體離念，離念相者等虛空界無所不遍，法界一相即是如來常住法身，依此法身說名本學文畢。	05b	故  起 信 論  云  所 言 覺 義 者  謂 心 體 離 念  離 念 相 者 等 虛 空 界 無 所 不 遍  法 界 一 相 即 是 如 來 常 住 法 身  依 此 法 身 說 名 本 學 文 畢  
ZH_T39_1786_05b:0145b24_10	」此覺是性，全性起修名為始覺。	05b	 此 覺 是 性  全 性 起 修 名 為 始 覺  
ZH_T39_1786_05b:0145b25_1	論云始覺者，即同本覺。	05b	論 云 始 覺 者  即 同 本 覺  
ZH_T39_1786_05b:0145b25_11	既云離念，豈有思議？	05b	既 云 離 念  豈 有 思 議  
ZH_T39_1786_05b:0145b27_1	既等虛空無所不遍，豈有一時一塵一心而非本覺乃始覺耶？	05b	既 等 虛 空 無 所 不 遍  豈 有 一 時 一 塵 一 心 而 非 本 覺 乃 始 覺 耶  
ZH_T39_1786_05b:0145b28_12	是故得云三世十方生佛依正為所觀境，三世一方生佛依正為能觀智。	05b	是 故 得 云 三 世 十 方 生 佛 依 正 為 所 觀 境  三 世 一 方 生 佛 依 正 為 能 觀 智  
ZH_T39_1786_05b:0145b29_12	境智名別，其體不殊，是故能所二而不二。	05b	境 智 名 別  其 體 不 殊  是 故 能 所 二 而 不 二  
ZH_T39_1786_05b:0145c02_8	境照於境、境照於智、智照於智、智照於境，此四句說，說即無說、無說而說。	05b	境 照 於 境  境 照 於 智  智 照 於 智  智 照 於 境  此 四 句 說  說 即 無 說  無 說 而 說  
ZH_T39_1786_05b:0145c03_2	此四句照，照而無照、無照而照。	05b	此 四 句 照  照 而 無 照  無 照 而 照  
ZH_T39_1786_05b:0145c03_14	不可思議智境，斯之謂歟！	05b	不可思議 智 境  斯 之 謂 歟  
