segmentnr	original	stemmed
ZH_T45_1887B_01a:0716a26_0	一乘法界圖。合詩一印。五十四角。二百一十	一 乘 法 界 圖  合 詩 一 印  五 十 四 角  二 百 一 十 
ZH_T45_1887B_01a:0716a27_0	字。	字  
ZH_T45_1887B_01a:0716a28_0	夫大聖善教無方。應機隨病非一。迷之者守	夫 大 聖 善 教 無 方  應 機 隨 病 非 一  迷 之 者 守 
ZH_T45_1887B_01a:0716a29_1	跡。	跡  
ZH_T45_1887B_01a:0716a29_6	不知失體。	不 知 失 體  
ZH_T45_1887B_01a:0716a29_13	勤而歸宗未日。	勤 而 歸 宗 未 日  
ZH_T45_1887B_01a:0716a29_19	故依理據教。	故 依 理 據 教  
ZH_T45_1887B_01a:0716b01_3	略制盤詩。	略 制 盤 詩  
ZH_T45_1887B_01a:0716b01_10	冀以執名之徒。	冀 以 執 名 之 徒  
ZH_T45_1887B_01a:0716b01_17	還歸無名真源。	還 歸 無 名 真 源  
ZH_T45_1887B_01a:0716b02_2	讀詩之法。	讀 詩 之 法  
ZH_T45_1887B_01a:0716b02_9	宜從中法為始。	宜 從 中 法 為 始  
ZH_T45_1887B_01a:0716b02_14	盤迴屈曲。	盤 迴 屈 曲  
ZH_T45_1887B_01a:0716b02_20	乃至佛為終。	乃 至 佛 為 終  
ZH_T45_1887B_01a:0716b03_4	隨印道讀。	隨 印 道 讀  
ZH_T45_1887B_01a:0716b04_0	　　　死涅槃常共和是故界實寶殿窮坐	   死 涅 槃 常 共 和 是 故 界 實 寶 殿 窮 坐 
ZH_T45_1887B_01a:0716b05_0	　　　生意如出繁理益行法意如捉巧實	   生 意 如 出 繁 理 益 行 法 意 如 捉 巧 實 
ZH_T45_1887B_01a:0716b06_0	　　　覺不人境中事利者嚴歸資糧善際	   覺 不 人 境 中 事 利 者 嚴 歸 資 糧 善 際 
ZH_T45_1887B_01a:0716b07_0	　　　正思大能昧冥得還莊家得以緣中	   正 思 大 能 昧 冥 得 還 莊 家 得 以 緣 中 
ZH_T45_1887B_01a:0716b08_0	　　　便議賢人三然器本寶隨分陀無道	   便 議 賢 人 三 然 器 本 寶 隨 分 陀 無 道 
ZH_T45_1887B_01a:0716b09_0	　　　時雨普海印無隨際盡無尼羅得床	   時 雨 普 海 印 無 隨 際 盡 無 尼 羅 得 床 
ZH_T45_1887B_01a:0716b10_0	　　　心寶佛十別分生叵息妄想必不舊	   心 寶 佛 十 別 分 生 叵 息 妄 想 必 不 舊 
ZH_T45_1887B_01a:0716b11_0	　　　發益生滿虛空眾法佛為名動不來	   發 益 生 滿 虛 空 眾 法 佛 為 名 動 不 來 
ZH_T45_1887B_01a:0716b12_0	　　　初成別隔亂雜不性餘境妙不守自	   初 成 別 隔 亂 雜 不 性 餘 境 妙 不 守 自 
ZH_T45_1887B_01a:0716b13_0	　　　十方一切塵中仍圓非真微無名性	   十 方 一 切 塵 中 仍 圓 非 真 微 無 名 性 
ZH_T45_1887B_01a:0716b14_0	　　　含即念一念亦即融知性極相無隨	   含 即 念 一 念 亦 即 融 知 性 極 相 無 隨 
ZH_T45_1887B_01a:0716b15_0	　　　中是劫即一如相無所甚深絕寂緣	   中 是 劫 即 一 如 相 無 所 甚 深 絕 寂 緣 
ZH_T45_1887B_01a:0716b16_0	　　　塵無遠量無是互二智證切一來成	   塵 無 遠 量 無 是 互 二 智 證 切 一 來 成 
ZH_T45_1887B_01a:0716b17_0	　　　微量劫九世十世相諸法不動本一	   微 量 劫 九 世 十 世 相 諸 法 不 動 本 一 
ZH_T45_1887B_01a:0716b18_0	　　　一一即多切一即一一中多切一中	   一 一 即 多 切 一 即 一 一 中 多 切 一 中 
ZH_T45_1887B_01a:0716b19_11	一乘法界圖至二百一十字。	一 乘 法 界 圖 至 二 百 一 十 字  
ZH_T45_1887B_01a:0716b19_15	大記云。	大 記 云  
ZH_T45_1887B_01a:0716b20_13	以此一乘法界圖等分配儼師五重海印。	以 此 一 乘 法 界 圖 等 分 配 儼 師 五 重 海 印  
ZH_T45_1887B_01a:0716b21_13	謂一乘法界配忘像海印記破初幅云此配釋。	謂 一 乘 法 界 配 忘 像 海 印 記 破 初 幅 云 此 配 釋  
ZH_T45_1887B_01a:0716b21_23	圖之一字配現像海印。	圖 之 一 字 配 現 像 海 印  
ZH_T45_1887B_01a:0716b22_5	謂圖者像也。	謂 圖 者 像 也  
ZH_T45_1887B_01a:0716b22_8	經云。	經 云  
ZH_T45_1887B_01a:0716b22_17	即如其像現神通力。	即 如 其 像 現 神 通 力  
ZH_T45_1887B_01a:0716b23_2	藏師釋云。	藏 師 釋 云  
ZH_T45_1887B_01a:0716b23_7	如其所念。	如 其 所 念  
ZH_T45_1887B_01a:0716b24_8	如上一百二十四問及下至第六會來所說法門。	如 上 一 百 二 十 四 問 及 下 至 第 六 會 來 所 說 法 門  
ZH_T45_1887B_01a:0716b25_7	答此問者皆於如來法界身中無不圓明。	答 此 問 者 皆 於 如來法界 身 中 無 不 圓 明  
ZH_T45_1887B_01a:0716b25_14	頓現其像云云。	頓 現 其 像 云 云  
ZH_T45_1887B_01a:0716b25_18	下經云。	下 經 云  
