segmentnr	original	stemmed
ZH_T34_1723_04b:0726a13_0	沙門基撰	沙 門 基 撰 
ZH_T34_1723_04b:0726a14_0	經「一切諸世尊至唯一無二乘」。贊曰：下第	經  一 切 諸 世 尊 至 唯 一 無 二 乘   贊 曰  下 第 
ZH_T34_1723_04b:0726a15_0	五段七十頌半，頌第五依法，有三：初一	五 段 七 十 頌 半  頌 第 五 依 法  有 三  初 一 
ZH_T34_1723_04b:0726a17_12	頌半頌十方佛法，次三十八頌半頌三世佛法，後三十頌半頌我亦如是。	頌 半 頌 十 方 佛 法  次 三 十 八 頌 半 頌 三 世 佛 法  後 三 十 頌 半 頌 我 亦 如 是  
ZH_T34_1723_04b:0726a17_16	此初也。	此 初 也  
ZH_T34_1723_04b:0726a18_12	既唯一無二乘，云何破三以歸一？	既 唯 一 無 二 乘  云 何 破 三 以 歸 一  
ZH_T34_1723_04b:0726a19_14	經「過去無數劫至其數不可量」。	經  過 去 無 數 劫 至 其 數 不 可 量   
ZH_T34_1723_04b:0726a19_17	贊曰：	贊 曰  
ZH_T34_1723_04b:0726a20_10	下三十八頌半頌三世，中分三：	下 三 十 八 頌 半 頌 三 世  中 分 三  
ZH_T34_1723_04b:0726a21_18	初二十七頌半頌過去，次六頌半頌未來，後四頌半頌現在。	初 二 十 七 頌 半 頌 過 去  次 六 頌 半 頌 未 來  後 四 頌 半 頌 現 在  
ZH_T34_1723_04b:0726a22_4	初中有二：	初 中 有 二  
ZH_T34_1723_04b:0726a23_17	初四頌半頌佛說法初權後實，後二十三頌頌眾生聞法皆究竟得一切種智。	初 四 頌 半 頌 佛 說 法 初 權 後 實  後 二 十 三 頌 頌 眾 生 聞 法 皆 究 竟 得 一切種智  
ZH_T34_1723_04b:0726a24_4	初中有四：	初 中 有 四  
ZH_T34_1723_04b:0726a25_9	一頌佛多，一頌開權，一頌顯實，一頌半釋開權顯實之意。	一 頌 佛 多  一 頌 開 權  一 頌 顯 實  一 頌 半 釋 開 權 顯 實 之 意  
ZH_T34_1723_04b:0726a25_13	此初也。	此 初 也  
ZH_T34_1723_04b:0726a26_14	經「如是諸世尊至演說諸法相」。	經  如 是 諸 世 尊 至 演 說 諸 法 相   
ZH_T34_1723_04b:0726a26_17	贊曰：	贊 曰  
ZH_T34_1723_04b:0726a27_2	明初開權。	明 初 開 權  
ZH_T34_1723_04b:0726a28_14	經「是諸世尊等至令入於佛道」。	經  是 諸 世 尊 等 至 令 入 於 佛 道   
ZH_T34_1723_04b:0726a28_17	贊曰：	贊 曰  
ZH_T34_1723_04b:0726a29_2	明後顯實。	明 後 顯 實  
ZH_T34_1723_04b:0726b01_14	經「又諸大聖主至助顯第一義」。	經  又 諸 大 聖 主 至 助 顯 第 一 義   
ZH_T34_1723_04b:0726b01_17	贊曰：	贊 曰  
ZH_T34_1723_04b:0726b02_5	釋開權顯實之義。	釋 開 權 顯 實 之 義  
ZH_T34_1723_04b:0726b04_3	知諸眾生未能頓學一乘教故，識其根、欲故，初以權方便助顯一乘，後令入實。	知 諸 眾 生 未 能 頓 學 一 乘 教 故  識 其 根  欲 故  初 以 權 方 便 助 顯 一 乘  後 令 入 實  
ZH_T34_1723_04b:0726b04_11	又菩薩根性有二：	又 菩 薩 根 性 有 二  
ZH_T34_1723_04b:0726b05_1	一不定性，二定性。	一 不 定 性  二 定 性  
ZH_T34_1723_04b:0726b06_1	為不定性初權後實，顯暢一乘，前二頌是；	為 不 定 性 初 權 後 實  顯 暢 一 乘  前 二 頌 是  
ZH_T34_1723_04b:0726b06_16	為定性者說頓教一乘，此文是也。	為 定 性 者 說 頓 教 一 乘  此 文 是 也  
ZH_T34_1723_04b:0726b08_16	謂知眾生心性頓欲故，以異方便不從權取實顯助一乘，一乘者第一義諦真如等是。	謂 知 眾 生 心 性 頓 欲 故  以 異 方 便 不 從 權 取 實 顯 助 一 乘  一 乘 者 第一義諦 真 如 等 是  
ZH_T34_1723_04b:0726b10_1	初三後一是權實之方便，頓說一乘故名異方便。	初 三 後 一 是 權 實 之 方 便  頓 說 一 乘 故 名 異 方 便  
ZH_T34_1723_04b:0726b11_14	經「若有眾生類至皆已成佛道」。	經  若 有 眾 生 類 至 皆 已 成 佛 道   
ZH_T34_1723_04b:0726b11_17	贊曰：	贊 曰  
ZH_T34_1723_04b:0726b13_1	下二十三頌頌眾生聞法究竟皆得一切種智，為三：	下 二 十 三 頌 頌 眾 生 聞 法 究 竟 皆 得 一切種智  為 三  
ZH_T34_1723_04b:0726b13_19	初二頌佛在，次二十頌滅後，後一頌結。	初 二 頌 佛 在  次 二 十 頌 滅 後  後 一 頌 結  
ZH_T34_1723_04b:0726b14_3	此初也。	此 初 也  
ZH_T34_1723_04b:0726b16_1	逢佛、聞法、修行六度四攝無量等，名種種福德，修佛之因菩薩行故，皆已成道。	逢 佛  聞 法  修 行 六 度 四 攝 無 量 等  名 種 種 福 德  修 佛 之 因 菩 薩 行 故  皆 已 成 道  
ZH_T34_1723_04b:0726b17_14	經「諸佛滅度已至皆已成佛道」。	經  諸 佛 滅 度 已 至 皆 已 成 佛 道   
ZH_T34_1723_04b:0726b17_17	贊曰：	贊 曰  
ZH_T34_1723_04b:0726b18_8	下二十頌頌佛滅後，分五：	下 二 十 頌 頌 佛 滅 後  分 五  
