segmentnr	original	folio	analyzed
ZH_X07_0234_106:0902c20	大方廣佛華嚴經疏卷第一百六(入第六十九經)	106	大 方 廣 佛 華 嚴 經 疏 卷 第 一 百 六  入 第 六 十 九 經  
ZH_X07_0234_106:0902c21	清涼山沙門　澄觀　述	106	清 涼 山 沙 門  澄 觀  述 
ZH_X07_0234_106:0902c22	晉水沙門　(淨源)　錄疏注經	106	晉 水 沙 門   淨 源   錄 疏 注 經 
ZH_X07_0234_106:0902c23	△第二普德淨光夜神。寄離垢地善友。義如前說。	106	 第 二 普 德 淨 光 夜 神  寄 離 垢 地 善 友  義 如 前 說  
ZH_X07_0234_106:0902c24	文則具六。且分為四。初依教趣求。	106	文 則 具 六  且 分 為 四  初 依 教 趣 求  
ZH_X07_0234_106:0903a01	爾時善財童子了知彼(至)夜神初發菩提心。	106	爾 時 善 財 童 子 了 知 彼  至  夜 神 初發菩提心  
ZH_X07_0234_106:0903a02	先念前法。有十一句。初一念發心。餘十念得法。	106	先 念 前 法  有 十 一 句  初 一 念 發 心  餘 十 念 得 法  
ZH_X07_0234_106:0903a03	所生菩薩藏所發菩薩願(至)至普德淨光夜神所。	106	所 生 菩 薩 藏 所 發 菩 薩 願  至  至 普 德 淨 光 夜 神 所  
ZH_X07_0234_106:0903a04	△二見敬諮問。	106	 二 見 敬 諮 問  
ZH_X07_0234_106:0903a05	頂禮其足繞無數帀(至)云何成就菩薩地。	106	頂 禮 其 足 繞 無 數 帀  至  云 何 成 就 菩 薩 地  
ZH_X07_0234_106:0903a06	△三稱讚授法二。初讚。	106	 三 稱 讚 授 法 二  初 讚  
ZH_X07_0234_106:0903a07	夜神答言善哉善哉(至)修行出生及以成就。	106	夜 神 答 言 善哉善哉  至  修 行 出 生 及 以 成 就  
ZH_X07_0234_106:0903a08	△二授亦二。先長行三。初正授法門二。初總答所	106	 二 授 亦 二  先 長 行 三  初 正 授 法 門 二  初 總 答 所 
ZH_X07_0234_106:0903a09	問。	106	問  
ZH_X07_0234_106:0903a10	善男子菩薩成就十法能圓滿菩薩行。	106	善 男 子 菩 薩 成 就 十 法 能 圓 滿 菩 薩 行  
ZH_X07_0234_106:0903a11	先標次徵。	106	先 標 次 徵  
ZH_X07_0234_106:0903a12	何者為十。	106	何 者 為 十  
ZH_X07_0234_106:0903a13	次釋。	106	次 釋  
ZH_X07_0234_106:0903a14	一者得清淨三昧常見一切佛。	106	一 者 得 清 淨 三 昧 常 見 一 切 佛  
ZH_X07_0234_106:0903a15	初總餘別。	106	初 總 餘 別  
ZH_X07_0234_106:0903a16	二者得清淨眼常觀一切佛(至)無量諸佛法光明海。	106	二 者 得 清 淨 眼 常 觀 一 切 佛  至  無 量 諸 佛 法 光 明 海  
ZH_X07_0234_106:0903a17	是智法光明。	106	是 智 法 光 明  
ZH_X07_0234_106:0903a18	五者知一切如來一一毛孔(至)利益無量一切眾生。	106	五 者 知 一 切 如 來 一 一 毛 孔  至  利 益 無 量 一 切 眾 生  
ZH_X07_0234_106:0903a19	放光利益。	106	放 光 利 益  
ZH_X07_0234_106:0903a20	六者見一切如來一一毛孔出一切寶色光明燄海。	106	六 者 見 一 切 如 來 一 一 毛 孔 出 一 切 寶 色 光 明 燄 海  
ZH_X07_0234_106:0903a21	常光發燄。	106	常 光 發 燄  
ZH_X07_0234_106:0903a22	七者於念念中出現(至)調伏眾生不思議自在力。	106	七 者 於念念中 出 現  至  調 伏 眾 生 不 思 議 自 在 力  
ZH_X07_0234_106:0903a23	後結。	106	後 結  
ZH_X07_0234_106:0903a24	善男子菩薩成就此十種法則能圓滿菩薩諸行。	106	善 男 子 菩 薩 成 就 此 十 種 法 則 能 圓 滿 菩 薩 諸 行  
ZH_X07_0234_106:0903b01	△二別示己法二。初標名體。	106	 二 別 示 己 法 二  初 標 名 體  
ZH_X07_0234_106:0903b02	善男子我得菩薩解脫名寂靜禪定樂普游步。	106	善 男 子 我 得 菩 薩 解 脫 名 寂 靜 禪 定 樂 普 游 步  
ZH_X07_0234_106:0903b03	謂契理無著為寂靜。止觀雙運為禪定。正法樂住	106	謂 契 理 無 著 為 寂 靜  止 觀 雙 運 為 禪 定  正 法 樂 住 
