segmentnr	original	stemmed
ZH_T07_0220c_504:0566a07_0	大般若波羅蜜多經卷第五百四	大 般 若 波羅蜜多 經 卷 第 五 百 四 
ZH_T07_0220c_504:0566a09_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T07_0220c_504:0566a10_0	第三分福聚品第八之二	第 三 分 福 聚 品 第 八 之 二 
ZH_T07_0220c_504:0566a11_7	「復次，憍尸迦！	 復 次  憍 尸 迦  
ZH_T07_0220c_504:0566a13_11	若善男子、善女人等教一有情住預流果所獲福聚，尚勝教化一贍部洲諸有情類皆令安住十善業道。	若 善 男 子  善 女 人 等 教 一 有 情 住 預 流 果 所 獲 福 聚  尚 勝 教 化 一 贍 部 洲 諸 有 情 類 皆 令 安 住 十善業道  
ZH_T07_0220c_504:0566a13_16	所以者何？	所以者何  
ZH_T07_0220c_504:0566a16_18	諸有安住十善業道，不免地獄、傍生、鬼界，若諸有情住預流果便得永脫諸險惡趣，況教令住一來、不還、阿羅漢果所獲福聚而不勝彼！	諸 有 安 住 十善業道  不 免 地 獄  傍 生  鬼 界  若 諸 有 情 住 預 流 果 便 得 永 脫 諸 險 惡 趣  況 教 令 住 一 來  不 還  阿羅漢果 所 獲 福 聚 而 不 勝 彼  
ZH_T07_0220c_504:0566a17_2	憍尸迦！	憍 尸 迦  
ZH_T07_0220c_504:0566a19_16	若善男子、善女人等，教贍部洲諸有情類皆住預流、一來、不還、阿羅漢果所獲福聚，不如有人教一有情令其安住獨覺菩提。	若 善 男 子  善 女 人 等  教 贍 部 洲 諸 有 情 類 皆 住 預 流  一 來  不 還  阿羅漢果 所 獲 福 聚  不 如 有 人 教 一 有 情 令 其 安 住 獨覺菩提  
ZH_T07_0220c_504:0566a20_3	所以者何？	所以者何  
ZH_T07_0220c_504:0566a21_2	獨覺菩提所有功德，勝預流等多百千倍。	獨覺菩提 所 有 功 德  勝 預 流 等 多 百 千 倍  
ZH_T07_0220c_504:0566a21_6	憍尸迦！	憍 尸 迦  
ZH_T07_0220c_504:0566a23_15	若善男子、善女人等，教贍部洲諸有情類皆令安住獨覺菩提所獲福聚，不如有人教一有情令趣無上正等菩提。	若 善 男 子  善 女 人 等  教 贍 部 洲 諸 有 情 類 皆 令 安 住 獨覺菩提 所 獲 福 聚  不 如 有 人 教 一 有 情 令 趣 無上正等菩提  
ZH_T07_0220c_504:0566a24_2	所以者何？	所以者何  
ZH_T07_0220c_504:0566a25_5	若教有情令趣無上正等菩提，則令世間佛眼不斷。	若 教 有 情 令 趣 無上正等菩提  則 令 世 間 佛 眼 不 斷  
ZH_T07_0220c_504:0566a25_9	何以故？	何 以 故  
ZH_T07_0220c_504:0566a25_13	憍尸迦！	憍 尸 迦  
ZH_T07_0220c_504:0566a27_20	由有菩薩摩訶薩故，便有預流、一來、不還、阿羅漢果、獨覺菩提，亦有如來、應、正等覺轉妙法輪度有情眾。	由 有 菩薩摩訶薩 故  便 有 預 流  一 來  不 還  阿羅漢果  獨覺菩提  亦 有 如 來  應  正 等 覺 轉 妙 法 輪 度 有 情 眾  
ZH_T07_0220c_504:0566a29_1	諸菩薩摩訶薩皆依般若波羅蜜多而得成就。	諸 菩薩摩訶薩 皆 依 般 若 波羅蜜多 而 得 成 就  
ZH_T07_0220c_504:0566a29_10	「以是故，憍尸迦！	 以 是 故  憍 尸 迦  
ZH_T07_0220c_504:0566b02_19	若善男子、善女人等書寫般若波羅蜜多甚深經典施他讀誦，若轉書寫、廣令流布，所獲福聚勝前福聚無量無邊。	若 善 男 子  善 女 人 等 書 寫 般 若 波羅蜜多 甚深經典 施 他 讀 誦  若 轉 書 寫  廣 令 流 布  所 獲 福 聚 勝 前 福 聚 無量無邊  
ZH_T07_0220c_504:0566b03_4	所以者何？	所以者何  
ZH_T07_0220c_504:0566b09_14	甚深般若波羅蜜多祕密藏中，廣說世間、出世善法，依此善法世間便有剎帝利大族乃至居士大族、四大王眾天乃至非想非非想處天，亦有布施波羅蜜多廣說乃至一切相智，亦有預流、一來、不還、阿羅漢果、獨覺菩提、一切菩薩摩訶薩行、諸佛無上正等菩提，亦有預流乃至諸佛施設可得。	甚 深 般 若 波羅蜜多 祕 密 藏 中  廣 說 世 間  出 世 善 法  依 此 善 法 世 間 便 有 剎 帝 利 大 族 乃 至 居 士 大 族  四 大 王 眾 天 乃 至 非想非非想處 天  亦 有 布 施 波羅蜜多 廣說乃至 一切相智  亦 有 預 流  一 來  不 還  阿羅漢果  獨覺菩提  一切菩薩 摩 訶 薩 行  諸 佛 無上正等菩提  亦 有 預 流 乃 至 諸 佛 施 設 可 得  
ZH_T07_0220c_504:0566b10_1	「復次，憍尸迦！	 復 次  憍 尸 迦  
ZH_T07_0220c_504:0566b10_10	置贍部洲諸有情類。	置 贍 部 洲 諸 有 情 類  
ZH_T07_0220c_504:0566b12_3	若善男子、善女人等教四大洲諸有情類皆令安住十善業道，於意云何？	若 善 男 子  善 女 人 等 教 四 大 洲 諸 有 情 類 皆 令 安 住 十善業道  於意云何  
ZH_T07_0220c_504:0566b12_8	餘如上說。	餘 如 上 說  
ZH_T07_0220c_504:0566b12_16	「復次，憍尸迦！	 復 次  憍 尸 迦  
ZH_T07_0220c_504:0566b13_3	置四大洲諸有情類。	置 四 大 洲 諸 有 情 類  
ZH_T07_0220c_504:0566b14_15	若善男子、善女人等教小千界諸有情類皆令安住十善業道，於意云何？	若 善 男 子  善 女 人 等 教 小 千 界 諸 有 情 類 皆 令 安 住 十善業道  於意云何  
