segmentnr	original	stemmed
ZH_T14_0448a_001:0388a18_0	未來星宿劫千佛名經亦名集諸佛大功德山	未 來 星 宿 劫 千 佛 名 經 亦 名 集 諸 佛 大 功 德 山 
ZH_T14_0448a_001:0388a20_0	闕譯人名今附梁錄	闕 譯 人 名 今 附 梁 錄 
ZH_T14_0448a_001:0388a21_0	夫修善福臻，為惡禍徵，明理晈然，而信寤者	夫 修 善 福 臻  為 惡 禍 徵  明 理 晈 然  而 信 寤 者 
ZH_T14_0448a_001:0388a22_1	鮮。	鮮  
ZH_T14_0448a_001:0388a23_8	既共生此五濁惡世，五陰煩惱、三毒熾盛，輪轉生死無有竟已。	既 共 生 此 五濁惡世  五 陰 煩 惱  三 毒 熾 盛  輪轉生死 無 有 竟 已  
ZH_T14_0448a_001:0388a24_12	昔佛在世時，人民數如恒沙，今漸凋微，萬不遺一。	昔 佛 在 世 時  人 民 數 如 恒 沙  今 漸 凋 微  萬 不 遺 一  
ZH_T14_0448a_001:0388a24_17	何以故爾？	何 以 故 爾  
ZH_T14_0448a_001:0388a26_3	為善者少，作惡者多，死墮三塗，悉為魚虫、畜生，不復得人身。	為 善 者 少  作 惡 者 多  死 墮 三 塗  悉 為 魚 虫  畜 生  不 復 得 人 身  
ZH_T14_0448a_001:0388a26_11	故《法花經》云：	故  法 花 經  云  
ZH_T14_0448a_001:0388a27_1	「三惡道充滿，天人眾減少。	 三 惡 道 充 滿  天 人 眾 減 少  
ZH_T14_0448a_001:0388a27_12	」劫盡不久，長衰可悲。	 劫 盡 不 久  長 衰 可 悲  
ZH_T14_0448a_001:0388b01_3	是以如來隨方教化，敦慈尚善，不悋軀命，勤行精進，可得勉度，禮拜儀頂之勞，能却無量劫罪，罪滅福生以致無為。	是 以 如 來 隨 方 教 化  敦 慈 尚 善  不 悋 軀 命  勤行精進  可 得 勉 度  禮 拜 儀 頂 之 勞  能 却 無 量 劫 罪  罪 滅 福 生 以 致 無 為  
ZH_T14_0448a_001:0388b04_1	此未來星宿劫中，當有千佛出世，名字如是，若人聞名，一心禮事，不畏錯謬，必得涅槃，永離三塗生死之患，安住慈忍，具足多聞。	此 未 來 星 宿 劫 中  當 有 千 佛 出 世  名 字 如 是  若 人 聞 名  一 心 禮 事  不 畏 錯 謬  必 得 涅 槃  永 離 三 塗 生 死 之 患  安 住 慈 忍  具 足 多 聞  
ZH_T14_0448a_001:0388b06_7	若能受持、習誦之者，是人則必歷值千佛，獲滅無量阿僧祇劫生死重罪，得諸佛神通三昧、無礙辯才。	若 能 受 持  習 誦 之 者  是 人 則 必 歷 值 千 佛  獲 滅 無量阿僧祇劫 生 死 重 罪  得 諸 佛 神 通 三 昧  無 礙 辯 才  
