segmentnr	original	stemmed
ZH_T05_0220a_096:0531a21_0	8大般若波羅蜜多經卷第九十六	8 大 般 若 波羅蜜多 經 卷 第 九 十 六 
ZH_T05_0220a_096:0531a23_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T05_0220a_096:0531a24_0	初分求般若品第二十七之八	初 分 求 般 若 品 第 二 十 七 之 八 
ZH_T05_0220a_096:0531a25_4	「憍尸迦！	 憍 尸 迦  
ZH_T05_0220a_096:0531a27_18	菩薩摩訶薩所行般若波羅蜜多，不應於布施波羅蜜多真如求，不應於淨戒、安忍、精進、靜慮、般若波羅蜜多真如求；	菩薩摩訶薩 所 行 般 若 波羅蜜多  不 應 於 布 施 波羅蜜多 真 如 求  不 應 於 淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多 真 如 求  
ZH_T05_0220a_096:0531a29_17	不應離布施波羅蜜多真如求，不應離淨戒、安忍、精進、靜慮、般若波羅蜜多真如求。	不 應 離 布 施 波羅蜜多 真 如 求  不 應 離 淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多 真 如 求  
ZH_T05_0220a_096:0531b01_1	所以者何？	所以者何  
ZH_T05_0220a_096:0531b07_8	若布施波羅蜜多真如，若淨戒、安忍、精進、靜慮、般若波羅蜜多真如，若離布施波羅蜜多真如，若離淨戒、安忍、精進、靜慮、般若波羅蜜多真如，若菩薩摩訶薩，若般若波羅蜜多，若求如是，一切皆非相應非不相應、非有色非無色、非有見非無見、非有對非無對，咸同一相，所謂無相。	若 布 施 波羅蜜多 真 如  若 淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多 真 如  若 離 布 施 波羅蜜多 真 如  若 離 淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多 真 如  若 菩薩摩訶薩  若 般 若 波羅蜜多  若 求 如 是  一 切 皆 非 相 應 非 不 相 應  非 有 色 非 無 色  非 有 見 非 無 見  非 有 對 非 無 對  咸 同 一 相  所 謂 無 相  
ZH_T05_0220a_096:0531b07_12	何以故？	何 以 故  
ZH_T05_0220a_096:0531b07_16	憍尸迦！	憍 尸 迦  
ZH_T05_0220a_096:0531b10_2	菩薩摩訶薩所行般若波羅蜜多，非布施波羅蜜多真如，非淨戒、安忍、精進、靜慮、般若波羅蜜多真如；	菩薩摩訶薩 所 行 般 若 波羅蜜多  非 布 施 波羅蜜多 真 如  非 淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多 真 如  
