segmentnr	original	stemmed
ZH_T43_1833_07a:0950c09_0	沙門智周撰	沙 門 智 周 撰 
ZH_T43_1833_07a:0950c10_0	論。此所妄執至自性差別者。問法中自性差	論  此 所 妄 執 至 自性差別 者  問 法 中 自 性 差 
ZH_T43_1833_07a:0950c11_0	別可知。我二云何　答但總為我名為自	別 可 知  我 二 云 何  答 但 總 為 我 名 為 自 
ZH_T43_1833_07a:0950c12_1	性。	性  
ZH_T43_1833_07a:0950c12_10	遍常等差名為差別。	遍 常 等 差 名 為 差 別  
ZH_T43_1833_07a:0950c12_19	即離蘊等皆悉准知。	即 離 蘊 等 皆 悉 准 知  
ZH_T43_1833_07a:0950c13_12	亦即因明我為自性差別等也。	亦 即 因 明 我 為 自性差別 等 也  
ZH_T43_1833_07a:0950c14_1	論。	論  
ZH_T43_1833_07a:0950c14_11	皆似所取能取現故者。	皆 似 所取能取 現 故 者  
ZH_T43_1833_07a:0950c15_15	問何以得知似能．所取皆名為執　答無性攝論第四云。	問 何 以 得 知 似 能  所 取 皆 名 為 執  答 無 性 攝 論 第 四 云  
ZH_T43_1833_07a:0950c16_3	依他起者。	依 他 起 者  
ZH_T43_1833_07a:0950c19_8	謂依業．煩惱．所取．能取．遍計隨念而得起故　又云如前所說身等諸識所取能取虛妄分別安立為性　又云譬如鹿愛自相續力安立似水。	謂 依 業  煩 惱  所 取  能 取  遍 計 隨 念 而 得 起 故  又 云 如前所說 身 等 諸 識 所取能取 虛妄分別 安 立 為 性  又 云 譬 如 鹿 愛 自 相 續 力 安 立 似 水  
ZH_T43_1833_07a:0950c20_7	所取能取邪遍計性當知名為依他起性。	所取能取 邪 遍 計 性 當 知 名 為 依他起性  
ZH_T43_1833_07a:0950c20_12	以此故知。	以 此 故 知  
ZH_T43_1833_07a:0950c22_4	有二取者皆名為執　問所執二相為俱．不俱　答有義此文是總。	有 二 取 者 皆 名 為 執  問 所 執 二 相 為 俱  不 俱  答 有 義 此 文 是 總  
ZH_T43_1833_07a:0950c22_17	理實隨心執能取時有能取相。	理 實 隨 心 執 能 取 時 有 能 取 相  
ZH_T43_1833_07a:0950c23_4	所取亦爾。	所 取 亦 爾  
ZH_T43_1833_07a:0950c23_13	非一切時執二取故。	非 一 切 時 執 二 取 故  
ZH_T43_1833_07a:0950c24_1	論。	論  
ZH_T43_1833_07a:0950c24_12	說阿賴耶至為所緣故者。	說 阿 賴 耶 至 為 所 緣 故 者  
ZH_T43_1833_07a:0950c25_6	問此欲證何　答有義二釋。	問 此 欲 證 何  答 有 義 二 釋  
ZH_T43_1833_07a:0950c26_1	一證能熏有漏七識皆有其執。	一 證 能 熏 有 漏 七 識 皆 有 其 執  
ZH_T43_1833_07a:0950c26_6	二通證八。	二 通 證 八  
ZH_T43_1833_07a:0950c27_7	說能生因皆有執故　問此師第六許有二執。	說 能 生 因 皆 有 執 故  問 此 師 第 六 許 有 二 執  
ZH_T43_1833_07a:0950c27_18	二執俱不　答有義二釋。	二 執 俱 不  答 有 義 二 釋  
ZH_T43_1833_07a:0950c28_5	一云同護法。	一 云 同 護 法  
ZH_T43_1833_07a:0950c28_10	二云不俱。	二 云 不 俱  
ZH_T43_1833_07a:0950c29_1	如第七我無法執故。	如 第 七 我 無 法 執 故  
ZH_T43_1833_07a:0951a01_1	論。	論  
ZH_T43_1833_07a:0951a01_11	計度分別能遍計故者。	計度分別 能 遍 計 故 者  
ZH_T43_1833_07a:0951a02_1	此同無著攝論所說。	此 同 無 著 攝 論 所 說  
ZH_T43_1833_07a:0951a02_6	無性釋云。	無 性 釋 云  
ZH_T43_1833_07a:0951a03_2	當知意識是能遍計有分別故者。	當 知 意 識 是 能 遍 計 有 分 別 故 者  
ZH_T43_1833_07a:0951a04_1	由有顯示．隨念分別所雜糅故　釋曰。	由 有 顯 示  隨 念 分 別 所 雜 糅 故  釋 曰  
ZH_T43_1833_07a:0951a04_12	雜糅即是相應俱起義也。	雜 糅 即 是 相 應 俱 起 義 也  
ZH_T43_1833_07a:0951a05_6	意識由與二分別俱故能分別。	意 識 由 與 二 分 別 俱 故 能 分 別  
ZH_T43_1833_07a:0951a05_15	顯示即是計度異名。	顯 示 即 是 計 度 異 名  
ZH_T43_1833_07a:0951a06_14	亦名思擇　論用自名言熏習為種子者。	亦 名 思 擇  論 用 自 名 言 熏 習 為 種 子 者  
ZH_T43_1833_07a:0951a08_4	無始生死所有意識戲論名言熏習種子為此生因　釋曰。	無始生死 所 有 意 識 戲 論 名 言 熏習種子 為 此 生 因  釋 曰  
ZH_T43_1833_07a:0951a08_13	顯自見分所熏種子。	顯 自 見 分 所 熏 種 子  
ZH_T43_1833_07a:0951a09_3	是自現行親生因體。	是 自 現 行 親 生 因 體  
ZH_T43_1833_07a:0951a10_1	論及用一切識名言熏習為種子者。	論 及 用 一 切 識 名 言 熏 習 為 種 子 者  
ZH_T43_1833_07a:0951a11_3	謂無邊色等影識名言熏習種子為因似彼生故。	謂 無 邊 色 等 影 識 名 言 熏習種子 為 因 似 彼 生 故  
ZH_T43_1833_07a:0951a12_1	是故一切無邊行相分別而轉　釋曰。	是 故 一 切 無 邊 行 相 分 別 而 轉  釋 曰  
ZH_T43_1833_07a:0951a12_10	緣十八界及他識等。	緣 十 八 界 及 他 識 等  
ZH_T43_1833_07a:0951a13_4	相分之中熏成種者總名用他。	相 分 之 中 熏 成 種 者 總 名 用 他  
ZH_T43_1833_07a:0951a13_13	由斯意識似一切生。	由 斯 意 識 似 一 切 生  
ZH_T43_1833_07a:0951a14_4	故有無邊行相而轉。	故 有 無 邊 行 相 而 轉  
ZH_T43_1833_07a:0951a14_14	非五．八識得有斯事。	非 五  八 識 得 有 斯 事  
ZH_T43_1833_07a:0951a15_1	論。	論  
