segmentnr	original	stemmed
ZH_T16_0656_014:0116c04_0	菩薩瓔珞經卷第十四一名現在報	菩 薩 瓔 珞 經 卷 第 十 四 一 名 現 在 報 
ZH_T16_0656_014:0116c06_0	姚秦涼州沙門竺佛念譯	姚 秦 涼 州 沙 門 竺 佛 念 譯 
ZH_T16_0656_014:0116c07_0	39 十方法界品(一四)十方法界品第三十九	3 9   十 方 法 界 品  一 四  十 方 法 界 品 第 三 十 九 
ZH_T16_0656_014:0116c09_6	爾時，世尊將欲滅度，却後九十日當取般泥洹，告四部眾：	爾 時  世 尊 將 欲 滅 度  却 後 九 十 日 當 取 般 泥 洹  告 四 部 眾  
ZH_T16_0656_014:0116c11_15	「吾昔成佛於摩竭國，既成佛後在法樂講堂，十方恒沙一切菩薩皆來雲集來至我所，各各勸進令我說法。	 吾 昔 成 佛 於 摩 竭 國  既 成 佛 後 在 法 樂 講 堂  十 方 恒 沙 一切菩薩 皆 來 雲 集 來 至 我 所  各 各 勸 進 令 我 說 法  
ZH_T16_0656_014:0116c12_13	「爾時，有菩薩名優鉢蓮花藏，而白我言：	 爾 時  有 菩 薩 名 優 鉢 蓮 花 藏  而 白 我 言  
ZH_T16_0656_014:0116c14_3	『世人多愚，不識真法，唯願世尊，敷演正義，令一切眾，得蒙解脫。	 世 人 多 愚  不 識 真 法  唯 願 世 尊  敷 演 正 義  令 一 切 眾  得 蒙 解 脫  
ZH_T16_0656_014:0116c15_3	』「復有菩薩名波頭摩藏，來至我所，前白我言：	  復 有 菩 薩 名 波 頭 摩 藏  來 至 我 所  前 白 我 言  
ZH_T16_0656_014:0116c16_13	『沈翳生死，流轉五道，唯願世尊，開甘露門，久飢虛者，得蒙濟度。	 沈 翳 生 死  流 轉 五 道  唯 願 世 尊  開 甘 露 門  久 飢 虛 者  得 蒙 濟 度  
ZH_T16_0656_014:0116c17_7	』「復有菩薩名曰喜藏，前白我言：	  復 有 菩 薩 名 曰 喜 藏  前 白 我 言  
ZH_T16_0656_014:0116c18_11	『世多有苦惱，縛著十二緣，不覩大聖顏，唯願當濟度。	 世 多 有 苦 惱  縛 著 十 二 緣  不 覩 大 聖 顏  唯 願 當 濟 度  
ZH_T16_0656_014:0116c19_6	』「復有菩薩名栴檀藏，前白佛言：	  復 有 菩 薩 名 栴 檀 藏  前 白 佛 言  
ZH_T16_0656_014:0116c20_10	『五濁鼎沸世，不識真正法，慧日既以降，唯願除闇冥。	 五 濁 鼎 沸 世  不 識 真 正 法  慧 日 既 以 降  唯 願 除 闇 冥  
ZH_T16_0656_014:0116c21_6	』「復有菩薩名金剛藏，前白佛言：	  復 有 菩 薩 名 金 剛 藏  前 白 佛 言  
ZH_T16_0656_014:0116c22_10	『眾生然熾劇，恒貪著五欲，不識如來性，唯願頒宣法。	 眾 生 然 熾 劇  恒 貪 著 五 欲  不 識 如 來 性  唯 願 頒 宣 法  
ZH_T16_0656_014:0116c23_4	』「復有菩薩名曰力藏，前白佛言：	  復 有 菩 薩 名 曰 力 藏  前 白 佛 言  
ZH_T16_0656_014:0116c24_8	『一切世無常，生滅各有限，尊今既降形，何不時說法？	 一 切 世 無 常  生 滅 各 有 限  尊 今 既 降 形  何 不 時 說 法  
ZH_T16_0656_014:0116c25_3	』「復有菩薩名無垢藏，前白佛言：	  復 有 菩 薩 名 無 垢 藏  前 白 佛 言  
ZH_T16_0656_014:0116c26_7	『尊今如蓮花，不著諸塵垢，內外悉平等，布現如來法。	 尊 今 如 蓮 花  不 著 諸 塵 垢  內 外 悉 平 等  布 現 如 來 法  
ZH_T16_0656_014:0116c27_2	』「復有菩薩名清淨藏，前白佛言：	  復 有 菩 薩 名 清 淨 藏  前 白 佛 言  
ZH_T16_0656_014:0116c28_7	『天師久不現，世人恒在冥，尊今既降形，唯願時說法。	 天 師 久 不 現  世 人 恒 在 冥  尊 今 既 降 形  唯 願 時 說 法  
ZH_T16_0656_014:0116c29_2	』「復有菩薩名如來藏，前白佛言：	  復 有 菩 薩 名 如 來 藏  前 白 佛 言  
ZH_T16_0656_014:0117a01_5	『過去諸恒沙，如來、等正覺，出現皆說法，尊今何故默？	 過 去 諸 恒 沙  如 來  等 正 覺  出 現 皆 說 法  尊 今 何 故 默  
ZH_T16_0656_014:0117a02_1	』「復有菩薩名曰濡首，前白佛言：	  復 有 菩 薩 名 曰 濡 首  前 白 佛 言  
ZH_T16_0656_014:0117a03_4	『生世值佛難，聞尊經法難，得受人身難，度脫眾生難。	 生 世 值 佛 難  聞 尊 經 法 難  得 受 人 身 難  度 脫 眾 生 難  
ZH_T16_0656_014:0117a03_20	』「復有菩薩名曰慈氏，前白佛言：	  復 有 菩 薩 名 曰 慈 氏  前 白 佛 言  
