segmentnr	original	stemmed
ZH_T46_1912_04d:0270c27_0	唐毘陵沙門湛然述	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_04d:0270c28_0	第三棄蓋中文義同前。於中初文列數。	第 三 棄 蓋 中 文 義 同 前  於 中 初 文 列 數  
ZH_T46_1912_04d:0270c29_0	釋名辨異。舉譬引證等文。並可見。婆沙四	釋 名 辨 異  舉 譬 引 證 等 文  並 可 見  婆 沙 四 
ZH_T46_1912_04d:0271a01_3	十八云。	十 八 云  
ZH_T46_1912_04d:0271a01_12	此五蓋中三事各立。	此 五 蓋 中 三 事 各 立  
ZH_T46_1912_04d:0271a01_17	謂貪瞋疑。	謂 貪 瞋 疑  
ZH_T46_1912_04d:0271a02_2	二事共立。	二 事 共 立  
ZH_T46_1912_04d:0271a02_8	謂睡眠掉悔。	謂 睡 眠 掉 悔  
ZH_T46_1912_04d:0271a02_12	俱舍云。	俱 舍 云  
ZH_T46_1912_04d:0271a02_18	食治用同故。	食 治 用 同 故  
ZH_T46_1912_04d:0271a03_5	貪以妙欲為食。	貪 以 妙 欲 為 食  
ZH_T46_1912_04d:0271a03_11	不淨觀為治。	不 淨 觀 為 治  
ZH_T46_1912_04d:0271a04_3	瞋恚以可憎相為食。	瞋 恚 以 可 憎 相 為 食  
ZH_T46_1912_04d:0271a04_9	慈心觀為治。	慈 心 觀 為 治  
ZH_T46_1912_04d:0271a04_17	疑以三世相為食。	疑 以 三 世 相 為 食  
ZH_T46_1912_04d:0271a05_5	緣起觀為治。	緣 起 觀 為 治  
ZH_T46_1912_04d:0271a05_10	故各立一。	故 各 立 一  
ZH_T46_1912_04d:0271a06_2	昏沈睡眠以五法為食。	昏 沈 睡 眠 以 五 法 為 食  
ZH_T46_1912_04d:0271a06_6	一懵憒。	一 懵 憒  
ZH_T46_1912_04d:0271a06_10	二不樂。	二 不 樂  
ZH_T46_1912_04d:0271a06_14	三嚬欠。	三 嚬 欠  
ZH_T46_1912_04d:0271a07_1	四食不平等性。	四 食 不 平 等 性  
ZH_T46_1912_04d:0271a07_7	五心羸劣性。	五 心 羸 劣 性  
ZH_T46_1912_04d:0271a07_15	以毘鉢舍那為治。	以 毘 鉢 舍 那 為 治  
ZH_T46_1912_04d:0271a08_5	舊名睡眠即昏沈是。	舊 名 睡 眠 即 昏 沈 是  
ZH_T46_1912_04d:0271a08_15	掉舉惡作以四法為食。	掉 舉 惡 作 以 四 法 為 食  
ZH_T46_1912_04d:0271a09_2	一親里尋。	一 親 里 尋  
ZH_T46_1912_04d:0271a09_7	二國土尋。	二 國 土 尋  
ZH_T46_1912_04d:0271a09_12	三不死尋。	三 不 死 尋  
ZH_T46_1912_04d:0271a09_18	四念昔事尋。	四 念 昔 事 尋  
ZH_T46_1912_04d:0271a10_9	以奢摩他為治舊名掉悔。	以 奢 摩 他 為 治 舊 名 掉 悔  
ZH_T46_1912_04d:0271a10_14	掉即舉也。	掉 即 舉 也  
