segmentnr	original	stemmed
ZH_T46_1912_07b:0364c11_0	唐毘陵沙門湛然述	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_07b:0364c12_0	次舉譬者。婆沙大論並依樹譬道品。故	次 舉 譬 者  婆 沙 大 論 並 依 樹 譬 道 品  故 
ZH_T46_1912_07b:0364c13_0	名道樹。二論並與今文大同。但今結果位	名 道 樹  二 論 並 與 今 文 大 同  但 今 結 果 位 
ZH_T46_1912_07b:0364c14_3	在初住。	在 初 住  
ZH_T46_1912_07b:0364c14_8	與婆沙異。	與 婆 沙 異  
ZH_T46_1912_07b:0364c14_13	於中又二。	於 中 又 二  
ZH_T46_1912_07b:0364c15_2	初別約無作道品。	初 別 約 無 作 道 品  
ZH_T46_1912_07b:0364c15_8	次通約三觀。	次 通 約 三 觀  
ZH_T46_1912_07b:0364c15_15	初文有譬合結。	初 文 有 譬 合 結  
ZH_T46_1912_07b:0364c16_5	譬及合文並闕如意。	譬 及 合 文 並 闕 如 意  
ZH_T46_1912_07b:0364c17_1	譬中應云莖幹上聳即如意足。	譬 中 應 云 莖 幹 上 聳 即 如 意 足  
ZH_T46_1912_07b:0364c17_6	法性下合。	法 性 下 合  
ZH_T46_1912_07b:0364c17_10	先正合。	先 正 合  
ZH_T46_1912_07b:0364c17_17	次明果上異名。	次 明 果 上 異 名  
ZH_T46_1912_07b:0364c18_8	道品善知識下結前合譬。	道 品 善 知 識 下 結 前 合 譬  
ZH_T46_1912_07b:0364c18_17	準方便中有三知識。	準 方 便 中 有 三 知 識  
ZH_T46_1912_07b:0364c19_8	從初引導令至寶所。	從 初 引 導 令 至 寶 所  
ZH_T46_1912_07b:0364c19_13	即同行也。	即 同 行 也  
ZH_T46_1912_07b:0364c20_4	由是道品令行無誤。	由 是 道 品 令 行 無 誤  
ZH_T46_1912_07b:0364c20_9	即教授義。	即 教 授 義  
ZH_T46_1912_07b:0364c20_18	諸品防護妄誤不侵。	諸 品 防 護 妄 誤 不 侵  
ZH_T46_1912_07b:0364c21_4	即外護義。	即 外 護 義  
ZH_T46_1912_07b:0364c21_13	忍辱為衣法喜為食。	忍 辱 為 衣 法 喜 為 食  
ZH_T46_1912_07b:0364c22_4	資於慧命益以定身。	資 於 慧 命 益 以 定 身  
ZH_T46_1912_07b:0364c22_9	並外護義。	並 外 護 義  
ZH_T46_1912_07b:0364c22_14	由三知識。	由 三 知 識  
