segmentnr	original	stemmed
ZH_T48_2015_01b:0402b14_0	唐圭峯山沙門宗密述	唐 圭 峯 山 沙 門 宗 密 述 
ZH_T48_2015_01b:0402b15_0	上來十意理例昭然。但細對詳禪之三宗教	上 來 十 意 理 例 昭 然  但 細 對 詳 禪 之 三 宗 教 
ZH_T48_2015_01b:0402b16_0	之三種。如經斗稱足定淺深。先敘禪門。後以	之 三 種  如 經 斗 稱 足 定 淺 深  先 敘 禪 門  後 以 
ZH_T48_2015_01b:0402b17_2	教證。	教 證  
ZH_T48_2015_01b:0402b17_7	禪三宗者。	禪 三 宗 者  
ZH_T48_2015_01b:0402b17_14	一息妄修心宗。	一 息 妄 修 心 宗  
ZH_T48_2015_01b:0402b18_1	二泯絕無寄宗。	二 泯 絕 無 寄 宗  
ZH_T48_2015_01b:0402b18_8	三直顯心性宗。	三 直 顯 心 性 宗  
ZH_T48_2015_01b:0402b18_13	教三種者。	教 三 種 者  
ZH_T48_2015_01b:0402b19_2	一密意依性說相教。	一 密 意 依 性 說 相 教  
ZH_T48_2015_01b:0402b19_11	二密意破相顯性教。	二 密 意 破 相 顯 性 教  
ZH_T48_2015_01b:0402b20_1	三顯示真心即性教。	三 顯 示 真 心 即 性 教  
ZH_T48_2015_01b:0402b20_18	右此三教如次同前三宗相對一一證之。	右 此 三 教 如 次 同 前 三 宗 相 對 一 一 證 之  
ZH_T48_2015_01b:0402b21_7	然後總會為一味。	然 後 總 會 為 一 味  
ZH_T48_2015_01b:0402b21_14	今且先敘禪宗。	今 且 先 敘 禪 宗  
ZH_T48_2015_01b:0402b22_3	初息妄修心宗者。	初 息 妄 修 心 宗 者  
ZH_T48_2015_01b:0402b22_12	說眾生雖本有佛性。	說 眾 生 雖 本 有 佛 性  
ZH_T48_2015_01b:0402b23_8	而無始無明覆之不見故輪迴生死。	而 無 始 無 明 覆 之 不 見 故 輪迴生死  
ZH_T48_2015_01b:0402b24_2	諸佛已斷妄想故見性了了。	諸 佛 已 斷 妄 想 故 見 性 了 了  
ZH_T48_2015_01b:0402b24_11	出離生死神通自在。	出 離 生 死 神通自在  
ZH_T48_2015_01b:0402b25_1	當知凡聖功用不同。	當 知 凡 聖 功 用 不 同  
ZH_T48_2015_01b:0402b25_10	外境內心各有分限。	外 境 內 心 各 有 分 限  
ZH_T48_2015_01b:0402b26_6	故須依師言教背境觀心息滅妄念。	故 須 依 師 言 教 背 境 觀 心 息 滅 妄 念  
ZH_T48_2015_01b:0402b26_16	念盡即覺悟無所不知。	念 盡 即 覺 悟 無 所 不 知  
ZH_T48_2015_01b:0402b27_2	如鏡昏塵。	如 鏡 昏 塵  
ZH_T48_2015_01b:0402b27_8	須勤勤拂拭。	須 勤 勤 拂 拭  
ZH_T48_2015_01b:0402b27_18	塵盡明現即無所不照。	塵 盡 明 現 即 無 所 不 照  
ZH_T48_2015_01b:0402b28_9	又須明解趣入禪境方便。	又 須 明 解 趣 入 禪 境 方 便  
ZH_T48_2015_01b:0402b28_18	遠離憒鬧住閑靜處。	遠離憒鬧 住 閑 靜 處  
ZH_T48_2015_01b:0402b29_8	調身調息跏趺宴默。	調 身 調 息 跏 趺 宴 默  
ZH_T48_2015_01b:0402b29_17	舌拄上腭心注一境。	舌 拄 上 腭 心 注 一 境  
ZH_T48_2015_01b:0402c01_10	南侁北秀保唐宣什等門下。	南 侁 北 秀 保 唐 宣 什 等 門 下  
ZH_T48_2015_01b:0402c01_15	皆此類也。	皆 此 類 也  
ZH_T48_2015_01b:0402c02_6	牛頭天台惠稠求那等。	牛 頭 天 台 惠 稠 求 那 等  
ZH_T48_2015_01b:0402c02_15	進趣方便迹即大同。	進 趣 方 便 迹 即 大 同  
ZH_T48_2015_01b:0402c03_1	見解即別。	見 解 即 別  
ZH_T48_2015_01b:0402c03_9	二泯絕無寄宗者。	二 泯 絕 無 寄 宗 者  
ZH_T48_2015_01b:0402c03_15	說凡聖等法。	說 凡 聖 等 法  
ZH_T48_2015_01b:0402c04_4	皆如夢幻都無所有。	皆 如 夢 幻 都無所有  
