segmentnr	original	stemmed
ZH_T20_1156B_001:0650c21_0	宗󰤗僧正於唐國師所口受	宗  僧 正 於 唐 國 師 所 口 受 
ZH_T20_1156B_001:0650c23_0	1 大隨求根本印大隨求根本印第一	1   大 隨 求 根 本 印 大 隨 求 根 本 印 第 一 
ZH_T20_1156B_001:0650c24_0	二手內相叉。二中指合竪。二頭指於中指後	二 手 內 相 叉  二 中 指 合 竪  二 頭 指 於 中 指 後 
ZH_T20_1156B_001:0650c25_4	微屈如鉤。	微 屈 如 鉤  
ZH_T20_1156B_001:0650c25_17	二小指二大指合竪微屈即成。	二 小 指 二 大 指 合 竪 微 屈 即 成  
ZH_T20_1156B_001:0650c28_9	梵云嚩日羅二合　唐云五股金剛杵2 一切如來心真言一切如來心真言第二二手左覆右仰背相著。	梵 云 嚩 日 羅 二 合  唐 云 五 股 金 剛 杵 2   一 切 如 來 心 真 言 一 切 如 來 心 真 言 第 二 二 手 左 覆 右 仰 背 相 著  
ZH_T20_1156B_001:0650c29_4	中指互相背鉤竪如斧形即成。	中 指 互 相 背 鉤 竪 如 斧 形 即 成  
ZH_T20_1156B_001:0651a03_16	梵云跛羅戌　唐云鉞斧安云二手背立中指相鉤3 一切如來心印真言一切如來心印真言第三二手內相叉二中指頭相跓屈令圓即成。	梵 云 跛 羅 戌  唐 云 鉞 斧 安 云 二 手 背 立 中 指 相 鉤 3   一 切 如 來 心 印 真 言 一 切 如 來 心 印 真 言 第 三 二 手 內 相 叉 二 中 指 頭 相 跓 屈 令 圓 即 成  
ZH_T20_1156B_001:0651a06_4	梵云跛羅播捨　唐云索4 一切如來金剛被甲真言印一切如來金剛被甲真言印第四二手合掌。	梵 云 跛 羅 播 捨  唐 云 索 4   一 切 如 來 金 剛 被 甲 真 言 印 一 切 如 來 金 剛 被 甲 真 言 印 第 四 二 手 合 掌  
ZH_T20_1156B_001:0651a06_14	二頭指屈中節令平偃。	二 頭 指 屈 中 節 令 平 偃  
ZH_T20_1156B_001:0651a07_1	頭相跓即成。	頭 相 跓 即 成  
ZH_T20_1156B_001:0651a10_5	梵云渴誐　唐云劍5 一切如來灌頂真言印一切如來灌頂真言印第五歟二手外相叉。	梵 云 渴 誐  唐 云 劍 5   一 切 如 來 灌 頂 真 言 印 一 切 如 來 灌 頂 真 言 印 第 五 歟 二 手 外 相 叉  
ZH_T20_1156B_001:0651a10_12	二無名指合竪。	二 無 名 指 合 竪  
ZH_T20_1156B_001:0651a11_1	二小指竪交即成。	二 小 指 竪 交 即 成  
ZH_T20_1156B_001:0651a14_9	梵云斫羯羅引　唐云輪6 一切如來結界真言印一切如來結界真言印第六歟二大指捻二小指甲上。	梵 云 斫 羯 羅 引  唐 云 輪 6   一 切 如 來 結 界 真 言 印 一 切 如 來 結 界 真 言 印 第 六 歟 二 大 指 捻 二 小 指 甲 上  
ZH_T20_1156B_001:0651a15_3	餘指竪合如三戟叉形即成。	餘 指 竪 合 如 三 戟 叉 形 即 成  
ZH_T20_1156B_001:0651a18_5	梵云底哩戌羅　唐云三股叉7 一切如來心中心真言印一切如來心中心真言印第七歟二手外相叉。	梵 云 底 哩 戌 羅  唐 云 三 股 叉 7   一 切 如 來 心 中 心 真 言 印 一 切 如 來 心 中 心 真 言 印 第 七 歟 二 手 外 相 叉  
ZH_T20_1156B_001:0651a18_15	二頭指相跓蹴如寶形。	二 頭 指 相 跓 蹴 如 寶 形  
ZH_T20_1156B_001:0651a19_4	二大指並竪即成。	二 大 指 並 竪 即 成  
ZH_T20_1156B_001:0651a22_10	梵云進跢引麼尼　唐云寶8 一切如來隨心真言印一切如來隨心真言印第八歟以左手仰於當心展五指。	梵 云 進 跢 引 麼 尼  唐 云 寶 8   一 切 如 來 隨 心 真 言 印 一 切 如 來 隨 心 真 言 印 第 八 歟 以 左 手 仰 於 當 心 展 五 指  
ZH_T20_1156B_001:0651a23_6	以右手覆於左上相合令平即成。	以 右 手 覆 於 左 上 相 合 令 平 即 成  
ZH_T20_1156B_001:0651a27_7	梵云摩訶尾儞也二合馱羅抳異　唐云大明總持慈覺大師大隨求印慈覺大師大隨求印內縛五股印是也。	梵 云 摩 訶 尾 儞 也 二 合 馱 羅 抳 異  唐 云 大 明 總 持 慈 覺 大 師 大 隨 求 印 慈 覺 大 師 大 隨 求 印 內 縛 五 股 印 是 也  
ZH_T20_1156B_001:0651a29_4	尊勝佛頂印尊勝佛頂印虛心合掌。	尊 勝 佛 頂 印 尊 勝 佛 頂 印 虛 心 合 掌  
ZH_T20_1156B_001:0651a29_11	屈二風甲相對。	屈 二 風 甲 相 對  
ZH_T20_1156B_001:0651b01_8	以二空捻二風側如彈指勢也本軌文。	以 二 空 捻 二 風 側 如 彈 指 勢 也 本 軌 文  
ZH_T20_1156B_001:0651b03_4	文殊根本印文殊根本印虛心合掌。	文 殊 根 本 印 文 殊 根 本 印 虛 心 合 掌  
ZH_T20_1156B_001:0651b03_8	二火覆。	二 火 覆  
ZH_T20_1156B_001:0651b05_3	捻二水而頭相拄屈二風橫捻二空上　又說內縛二地合竪屈二風橫二空上。	捻 二 水 而 頭 相 拄 屈 二 風 橫 捻 二 空 上  又 說 內 縛 二 地 合 竪 屈 二 風 橫 二 空 上  
ZH_T20_1156B_001:0651b07_4	滿足句印滿足句印二地合針。	滿 足 句 印 滿 足 句 印 二 地 合 針  
ZH_T20_1156B_001:0651b07_9	二水內鉤。	二 水 內 鉤  
ZH_T20_1156B_001:0651b07_14	二火如寶。	二 火 如 寶  
ZH_T20_1156B_001:0651b08_2	二風屈捻二空上。	二 風 屈 捻 二 空 上  
ZH_T20_1156B_001:0651b08_6	真言曰。	真 言 曰  
ZH_T20_1156B_001:0651b10_100	阿尾羅吽欠　貞觀十九年三月二十二日傳	阿 尾 羅 吽 欠  貞 觀 十 九 年 三 月 二 十 二 日 傳 
