segmentnr	original	stemmed
ZH_T44_1843_01a:0175a05_0	淨影寺沙門慧遠撰	淨 影 寺 沙 門 慧 遠 撰 
ZH_T44_1843_01a:0175a06_0	大乘起信論者蓋乃宣顯至極深理之妙論	大 乘 起 信 論 者 蓋 乃 宣 顯 至 極 深 理 之 妙 論 
ZH_T44_1843_01a:0175a07_0	也。摧邪之利刀排淺之深淵立正之勝幢。是	也  摧 邪 之 利 刀 排 淺 之 深 淵 立 正 之 勝 幢  是 
ZH_T44_1843_01a:0175a08_13	以諸佛法身菩薩皆以此法為體。	以 諸 佛 法身菩薩 皆 以 此 法 為 體  
ZH_T44_1843_01a:0175a09_4	凡夫二乘此理為性。	凡 夫 二 乘 此 理 為 性  
ZH_T44_1843_01a:0175a09_13	改凡成聖莫不由之。	改 凡 成 聖 莫 不 由 之  
ZH_T44_1843_01a:0175a10_7	是故釋尊為表此法以殊勝故。	是 故 釋 尊 為 表 此 法 以 殊 勝 故  
ZH_T44_1843_01a:0175a12_1	超過巨海須彌山等於鐵圍上楞伽城中十頭羅剎宮殿之中說此法也。	超 過 巨 海 須 彌 山 等 於 鐵 圍 上 楞 伽 城 中 十 頭 羅 剎 宮 殿 之 中 說 此 法 也  
ZH_T44_1843_01a:0175a12_14	即表其三乘絕分如法華論主。	即 表 其 三 乘 絕 分 如 法 華 論 主  
ZH_T44_1843_01a:0175a12_19	論主問言。	論 主 問 言  
ZH_T44_1843_01a:0175a13_12	何故住此靈鷲山中說此法耶。	何 故 住 此 靈 鷲 山 中 說 此 法 耶  
ZH_T44_1843_01a:0175a13_15	釋言。	釋 言  
ZH_T44_1843_01a:0175a14_11	為題此一乘法以殊勝故依處以題。	為 題 此 一 乘 法 以 殊 勝 故 依 處 以 題  
ZH_T44_1843_01a:0175a14_18	又十地論中問。	又 十 地 論 中 問  
ZH_T44_1843_01a:0175a16_1	何故在此他化自在天摩尼寶殿中說此法門。	何 故 在 此 他化自在天 摩 尼 寶 殿 中 說 此 法 門  
ZH_T44_1843_01a:0175a16_4	釋言。	釋 言  
ZH_T44_1843_01a:0175a17_1	為題十地法門以殊勝故挍量勝故。	為 題 十 地 法 門 以 殊 勝 故 挍 量 勝 故  
ZH_T44_1843_01a:0175a17_18	此亦如是一化所說教雖眾多要唯有二。	此 亦 如 是 一 化 所 說 教 雖 眾 多 要 唯 有 二  
ZH_T44_1843_01a:0175a18_10	一者聲聞藏二者菩薩藏。	一 者 聲 聞 藏 二 者 菩 薩 藏  
ZH_T44_1843_01a:0175a19_1	教聲聞法名聲聞藏。	教 聲 聞 法 名 聲 聞 藏  
ZH_T44_1843_01a:0175a19_10	教菩薩法名菩薩藏。	教 菩 薩 法 名 菩 薩 藏  
ZH_T44_1843_01a:0175a19_19	何以故知佛教但二。	何 以 故 知 佛 教 但 二  
ZH_T44_1843_01a:0175a20_4	有事有文。	有 事 有 文  
ZH_T44_1843_01a:0175a21_11	言有事者佛滅度後迦葉阿難於王舍城結集三藏名聲聞藏。	言 有 事 者 佛 滅 度 後 迦 葉 阿 難 於 王 舍 城 結 集 三 藏 名 聲 聞 藏  
ZH_T44_1843_01a:0175a22_6	文殊阿難於鐵圍山集摩訶衍。	文 殊 阿 難 於 鐵 圍 山 集 摩 訶 衍  
ZH_T44_1843_01a:0175a22_11	名菩薩藏。	名 菩 薩 藏  
ZH_T44_1843_01a:0175a23_1	故知佛教無出此二。	故 知 佛 教 無 出 此 二  
ZH_T44_1843_01a:0175a23_10	言有文者涅槃經言。	言 有 文 者 涅 槃 經 言  
ZH_T44_1843_01a:0175a24_4	十二部中唯方廣部菩薩所持。	十 二 部 中 唯 方 廣 部 菩 薩 所 持  
ZH_T44_1843_01a:0175a24_13	餘十一部聲聞所持。	餘 十 一 部 聲 聞 所 持  
ZH_T44_1843_01a:0175a25_3	地持論中亦同此說。	地 持 論 中 亦 同 此 說  
ZH_T44_1843_01a:0175a26_1	下復說言聲聞菩薩出苦道說修多羅。	下 復 說 言 聲 聞 菩 薩 出 苦 道 說 修 多 羅  
ZH_T44_1843_01a:0175a26_10	結集經者謂集二藏。	結 集 經 者 謂 集 二 藏  
ZH_T44_1843_01a:0175a26_19	說聲聞行為聲聞藏。	說 聲 聞 行 為 聲 聞 藏  
ZH_T44_1843_01a:0175a27_8	說菩薩行為菩薩藏。	說 菩 薩 行 為 菩 薩 藏  
ZH_T44_1843_01a:0175a27_17	故知所說無出此二。	故 知 所 說 無 出 此 二  
ZH_T44_1843_01a:0175a28_9	亦名大乘小乘半滿教也。	亦 名 大 乘 小 乘 半 滿 教 也  
ZH_T44_1843_01a:0175a28_18	名雖有異其義不殊。	名 雖 有 異 其 義 不 殊  
ZH_T44_1843_01a:0175a29_8	此二藏中各分有三。	此 二 藏 中 各 分 有 三  
ZH_T44_1843_01a:0175a29_17	謂修多羅毘尼毘曇。	謂 修 多 羅 毘 尼 毘 曇  
ZH_T44_1843_01a:0175b01_9	小乘三藏者如四阿含經。	小 乘 三 藏 者 如 四 阿 含 經  
ZH_T44_1843_01a:0175b01_15	是修多羅藏。	是 修 多 羅 藏  
ZH_T44_1843_01a:0175b02_5	五部戒律是毘尼藏。	五 部 戒 律 是 毘 尼 藏  
ZH_T44_1843_01a:0175b02_14	毘曇成實是毘曇藏。	毘 曇 成 實 是 毘 曇 藏  
ZH_T44_1843_01a:0175b03_7	大乘三藏者如涅槃華嚴等。	大 乘 三 藏 者 如 涅 槃 華 嚴 等  
ZH_T44_1843_01a:0175b03_13	是修多羅藏。	是 修 多 羅 藏  
ZH_T44_1843_01a:0175b04_7	清淨毘尼方等經等是毘尼藏。	清 淨 毘 尼 方 等 經 等 是 毘 尼 藏  
ZH_T44_1843_01a:0175b04_18	十地地持等是阿毘曇藏。	十 地 地 持 等 是 阿 毘 曇 藏  
ZH_T44_1843_01a:0175b05_11	今此論者二藏之中菩薩藏。	今 此 論 者 二 藏 之 中 菩 薩 藏  
ZH_T44_1843_01a:0175b06_6	攝三藏之中是第三阿毘曇藏。	攝 三 藏 之 中 是 第 三 阿 毘 曇 藏  
ZH_T44_1843_01a:0175b06_14	亦名摩德勒伽藏。	亦 名 摩德勒伽 藏  
ZH_T44_1843_01a:0175b07_1	此云行境界。	此 云 行 境 界  
ZH_T44_1843_01a:0175b07_10	亦名摩夷此云行母。	亦 名 摩 夷 此 云 行 母  
ZH_T44_1843_01a:0175b08_6	此論所明八識之理為體行法為宗。	此 論 所 明 八 識 之 理 為 體 行 法 為 宗  
ZH_T44_1843_01a:0175b09_1	諸菩薩等依於此理得起修行。	諸 菩 薩 等 依 於 此 理 得 起 修 行  
ZH_T44_1843_01a:0175b09_16	依行成德故言菩薩摩德勒伽藏也。	依 行 成 德 故 言 菩 薩 摩德勒伽 藏 也  
ZH_T44_1843_01a:0175b10_10	所言大者物莫能過目之為大。	所 言 大 者 物 莫 能 過 目 之 為 大  
ZH_T44_1843_01a:0175b11_1	既言至極焉有勝己。	既 言 至 極 焉 有 勝 己  
ZH_T44_1843_01a:0175b11_6	故言名大。	故 言 名 大  
ZH_T44_1843_01a:0175b11_15	所言乘者運載為義。	所 言 乘 者 運 載 為 義  
ZH_T44_1843_01a:0175b12_1	乘有二種。	乘 有 二 種  
ZH_T44_1843_01a:0175b12_6	一法二行。	一 法 二 行  
ZH_T44_1843_01a:0175b12_15	言法乘者能運他用。	言 法 乘 者 能 運 他 用  
ZH_T44_1843_01a:0175b12_20	無自運義。	無 自 運 義  
ZH_T44_1843_01a:0175b13_4	即是理法。	即 是 理 法  
ZH_T44_1843_01a:0175b13_17	言行乘者自運運他故名為乘。	言 行 乘 者 自 運 運 他 故 名 為 乘  
ZH_T44_1843_01a:0175b14_12	今此論中具明理行故有二種乘。	今 此 論 中 具 明 理 行 故 有 二 種 乘  
ZH_T44_1843_01a:0175b15_3	總而言之亦名一乘。	總 而 言 之 亦 名 一 乘  
ZH_T44_1843_01a:0175b15_12	無異趣故亦名佛乘。	無 異 趣 故 亦 名 佛 乘  
ZH_T44_1843_01a:0175b16_1	佛所乘故此皆是。	佛 所 乘 故 此 皆 是  
ZH_T44_1843_01a:0175b16_10	名雖有異其實不改。	名 雖 有 異 其 實 不 改  
ZH_T44_1843_01a:0175b16_16	故言大乘也。	故 言 大 乘 也  
ZH_T44_1843_01a:0175b17_5	所言起者成立為義。	所 言 起 者 成 立 為 義  
ZH_T44_1843_01a:0175b17_14	所言信者決定為義。	所 言 信 者 決 定 為 義  
ZH_T44_1843_01a:0175b18_1	此信有二釋。	此 信 有 二 釋  
ZH_T44_1843_01a:0175b18_16	一云就十信位中令起真常證信也。	一 云 就 十 信 位 中 令 起 真 常 證 信 也  
ZH_T44_1843_01a:0175b19_6	二云即是妙法師說。	二 云 即 是 妙 法 師 說  
ZH_T44_1843_01a:0175b19_11	是勸信也。	是 勸 信 也  
ZH_T44_1843_01a:0175b20_9	論主是其不足之人所說之法甚深極理。	論 主 是 其 不 足 之 人 所 說 之 法 甚 深 極 理  
ZH_T44_1843_01a:0175b20_14	恐其不順。	恐 其 不 順  
ZH_T44_1843_01a:0175b20_19	作煩惱緣。	作 煩 惱 緣  
ZH_T44_1843_01a:0175b21_12	故言我所說大乘法應當起信。	故 言 我 所 說 大 乘 法 應 當 起 信  
ZH_T44_1843_01a:0175b21_17	不應誹謗。	不 應 誹 謗  
ZH_T44_1843_01a:0175b22_11	故論末中我今隨分總持說竟。	故 論 末 中 我 今 隨 分 總 持 說 竟  
ZH_T44_1843_01a:0175b22_16	應當敬信。	應 當 敬 信  
ZH_T44_1843_01a:0175b23_8	若人能信是法功德無盡。	若 人 能 信 是 法 功 德 無 盡  
ZH_T44_1843_01a:0175b23_12	何以故。	何 以 故  
ZH_T44_1843_01a:0175b23_17	理無盡故。	理 無 盡 故  
ZH_T44_1843_01a:0175b24_6	若人誹謗獲大罪苦。	若 人 誹 謗 獲 大 罪 苦  
ZH_T44_1843_01a:0175b24_15	始終意同豈容異乎。	始 終 意 同 豈 容 異 乎  
ZH_T44_1843_01a:0175b25_10	如菩提心論中勸發品在初建也。	如 菩 提 心 論 中 勸 發 品 在 初 建 也  
ZH_T44_1843_01a:0175b26_6	為說六度故先勸發心為修行也。	為 說 六 度 故 先 勸 發 心 為 修 行 也  
ZH_T44_1843_01a:0175b26_11	此亦如是。	此 亦 如 是  
ZH_T44_1843_01a:0175b27_3	為說深理故先勸起信也。	為 說 深 理 故 先 勸 起 信 也  
ZH_T44_1843_01a:0175b27_5	問。	問  
ZH_T44_1843_01a:0175b27_14	何故要先勸起信者。	何 故 要 先 勸 起 信 者  
ZH_T44_1843_01a:0175b28_6	此信乃是入佛法之首故。	此 信 乃 是 入 佛 法 之 首 故  
ZH_T44_1843_01a:0175b28_11	華嚴經云。	華 嚴 經 云  
ZH_T44_1843_01a:0175b28_19	信為道源功德母。	信 為 道 源 功 德 母  
ZH_T44_1843_01a:0175b29_4	又論中云。	又 論 中 云  
ZH_T44_1843_01a:0175b29_9	信心如手。	信 心 如 手  
ZH_T44_1843_01a:0175c01_3	有手之人入海寶藏隨意拾取。	有 手 之 人 入 海 寶 藏 隨 意 拾 取  
ZH_T44_1843_01a:0175c01_16	無手之人雖遇寶藏不得拾取。	無 手 之 人 雖 遇 寶 藏 不 得 拾 取  
ZH_T44_1843_01a:0175c02_2	信心亦爾。	信 心 亦 爾  
ZH_T44_1843_01a:0175c03_1	若有信人入佛法寶隨分修行得解脫樂。	若 有 信 人 入 佛 法 寶 隨 分 修 行 得 解 脫 樂  
