segmentnr	original	stemmed
ZH_T46_1912_02c:0197a25_0	唐毘陵沙門湛然述	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_02c:0197a26_0	次歷諸善中。先分別四運者。運者動也。	次 歷 諸 善 中  先 分 別 四 運 者  運 者 動 也  
ZH_T46_1912_02c:0197a27_0	從未至欲從欲至正從正至已。故通云動	從 未 至 欲 從 欲 至 正 從 正 至 已  故 通 云 動 
ZH_T46_1912_02c:0197a28_1	也。	也  
ZH_T46_1912_02c:0197a28_6	又國語云。	又 國 語 云  
ZH_T46_1912_02c:0197a28_15	陸載曰運水載曰漕。	陸 載 曰 運 水 載 曰 漕  
ZH_T46_1912_02c:0197a29_7	漕字常為九界四心所載。	漕 字 常 為 九 界 四 心 所 載  
ZH_T46_1912_02c:0197a29_12	故名為運。	故 名 為 運  
ZH_T46_1912_02c:0197b01_3	今攝九運令入佛運。	今 攝 九 運 令 入 佛 運  
ZH_T46_1912_02c:0197b01_12	仍觀佛運不出九運。	仍 觀 佛 運 不 出 九 運  
ZH_T46_1912_02c:0197b02_3	佛運之體體性本無。	佛 運 之 體 體 性 本 無  
ZH_T46_1912_02c:0197b02_12	是故應須分別四運。	是 故 應 須 分 別 四 運  
ZH_T46_1912_02c:0197b03_3	此分別門冠下作受。	此 分 別 門 冠 下 作 受  
ZH_T46_1912_02c:0197b03_12	若不先辨觀心無託。	若 不 先 辨 觀 心 無 託  
ZH_T46_1912_02c:0197b04_6	故云心識無形以四相分別。	故 云 心 識 無 形 以 四 相 分 別  
ZH_T46_1912_02c:0197b04_17	又為世人多謂生心為妄。	又 為 世 人 多 謂 生 心 為 妄  
ZH_T46_1912_02c:0197b05_6	須觀滅心非妄。	須 觀 滅 心 非 妄  
ZH_T46_1912_02c:0197b05_11	都不觀之。	都 不 觀 之  
ZH_T46_1912_02c:0197b06_2	謂為無生謬之甚也。	謂 為 無 生 謬 之 甚 也  
ZH_T46_1912_02c:0197b06_11	世習禪者皆觀無生。	世 習 禪 者 皆 觀 無 生  
ZH_T46_1912_02c:0197b07_2	不知無生為在何處。	不 知 無 生 為 在 何 處  
ZH_T46_1912_02c:0197b07_11	為先有耶為先無耶。	為 先 有 耶 為 先 無 耶  
ZH_T46_1912_02c:0197b08_1	先有則已證無生。	先 有 則 已 證 無 生  
ZH_T46_1912_02c:0197b08_8	先無如何名觀。	先 無 如 何 名 觀  
ZH_T46_1912_02c:0197b08_17	若知九界而為觀境。	若 知 九 界 而 為 觀 境  
ZH_T46_1912_02c:0197b09_7	則菩薩界已起未起。	則 菩 薩 界 已 起 未 起  
ZH_T46_1912_02c:0197b09_16	尚須觀察況復餘耶。	尚 須 觀 察 況 復 餘 耶  
ZH_T46_1912_02c:0197b10_11	今言已未約緣內外有心無心。	今 言 已 未 約 緣 內 外 有 心 無 心  
ZH_T46_1912_02c:0197b11_3	有心無心從來有漏。	有 心 無 心 從 來 有 漏  
ZH_T46_1912_02c:0197b11_12	豈容據此判生無生。	豈 容 據 此 判 生 無 生  
ZH_T46_1912_02c:0197b12_3	如人防火一切俱防。	如 人 防 火 一 切 俱 防  
ZH_T46_1912_02c:0197b12_12	若但防發不防未防。	若 但 防 發 不 防 未 防  
ZH_T46_1912_02c:0197b13_3	必為未發之火所燒。	必 為 未 發 之 火 所 燒  
ZH_T46_1912_02c:0197b13_16	觀已未心實為防於欲生正生。	觀 已 未 心 實 為 防 於 欲 生 正 生  
ZH_T46_1912_02c:0197b14_15	無生觀人但知觀於正起之心令心不起。	無 生 觀 人 但 知 觀 於 正 起 之 心 令 心 不 起  
ZH_T46_1912_02c:0197b15_7	不知觀於未起之心。	不 知 觀 於 未 起 之 心  
ZH_T46_1912_02c:0197b15_12	心體本無。	心 體 本 無  
ZH_T46_1912_02c:0197b15_17	無既本無。	無 既 本 無  
ZH_T46_1912_02c:0197b16_3	起亦非起。	起 亦 非 起  
ZH_T46_1912_02c:0197b16_16	此對人間六塵起滅生無生心。	此 對 人 間 六 塵 起 滅 生 無 生 心  
ZH_T46_1912_02c:0197b17_7	如此滅心尚不自識。	如 此 滅 心 尚 不 自 識  
ZH_T46_1912_02c:0197b17_16	況識欲色無色等心。	況 識 欲色無色 等 心  
ZH_T46_1912_02c:0197b18_7	況復析體及偏小等。	況 復 析 體 及 偏 小 等  
ZH_T46_1912_02c:0197b18_16	圓無生心尚須觀察。	圓 無 生 心 尚 須 觀 察  
ZH_T46_1912_02c:0197b19_2	況復餘耶。	況 復 餘 耶  
ZH_T46_1912_02c:0197b20_4	又觀四運者是隨自意中從未從事而修觀法。	又 觀 四 運 者 是 隨 自 意 中 從 未 從 事 而 修 觀 法  
ZH_T46_1912_02c:0197b20_13	如常坐等或唯觀理。	如 常 坐 等 或 唯 觀 理  
ZH_T46_1912_02c:0197b21_4	謂一切法無非法性。	謂 一 切 法 無 非 法 性  
ZH_T46_1912_02c:0197b21_13	是故當知修三昧者。	是故當知 修 三 昧 者  
ZH_T46_1912_02c:0197b22_5	於此二途一不可廢。	於 此 二 途 一 不 可 廢  
ZH_T46_1912_02c:0197b22_11	故占察經云。	故 占 察 經 云  
ZH_T46_1912_02c:0197b22_16	觀有二種。	觀 有 二 種  
ZH_T46_1912_02c:0197b23_7	一者唯識謂一切唯心。	一 者 唯 識 謂 一 切 唯 心  
ZH_T46_1912_02c:0197b23_16	二者實觀謂觀真如。	二 者 實 觀 謂 觀 真 如  
ZH_T46_1912_02c:0197b24_7	唯識歷事真如觀理。	唯 識 歷 事 真 如 觀 理  
ZH_T46_1912_02c:0197b24_16	今文觀於十界四運。	今 文 觀 於 十 界 四 運  
ZH_T46_1912_02c:0197b25_7	義當占察一切唯心。	義 當 占 察 一 切 唯 心  
ZH_T46_1912_02c:0197b25_12	故今文云。	故 今 文 云  
ZH_T46_1912_02c:0197b26_3	能了此四即入無相。	能 了 此 四 即 入 無 相  
ZH_T46_1912_02c:0197b26_16	若也次第觀十四運名思議境。	若 也 次 第 觀 十 四 運 名 思 議 境  
ZH_T46_1912_02c:0197b27_11	能達九界即佛法界名不思議。	能 達 九 界 即 佛 法 界 名 不 思 議  
ZH_T46_1912_02c:0197b28_2	仍須發心乃至離愛。	仍 須 發 心 乃 至 離 愛  
ZH_T46_1912_02c:0197b28_11	方成一家入道之相。	方 成 一 家 入 道 之 相  
ZH_T46_1912_02c:0197b29_1	故傅大士獨自詩云。	故 傅 大 士 獨 自 詩 云  
ZH_T46_1912_02c:0197b29_12	獨自作問我心中何所著。	獨 自 作 問 我 心 中 何 所 著  
ZH_T46_1912_02c:0197c01_2	巡檢四運併無生。	巡 檢 四 運 併 無 生  
ZH_T46_1912_02c:0197c01_10	千端萬緒何能縛。	千 端 萬 緒 何 能 縛  
ZH_T46_1912_02c:0197c02_6	當知無垢大士亦以四運而為心要。	當 知 無 垢 大 士 亦 以 四 運 而 為 心 要  
ZH_T46_1912_02c:0197c02_15	大士雖即不云十界。	大 士 雖 即 不 云 十 界  
ZH_T46_1912_02c:0197c03_6	既云萬緒意亦兼諸。	既 云 萬 緒 意 亦 兼 諸  
ZH_T46_1912_02c:0197c03_17	如下六十四句展轉推尋。	如 下 六 十 四 句 展 轉 推 尋  
ZH_T46_1912_02c:0197c04_8	是故大士亦云巡檢。	是 故 大 士 亦 云 巡 檢  
ZH_T46_1912_02c:0197c04_15	言一相無相者。	言 一相無相 者  
ZH_T46_1912_02c:0197c05_6	九界四相皆不可得。	九 界 四 相 皆 不 可 得  
ZH_T46_1912_02c:0197c05_11	名為一相。	名 為 一 相  
ZH_T46_1912_02c:0197c06_2	一相自無名為無相。	一 相 自 無 名 為 無 相  
ZH_T46_1912_02c:0197c06_11	問下料簡已未二心。	問 下 料 簡 已 未 二 心  
ZH_T46_1912_02c:0197c06_15	問意者。	問 意 者  
ZH_T46_1912_02c:0197c07_5	正斥他人但觀正起。	正 斥 他 人 但 觀 正 起  
ZH_T46_1912_02c:0197c07_10	故先問云。	故 先 問 云  
ZH_T46_1912_02c:0197c08_5	此二無心云何可觀答中二番。	此 二 無 心 云 何 可 觀 答 中 二 番  
ZH_T46_1912_02c:0197c08_14	先答未念次答已念。	先 答 未 念 次 答 已 念  
ZH_T46_1912_02c:0197c09_5	二番皆有法譬合也。	二 番 皆 有 法 譬 合 也  
ZH_T46_1912_02c:0197c09_9	初法者。	初 法 者  
