segmentnr	original	stemmed
ZH_T20_1177A_009:0767a14_0	大乘瑜伽金剛性海曼殊室利千	大 乘 瑜 伽 金 剛 性 海 曼 殊 室 利 千 
ZH_T20_1177A_009:0767a15_0	臂千鉢大教王經卷第九	臂 千 鉢 大 教 王 經 卷 第 九 
ZH_T20_1177A_009:0767a17_0	大興善寺三藏沙門大廣智	大 興 善 寺 三 藏 沙 門 大 廣 智 
ZH_T20_1177A_009:0767a19_11	不空奉　詔譯第五云何次第得入解脫門。	不 空 奉  詔 譯 第 五 云 何 次 第 得 入 解 脫 門  
ZH_T20_1177A_009:0767a20_7	一者入曩字觀本無無性自性義。	一 者 入 曩 字 觀 本 無 無 性 自 性 義  
ZH_T20_1177A_009:0767a21_6	不空成就如來說成就金剛菩提解脫門。	不 空 成 就 如 來 說 成 就 金 剛 菩 提 解 脫 門  
ZH_T20_1177A_009:0767a21_15	就此門中說有一品。	就 此 門 中 說 有 一 品  
ZH_T20_1177A_009:0767a23_4	一者十聖菩薩入地等妙二位修學進趣聖道成佛菩提第九品。	一 者 十 聖 菩 薩 入 地 等 妙 二 位 修 學 進 趣 聖 道 成 佛 菩 提 第 九 品  
ZH_T20_1177A_009:0767a23_13	是時毘盧遮那如來。	是 時 毘 盧 遮 那 如 來  
ZH_T20_1177A_009:0767a24_14	在一切諸佛千百億法界清淨海性祕密三摩地。	在 一切諸佛 千 百 億 法 界 清 淨 海 性 祕 密 三 摩 地  
ZH_T20_1177A_009:0767a25_13	如來顯現千百億微塵數蓮華海藏世界。	如 來 顯 現 千 百 億 微 塵 數 蓮 華 海 藏 世 界  
ZH_T20_1177A_009:0767a26_12	一一世界復現千百億微塵數化釋迦佛。	一 一 世 界 復 現 千 百 億 微 塵 數 化 釋 迦 佛  
ZH_T20_1177A_009:0767a27_10	復出現微塵數化菩薩於海藏世界中。	復 出 現 微 塵 數 化 菩 薩 於 海 藏 世 界 中  
ZH_T20_1177A_009:0767a28_3	復出千光王百寶蓮華座。	復 出 千 光 王 百 寶 蓮 華 座  
ZH_T20_1177A_009:0767a29_4	毘盧遮那如來於千光王金剛大寶蓮華臺座。	毘 盧 遮 那 如 來 於 千 光 王 金 剛 大 寶 蓮 華 臺 座  
ZH_T20_1177A_009:0767b01_4	座上如來放海印三摩地紫金剛金色光明。	座 上 如 來 放 海 印 三 摩 地 紫 金 剛 金 色 光 明  
ZH_T20_1177A_009:0767b01_12	遍照微塵數法界。	遍 照 微 塵 數 法 界  
ZH_T20_1177A_009:0767b02_2	盡為金色悉皆清淨。	盡 為 金 色 悉 皆 清 淨  
ZH_T20_1177A_009:0767b02_15	如來告言一切諸佛一切菩薩。	如 來 告 言 一切諸佛 一切菩薩  
ZH_T20_1177A_009:0767b03_5	諸佛當知諦聽諦聽。	諸 佛 當 知 諦 聽 諦 聽  
ZH_T20_1177A_009:0767b03_17	今當啟問十聖地有何義趣。	今 當 啟 問 十 聖 地 有 何 義 趣  
ZH_T20_1177A_009:0767b05_1	吾今為此大眾會諸佛及大智通菩薩等先請問。	吾 今 為 此 大 眾 會 諸 佛 及 大 智 通 菩 薩 等 先 請 問  
ZH_T20_1177A_009:0767b05_8	從是十金剛心。	從 是 十 金 剛 心  
ZH_T20_1177A_009:0767b06_6	修入堅聖忍中說入十聖地心向菩提果。	修 入 堅 聖 忍 中 說 入 十 聖 地 心 向 菩 提 果  
ZH_T20_1177A_009:0767b07_1	如是說已應當次第而演說之。	如 是 說 已 應 當 次 第 而 演 說 之  
ZH_T20_1177A_009:0767b07_9	云何修入十聖地。	云 何 修 入 十 聖 地  
ZH_T20_1177A_009:0767b07_17	一者體性平等地。	一 者 體 性 平 等 地  
ZH_T20_1177A_009:0767b08_7	毘盧遮那如來告言。	毘 盧 遮 那 如 來 告 言  
ZH_T20_1177A_009:0767b08_14	千佛諦聽諦聽。	千 佛 諦 聽 諦 聽  
ZH_T20_1177A_009:0767b09_1	今先問地者。	今 先 問 地 者  
ZH_T20_1177A_009:0767b09_15	為一切菩薩修證菩提有何義趣。	為 一切菩薩 修 證 菩 提 有 何 義 趣  
ZH_T20_1177A_009:0767b10_8	若聖子菩提薩埵摩訶薩埵。	若 聖 子 菩 提 薩 埵 摩 訶 薩 埵  
ZH_T20_1177A_009:0767b11_12	往因修持毘盧遮那五智真如法藏金剛祕密三菩提。	往 因 修 持 毘 盧 遮 那 五 智 真 如 法 藏 金 剛 祕 密 三 菩 提  
