segmentnr	original	stemmed
ZH_T06_0220b_203:0011a05_0	22大般若波羅蜜多經卷第二百三	2 2 大 般 若 波羅蜜多 經 卷 第 二 百 三 
ZH_T06_0220b_203:0011a07_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T06_0220b_203:0011a08_0	初分難信解品第三十四之二十二	初 分 難 信 解 品 第 三 十 四 之 二 十 二 
ZH_T06_0220b_203:0011a09_3	「善現！	 善 現  
ZH_T06_0220b_203:0011a10_4	貪清淨故五眼清淨，五眼清淨故一切智智清淨。	貪 清 淨 故 五 眼 清 淨  五 眼 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011a10_8	何以故？	何 以 故  
ZH_T06_0220b_203:0011a11_20	若貪清淨，若五眼清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 五 眼 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011a13_3	貪清淨故六神通清淨，六神通清淨故一切智智清淨。	貪 清 淨 故 六 神 通 清 淨  六 神 通 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011a13_7	何以故？	何 以 故  
ZH_T06_0220b_203:0011a14_21	若貪清淨，若六神通清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 六 神 通 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011a15_3	「善現！	 善 現  
ZH_T06_0220b_203:0011a16_6	貪清淨故佛十力清淨，佛十力清淨故一切智智清淨。	貪 清 淨 故 佛 十 力 清 淨  佛 十 力 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011a16_10	何以故？	何 以 故  
ZH_T06_0220b_203:0011a18_3	若貪清淨，若佛十力清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 佛 十 力 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011a21_1	貪清淨故四無所畏、四無礙解、大慈、大悲、大喜、大捨、十八佛不共法清淨，四無所畏乃至十八佛不共法清淨故一切智智清淨。	貪 清 淨 故 四無所畏  四無礙解  大 慈  大 悲  大 喜  大 捨  十 八 佛 不 共 法 清 淨  四無所畏 乃 至 十 八 佛 不 共 法 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011a21_5	何以故？	何 以 故  
ZH_T06_0220b_203:0011a23_9	若貪清淨，若四無所畏乃至十八佛不共法清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 四無所畏 乃 至 十 八 佛 不 共 法 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011a23_13	「善現！	 善 現  
ZH_T06_0220b_203:0011a24_16	貪清淨故無忘失法清淨，無忘失法清淨故一切智智清淨。	貪 清 淨 故 無忘失法 清 淨  無忘失法 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011a25_1	何以故？	何 以 故  
ZH_T06_0220b_203:0011a26_17	若貪清淨，若無忘失法清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 無忘失法 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011a28_2	貪清淨故恒住捨性清淨，恒住捨性清淨故一切智智清淨。	貪 清 淨 故 恒 住 捨 性 清 淨  恒 住 捨 性 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011a28_6	何以故？	何 以 故  
ZH_T06_0220b_203:0011a29_21	若貪清淨，若恒住捨性清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 恒 住 捨 性 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b01_3	「善現！	 善 現  
ZH_T06_0220b_203:0011b02_6	貪清淨故一切智清淨，一切智清淨故一切智智清淨。	貪 清 淨 故 一 切 智 清 淨  一 切 智 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b02_10	何以故？	何 以 故  
ZH_T06_0220b_203:0011b04_3	若貪清淨，若一切智清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 一 切 智 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b05_16	貪清淨故道相智、一切相智清淨，道相智、一切相智清淨故一切智智清淨。	貪 清 淨 故 道 相 智  一切相智 清 淨  道 相 智  一切相智 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b06_1	何以故？	何 以 故  
ZH_T06_0220b_203:0011b07_20	若貪清淨，若道相智、一切相智清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 道 相 智  一切相智 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b08_1	「善現！	 善 現  
ZH_T06_0220b_203:0011b09_11	貪清淨故一切陀羅尼門清淨，一切陀羅尼門清淨故一切智智清淨。	貪 清 淨 故 一 切 陀羅尼門 清 淨  一 切 陀羅尼門 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b09_15	何以故？	何 以 故  
ZH_T06_0220b_203:0011b11_13	若貪清淨，若一切陀羅尼門清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 一 切 陀羅尼門 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b13_3	貪清淨故一切三摩地門清淨，一切三摩地門清淨故一切智智清淨。	貪 清 淨 故 一 切 三 摩 地 門 清 淨  一 切 三 摩 地 門 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b13_7	何以故？	何 以 故  
ZH_T06_0220b_203:0011b15_3	若貪清淨，若一切三摩地門清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 一 切 三 摩 地 門 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b16_3	「善現！	 善 現  
ZH_T06_0220b_203:0011b17_6	貪清淨故預流果清淨，預流果清淨故一切智智清淨。	貪 清 淨 故 預 流 果 清 淨  預 流 果 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b17_10	何以故？	何 以 故  
ZH_T06_0220b_203:0011b19_3	若貪清淨，若預流果清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 預 流 果 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b20_19	貪清淨故一來、不還、阿羅漢果清淨，一來、不還、阿羅漢果清淨故一切智智清淨。	貪 清 淨 故 一 來  不 還  阿羅漢果 清 淨  一 來  不 還  阿羅漢果 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b21_3	何以故？	何 以 故  
ZH_T06_0220b_203:0011b23_1	若貪清淨，若一來、不還、阿羅漢果清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 一 來  不 還  阿羅漢果 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b23_5	「善現！	 善 現  
ZH_T06_0220b_203:0011b24_10	貪清淨故獨覺菩提清淨，獨覺菩提清淨故一切智智清淨。	貪 清 淨 故 獨覺菩提 清 淨  獨覺菩提 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011b24_14	何以故？	何 以 故  
ZH_T06_0220b_203:0011b26_9	若貪清淨，若獨覺菩提清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 獨覺菩提 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011b26_13	「善現！	 善 現  
ZH_T06_0220b_203:0011b27_17	貪清淨故一切菩薩摩訶薩行清淨，一切菩薩摩訶薩行清淨。	貪 清 淨 故 一切菩薩 摩 訶 薩 行 清 淨  一切菩薩 摩 訶 薩 行 清 淨  
ZH_T06_0220b_203:0011b28_6	故一切智智清淨。	故 一切智智 清 淨  
ZH_T06_0220b_203:0011b28_10	何以故？	何 以 故  
ZH_T06_0220b_203:0011c01_10	若貪清淨，若一切菩薩摩訶薩行清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 一切菩薩 摩 訶 薩 行 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011c01_14	「善現！	 善 現  
ZH_T06_0220b_203:0011c03_7	貪清淨故諸佛無上正等菩提清淨，諸佛無上正等菩提清淨故一切智智清淨。	貪 清 淨 故 諸 佛 無上正等菩提 清 淨  諸 佛 無上正等菩提 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011c03_11	何以故？	何 以 故  
ZH_T06_0220b_203:0011c05_12	若貪清淨，若諸佛無上正等菩提清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 貪 清 淨  若 諸 佛 無上正等菩提 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011c06_6	「復次，善現！	 復 次  善 現  
ZH_T06_0220b_203:0011c07_4	瞋清淨故色清淨，色清淨故一切智智清淨。	瞋 清 淨 故 色 清 淨  色 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011c07_8	何以故？	何 以 故  
ZH_T06_0220b_203:0011c08_20	若瞋清淨，若色清淨，若一切智智清淨，無二、無二分、無別、無斷故。	若 瞋 清 淨  若 色 清 淨  若 一切智智 清 淨  無 二  無 二 分  無 別  無 斷 故  
ZH_T06_0220b_203:0011c10_5	瞋清淨故受、想、行、識清淨，受、想、行、識清淨故一切智智清淨。	瞋 清 淨 故 受  想  行  識 清 淨  受  想  行  識 清 淨 故 一切智智 清 淨  
ZH_T06_0220b_203:0011c10_9	何以故？	何 以 故  
