segmentnr	original	stemmed
ZH_T20_1134B_001:0577b15_0	金剛壽命陀羅尼經	金 剛 壽 命 陀 羅 尼 經 
ZH_T20_1134B_001:0577b17_0	特進試鴻臚卿大辨正	特 進 試 鴻 臚 卿 大 辨 正 
ZH_T20_1134B_001:0577b18_0	大廣智三藏奉　詔譯	大 廣 智 三 藏 奉  詔 譯 
ZH_T20_1134B_001:0577b19_8	爾時毘盧遮那如來。	爾 時 毘 盧 遮 那 如 來  
ZH_T20_1134B_001:0577b20_2	於色界頂第四禪成等正覺。	於 色 界 頂 第 四 禪 成等正覺  
ZH_T20_1134B_001:0577b20_9	即下須彌山頂。	即 下 須彌山頂  
ZH_T20_1134B_001:0577b20_16	於金剛寶樓閣。	於 金 剛 寶 樓 閣  
ZH_T20_1134B_001:0577b21_11	盡虛空遍法界一切如來皆悉雲集。	盡 虛 空 遍 法 界 一 切 如 來 皆 悉 雲 集  
ZH_T20_1134B_001:0577b22_1	前後圍繞異口同音。	前 後 圍 繞 異口同音  
ZH_T20_1134B_001:0577b22_14	唯願世尊轉妙法輪甚深祕密。	唯 願 世 尊 轉 妙 法 輪 甚深祕密  
ZH_T20_1134B_001:0577b23_2	所謂金剛界輪。	所 謂 金 剛 界 輪  
ZH_T20_1134B_001:0577b23_9	降三世教令輪。	降 三 世 教 令 輪  
ZH_T20_1134B_001:0577b23_15	遍調伏法輪。	遍 調 伏 法 輪  
ZH_T20_1134B_001:0577b24_2	一切義成就輪。	一切義成就 輪  
ZH_T20_1134B_001:0577b24_14	如是四輪從毘盧遮那心出。	如 是 四 輪 從 毘 盧 遮 那 心 出  
ZH_T20_1134B_001:0577b25_6	一一輪皆有三十七聖者。	一 一 輪 皆 有 三 十 七 聖 者  
ZH_T20_1134B_001:0577b25_16	一一真言一一三摩地。	一 一 真 言 一 一 三 摩 地  
ZH_T20_1134B_001:0577b26_6	一一契印威儀軌持。	一 一 契 印 威 儀 軌 持  
ZH_T20_1134B_001:0577b26_11	大悲願力。	大 悲 願 力  
ZH_T20_1134B_001:0577b26_17	於雜染佛剎。	於 雜 染 佛 剎  
ZH_T20_1134B_001:0577b27_3	於淨妙世界。	於 淨 妙 世 界  
ZH_T20_1134B_001:0577b27_8	或隱或顯。	或 隱 或 顯  
ZH_T20_1134B_001:0577b28_2	轉輪利樂度諸眾生各各不同。	轉 輪 利 樂 度 諸 眾 生 各各不同  
ZH_T20_1134B_001:0577b28_8	毘盧遮那佛。	毘 盧 遮 那 佛  
ZH_T20_1134B_001:0577b28_15	受諸如來請已。	受 諸 如 來 請 已  
ZH_T20_1134B_001:0577b28_20	欲轉法輪。	欲 轉 法 輪  
ZH_T20_1134B_001:0577b29_6	時即入三摩地。	時 即 入 三 摩 地  
ZH_T20_1134B_001:0577b29_17	觀見摩醯首羅大自在天。	觀 見 摩 醯 首 羅 大 自 在 天  
ZH_T20_1134B_001:0577c01_7	剛強難化執持邪見。	剛 強 難 化 執 持 邪 見  
ZH_T20_1134B_001:0577c02_2	非我寂靜大悲之身堪任調伏。	非 我 寂 靜 大 悲 之 身 堪 任 調 伏  
ZH_T20_1134B_001:0577c02_13	於是世尊入悲怒三摩地。	於 是 世 尊 入 悲 怒 三 摩 地  
ZH_T20_1134B_001:0577c03_9	從胸臆間出現五峯金剛大菩提心。	從 胸 臆 間 出 現 五 峯 金 剛 大菩提心  
ZH_T20_1134B_001:0577c04_14	流出四面八臂威德熾盛奇特難覩降三世金剛菩薩身。	流 出 四 面 八 臂 威德熾盛 奇 特 難 覩 降 三 世 金 剛 菩 薩 身  
