segmentnr	original	stemmed
ZH_T06_0220b_301:0531a02_0	5大般若波羅蜜多經卷第三百一	5 大 般 若 波羅蜜多 經 卷 第 三 百 一 
ZH_T06_0220b_301:0531a04_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T06_0220b_301:0531a05_0	初分難聞功德品第三十九之五	初 分 難 聞 功 德 品 第 三 十 九 之 五 
ZH_T06_0220b_301:0531a06_3	「善現！	 善 現  
ZH_T06_0220b_301:0531a09_16	若菩薩摩訶薩行般若波羅蜜多時，於布施波羅蜜多不起不思議想，於淨戒、安忍、精進、靜慮、般若波羅蜜多不起不思議想，是菩薩摩訶薩修行般若波羅蜜多速得圓滿。	若 菩薩摩訶薩 行 般 若 波羅蜜多 時  於 布 施 波羅蜜多 不 起 不 思 議 想  於 淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多 不 起 不 思 議 想  是 菩薩摩訶薩 修 行 般 若 波羅蜜多 速 得 圓 滿  
ZH_T06_0220b_301:0531a10_1	「善現！	 善 現  
ZH_T06_0220b_301:0531a16_2	若菩薩摩訶薩行般若波羅蜜多時，於內空不起不思議想，於外空、內外空、空空、大空、勝義空、有為空、無為空、畢竟空、無際空、散空、無變異空、本性空、自相空、共相空、一切法空、不可得空、無性空、自性空、無性自性空不起不思議想，是菩薩摩訶薩修行般若波羅蜜多速得圓滿。	若 菩薩摩訶薩 行 般 若 波羅蜜多 時  於 內 空 不 起 不 思 議 想  於 外 空  內 外 空  空 空  大 空  勝 義 空  有 為 空  無 為 空  畢 竟 空  無 際 空  散 空  無 變 異 空  本 性 空  自 相 空  共 相 空  一切法空  不可得空  無 性 空  自 性 空  無性自性空 不 起 不 思 議 想  是 菩薩摩訶薩 修 行 般 若 波羅蜜多 速 得 圓 滿  
ZH_T06_0220b_301:0531a16_6	「善現！	 善 現  
ZH_T06_0220b_301:0531a20_14	若菩薩摩訶薩行般若波羅蜜多時，於真如不起不思議想，於法界、法性、不虛妄性、不變異性、平等性、離生性、法定、法住、實際、虛空界、不思議界不起不思議想，是菩薩摩訶薩修行般若波羅蜜多速得圓滿。	若 菩薩摩訶薩 行 般 若 波羅蜜多 時  於 真 如 不 起 不 思 議 想  於 法 界  法 性  不虛妄性  不變異性  平 等 性  離 生 性  法 定  法 住  實 際  虛 空 界  不思議界 不 起 不 思 議 想  是 菩薩摩訶薩 修 行 般 若 波羅蜜多 速 得 圓 滿  
ZH_T06_0220b_301:0531a20_18	「善現！	 善 現  
ZH_T06_0220b_301:0531a24_2	若菩薩摩訶薩行般若波羅蜜多時，於苦聖諦不起不思議想，於集、滅、道聖諦不起不思議想，是菩薩摩訶薩修行般若波羅蜜多速得圓滿。	若 菩薩摩訶薩 行 般 若 波羅蜜多 時  於 苦 聖 諦 不 起 不 思 議 想  於 集  滅  道 聖 諦 不 起 不 思 議 想  是 菩薩摩訶薩 修 行 般 若 波羅蜜多 速 得 圓 滿  
ZH_T06_0220b_301:0531a24_6	「善現！	 善 現  
ZH_T06_0220b_301:0531a27_9	若菩薩摩訶薩行般若波羅蜜多時，於四靜慮不起不思議想，於四無量、四無色定不起不思議想，是菩薩摩訶薩修行般若波羅蜜多速得圓滿。	若 菩薩摩訶薩 行 般 若 波羅蜜多 時  於 四 靜 慮 不 起 不 思 議 想  於 四 無 量  四無色定 不 起 不 思 議 想  是 菩薩摩訶薩 修 行 般 若 波羅蜜多 速 得 圓 滿  
ZH_T06_0220b_301:0531a27_13	「善現！	 善 現  
ZH_T06_0220b_301:0531b02_2	若菩薩摩訶薩行般若波羅蜜多時，於八解脫不起不思議想，於八勝處、九次第定、十遍處不起不思議想，是菩薩摩訶薩修行般若波羅蜜多速得圓滿。	若 菩薩摩訶薩 行 般 若 波羅蜜多 時  於 八 解 脫 不 起 不 思 議 想  於 八 勝 處  九次第定  十 遍 處 不 起 不 思 議 想  是 菩薩摩訶薩 修 行 般 若 波羅蜜多 速 得 圓 滿  
ZH_T06_0220b_301:0531b02_6	「善現！	 善 現  
