segmentnr	original	stemmed
ZH_T34_1719_09c:0330a28_0	唐天台沙門湛然述	唐 天 台 沙 門 湛 然 述 
ZH_T34_1719_09c:0330a29_0	三明應身，又四：先正釋，次引證，三明應相，	三 明 應 身  又 四  先 正 釋  次 引 證  三 明 應 相  
ZH_T34_1719_09c:0330b01_0	四引論同。初文者，先明應由，由智稱境示	四 引 論 同  初 文 者  先 明 應 由  由 智 稱 境 示 
ZH_T34_1719_09c:0330b02_8	能說身，說即應也。	能 說 身  說 即 應 也  
ZH_T34_1719_09c:0330b07_1	自報無說故言「以如如境智合」，但云「以如」不云「法如」者，法既屬於境智，用此境智能起應故，以解屬智別對報身，應非無智且以稱機用擬於說，故他受用亦得名報亦得名應，若勝若劣俱名應故。	自 報 無 說 故 言  以 如 如 境 智 合   但 云  以 如  不 云  法 如  者  法 既 屬 於 境 智  用 此 境 智 能 起 應 故  以 解 屬 智 別 對 報 身  應 非 無 智 且 以 稱 機 用 擬 於 說  故 他 受 用 亦 得 名 報 亦 得 名 應  若 勝 若 劣 俱 名 應 故  
ZH_T34_1719_09c:0330b07_17	故知大師善用《論》文，妙至於此。	故 知 大 師 善 用  論  文  妙 至 於 此  
ZH_T34_1719_09c:0330b08_5	次翻名中具三身也。	次 翻 名 中 具 三 身 也  
ZH_T34_1719_09c:0330b10_11	近代翻譯法報不分、三二莫辯，自古經論許有三身，若言毘盧與舍那不別，則法身即是報身；	近 代 翻 譯 法 報 不 分  三 二 莫 辯  自 古 經 論 許 有 三 身  若 言 毘 盧 與 舍 那 不 別  則 法 身 即 是 報 身  
ZH_T34_1719_09c:0330b11_16	若即是者，一切眾生無不圓滿，若法身有說眾生亦然。	若 即 是 者  一 切 眾 生 無 不 圓 滿  若 法 身 有 說 眾 生 亦 然  
ZH_T34_1719_09c:0330b12_9	若果滿方說，滿從報立。	若 果 滿 方 說  滿 從 報 立  
ZH_T34_1719_09c:0330b13_4	若言不離，三身俱然，何獨法報？	若 言 不 離  三 身 俱 然  何 獨 法 報  
ZH_T34_1719_09c:0330b13_14	生佛無二，豈唯三身？	生 佛 無 二  豈 唯 三 身  
ZH_T34_1719_09c:0330b16_20	故存三身，法定不說，報通二義應化定說，若其相即俱說俱不說，若但從理非說非不說，事理相對無說即說、即說無說，情通妙契、諍計咸失。	故 存 三 身  法 定 不 說  報 通 二 義 應 化 定 說  若 其 相 即 俱 說 俱 不 說  若 但 從 理 非 說 非 不 說  事 理 相 對 無 說 即 說  即 說 無 說  情 通 妙 契  諍 計 咸 失  
ZH_T34_1719_09c:0330b20_19	「沃焦」者，舊《華嚴經．名號品》中，及《十住婆沙》中所列，大海有石其名曰焦，萬流沃之至石皆竭，所以大海水不增長，眾生流轉猶如焦石，五欲沃之而無厭足，唯佛能度是故云也。	 沃 焦  者  舊  華 嚴 經  名 號 品  中  及  十 住 婆 沙  中 所 列  大 海 有 石 其 名 曰 焦  萬 流 沃 之 至 石 皆 竭  所 以 大 海 水 不 增 長  眾 生 流 轉 猶 如 焦 石  五 欲 沃 之 而 無 厭 足  唯 佛 能 度 是 故 云 也  
ZH_T34_1719_09c:0330b25_4	前二身名一切常定，故應身名十方各有不可說佛剎微塵名號，故彼品中新經云「釋迦如來亦名毘盧遮那」，舊經云「亦名盧舍那」，舊經意明應身異名，故總彼二經三名具足其體本一。	前 二 身 名 一 切 常 定  故 應 身 名 十 方 各 有 不 可 說 佛 剎 微 塵 名 號  故 彼 品 中 新 經 云  釋 迦 如 來 亦 名 毘 盧 遮 那   舊 經 云  亦 名 盧 舍 那   舊 經 意 明 應 身 異 名  故 總 彼 二 經 三 名 具 足 其 體 本 一  
ZH_T34_1719_09c:0330b26_11	但新經意以毘盧為舍那，舊經直舉他受用報，義復何失？	但 新 經 意 以 毘 盧 為 舍 那  舊 經 直 舉 他 受 用 報  義 復 何 失  
ZH_T34_1719_09c:0330b26_17	三融通中四：	三 融 通 中 四  
ZH_T34_1719_09c:0330b27_14	先略示意，次引教，三修性，四引論。	先 略 示 意  次 引 教  三 修 性  四 引 論  
ZH_T34_1719_09c:0330b28_3	初如文，引教中三：	初 如 文  引 教 中 三  
ZH_T34_1719_09c:0330b28_17	先引經，次總結，三問答釋妨。	先 引 經  次 總 結  三 問 答 釋 妨  
ZH_T34_1719_09c:0330b29_2	引經中二：	引 經 中 二  
ZH_T34_1719_09c:0330c01_7	先引《大經》者，意明三德秖是三身，三身具如諸文所釋。	先 引  大 經  者  意 明 三 德 秖 是 三 身  三 身 具 如 諸 文 所 釋  
ZH_T34_1719_09c:0330c04_15	引《梵網》等三結經者，以義大旨與三經同，而義意撮要，若《華嚴》中十方臺葉互為主伴，此《梵網經》唯一臺葉，故天台戒疏判云，華臺華葉本迹之殊。	引  梵 網  等 三 結 經 者  以 義 大 旨 與 三 經 同  而 義 意 撮 要  若  華 嚴  中 十 方 臺 葉 互 為 主 伴  此  梵 網 經  唯 一 臺 葉  故 天 台 戒 疏 判 云  華 臺 華 葉 本 迹 之 殊  
ZH_T34_1719_09c:0330c06_7	所以華臺華葉本迹定者，被緣雖別道理恒同，所結既同能結豈別？	所 以 華 臺 華 葉 本 迹 定 者  被 緣 雖 別 道 理 恒 同  所 結 既 同 能 結 豈 別  
ZH_T34_1719_09c:0330c07_2	《像法決疑》意亦同於所結故也。	 像 法 決 疑  意 亦 同 於 所 結 故 也  
ZH_T34_1719_09c:0330c07_14	「普賢觀云」，準上可知。	 普 賢 觀 云   準 上 可 知  
ZH_T34_1719_09c:0330c08_2	結與釋妨，文相可知。	結 與 釋 妨  文 相 可 知  
ZH_T34_1719_09c:0330c10_3	「若但」下約修性縱、橫、不縱不橫以判圓別者，即是約教，於中先別、次圓，後以藏通況之。	 若 但  下 約 修 性 縱  橫  不 縱 不 橫 以 判 圓 別 者  即 是 約 教  於 中 先 別  次 圓  後 以 藏 通 況 之  
ZH_T34_1719_09c:0330c10_17	言「修縱性橫」者，非圓妙也。	言  修 縱 性 橫  者  非 圓 妙 也  
ZH_T34_1719_09c:0330c12_11	性德之名名通別教，別教雖有性德之語，三皆在性而不互融，故成別義。	性 德 之 名 名 通 別 教  別 教 雖 有 性 德 之 語  三 皆 在 性 而 不 互 融  故 成 別 義  
ZH_T34_1719_09c:0330c13_19	若三皆在修，前後而得，道理成縱，具如《止觀》第三及記。	若 三 皆 在 修  前 後 而 得  道 理 成 縱  具 如  止 觀  第 三 及 記  
ZH_T34_1719_09c:0330c14_18	故知今經不說縱橫，若性若修三皆圓妙云云。	故 知 今 經 不 說 縱 橫  若 性 若 修 三 皆 圓 妙 云 云  
ZH_T34_1719_09c:0330c15_10	「又法華」下明本迹也。	 又 法 華  下 明 本 迹 也  
ZH_T34_1719_09c:0330c17_12	先正示同異，爾前非不明圓三佛，但與法華迹門義同，非今品之三如來也，故云「永異」。	先 正 示 同 異  爾 前 非 不 明 圓 三 佛  但 與 法 華 迹 門 義 同  非 今 品 之 三 如 來 也  故 云  永 異   
ZH_T34_1719_09c:0330c17_14	問：	問  
ZH_T34_1719_09c:0330c19_2	《論》中但指報為久遠，應指伽耶法非今昔，如何三佛悉指於本？	 論  中 但 指 報 為 久 遠  應 指 伽 耶 法 非 今 昔  如 何 三 佛 悉 指 於 本  
