segmentnr	original	stemmed
ZH_T07_0220d_564:0910b02_0	大般若波羅蜜多經卷第五百六	大 般 若 波羅蜜多 經 卷 第 五 百 六 
ZH_T07_0220d_564:0910b03_0	十四	十 四 
ZH_T07_0220d_564:0910b05_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T07_0220d_564:0910b07_6	20 勝意樂品第五分勝意樂品第二十「復次，善現！	2 0   勝 意 樂 品 第 五 分 勝 意 樂 品 第 二 十  復 次  善 現  
ZH_T07_0220d_564:0910b09_2	若諸菩薩以勝意樂，欲證無上正等菩提，常應親近、供養恭敬、尊重讚歎真淨善友。	若 諸 菩 薩 以 勝 意 樂  欲 證無上正等菩提  常 應 親 近  供養恭敬  尊 重 讚 歎 真 淨 善 友  
ZH_T07_0220d_564:0910b09_13	」爾時，善現便白佛言：	 爾 時  善 現 便 白 佛 言  
ZH_T07_0220d_564:0910b10_1	「何等名為菩薩善友？	 何 等 名 為 菩 薩 善 友  
ZH_T07_0220d_564:0910b10_7	」佛告善現：	 佛 告 善 現  
ZH_T07_0220d_564:0910b10_17	「諸佛皆名菩薩善友。	 諸 佛 皆 名 菩 薩 善 友  
ZH_T07_0220d_564:0910b13_5	若能宣說甚深般若波羅蜜多，教誡教授諸菩薩眾，令於般若波羅蜜多甚深法門能悟入者，亦得名為菩薩善友。	若 能 宣 說 甚 深 般 若 波羅蜜多  教 誡 教 授 諸 菩 薩 眾  令 於 般 若 波羅蜜多 甚 深 法 門 能 悟 入 者  亦 得 名 為 菩 薩 善 友  
ZH_T07_0220d_564:0910b14_13	布施、淨戒、安忍、精進、靜慮、般若波羅蜜多，當知亦名菩薩善友。	布 施  淨 戒  安 忍  精 進  靜 慮  般 若 波羅蜜多  當 知 亦 名 菩 薩 善 友  
ZH_T07_0220d_564:0910b17_2	如是六種波羅蜜多，與諸菩薩為師為導，為明為炬，為光為照，為舍為護，為歸為趣，為洲為渚，為父為母。	如 是 六種波羅蜜 多  與 諸 菩 薩 為 師 為 導  為 明 為 炬  為 光 為 照  為 舍 為 護  為 歸 為 趣  為 洲 為 渚  為 父 為 母  
ZH_T07_0220d_564:0910b18_10	過去未來現在諸佛，皆依六種波羅蜜多，而得成辦功德事業。	過去未來現在 諸 佛  皆 依 六種波羅蜜 多  而 得 成 辦 功 德 事 業  
ZH_T07_0220d_564:0910b18_15	所以者何？	所以者何  
ZH_T07_0220d_564:0910b19_13	如是六種波羅蜜多，普能攝受一切佛法。	如 是 六種波羅蜜 多  普 能 攝 受 一切佛法  
ZH_T07_0220d_564:0910b19_19	是故，善現！	是 故  善 現  
