segmentnr	original	stemmed
ZH_T07_0220c_506:0577c18_0	大般若波羅蜜多經卷第五百六	大 般 若 波羅蜜多 經 卷 第 五 百 六 
ZH_T07_0220c_506:0577c20_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T07_0220c_506:0577c21_0	第三分地獄品第十之二	第 三 分 地 獄 品 第 十 之 二 
ZH_T07_0220c_506:0577c22_11	爾時，具壽善現復白佛言：	爾 時  具 壽 善 現 復 白 佛 言  
ZH_T07_0220c_506:0577c22_15	「世尊！	 世 尊  
ZH_T07_0220c_506:0577c23_11	甚深般若波羅蜜多即是摩訶波羅蜜多。	甚 深 般 若 波羅蜜多 即 是 摩訶波羅蜜 多  
ZH_T07_0220c_506:0577c23_17	」佛告善現：	 佛 告 善 現  
ZH_T07_0220c_506:0577c24_6	「汝緣何意作如是說：	 汝 緣 何 意 作如是說  
ZH_T07_0220c_506:0577c25_5	甚深般若波羅蜜多即是摩訶波羅蜜多？	甚 深 般 若 波羅蜜多 即 是 摩訶波羅蜜 多  
ZH_T07_0220c_506:0577c25_11	」善現答言：	 善 現 答 言  
ZH_T07_0220c_506:0577c25_15	「世尊！	 世 尊  
ZH_T07_0220c_506:0577c29_3	以深般若波羅蜜多，於色不作大不作小，於受、想、行、識亦不作大不作小，如是乃至於佛無上正等菩提不作大不作小，於諸如來、應、正等覺亦不作大不作小；	以 深 般 若 波羅蜜多  於 色 不 作 大 不 作 小  於 受  想  行  識 亦 不 作 大 不 作 小  如 是 乃 至 於 佛 無上正等菩提 不 作 大 不 作 小  於 諸 如 來  應  正 等 覺 亦 不 作 大 不 作 小  
ZH_T07_0220c_506:0578a03_5	於色不作集不作散，於受、想、行、識亦不作集不作散，如是乃至於佛無上正等菩提不作集不作散，於諸如來、應、正等覺亦不作集不作散；	於 色 不 作 集 不 作 散  於 受  想  行  識 亦 不 作 集 不 作 散  如 是 乃 至 於 佛 無上正等菩提 不 作 集 不 作 散  於 諸 如 來  應  正 等 覺 亦 不 作 集 不 作 散  
ZH_T07_0220c_506:0578a06_17	於色不作有量不作無量，於受、想、行、識亦不作有量不作無量，如是乃至於佛無上正等菩提不作有量不作無量，於諸如來、應、正等覺亦不作有量不作無量；	於 色 不 作 有 量 不 作 無 量  於 受  想  行  識 亦 不 作 有 量 不 作 無 量  如 是 乃 至 於 佛 無上正等菩提 不 作 有 量 不 作 無 量  於 諸 如 來  應  正 等 覺 亦 不 作 有 量 不 作 無 量  
ZH_T07_0220c_506:0578a09_20	於色不作廣不作狹，於受、想、行、識亦不作廣不作狹，如是乃至於佛無上正等菩提不作廣不作狹，於諸如來、應、正等覺亦不作廣不作狹；	於 色 不 作 廣 不 作 狹  於 受  想  行  識 亦 不 作 廣 不 作 狹  如 是 乃 至 於 佛 無上正等菩提 不 作 廣 不 作 狹  於 諸 如 來  應  正 等 覺 亦 不 作 廣 不 作 狹  
ZH_T07_0220c_506:0578a13_10	於色不作有力不作無力，於受、想、行、識亦不作有力不作無力，如是乃至於佛無上正等菩提不作有力不作無力，於諸如來、應、正等覺亦不作有力不作無力。	於 色 不 作 有 力 不 作 無 力  於 受  想  行  識 亦 不 作 有 力 不 作 無 力  如 是 乃 至 於 佛 無上正等菩提 不 作 有 力 不 作 無 力  於 諸 如 來  應  正 等 覺 亦 不 作 有 力 不 作 無 力  
ZH_T07_0220c_506:0578a14_1	我緣此意故作是說：	我 緣 此 意 故 作 是 說  
ZH_T07_0220c_506:0578a14_18	甚深般若波羅蜜多即是摩訶波羅蜜多。	甚 深 般 若 波羅蜜多 即 是 摩訶波羅蜜 多  
ZH_T07_0220c_506:0578a15_3	「世尊！	 世 尊  
ZH_T07_0220c_506:0578a16_12	若新學大乘菩薩摩訶薩依止般若乃至布施波羅蜜多，起如是想：	若 新 學 大 乘 菩薩摩訶薩 依 止 般 若 乃 至 布 施 波羅蜜多  起 如 是 想  
ZH_T07_0220c_506:0578a21_18	『甚深般若波羅蜜多於色不作大不作小、不作集不作散、不作有量不作無量、不作廣不作狹、不作有力不作無力，如是乃至於諸如來、應、正等覺不作大不作小、不作集不作散、不作有量不作無量、不作廣不作狹、不作有力不作無力。	 甚 深 般 若 波羅蜜多 於 色 不 作 大 不 作 小  不 作 集 不 作 散  不 作 有 量 不 作 無 量  不 作 廣 不 作 狹  不 作 有 力 不 作 無 力  如 是 乃 至 於 諸 如 來  應  正 等 覺 不 作 大 不 作 小  不 作 集 不 作 散  不 作 有 量 不 作 無 量  不 作 廣 不 作 狹  不 作 有 力 不 作 無 力  
