segmentnr	original	stemmed
ZH_T06_0220b_400:1068c02_0	大般若波羅蜜多經卷第四百	大 般 若 波羅蜜多 經 卷 第 四 百 
ZH_T06_0220b_400:1068c04_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T06_0220b_400:1068c05_0	初分法涌菩薩品第七十八之二	初 分 法 涌 菩 薩 品 第 七 十 八 之 二 
ZH_T06_0220b_400:1068c06_8	「『復次，善男子！	  復 次  善 男 子  
ZH_T06_0220b_400:1068c07_4	譬如光影，種種形相現有動搖轉變差別。	譬 如 光 影  種 種 形 相 現 有 動 搖 轉 變 差 別  
ZH_T06_0220b_400:1068c07_8	善男子！	善 男 子  
ZH_T06_0220b_400:1068c07_13	於意云何？	於意云何  
ZH_T06_0220b_400:1068c08_2	如是光影為從何來？	如 是 光 影 為 從 何 來  
ZH_T06_0220b_400:1068c08_7	去何所至？	去 何 所 至  
ZH_T06_0220b_400:1068c08_14	』「常啼答言：	  常 啼 答 言  
ZH_T06_0220b_400:1068c09_5	『光影非實，如何可說有來去處？	 光 影 非 實  如 何 可 說 有 來 去 處  
ZH_T06_0220b_400:1068c09_16	』「法涌菩薩語常啼言：	  法 涌 菩 薩 語 常 啼 言  
ZH_T06_0220b_400:1068c09_20	『如是！	 如 是  
ZH_T06_0220b_400:1068c09_23	如是！	如 是  
ZH_T06_0220b_400:1068c10_4	如汝所說。	如 汝 所 說  
ZH_T06_0220b_400:1068c12_10	若執光影有來去者，當知彼人愚癡無智，若謂如來、應、正等覺有來有去，亦復如是當知是人愚癡無智。	若 執 光 影 有 來 去 者  當 知 彼 人 愚 癡 無 智  若 謂 如 來  應  正 等 覺 有 來 有 去  亦復如是 當 知 是 人 愚 癡 無 智  
ZH_T06_0220b_400:1068c12_14	何以故？	何 以 故  
ZH_T06_0220b_400:1068c12_18	善男子！	善 男 子  
ZH_T06_0220b_400:1068c14_4	一切如來、應、正等覺不可以色身見，夫如來者即是法身。	一 切 如 來  應  正 等 覺 不 可 以 色 身 見  夫 如 來 者 即 是 法 身  
ZH_T06_0220b_400:1068c14_8	善男子！	善 男 子  
ZH_T06_0220b_400:1068c16_9	如來法身即是諸法真如、法界，真如、法界既不可說有來有去，如來法身亦復如是無來無去。	如來法身 即 是 諸 法 真 如  法 界  真 如  法 界 既 不 可 說 有 來 有 去  如來法身 亦復如是 無 來 無 去  
ZH_T06_0220b_400:1068c16_18	「『復次，善男子！	  復 次  善 男 子  
ZH_T06_0220b_400:1068c17_14	如尋香城現有物類，如是物類暫有還無。	如 尋 香 城 現 有 物 類  如 是 物 類 暫 有 還 無  
ZH_T06_0220b_400:1068c17_18	善男子！	善 男 子  
ZH_T06_0220b_400:1068c18_3	於意云何？	於意云何  
ZH_T06_0220b_400:1068c18_16	是尋香城所有物類為從何來？	是 尋 香 城 所 有 物 類 為 從 何 來  
ZH_T06_0220b_400:1068c19_2	去何所至？	去 何 所 至  
ZH_T06_0220b_400:1068c19_9	』「常啼答言：	  常 啼 答 言  
ZH_T06_0220b_400:1068c20_15	『是尋香城所有物類皆非實有，如何可說有所從來、去有所至？	 是 尋 香 城 所 有 物 類 皆 非 實 有  如 何 可 說 有 所 從 來  去 有 所 至  
ZH_T06_0220b_400:1068c21_4	』「法涌菩薩語常啼言：	  法 涌 菩 薩 語 常 啼 言  
ZH_T06_0220b_400:1068c21_8	『如是！	 如 是  
ZH_T06_0220b_400:1068c21_11	如是！	如 是  
ZH_T06_0220b_400:1068c21_16	如汝所說。	如 汝 所 說  
ZH_T06_0220b_400:1068c24_5	執尋香城所有物類有來去者，當知彼人愚癡無智，若謂如來、應、正等覺有來有去，亦復如是當知是人愚癡無智。	執 尋 香 城 所 有 物 類 有 來 去 者  當 知 彼 人 愚 癡 無 智  若 謂 如 來  應  正 等 覺 有 來 有 去  亦復如是 當 知 是 人 愚 癡 無 智  
ZH_T06_0220b_400:1068c24_9	何以故？	何 以 故  
ZH_T06_0220b_400:1068c24_13	善男子！	善 男 子  
ZH_T06_0220b_400:1068c25_17	一切如來、應、正等覺不可以色身見，夫如來者即是法身。	一 切 如 來  應  正 等 覺 不 可 以 色 身 見  夫 如 來 者 即 是 法 身  
ZH_T06_0220b_400:1068c26_2	善男子！	善 男 子  
ZH_T06_0220b_400:1068c28_4	如來法身即是諸法真如、法界，真如、法界既不可說有來有去，如來法身亦復如是無來無去。	如來法身 即 是 諸 法 真 如  法 界  真 如  法 界 既 不 可 說 有 來 有 去  如來法身 亦復如是 無 來 無 去  
ZH_T06_0220b_400:1068c28_13	「『復次，善男子！	  復 次  善 男 子  
ZH_T06_0220b_400:1068c29_8	如諸如來、應、正等覺所變化事暫有還無。	如 諸 如 來  應  正 等 覺 所 變 化 事 暫 有 還 無  
ZH_T06_0220b_400:1068c29_12	善男子！	善 男 子  
ZH_T06_0220b_400:1068c29_17	於意云何？	於意云何  
ZH_T06_0220b_400:1069a01_6	諸變化事為從何來？	諸 變 化 事 為 從 何 來  
ZH_T06_0220b_400:1069a01_11	去何所至？	去 何 所 至  
ZH_T06_0220b_400:1069a01_18	』「常啼答言：	  常 啼 答 言  
ZH_T06_0220b_400:1069a02_19	『諸變化事皆非實有，如何可說有所從來、去有所至？	 諸 變 化 事 皆 非 實 有  如 何 可 說 有 所 從 來  去 有 所 至  
ZH_T06_0220b_400:1069a03_9	』「法涌菩薩語常啼言：	  法 涌 菩 薩 語 常 啼 言  
ZH_T06_0220b_400:1069a03_13	『如是！	 如 是  
