segmentnr	original	stemmed
ZH_T07_0220i_001:0986a02_0	10 會大般若經第十會般若理趣分序序	1 0   會 大 般 若 經 第 十 會 般 若 理 趣 分 序 序 
ZH_T07_0220i_001:0986a04_0	西明寺沙門玄則撰	西 明 寺 沙 門 玄 則 撰 
ZH_T07_0220i_001:0986a05_0	般若理趣分者，蓋乃覈諸會之旨歸、綰積篇	般 若 理 趣 分 者  蓋 乃 覈 諸 會 之 旨 歸  綰 積 篇 
ZH_T07_0220i_001:0986a06_17	之宗緒，眇詞筌而動眷、燭意象以興言。	之 宗 緒  眇 詞 筌 而 動 眷  燭 意 象 以 興 言  
ZH_T07_0220i_001:0986a07_15	是以瞬德寶之所叢，則金剛之慧為極；	是 以 瞬 德 寶 之 所 叢  則 金 剛 之 慧 為 極  
ZH_T07_0220i_001:0986a08_11	晞觀照之攸炫，則圓鏡之智居尊。	晞 觀 照 之 攸 炫  則 圓 鏡 之 智 居 尊  
ZH_T07_0220i_001:0986a09_6	所以上集天宮，因自在而為心表；	所 以 上 集 天 宮  因 自 在 而 為 心 表  
ZH_T07_0220i_001:0986a09_19	傍開寶殿，寄摩尼而作說標。	傍 開 寶 殿  寄 摩 尼 而 作 說 標  
ZH_T07_0220i_001:0986a11_6	明般若之勝規，乃庶行之淵府，故能長驅大地、枕策上乘。	明 般 若 之 勝 規  乃 庶 行 之 淵 府  故 能 長 驅 大 地  枕 策 上 乘  
ZH_T07_0220i_001:0986a12_13	既得一以儀真，且吹萬以甄俗，行位兼積，聳德山而秀峙；	既 得 一 以 儀 真  且 吹 萬 以 甄 俗  行 位 兼 積  聳 德 山 而 秀 峙  
ZH_T07_0220i_001:0986a13_5	句義畢圓，吞教海而澄廓爾。	句 義 畢 圓  吞 教 海 而 澄 廓 爾  
ZH_T07_0220i_001:0986a17_3	其攝真淨器入廣大輪，性印磊以成文、智冠嶷以騰質，然後即灌頂位、披總持門，以寂滅心住平等性，滌除戲論說無所說，絕棄妄想思不可思，足使愉忿共情、親怨等觀。	其 攝 真 淨 器 入 廣 大 輪  性 印 磊 以 成 文  智 冠 嶷 以 騰 質  然 後 即 灌 頂 位  披 總 持 門  以 寂 滅 心 住 平 等 性  滌 除 戲 論 說 無 所 說  絕 棄 妄 想 思 不 可 思  足 使 愉 忿 共 情  親 怨 等 觀  
ZH_T07_0220i_001:0986a17_15	名字斯假、同法界之甚深；	名 字 斯 假  同 法 界 之 甚 深  
ZH_T07_0220i_001:0986a18_6	障漏未銷，均菩提之遠離。	障 漏 未 銷  均 菩 提 之 遠 離  
ZH_T07_0220i_001:0986a19_14	信乎心凝旨敻，義晈詞明，言理則理邃環中，談趣則趣沖垓表。	信 乎 心 凝 旨 敻  義 晈 詞 明  言 理 則 理 邃 環 中  談 趣 則 趣 沖 垓 表  
