segmentnr	original	stemmed
ZH_T42_1824_02a:0020a20_0	釋吉藏撰	釋 吉 藏 撰 
ZH_T42_1824_02a:0020a21_0	因緣品第一	因 緣 品 第 一 
ZH_T42_1824_02a:0020a22_0	不生亦不滅下第二重牒八不解釋。前已略	不生亦不滅 下 第 二 重 牒 八 不 解 釋  前 已 略 
ZH_T42_1824_02a:0020a23_5	出三種方言。	出 三 種 方 言  
ZH_T42_1824_02a:0020a24_1	但八不既是眾經大意此論宗旨。	但 八 不 既 是 眾 經 大 意 此 論 宗 旨  
ZH_T42_1824_02a:0020a24_6	略釋難明。	略 釋 難 明  
ZH_T42_1824_02a:0020a24_11	廣敷乃現。	廣 敷 乃 現  
ZH_T42_1824_02a:0020a25_3	以去仁壽三年三月二日。	以 去 仁 壽 三 年 三 月 二 日  
ZH_T42_1824_02a:0020a25_18	江南學士智泰來至皇朝請述所聞。	江 南 學 士 智 泰 來 至 皇 朝 請 述 所 聞  
ZH_T42_1824_02a:0020a26_9	遂為其委釋開為十門。	遂 為 其 委 釋 開 為 十 門  
ZH_T42_1824_02a:0020a26_14	一大意門。	一 大 意 門  
ZH_T42_1824_02a:0020a26_19	二尋本門。	二 尋 本 門  
ZH_T42_1824_02a:0020a27_4	三得失門。	三 得 失 門  
ZH_T42_1824_02a:0020a27_9	四正宗門。	四 正 宗 門  
ZH_T42_1824_02a:0020a27_14	五淺深門。	五 淺 深 門  
ZH_T42_1824_02a:0020a27_19	六同異門。	六 同 異 門  
ZH_T42_1824_02a:0020a28_3	七攝法門。	七 攝 法 門  
ZH_T42_1824_02a:0020a28_8	八次第門。	八 次 第 門  
ZH_T42_1824_02a:0020a28_13	九料簡門。	九 料 簡 門  
ZH_T42_1824_02a:0020a28_18	十新通門。	十 新 通 門  
ZH_T42_1824_02a:0020a29_3	大意門第一。	大 意 門 第 一  
ZH_T42_1824_02a:0020b01_1	八不者蓋是正觀之旨歸方等之心骨。	八 不 者 蓋 是 正 觀 之 旨 歸 方 等 之 心 骨  
ZH_T42_1824_02a:0020b01_14	定佛法之偏正示得失之根原。	定 佛 法 之 偏 正 示 得 失 之 根 原  
ZH_T42_1824_02a:0020b02_7	迷之即八萬法藏冥若夜遊。	迷 之 即 八 萬 法 藏 冥 若 夜 遊  
ZH_T42_1824_02a:0020b03_1	悟之即十二部經如對白日。	悟 之 即 十二部經 如 對 白 日  
ZH_T42_1824_02a:0020b03_11	余昔在江左鑽仰累年。	余 昔 在 江 左 鑽 仰 累 年  
ZH_T42_1824_02a:0020b04_1	未栖河右用為心鏡。	未 栖 河 右 用 為 心 鏡  
ZH_T42_1824_02a:0020b04_12	雖復東西阻隔未始分乖。	雖 復 東 西 阻 隔 未 始 分 乖  
ZH_T42_1824_02a:0020b05_2	周旋南北何嘗徒步。	周 旋 南 北 何 嘗 徒 步  
ZH_T42_1824_02a:0020b05_11	略陳宿記用別門人。	略 陳 宿 記 用 別 門 人  
ZH_T42_1824_02a:0020b05_16	豈曰窮微。	豈 曰 窮 微  
ZH_T42_1824_02a:0020b06_6	蓋是題自心之路耳。	蓋 是 題 自 心 之 路 耳  
ZH_T42_1824_02a:0020b06_12	第二尋本門。	第 二 尋 本 門  
ZH_T42_1824_02a:0020b07_1	問此論文有四卷。	問 此 論 文 有 四 卷  
ZH_T42_1824_02a:0020b07_7	博含五百偈。	博 含 五 百 偈  
ZH_T42_1824_02a:0020b07_16	何故八不標在論初。	何 故 八 不 標 在 論 初  
ZH_T42_1824_02a:0020b08_7	答領前序意足已明之。	答 領 前 序 意 足 已 明 之  
ZH_T42_1824_02a:0020b08_12	未曉向言。	未 曉 向 言  
ZH_T42_1824_02a:0020b08_17	今當委示。	今 當 委 示  
ZH_T42_1824_02a:0020b09_2	淨名經云。	淨 名 經 云  
ZH_T42_1824_02a:0020b09_8	智度菩薩母。	智 度 菩 薩 母  
ZH_T42_1824_02a:0020b09_14	方便以為父。	方 便 以 為 父  
