segmentnr	original	stemmed
ZH_T21_1222b_003:0127b20_0	聖迦柅忿怒金剛童子菩薩成就	聖 迦 柅 忿 怒 金剛童子 菩 薩 成 就 
ZH_T21_1222b_003:0127b21_0	儀軌經卷下	儀 軌 經 卷 下 
ZH_T21_1222b_003:0127b23_0	唐三藏沙門大廣智不空譯	唐 三 藏 沙 門 大 廣 智 不 空 譯 
ZH_T21_1222b_003:0127b24_7	我今說縛撲印法。	我 今 說 縛 撲 印 法  
ZH_T21_1222b_003:0127b25_2	先以瞿摩夷塗一圓壇一肘量。	先 以 瞿 摩 夷 塗 一 圓 壇 一 肘 量  
ZH_T21_1222b_003:0127b25_16	取七八歲童男或童女著新淨衣。	取 七 八 歲 童 男 或 童 女 著 新 淨 衣  
ZH_T21_1222b_003:0127b26_8	先令潔淨三日立於壇中。	先 令 潔 淨 三 日 立 於 壇 中  
ZH_T21_1222b_003:0127b26_13	燒安息香。	燒 安 息 香  
ZH_T21_1222b_003:0127b27_5	先加持香七遍然後燒之。	先 加 持 香 七 遍 然 後 燒 之  
ZH_T21_1222b_003:0127b27_13	又取華加持七遍。	又 取 華 加 持 七 遍  
ZH_T21_1222b_003:0127b28_3	置童子當中令掩面。	置 童 子 當 中 令 掩 面  
ZH_T21_1222b_003:0127b28_13	然後行者結契誦真言。	然 後 行 者 結 契 誦 真 言  
ZH_T21_1222b_003:0127b29_5	行者面向東童子面向西。	行 者 面 向 東 童 子 面 向 西  
ZH_T21_1222b_003:0127b29_16	其印以二手內相叉作拳。	其 印 以 二 手 內 相 叉 作 拳  
ZH_T21_1222b_003:0127c01_3	二小指相鉤。	二 小 指 相 鉤  
ZH_T21_1222b_003:0127c01_9	以大指並竪。	以 大 指 並 竪  
ZH_T21_1222b_003:0127c01_18	捻如鉤鎖形安於額。	捻 如 鉤 鎖 形 安 於 額  
ZH_T21_1222b_003:0127c02_4	牢掘彼童男。	牢 掘 彼 童 男  
ZH_T21_1222b_003:0127c02_7	即語。	即 語  
ZH_T21_1222b_003:0127c02_15	以二大指向外撥。	以 二 大 指 向 外 撥  
ZH_T21_1222b_003:0127c03_3	童子即却遠後行。	童 子 即 却 遠 後 行  
ZH_T21_1222b_003:0127c03_10	二大指向身招。	二 大 指 向 身 招  
ZH_T21_1222b_003:0127c03_17	童子即向前來。	童 子 即 向 前 來  
ZH_T21_1222b_003:0127c04_2	即成鉤召。	即 成 鉤 召  
ZH_T21_1222b_003:0127c04_11	以印左右揮其童子。	以 印 左 右 揮 其 童 子  
ZH_T21_1222b_003:0127c04_17	即隨印左右。	即 隨 印 左 右  
ZH_T21_1222b_003:0127c05_7	撲舉印向上童子即立。	撲 舉 印 向 上 童 子 即 立  
ZH_T21_1222b_003:0127c05_16	問其吉凶三世之事。	問 其 吉 凶 三 世 之 事  
ZH_T21_1222b_003:0127c06_6	一一皆實所作疾成。	一 一 皆 實 所 作 疾 成  
ZH_T21_1222b_003:0127c06_18	爾時金剛手菩薩以偈頌曰。	爾 時 金剛手菩薩 以 偈 頌 曰  
ZH_T21_1222b_003:0127c07_0	此金剛童子　　從我三昧生	此 金剛童子   從 我 三 昧 生 
ZH_T21_1222b_003:0127c08_0	成辦一切事　　忿怒王大力	成 辦 一 切 事   忿 怒 王 大 力 
ZH_T21_1222b_003:0127c09_0	即我金剛手　　調伏難調者	即 我 金 剛 手   調 伏 難 調 者 
ZH_T21_1222b_003:0127c10_0	能滅除諸罪　　暴惡諸藥叉	能 滅 除 諸 罪   暴 惡 諸 藥 叉 
ZH_T21_1222b_003:0127c11_0	及諸羅剎眾　　惱害修行者	及 諸 羅 剎 眾   惱 害 修 行 者 
ZH_T21_1222b_003:0127c12_0	令彼速除滅　　梵王及帝釋	令 彼 速 除 滅   梵 王 及 帝 釋 
ZH_T21_1222b_003:0127c13_0	水天諸天王　　及餘威德者	水 天 諸 天 王   及 餘 威 德 者 
ZH_T21_1222b_003:0127c14_0	剎那令滅壞　　受持者應當	剎 那 令 滅 壞   受 持 者 應 當 
ZH_T21_1222b_003:0127c15_0	入忿怒王定　　威德如金剛	入 忿 怒 王 定   威 德 如 金 剛 
ZH_T21_1222b_003:0127c16_0	能伏難調者　　悉皆令順伏	能 伏 難 調 者   悉 皆 令 順 伏 
ZH_T21_1222b_003:0127c17_10	又法取蓮華或有香氣華。	又 法 取 蓮 華 或 有 香 氣 華  
ZH_T21_1222b_003:0127c17_17	護摩所求皆得。	護 摩 所 求 皆 得  
ZH_T21_1222b_003:0127c18_8	又結印誦吽字真言。	又 結 印 誦 吽 字 真 言  
ZH_T21_1222b_003:0127c18_15	即得山嶽摧倒。	即 得 山 嶽 摧 倒  
ZH_T21_1222b_003:0127c19_3	亦能枯竭河水。	亦 能 枯 竭 河 水  
ZH_T21_1222b_003:0127c19_12	亦能破阿修羅關鍵。	亦 能 破 阿 修 羅 關 鍵  
ZH_T21_1222b_003:0127c20_5	爾時金剛手菩薩告大眾言。	爾 時 金剛手菩薩 告 大 眾 言  
