segmentnr	original	stemmed
ZH_T34_1723_09b:0825c26_0	沙門基撰	沙 門 基 撰 
ZH_T34_1723_09b:0825c27_0	從地涌出品從地涌出品	從地涌出 品 從地涌出 品 
ZH_T34_1723_09b:0825c28_0	三門分別：一來意，二釋名，三解妨。來意有	三 門 分 別  一 來 意  二 釋 名  三 解 妨  來 意 有 
ZH_T34_1723_09b:0825c29_1	三：	三  
ZH_T34_1723_09b:0826a01_12	一者七品明學行流通中，前之一品明所學行，下之六品明能行人。	一 者 七 品 明 學 行 流 通 中  前 之 一 品 明 所 學 行  下 之 六 品 明 能 行 人  
ZH_T34_1723_09b:0826a03_1	能行人中分四，此之一品正明現在具安樂行流通之人。	能 行 人 中 分 四  此 之 一 品 正 明 現 在 具 安 樂 行 流 通 之 人  
ZH_T34_1723_09b:0826a04_1	〈壽量〉及〈分別功德品〉因釋此疑展轉生起；	 壽 量  及  分 別 功 德 品  因 釋 此 疑 展 轉 生 起  
ZH_T34_1723_09b:0826a05_8	〈隨喜〉及〈法師功德品〉明助正依安樂行流通之人所得功德。	 隨 喜  及  法 師 功 德 品  明 助 正 依 安 樂 行 流 通 之 人 所得功德  
ZH_T34_1723_09b:0826a07_17	〈常不輕品〉明佛自身往居因位行安樂行、行忍辱等流通此經，今得佛果，勸諸眾生應勤脩學，故此品來。	 常 不 輕 品  明 佛 自 身 往 居 因 位 行 安 樂 行  行 忍 辱 等 流 通 此 經  今 得 佛 果  勸 諸 眾 生 應 勤 脩 學  故 此 品 來  
ZH_T34_1723_09b:0826a09_9	二者兩品明一乘行中，前品明所行行，此品明能行人，故此品來。	二 者 兩 品 明 一 乘 行 中  前 品 明 所 行 行  此 品 明 能 行 人  故 此 品 來  
ZH_T34_1723_09b:0826a10_18	三者論云「七者示現教化眾生無上故，地中涌出無量菩薩摩訶薩。	三 者 論 云  七 者 示 現 教 化 眾 生 無 上 故  地 中 涌 出 無 量 菩薩摩訶薩  
ZH_T34_1723_09b:0826a12_19	此中明佛已曾教化無量菩薩行此四行，涌出持經，勸諸眾生云何不學」，故此品來。	此 中 明 佛 已 曾 教 化 無 量 菩 薩 行 此 四 行  涌 出 持 經  勸 諸 眾 生 云 何 不 學   故 此 品 來  
ZH_T34_1723_09b:0826a14_8	釋名者，「涌」謂上昇，「出」謂顯現，從地上昇而顯現，名從地涌出品。	釋 名 者   涌  謂 上 昇   出  謂 顯 現  從 地 上 昇 而 顯 現  名 從地涌出 品  
ZH_T34_1723_09b:0826a14_19	《玉篇》「涌，騰也」。	 玉 篇   涌  騰 也   
