segmentnr	original	stemmed
ZH_T46_1912_05d:0300c20_0	唐毘陵沙門湛然述	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_05d:0300c21_0	即起下正明起誓中。初約眾生起於初	即 起 下 正 明 起 誓 中  初 約 眾 生 起 於 初 
ZH_T46_1912_05d:0300c22_0	誓。次約煩惱起於次誓。若己若他並緣	誓  次 約 煩 惱 起 於 次 誓  若 己 若 他 並 緣 
ZH_T46_1912_05d:0300c23_6	無始經歷之境。	無 始 經 歷 之 境  
ZH_T46_1912_05d:0300c24_2	故並約事以辨悲心及論發誓。	故 並 約 事 以 辨 悲 心 及 論 發 誓  
ZH_T46_1912_05d:0300c24_7	並須緣理。	並 須 緣 理  
ZH_T46_1912_05d:0300c24_16	故下諸誓皆約三諦。	故 下 諸 誓 皆 約 三 諦  
ZH_T46_1912_05d:0300c25_6	三諦復須寄別顯總。	三 諦 復 須 寄 別 顯 總  
ZH_T46_1912_05d:0300c25_15	下慈誓意比此可知。	下 慈 誓 意 比 此 可 知  
ZH_T46_1912_05d:0300c26_6	次眾生下正明誓相。	次 眾 生 下 正 明 誓 相  
ZH_T46_1912_05d:0300c26_15	亦寄次第以辨不次。	亦 寄 次 第 以 辨 不 次  
ZH_T46_1912_05d:0300c27_7	初文即是空觀誓相也。	初 文 即 是 空 觀 誓 相 也  
ZH_T46_1912_05d:0300c27_17	次雖知下假觀誓相也。	次 雖 知 下 假 觀 誓 相 也  
ZH_T46_1912_05d:0300c28_8	次雖知下中觀誓相也。	次 雖 知 下 中 觀 誓 相 也  
ZH_T46_1912_05d:0300c28_17	一一觀相皆有兩誓。	一 一 觀 相 皆 有 兩 誓  
ZH_T46_1912_05d:0300c29_7	誓願既廣苦集亦長。	誓 願 既 廣 苦 集 亦 長  
ZH_T46_1912_05d:0300c29_15	何者下重釋誓相。	何 者 下 重 釋 誓 相  
ZH_T46_1912_05d:0301a01_1	兼斥偏小。	兼 斥 偏 小  
ZH_T46_1912_05d:0301a01_6	初斥三藏。	初 斥 三 藏  
ZH_T46_1912_05d:0301a02_1	次若偏下斥於通教鈍根菩薩。	次 若 偏 下 斥 於 通 教 鈍 根 菩 薩  
ZH_T46_1912_05d:0301a02_12	次若偏見下斥別教教道。	次 若 偏 見 下 斥 別 教 教 道  
ZH_T46_1912_05d:0301a03_2	亦兼通教出假菩薩。	亦 兼 通 教 出 假 菩 薩  
ZH_T46_1912_05d:0301a03_11	未得真應猶同見愛。	未 得 真 應 猶 同 見 愛  
ZH_T46_1912_05d:0301a04_6	二觀猶為無明所縛名非解脫。	二 觀 猶 為 無 明 所 縛 名 非 解 脫  
ZH_T46_1912_05d:0301a04_17	今則下顯正中先法次譬。	今 則 下 顯 正 中 先 法 次 譬  
ZH_T46_1912_05d:0301a05_11	法中正明中道故雙非毒偽。	法 中 正 明 中 道 故 雙 非 毒 偽  
ZH_T46_1912_05d:0301a06_2	毒偽者如前已釋。	毒 偽 者 如 前 已 釋  
ZH_T46_1912_05d:0301a06_11	次譬中飛空不住空。	次 譬 中 飛 空 不 住 空  
ZH_T46_1912_05d:0301a06_17	譬即空而假。	譬 即 空 而 假  
ZH_T46_1912_05d:0301a07_3	雖不住去。	雖 不 住 去  
ZH_T46_1912_05d:0301a07_9	譬即假而空。	譬 即 假 而 空  
ZH_T46_1912_05d:0301a07_18	雖空而度下合譬也。	雖 空 而 度 下 合 譬 也  
ZH_T46_1912_05d:0301a08_4	度即是假。	度 即 是 假  
ZH_T46_1912_05d:0301a08_13	即是空假不二故也。	即 是 空 假 不 二 故 也  
ZH_T46_1912_05d:0301a09_6	是故下更以鬪空帖合前譬。	是 故 下 更 以 鬪 空 帖 合 前 譬  
ZH_T46_1912_05d:0301a09_12	次明慈誓者。	次 明 慈 誓 者  
ZH_T46_1912_05d:0301a10_14	亦初明誓境境中亦初總牒前妙境不思議樂。	亦 初 明 誓 境 境 中 亦 初 總 牒 前 妙 境 不 思 議 樂  
ZH_T46_1912_05d:0301a11_5	道滅二諦俱名為樂。	道 滅 二 諦 俱 名 為 樂  
ZH_T46_1912_05d:0301a11_14	義攝四教秖在一念。	義 攝 四 教 秖 在 一 念  
ZH_T46_1912_05d:0301a12_4	故云一樂一切樂。	故 云 一 樂 一 切 樂  
ZH_T46_1912_05d:0301a12_13	不說妙境一念三千。	不 說 妙 境 一 念 三 千  
ZH_T46_1912_05d:0301a13_4	如何可識一攝一切。	如 何 可 識 一 攝 一 切  
ZH_T46_1912_05d:0301a13_13	三千不出一念法性。	三 千 不 出 一 念 法 性  
ZH_T46_1912_05d:0301a14_4	是故唯有樂因樂果。	是 故 唯 有 樂 因 樂 果  
ZH_T46_1912_05d:0301a14_13	由知法性秖是無明。	由 知 法 性 秖 是 無 明  
ZH_T46_1912_05d:0301a14_18	是故起慈。	是 故 起 慈  
ZH_T46_1912_05d:0301a15_13	我及眾生下別明誓境明無道滅。	我 及 眾 生 下 別 明 誓 境 明 無 道 滅  
ZH_T46_1912_05d:0301a16_2	言昔雖等者。	言 昔 雖 等 者  
ZH_T46_1912_05d:0301a16_15	但求人天二乘之樂明無滅也。	但 求 人 天 二 乘 之 樂 明 無 滅 也  
ZH_T46_1912_05d:0301a17_6	而不知發菩提之心。	而 不 知 發 菩提之心  
ZH_T46_1912_05d:0301a17_16	習諸佛法為究竟樂因。	習 諸 佛 法 為 究 竟 樂 因  
ZH_T46_1912_05d:0301a18_3	明無道也。	明 無 道 也  
ZH_T46_1912_05d:0301a18_12	前悲誓中明無道滅。	前 悲 誓 中 明 無 道 滅  
ZH_T46_1912_05d:0301a18_17	義兼於此。	義 兼 於 此  
ZH_T46_1912_05d:0301a19_15	故此文略但舉譬云如執瓦礫譬不識滅。	故 此 文 略 但 舉 譬 云 如 執 瓦 礫 譬 不 識 滅  
ZH_T46_1912_05d:0301a20_7	妄指螢光譬不識道。	妄 指 螢 光 譬 不 識 道  
ZH_T46_1912_05d:0301a20_16	妄謂世間及小因果。	妄 謂 世 間 及 小 因 果  
ZH_T46_1912_05d:0301a21_3	以之為實。	以 之 為 實  
ZH_T46_1912_05d:0301a21_14	今方始解下正依境發誓。	今 方 始 解 下 正 依 境 發 誓  
ZH_T46_1912_05d:0301a22_5	初約道諦起於初誓。	初 約 道 諦 起 於 初 誓  
ZH_T46_1912_05d:0301a22_14	次約滅諦起於次誓。	次 約 滅 諦 起 於 次 誓  
ZH_T46_1912_05d:0301a23_4	雖知下次明誓相。	雖 知 下 次 明 誓 相  
ZH_T46_1912_05d:0301a23_13	亦寄次第以辨不次。	亦 寄 次 第 以 辨 不 次  
ZH_T46_1912_05d:0301a24_4	初文即是空觀誓相。	初 文 即 是 空 觀 誓 相  
ZH_T46_1912_05d:0301a24_13	次雖知下假觀誓相。	次 雖 知 下 假 觀 誓 相  
ZH_T46_1912_05d:0301a25_3	次雖知下中觀誓相。	次 雖 知 下 中 觀 誓 相  
ZH_T46_1912_05d:0301a25_12	畫空種樹並思益文。	畫 空 種 樹 並 思 益 文  
ZH_T46_1912_05d:0301a26_10	中觀文中法門是標初誓佛果是標次誓。	中 觀 文 中 法 門 是 標 初 誓 佛 果 是 標 次 誓  
ZH_T46_1912_05d:0301a27_2	非修等者釋初誓也。	非 修 等 者 釋 初 誓 也  
ZH_T46_1912_05d:0301a27_11	非證等者釋次誓也。	非 證 等 者 釋 次 誓 也  
ZH_T46_1912_05d:0301a28_6	中道之體雖非修證亦可修證。	中 道 之 體 雖 非 修 證 亦 可 修 證  
ZH_T46_1912_05d:0301a28_15	是故發誓自為為他。	是 故 發 誓 自 為 為 他  
ZH_T46_1912_05d:0301a29_4	是名下顯正也。	是 名 下 顯 正 也  
ZH_T46_1912_05d:0301a29_13	此中圓教真正發心。	此 中 圓 教 真 正 發 心  
ZH_T46_1912_05d:0301b01_4	應約三教以簡毒偽。	應 約 三 教 以 簡 毒 偽  
ZH_T46_1912_05d:0301b01_14	所謂非空及非愛見也。	所 謂 非 空 及 非 愛 見 也  
ZH_T46_1912_05d:0301b02_9	三教菩薩未證中道通名為毒。	三 教 菩 薩 未 證 中 道 通 名 為 毒  
ZH_T46_1912_05d:0301b03_1	兩教二乘及九非心。	兩 教 二 乘 及 九 非 心  
ZH_T46_1912_05d:0301b03_6	通名為偽。	通 名 為 偽  
ZH_T46_1912_05d:0301b03_19	兩教二乘及以通別入空菩薩。	兩 教 二 乘 及 以 通 別 入 空 菩 薩  
ZH_T46_1912_05d:0301b04_4	俱名為空。	俱 名 為 空  
ZH_T46_1912_05d:0301b04_13	三教出假通名愛見。	三 教 出 假 通 名 愛 見  
ZH_T46_1912_05d:0301b05_4	從初發心常觀中道。	從 初 發 心 常 觀 中 道  
ZH_T46_1912_05d:0301b05_13	故永不同毒偽空假。	故 永 不 同 毒 偽 空 假  
ZH_T46_1912_05d:0301b06_2	如此下結束也。	如 此 下 結 束 也  
ZH_T46_1912_05d:0301b06_12	初明誓願與境智相即。	初 明 誓 願 與 境 智 相 即  
ZH_T46_1912_05d:0301b07_7	次慈悲下明智慧與慈悲相即。	次 慈 悲 下 明 智 慧 與 慈 悲 相 即  
ZH_T46_1912_05d:0301b07_12	智秖是解。	智 秖 是 解  
ZH_T46_1912_05d:0301b08_3	依境生解依解起願。	依 境 生 解 依 解 起 願  
ZH_T46_1912_05d:0301b08_12	境為所緣誓為能緣。	境 為 所 緣 誓 為 能 緣  
ZH_T46_1912_05d:0301b09_6	以無緣慈悲緣不思議境。	以 無緣慈悲 緣 不思議境  
ZH_T46_1912_05d:0301b09_15	境名無緣誓名無念。	境 名 無 緣 誓 名 無 念  
ZH_T46_1912_05d:0301b10_6	運此慈悲遍覆法界。	運 此 慈 悲 遍 覆 法 界  
ZH_T46_1912_05d:0301b10_17	故能任運拔苦自然與樂。	故 能 任 運 拔 苦 自 然 與 樂  
ZH_T46_1912_05d:0301b11_12	不同下重總斥前次第慈悲也。	不 同 下 重 總 斥 前 次 第 慈 悲 也  
ZH_T46_1912_05d:0301b12_3	前二文後雖各斥竟。	前 二 文 後 雖 各 斥 竟  
ZH_T46_1912_05d:0301b12_12	今二文竟復更總斥。	今 二 文 竟 復 更 總 斥  
ZH_T46_1912_05d:0301b13_1	是名下亦總結之。	是 名 下 亦 總 結 之  
ZH_T46_1912_05d:0301b13_10	義不異前故還指上。	義 不 異 前 故 還 指 上  
ZH_T46_1912_05d:0301b14_1	此中應具云慈悲。	此 中 應 具 云 慈 悲  
