segmentnr	original	stemmed
ZH_T45_1887B_02a:0743a18_0	文云。三釋文下意文。有七言三十句。此中大	文 云  三 釋 文 下 意 文  有 七 言 三 十 句  此 中 大 
ZH_T45_1887B_02a:0743a19_0	分有三。初十八句約自利行。次四句明利他	分 有 三  初 十 八 句 約 自 利 行  次 四 句 明 利 他 
ZH_T45_1887B_02a:0743a20_0	行。次八句辨行者修行方便及得利益。就初	行  次 八 句 辨 行 者 修 行 方 便 及 得 利 益  就 初 
ZH_T45_1887B_02a:0743a21_4	門中有二。	門 中 有 二  
ZH_T45_1887B_02a:0743a21_12	初四句現示證分。	初 四 句 現 示 證 分  
ZH_T45_1887B_02a:0743a22_3	二次十四句現緣起分。	二 次 十 四 句 現 緣 起 分  
ZH_T45_1887B_02a:0743a22_13	此中初二句指緣起體。	此 中 初 二 句 指 緣 起 體  
ZH_T45_1887B_02a:0743a23_5	二次二句約陀羅尼理用。	二 次 二 句 約 陀 羅 尼 理 用  
ZH_T45_1887B_02a:0743a23_12	以辨攝法分齊。	以 辨 攝 法 分 齊  
ZH_T45_1887B_02a:0743a24_1	三次二句即事法。	三 次 二 句 即 事 法  
ZH_T45_1887B_02a:0743a24_7	明攝法分齊。	明 攝 法 分 齊  
ZH_T45_1887B_02a:0743a25_1	四次四句約世時示攝法分齊。	四 次 四 句 約 世 時 示 攝 法 分 齊  
ZH_T45_1887B_02a:0743a25_8	五次二句約位。	五 次 二 句 約 位  
ZH_T45_1887B_02a:0743a25_15	以彰攝法分齊。	以 彰 攝 法 分 齊  
ZH_T45_1887B_02a:0743a26_4	六次二句總論上意。	六 次 二 句 總 論 上 意  
ZH_T45_1887B_02a:0743a26_10	雖六門不同。	雖 六 門 不 同  
ZH_T45_1887B_02a:0743a27_1	而唯現緣起陀羅尼法。	而 唯 現 緣 起 陀 羅 尼 法  
ZH_T45_1887B_02a:0743a27_8	初云緣起體者。	初 云 緣 起 體 者  
ZH_T45_1887B_02a:0743a28_6	即是一乘陀羅尼法一即一切一切即一。	即 是 一 乘 陀 羅 尼 法 一 即 一切一切 即 一  
ZH_T45_1887B_02a:0743a28_14	無障礙法界法也。	無 障 礙 法 界 法 也  
ZH_T45_1887B_02a:0743a29_5	今且約一門現緣起義。	今 且 約 一 門 現 緣 起 義  
ZH_T45_1887B_02a:0743a29_11	所謂緣起者。	所 謂 緣 起 者  
ZH_T45_1887B_02a:0743b01_3	大聖攝生欲令契理捨事。	大 聖 攝 生 欲 令 契 理 捨 事  
ZH_T45_1887B_02a:0743b01_12	凡夫見事即迷於理。	凡 夫 見 事 即 迷 於 理  
ZH_T45_1887B_02a:0743b02_2	聖人得理既無於事。	聖 人 得 理 既 無 於 事  
ZH_T45_1887B_02a:0743b02_12	故今舉實理以會迷情。	故 今 舉 實 理 以 會 迷 情  
ZH_T45_1887B_02a:0743b03_2	令諸有情知事即無。	令 諸 有 情 知 事 即 無  
ZH_T45_1887B_02a:0743b03_8	即事會理故。	即 事 會 理 故  
ZH_T45_1887B_02a:0743b03_12	興此教。	興 此 教  
ZH_T45_1887B_02a:0743b03_17	故地論云。	故 地 論 云  
ZH_T45_1887B_02a:0743b04_4	自相者有三種。	自 相 者 有 三 種  
ZH_T45_1887B_02a:0743b04_9	一者報相。	一 者 報 相  
ZH_T45_1887B_02a:0743b04_18	名色共阿梨耶識生。	名 色 共 阿梨耶識 生  
ZH_T45_1887B_02a:0743b05_9	如經於三界地復有芽生。	如 經 於 三 界 地 復 有 芽 生  
ZH_T45_1887B_02a:0743b05_17	所謂名色共生故。	所 謂 名 色 共 生 故  
ZH_T45_1887B_02a:0743b06_10	名色共生者名色共彼生故。	名 色 共 生 者 名 色 共 彼 生 故  
ZH_T45_1887B_02a:0743b07_4	二者彼因相者是名色不離。	二 者 彼 因 相 者 是 名 色 不 離  
ZH_T45_1887B_02a:0743b07_11	彼依彼共生故。	彼 依 彼 共 生 故  
ZH_T45_1887B_02a:0743b07_17	知經不離故。	知 經 不 離 故  
ZH_T45_1887B_02a:0743b08_8	三者彼果次第相從六入。	三 者 彼 果 次 第 相 從 六 入  
ZH_T45_1887B_02a:0743b09_7	乃至於有如經此名色增長已成六入聚。	乃 至 於 有 如 經 此 名 色 增 長 已 成 六 入 聚  
ZH_T45_1887B_02a:0743b10_5	乃至有因緣故有生老病死憂悲苦惱。	乃 至 有因緣故 有 生老病死 憂 悲 苦 惱  
ZH_T45_1887B_02a:0743b10_14	如是眾生生長苦聚。	如 是 眾 生 生 長 苦 聚  
ZH_T45_1887B_02a:0743b11_2	是中離我我所。	是 中 離我我所  
ZH_T45_1887B_02a:0743b11_11	無如無覺如草木也。	無 如 無 覺 如 草 木 也  
ZH_T45_1887B_02a:0743b12_4	此中離我我所者此二示空。	此 中 離我我所 者 此 二 示 空  
ZH_T45_1887B_02a:0743b12_10	無知無覺者。	無 知 無 覺 者  
ZH_T45_1887B_02a:0743b12_16	自體無我故。	自 體 無 我 故  
ZH_T45_1887B_02a:0743b13_1	如草木者。	如 草 木 者  
ZH_T45_1887B_02a:0743b13_8	示非眾生數故。	示 非 眾 生 數 故  
ZH_T45_1887B_02a:0743b13_16	當知十二因緣等。	當 知 十二因緣 等  
ZH_T45_1887B_02a:0743b14_2	即自體性空。	即 自 體 性 空  
ZH_T45_1887B_02a:0743b14_10	依彼阿賴耶識生。	依 彼 阿賴耶識 生  
ZH_T45_1887B_02a:0743b14_15	梨耶微細。	梨 耶 微 細  
ZH_T45_1887B_02a:0743b14_20	自體無我。	自 體 無 我  
ZH_T45_1887B_02a:0743b15_5	生十二因緣。	生 十二因緣  
ZH_T45_1887B_02a:0743b15_15	十二因緣亦皆無我故。	十二因緣 亦 皆 無 我 故  
ZH_T45_1887B_02a:0743b16_4	緣生等無有別法。	緣 生 等 無 有 別 法  
ZH_T45_1887B_02a:0743b16_11	佛舉緣起觀門。	佛 舉 緣 起 觀 門  
ZH_T45_1887B_02a:0743b17_6	以會諸法一切無分別即成實性。	以 會 諸 法 一 切 無 分 別 即 成 實 性  
ZH_T45_1887B_02a:0743b17_11	故地論云。	故 地 論 云  
ZH_T45_1887B_02a:0743b18_4	隨順觀世諦即入第一義諦。	隨 順 觀 世 諦 即 入 第一義諦  
ZH_T45_1887B_02a:0743b18_9	是其事也。	是 其 事 也  
ZH_T45_1887B_02a:0743b18_15	此義在三乘。	此 義 在 三 乘  
ZH_T45_1887B_02a:0743b19_1	亦通一乘。	亦 通 一 乘  
ZH_T45_1887B_02a:0743b19_5	何以故。	何 以 故  
ZH_T45_1887B_02a:0743b19_11	一乘所目故。	一 乘 所 目 故  
ZH_T45_1887B_02a:0743b19_18	若約別教一乘。	若 約 別 教 一 乘  
ZH_T45_1887B_02a:0743b20_3	略說十門。	略 說 十 門  
ZH_T45_1887B_02a:0743b20_13	所謂因緣有分次第故。	所 謂 因 緣 有 分 次 第 故  
ZH_T45_1887B_02a:0743b20_19	一心所攝故。	一 心 所 攝 故  
ZH_T45_1887B_02a:0743b21_4	自業成故。	自 業 成 故  
ZH_T45_1887B_02a:0743b21_10	不相捨離故。	不相捨離 故  
ZH_T45_1887B_02a:0743b21_16	三道不斷故。	三 道 不 斷 故  
ZH_T45_1887B_02a:0743b22_2	觀先後際故。	觀 先 後 際 故  
ZH_T45_1887B_02a:0743b22_7	三苦集故。	三 苦 集 故  
ZH_T45_1887B_02a:0743b22_12	因緣生故。	因 緣 生 故  
ZH_T45_1887B_02a:0743b22_19	因緣生滅縛故。	因 緣 生 滅 縛 故  
ZH_T45_1887B_02a:0743b23_5	隨順有盡觀故。	隨 順 有 盡 觀 故  
ZH_T45_1887B_02a:0743b23_18	如是十番十二因緣一乘義攝。	如 是 十 番 十二因緣 一 乘 義 攝  
ZH_T45_1887B_02a:0743b24_5	何故十數說。	何 故 十 數 說  
ZH_T45_1887B_02a:0743b24_11	欲現無量故。	欲 現 無 量 故  
ZH_T45_1887B_02a:0743b24_13	問。	問  
ZH_T45_1887B_02a:0743b24_18	十番因緣。	十 番 因 緣  
ZH_T45_1887B_02a:0743b25_2	為當前後。	為 當 前 後  
ZH_T45_1887B_02a:0743b25_8	為當一時耶。	為 當 一 時 耶  
ZH_T45_1887B_02a:0743b25_10	答。	答  
ZH_T45_1887B_02a:0743b25_18	即前後即無前後。	即 前 後 即 無 前 後  
ZH_T45_1887B_02a:0743b26_2	所以得知。	所 以 得 知  
ZH_T45_1887B_02a:0743b26_7	門不同故。	門 不 同 故  
ZH_T45_1887B_02a:0743b26_15	即前後六相成故。	即 前 後 六 相 成 故  
ZH_T45_1887B_02a:0743b26_20	即無前後。	即 無 前 後  
ZH_T45_1887B_02a:0743b27_4	其義云何。	其 義 云 何  
ZH_T45_1887B_02a:0743b27_9	十番雖別。	十 番 雖 別  
ZH_T45_1887B_02a:0743b27_15	而同成無我。	而 同 成 無 我  
ZH_T45_1887B_02a:0743b28_8	故纓絡經十番因緣三乘義攝。	故 纓 絡 經 十 番 因 緣 三 乘 義 攝  
ZH_T45_1887B_02a:0743b28_12	何以故。	何 以 故  
ZH_T45_1887B_02a:0743b28_19	准教差別不同。	准 教 差 別 不 同  
ZH_T45_1887B_02a:0743b29_6	廣義如地論說。	廣 義 如 地 論 說  
ZH_T45_1887B_02a:0743b29_13	如十二因緣說。	如 十二因緣 說  
ZH_T45_1887B_02a:0743b29_19	餘緣生諸法。	餘 緣 生 諸 法  
ZH_T45_1887B_02a:0743c01_4	准例可解。	准 例 可 解  
ZH_T45_1887B_02a:0743c01_14	二陀羅尼法者如下說。	二 陀 羅 尼 法 者 如 下 說  
ZH_T45_1887B_02a:0743c02_2	三即事攝法者。	三 即 事 攝 法 者  
ZH_T45_1887B_02a:0743c02_12	現因陀羅尼及微細故。	現 因 陀 羅 尼 及 微 細 故  
ZH_T45_1887B_02a:0743c02_17	廣義如經。	廣 義 如 經  
ZH_T45_1887B_02a:0743c03_3	四約世時者。	四 約 世 時 者  
ZH_T45_1887B_02a:0743c03_9	所謂九世者。	所 謂 九 世 者  
ZH_T45_1887B_02a:0743c05_10	過去過去過去現在過去未來現在過去現在現在現在未來未來過去未來現在未來未來世。	過 去 過 去 過去現在 過去未來現在 過去現在 現 在 現在未來 未 來 過去未來現在 未 來 未 來 世  
ZH_T45_1887B_02a:0743c06_2	三世相即及與相入成。	三 世 相 即 及 與 相 入 成  
ZH_T45_1887B_02a:0743c06_11	其一念總別合明故。	其 一 念 總 別 合 明 故  
ZH_T45_1887B_02a:0743c06_18	為十世一念者。	為 十 世 一 念 者  
ZH_T45_1887B_02a:0743c07_4	約事念說也。	約 事 念 說 也  
ZH_T45_1887B_02a:0743c07_9	五約位者。	五 約 位 者  
ZH_T45_1887B_02a:0743c08_3	以六相方便隨義消息可解也。	以 六 相 方 便 隨 義 消 息 可 解 也  
ZH_T45_1887B_02a:0743c09_8	六相者亦如上說問於緣起一言中諸法無二即現了手。	六 相 者 亦 如 上 說 問 於 緣 起 一 言 中 諸 法 無 二 即 現 了 手  
ZH_T45_1887B_02a:0743c09_13	何須多門。	何 須 多 門  
ZH_T45_1887B_02a:0743c09_15	答。	答  
ZH_T45_1887B_02a:0743c10_3	體解即是不須遠。	體 解 即 是 不 須 遠  
ZH_T45_1887B_02a:0743c10_5	求。	求  
ZH_T45_1887B_02a:0743c10_10	是故經云。	是 故 經 云  
ZH_T45_1887B_02a:0743c10_19	婬怒癡性即是菩提。	婬 怒 癡 性 即 是 菩 提  
ZH_T45_1887B_02a:0743c11_6	如是等迷之極遠。	如 是 等 迷 之 極 遠  
ZH_T45_1887B_02a:0743c11_15	是故佛教七種苦諦。	是 故 佛 教 七 種 苦 諦  
ZH_T45_1887B_02a:0743c12_3	以外別有菩提。	以 外 別 有 菩 提  
ZH_T45_1887B_02a:0743c12_8	三無數劫。	三無數劫  
ZH_T45_1887B_02a:0743c12_17	如說修行乃可得度。	如說修行 乃 可 得 度  
ZH_T45_1887B_02a:0743c13_2	為迷之者。	為 迷 之 者  
ZH_T45_1887B_02a:0743c13_7	須多門說。	須 多 門 說  
ZH_T45_1887B_02a:0743c13_9	問。	問  
ZH_T45_1887B_02a:0743c13_14	若如是者。	若 如 是 者  
ZH_T45_1887B_02a:0743c13_19	法門無數。	法 門 無 數  
ZH_T45_1887B_02a:0743c14_6	何故唯六門說耶。	何 故 唯 六 門 說 耶  
ZH_T45_1887B_02a:0743c14_8	答。	答  
ZH_T45_1887B_02a:0743c14_15	以六門說諸法。	以 六 門 說 諸 法  
ZH_T45_1887B_02a:0743c15_1	准例應可解。	准 例 應 可 解  
ZH_T45_1887B_02a:0743c15_7	故略如是說。	故 略 如 是 說  
ZH_T45_1887B_02a:0743c15_12	其實如言。	其 實 如 言  
ZH_T45_1887B_02a:0743c15_20	六冥然無分別者。	六 冥 然 無 分 別 者  
ZH_T45_1887B_02a:0743c16_7	緣起法法如是故。	緣 起 法 法 如 是 故  
ZH_T45_1887B_02a:0743c16_12	準上可思。	準 上 可 思  
ZH_T45_1887B_02a:0743c17_3	二就利他行中海印者。	二 就 利 他 行 中 海 印 者  
ZH_T45_1887B_02a:0743c17_8	約喻得名。	約 喻 得 名  
ZH_T45_1887B_02a:0743c17_19	何者大海極深明淨徹底。	何 者 大 海 極 深 明 淨 徹 底  
ZH_T45_1887B_02a:0743c18_9	天帝共阿修羅鬪諍時。	天 帝 共 阿 修 羅 鬪 諍 時  
ZH_T45_1887B_02a:0743c18_18	一切兵眾一切兵具。	一 切 兵 眾 一 切 兵 具  
ZH_T45_1887B_02a:0743c19_8	於中現現了了分明。	於 中 現 現 了 了 分 明  
ZH_T45_1887B_02a:0743c19_17	如印文字故名海印。	如 印 文 字 故 名 海 印  
ZH_T45_1887B_02a:0743c20_7	能人三昧亦復如是。	能 人 三 昧 亦復如是  
ZH_T45_1887B_02a:0743c20_16	窮證法性無有源底。	窮 證 法 性 無 有 源 底  
ZH_T45_1887B_02a:0743c21_6	究竟清淨湛然明白。	究 竟 清 淨 湛 然 明 白  
ZH_T45_1887B_02a:0743c21_15	三種世間於中現現。	三 種 世 間 於 中 現 現  
ZH_T45_1887B_02a:0743c22_1	名曰海印。	名 曰 海 印  
ZH_T45_1887B_02a:0743c22_8	繁者熾盛義故。	繁 者 熾 盛 義 故  
ZH_T45_1887B_02a:0743c22_16	出者涌出無盡故。	出 者 涌 出 無 盡 故  
ZH_T45_1887B_02a:0743c23_4	如意者從喻得名。	如 意 者 從 喻 得 名  
ZH_T45_1887B_02a:0743c23_14	如意寶王無心而雨寶。	如 意 寶 王 無 心 而 雨 寶  
ZH_T45_1887B_02a:0743c24_2	益生隨緣無窮。	益 生 隨 緣 無 窮  
ZH_T45_1887B_02a:0743c24_15	釋迦如來善巧方便亦復如是。	釋 迦 如 來 善巧方便 亦復如是  
ZH_T45_1887B_02a:0743c25_5	一音所暢應眾生界。	一 音 所 暢 應 眾 生 界  
ZH_T45_1887B_02a:0743c25_14	滅惡生善利益眾生。	滅 惡 生 善 利 益 眾 生  
ZH_T45_1887B_02a:0743c26_4	隨何用處無不如意。	隨 何 用 處 無 不 如 意  
ZH_T45_1887B_02a:0743c26_9	故名如意。	故 名 如 意  
ZH_T45_1887B_02a:0743c26_17	三約修行方便者。	三 約 修 行 方 便 者  
ZH_T45_1887B_02a:0743c27_2	此中有三。	此 中 有 三  
ZH_T45_1887B_02a:0743c27_8	明修行方便。	明 修 行 方 便  
ZH_T45_1887B_02a:0743c27_14	二辯得利益。	二 辯 得 利 益  
ZH_T45_1887B_02a:0743c27_20	初門行者者。	初 門 行 者 者  
ZH_T45_1887B_02a:0743c28_17	謂見聞一乘普法已去未滿圓證普法已還。	謂 見 聞 一 乘 普 法 已 去 未 滿 圓 證 普 法 已 還  
ZH_T45_1887B_02a:0743c29_9	即是此約別教一乘說也。	即 是 此 約 別 教 一 乘 說 也  
ZH_T45_1887B_02a:0743c29_17	若約方便一乘說。	若 約 方 便 一 乘 說  
ZH_T45_1887B_02a:0744a01_7	五乘總是入一乘攝。	五 乘 總 是 入 一 乘 攝  
ZH_T45_1887B_02a:0744a01_11	何以故。	何 以 故  
ZH_T45_1887B_02a:0744a01_17	以一乘所流。	以 一 乘 所 流  
ZH_T45_1887B_02a:0744a02_1	一乘所目。	一 乘 所 目  
ZH_T45_1887B_02a:0744a02_7	一乘方便故。	一 乘 方 便 故  
ZH_T45_1887B_02a:0744a02_18	若約此義總攝五乘一乘。	若 約 此 義 總 攝 五 乘 一 乘  
ZH_T45_1887B_02a:0744a03_4	修行者亦得。	修 行 者 亦 得  
ZH_T45_1887B_02a:0744a03_10	所流所目者。	所 流 所 目 者  
ZH_T45_1887B_02a:0744a03_16	約緣起道理。	約 緣起道理  
ZH_T45_1887B_02a:0744a04_4	語方便者約智語。	語 方 便 者 約 智 語  
ZH_T45_1887B_02a:0744a04_8	何以故。	何 以 故  
ZH_T45_1887B_02a:0744a04_19	進趣不住名曰不迴心者。	進 趣 不 住 名 曰 不 迴 心 者  
ZH_T45_1887B_02a:0744a05_4	不名方便。	不 名 方 便  
ZH_T45_1887B_02a:0744a05_13	故亦可約聖者意說。	故 亦 可 約 聖 者 意 說  
ZH_T45_1887B_02a:0744a05_17	何以故。	何 以 故  
ZH_T45_1887B_02a:0744a06_8	以善巧方便引接眾生故。	以 善巧方便 引 接 眾 生 故  
ZH_T45_1887B_02a:0744a06_13	如五乘說。	如 五 乘 說  
ZH_T45_1887B_02a:0744a07_6	人法因果解行理事教義等。	人 法 因 果 解 行 理 事 教 義 等  
ZH_T45_1887B_02a:0744a07_15	一切諸法准例如是。	一切諸法 准 例 如 是  
ZH_T45_1887B_02a:0744a07_17	問。	問  
ZH_T45_1887B_02a:0744a08_4	所謂五乘等法。	所 謂 五 乘 等 法  
ZH_T45_1887B_02a:0744a08_12	為是能詮教法耶。	為 是 能 詮 教 法 耶  
ZH_T45_1887B_02a:0744a09_1	為是所詮之義耶。	為 是 所 詮 之 義 耶  
ZH_T45_1887B_02a:0744a09_3	答。	答  
ZH_T45_1887B_02a:0744a09_16	能詮所詮一切諸法皆在言中。	能 詮 所 詮 一切諸法 皆 在 言 中  
ZH_T45_1887B_02a:0744a10_1	其義如何。	其 義 如 何  
ZH_T45_1887B_02a:0744a10_10	所詮之法言相皆絕。	所 詮 之 法 言 相 皆 絕  
ZH_T45_1887B_02a:0744a10_15	諸佛世尊。	諸佛世尊  
ZH_T45_1887B_02a:0744a11_4	以大慈悲本願力故。	以 大 慈 悲 本 願 力 故  
ZH_T45_1887B_02a:0744a11_13	諸佛家法法如是故。	諸 佛 家 法 法 如 是 故  
ZH_T45_1887B_02a:0744a12_3	施設言教為眾生說。	施 設 言 教 為 眾 生 說  
ZH_T45_1887B_02a:0744a12_16	以是義故教綱所攝一切諸法。	以是義故 教 綱 所 攝 一切諸法  
ZH_T45_1887B_02a:0744a13_2	皆悉在言。	皆 悉 在 言  
ZH_T45_1887B_02a:0744a13_7	是故經云。	是 故 經 云  
ZH_T45_1887B_02a:0744a13_16	一切諸法但有名字。	一切諸法 但 有 名 字  
ZH_T45_1887B_02a:0744a14_1	即其義也。	即 其 義 也  
ZH_T45_1887B_02a:0744a14_11	問證令之法言相不及。	問 證 令 之 法 言 相 不 及  
ZH_T45_1887B_02a:0744a15_2	言教之法在於事中者。	言 教 之 法 在 於 事 中 者  
ZH_T45_1887B_02a:0744a15_12	證教兩法常在二邊過。	證 教 兩 法 常 在 二 邊 過  
ZH_T45_1887B_02a:0744a15_14	答。	答  
ZH_T45_1887B_02a:0744a15_19	若約情說。	若 約 情 說  
ZH_T45_1887B_02a:0744a16_7	證教兩法常在二邊。	證 教 兩 法 常 在 二 邊  
ZH_T45_1887B_02a:0744a16_12	若約理云。	若 約 理 云  
ZH_T45_1887B_02a:0744a17_6	證教兩法舊來中道一無分別。	證 教 兩 法 舊 來 中 道 一 無 分 別  
ZH_T45_1887B_02a:0744a17_11	所以得知。	所 以 得 知  
ZH_T45_1887B_02a:0744a17_16	遍計無相。	遍 計 無 相  
ZH_T45_1887B_02a:0744a18_1	依他無生。	依 他 無 生  
ZH_T45_1887B_02a:0744a18_6	真實無性。	真 實 無 性  
ZH_T45_1887B_02a:0744a18_15	三種自性常在中道。	三種自性 常 在 中 道  
ZH_T45_1887B_02a:0744a19_4	三法以外更無證教。	三 法 以 外 更 無 證 教  
ZH_T45_1887B_02a:0744a19_9	是故當知。	是故當知  
ZH_T45_1887B_02a:0744a19_14	一無分別。	一 無 分 別  
ZH_T45_1887B_02a:0744a20_3	是故至人得此理故。	是 故 至 人 得 此 理 故  
ZH_T45_1887B_02a:0744a20_8	名相不及。	名 相 不 及  
ZH_T45_1887B_02a:0744a20_14	為眾生說故。	為 眾 生 說 故  
ZH_T45_1887B_02a:0744a20_19	言在事中。	言 在 事 中  
ZH_T45_1887B_02a:0744a21_3	故經偈云。	故 經 偈 云  
ZH_T45_1887B_02a:0744a21_9	一切諸如來。	一切諸如來  
ZH_T45_1887B_02a:0744a21_15	無有說佛法。	無 有 說 佛 法  
ZH_T45_1887B_02a:0744a22_1	隨其所應化。	隨其所應 化  
ZH_T45_1887B_02a:0744a22_7	而為演說法。	而 為 演 說 法  
ZH_T45_1887B_02a:0744a22_12	即其義也。	即 其 義 也  
ZH_T45_1887B_02a:0744a22_17	是故聖者。	是 故 聖 者  
