segmentnr	original	stemmed
ZH_T46_1912_07c:0372c04_0	唐毘陵沙門湛然述	唐 毘 陵 沙 門 湛 然 述 
ZH_T46_1912_07c:0372c05_0	般若度中初明攝法。此理下斥失如文。	般 若 度 中 初 明 攝 法  此 理 下 斥 失 如 文  
ZH_T46_1912_07c:0372c06_0	應當下請加。文二。先立行。次請加。立行	應 當 下 請 加  文 二  先 立 行  次 請 加  立 行 
ZH_T46_1912_07c:0372c07_11	中先總明念處有破倒之功。	中 先 總 明 念 處 有 破 倒 之 功  
ZH_T46_1912_07c:0372c07_14	如文。	如 文  
ZH_T46_1912_07c:0372c08_2	次別明四念。	次 別 明 四 念  
ZH_T46_1912_07c:0372c08_8	初不淨有五。	初 不 淨 有 五  
ZH_T46_1912_07c:0372c08_16	初列五種不淨者。	初 列 五種不淨 者  
ZH_T46_1912_07c:0372c09_6	大論二十一廣說之。	大 論 二 十 一 廣 說 之  
ZH_T46_1912_07c:0372c09_12	初言種子者。	初 言 種 子 者  
ZH_T46_1912_07c:0372c09_17	如論偈曰。	如 論 偈 曰  
ZH_T46_1912_07c:0372c10_9	是身種不淨非是妙寶物。	是 身 種 不 淨 非 是 妙 寶 物  
ZH_T46_1912_07c:0372c10_15	不從白淨生。	不 從 白 淨 生  
ZH_T46_1912_07c:0372c11_10	父母邪想憶念風吹淫欲之火。	父 母 邪 想 憶 念 風 吹 淫 欲 之 火  
ZH_T46_1912_07c:0372c12_1	肉髓膏流熱變為精。	肉 髓 膏 流 熱 變 為 精  
ZH_T46_1912_07c:0372c12_10	業因緣故識託種子。	業 因 緣 故 識 託 種 子  
ZH_T46_1912_07c:0372c12_16	在赤白精中。	在 赤 白 精 中  
ZH_T46_1912_07c:0372c13_4	故云攬他遺體。	故 云 攬 他 遺 體  
ZH_T46_1912_07c:0372c13_9	吐淚等者。	吐 淚 等 者  
ZH_T46_1912_07c:0372c13_13	大論云。	大 論 云  
ZH_T46_1912_07c:0372c14_10	身內欲蟲人和合時男蟲白精如淚而出。	身 內 欲 蟲 人 和 合 時 男 蟲 白 精 如 淚 而 出  
ZH_T46_1912_07c:0372c15_1	女蟲赤精如吐而出。	女 蟲 赤 精 如 吐 而 出  
ZH_T46_1912_07c:0372c15_14	骨髓膏流令此二蟲吐淚而出。	骨 髓 膏 流 令 此 二 蟲 吐 淚 而 出  
ZH_T46_1912_07c:0372c16_1	生處不淨者。	生 處 不 淨 者  
ZH_T46_1912_07c:0372c16_6	如論偈曰。	如 論 偈 曰  
ZH_T46_1912_07c:0372c16_17	是身為臭穢不從華開生。	是 身 為 臭 穢 不 從 華 開 生  
ZH_T46_1912_07c:0372c17_10	亦不從薝蔔又不出寶山。	亦 不 從 薝 蔔 又 不 出 寶 山  
ZH_T46_1912_07c:0372c17_16	今云住處者。	今 云 住 處 者  
ZH_T46_1912_07c:0372c18_4	所居曰住。	所 居 曰 住  
ZH_T46_1912_07c:0372c18_9	從出名生。	從 出 名 生  
ZH_T46_1912_07c:0372c18_18	是故二文秖是一意。	是 故 二 文 秖 是 一 意  
ZH_T46_1912_07c:0372c19_5	猥者雜惡也。	猥 者 雜 惡 也  
ZH_T46_1912_07c:0372c19_9	亦眾也。	亦 眾 也  
ZH_T46_1912_07c:0372c19_15	廝者賤役也。	廝 者 賤 役 也  
ZH_T46_1912_07c:0372c20_1	自相不淨者。	自相不淨 者  
ZH_T46_1912_07c:0372c20_10	衣服澡浴種種華香。	衣 服 澡 浴 種 種 華 香  
ZH_T46_1912_07c:0372c20_19	飴以上饌眾妙美味。	飴 以 上 饌 眾 妙 美 味  
ZH_T46_1912_07c:0372c21_8	經宿之間皆為不淨。	經 宿 之 間 皆 為 不 淨  
ZH_T46_1912_07c:0372c22_4	假令衣天衣食天食以身性故。	假 令 衣 天 衣 食 天 食 以 身 性 故  
ZH_T46_1912_07c:0372c22_9	亦成不淨。	亦 成 不 淨  
ZH_T46_1912_07c:0372c22_18	何況衣飴人間衣食。	何 況 衣 飴 人 間 衣 食  
ZH_T46_1912_07c:0372c23_4	如論偈曰。	如 論 偈 曰  
ZH_T46_1912_07c:0372c23_15	地水火風質能變除不淨。	地水火風 質 能 變 除 不 淨  
ZH_T46_1912_07c:0372c24_8	傾海洗此身不能令香潔。	傾 海 洗 此 身 不 能 令 香 潔  
ZH_T46_1912_07c:0372c25_1	譬如死狗以海水洗。	譬 如 死 狗 以 海 水 洗  
ZH_T46_1912_07c:0372c25_10	餘一塵在亦如初臭。	餘 一 塵 在 亦 如 初 臭  
ZH_T46_1912_07c:0372c25_15	糞穢亦爾。	糞 穢 亦 爾  
ZH_T46_1912_07c:0372c26_1	𦡲者𦘭𦡲也。	𦡲 者 𦘭 𦡲 也  
ZH_T46_1912_07c:0372c26_5	耳垢也。	耳 垢 也  
ZH_T46_1912_07c:0372c26_12	眵目汁凝現也。	眵 目 汁 凝 現 也  
ZH_T46_1912_07c:0372c27_2	淋尿者應作此痲。	淋 尿 者 應 作 此 痲  
ZH_T46_1912_07c:0372c27_6	即病也。	即 病 也  
ZH_T46_1912_07c:0372c27_11	其尿臭故。	其 尿 臭 故  
ZH_T46_1912_07c:0372c27_17	自性不淨者。	自 性 不 淨 者  
ZH_T46_1912_07c:0372c28_10	大小便道目淚涕睡常流不息。	大 小 便 道 目 淚 涕 睡 常 流 不 息  
ZH_T46_1912_07c:0372c28_15	如論偈云。	如 論 偈 云  
ZH_T46_1912_07c:0372c29_8	種種不淨物充滿於其身。	種 種 不 淨 物 充 滿 於 其 身  
ZH_T46_1912_07c:0373a01_2	常流出不止如漏囊盛物。	常 流 出 不 止 如 漏 囊 盛 物  
ZH_T46_1912_07c:0373a01_5	膿者。	膿 者  
ZH_T46_1912_07c:0373a01_9	玉篇云。	玉 篇 云  
ZH_T46_1912_07c:0373a01_14	癰疽血也。	癰 疽 血 也  
ZH_T46_1912_07c:0373a02_4	身肉所有與彼不異。	身 肉 所 有 與 彼 不 異  
ZH_T46_1912_07c:0373a02_11	膏者身滑澤也。	膏 者 身 滑 澤 也  
ZH_T46_1912_07c:0373a02_15	說文云。	說 文 云  
ZH_T46_1912_07c:0373a03_5	有角曰脂無角曰膏。	有 角 曰 脂 無 角 曰 膏  
ZH_T46_1912_07c:0373a03_14	身中不淨以類於彼。	身 中 不 淨 以 類 於 彼  
ZH_T46_1912_07c:0373a03_17	禮云。	禮 云  
ZH_T46_1912_07c:0373a04_3	大膏臊。	大 膏 臊  
ZH_T46_1912_07c:0373a04_7	雞膏腥。	雞 膏 腥  
ZH_T46_1912_07c:0373a04_11	羊膏羶。	羊 膏 羶  
ZH_T46_1912_07c:0373a05_1	若云魚臭應云鯹鰺。	若 云 魚 臭 應 云 鯹 鰺  
ZH_T46_1912_07c:0373a05_6	肪者肥脂。	肪 者 肥 脂  
ZH_T46_1912_07c:0373a05_12	𦙽者亦脂肪。	𦙽 者 亦 脂 肪  
ZH_T46_1912_07c:0373a06_3	今云腥臊如犬雞等也。	今 云 腥 臊 如 犬 雞 等 也  
ZH_T46_1912_07c:0373a06_9	故四念處云。	故 四 念 處 云  
ZH_T46_1912_07c:0373a07_1	外十二物名相不淨。	外 十 二 物 名 相 不 淨  
ZH_T46_1912_07c:0373a07_10	內十二物名性不淨。	內 十 二 物 名 性 不 淨  
