segmentnr	original	stemmed
ZH_T36_1736_079:0614c08_0	大方廣佛華嚴經隨疏演義鈔卷	大 方 廣 佛 華 嚴 經 隨 疏 演 義 鈔 卷 
ZH_T36_1736_079:0614c09_0	第七十九	第 七 十 九 
ZH_T36_1736_079:0614c11_0	唐清涼山大華嚴寺沙門澄觀述	唐 清 涼 山 大 華 嚴 寺 沙 門 澄 觀 述 
ZH_T36_1736_079:0614c13_20	37 如來出現品1如來出現品第三十七疏「答第二會所行問」者，以〈不思議法品〉中出現即第二會所行故。	3 7   如 來 出 現 品 1 如 來 出 現 品 第 三 十 七 疏  答 第 二 會 所 行 問  者  以  不 思 議 法 品  中 出 現 即 第 二 會 所 行 故  
ZH_T36_1736_079:0614c14_12	疏「二釋名」者，疏文分三：	疏  二 釋 名  者  疏 文 分 三  
ZH_T36_1736_079:0614c15_20	初正釋、二「若唯約化」下結彈古義、三「若來即出現」下會六釋。	初 正 釋  二  若 唯 約 化  下 結 彈 古 義  三  若 來 即 出 現  下 會 六 釋  
ZH_T36_1736_079:0614c16_2	初中四：	初 中 四  
ZH_T36_1736_079:0614c16_6	一總釋。	一 總 釋  
ZH_T36_1736_079:0614c16_19	二「如來雖」下，結前生後。	二  如 來 雖  下  結 前 生 後  
ZH_T36_1736_079:0614c17_6	三「若依法身」下別釋。	三  若 依 法 身  下 別 釋  
ZH_T36_1736_079:0614c18_9	然法身若約報上論法，應云真如出纏是法身出現；	然 法 身 若 約 報 上 論 法  應 云 真 如 出 纏 是 法 身 出 現  
ZH_T36_1736_079:0614c19_12	今以出纏為報，直就體上，故云「如理常現」。	今 以 出 纏 為 報  直 就 體 上  故 云  如 理 常 現   
ZH_T36_1736_079:0614c19_17	餘二可知。	餘 二 可 知  
ZH_T36_1736_079:0614c20_9	四「今以新佛」下，融通會釋。	四  今 以 新 佛  下  融 通 會 釋  
ZH_T36_1736_079:0614c20_13	於中二：	於 中 二  
ZH_T36_1736_079:0614c21_8	先會三身十身、後會品名證成前義。	先 會 三 身 十 身  後 會 品 名 證 成 前 義  
ZH_T36_1736_079:0614c21_13	前中有三：	前 中 有 三  
ZH_T36_1736_079:0614c22_14	初以法報相對、二真應相對、三結融三十。	初 以 法 報 相 對  二 真 應 相 對  三 結 融 三 十  
ZH_T36_1736_079:0614c22_17	今初。	今 初  
ZH_T36_1736_079:0614c24_11	言「新佛舊成曾無二體」者，以報就法，如出模之像，像本舊成，故無二體。	言  新 佛 舊 成 曾 無 二 體  者  以 報 就 法  如 出 模 之 像  像 本 舊 成  故 無 二 體  
ZH_T36_1736_079:0614c26_7	言「新成舊佛法報似分」者，以法就報，如金成像，金像似分，以有未成像金故。	言  新 成 舊 佛 法 報 似 分  者  以 法 就 報  如 金 成 像  金 像 似 分  以 有 未 成 像 金 故  
ZH_T36_1736_079:0614c26_17	今成像竟，似分二矣。	今 成 像 竟  似 分 二 矣  
ZH_T36_1736_079:0614c28_7	前對是非異，此對是非一，非一即非異，故言似分，竟無二體。	前 對 是 非 異  此 對 是 非 一  非 一 即 非 異  故 言 似 分  竟 無 二 體  
ZH_T36_1736_079:0614c29_6	疏「無不應時」下，第二真應相對以辯融通。	疏  無 不 應 時  下  第 二 真 應 相 對 以 辯 融 通  
ZH_T36_1736_079:0615a01_3	法報皆真體上常用故，即真成應；	法 報 皆 真 體 上 常 用 故  即 真 成 應  
ZH_T36_1736_079:0615a01_14	用不離體故，即應而真。	用 不 離 體 故  即 應 而 真  
ZH_T36_1736_079:0615a02_10	疏「三佛圓融」下，第三結融三十。	疏  三 佛 圓 融  下  第 三 結 融 三 十  
ZH_T36_1736_079:0615a03_3	謂以三佛收十佛，不出三身。	謂 以 三 佛 收 十 佛  不 出 三 身  
ZH_T36_1736_079:0615a03_18	三身既融，十身即三，自體無礙。	三 身 既 融  十 身 即 三  自 體 無 礙  
ZH_T36_1736_079:0615a04_12	「故辯應成」下，結成正義。	 故 辯 應 成  下  結 成 正 義  
ZH_T36_1736_079:0615a05_3	疏「是以晉名」下，第二會品名。	疏  是 以 晉 名  下  第 二 會 品 名  
ZH_T36_1736_079:0615a05_13	二經品名，即為二別。	二 經 品 名  即 為 二 別  
ZH_T36_1736_079:0615a05_18	先會晉經。	先 會 晉 經  
ZH_T36_1736_079:0615a07_4	初二句總標，以將晉經用成前義，故有「是以」之言。	初 二 句 總 標  以 將 晉 經 用 成 前 義  故 有  是 以  之 言  
ZH_T36_1736_079:0615a07_17	「雖是義加」者，梵本無故。	 雖 是 義 加  者  梵 本 無 故  
ZH_T36_1736_079:0615a08_12	後「以應雖從緣」下，釋性起義順應現義。	後  以 應 雖 從 緣  下  釋 性 起 義 順 應 現 義  
ZH_T36_1736_079:0615a09_4	於中總有六義，證成性起。	於 中 總 有 六 義  證 成 性 起  
ZH_T36_1736_079:0615a09_15	今初，立理即不相違門。	今 初  立 理 即 不 相 違 門  
ZH_T36_1736_079:0615a10_10	然出現義亦名緣起，亦名性起。	然 出 現 義 亦 名 緣 起  亦 名 性 起  
