segmentnr	original	stemmed
ZH_T03_0187_007:0578c05_0	方廣大莊嚴經卷第七	方 廣 大 莊 嚴 經 卷 第 七 
ZH_T03_0187_007:0578c07_0	中天竺國沙門地婆訶羅奉　詔譯	中 天 竺 國 沙 門 地 婆 訶 羅 奉  詔 譯 
ZH_T03_0187_007:0578c08_0	16 頻婆娑羅王勸受俗利品頻婆娑羅王勸受俗利品第十六	1 6   頻婆娑羅 王 勸 受 俗 利 品 頻婆娑羅 王 勸 受 俗 利 品 第 十 六 
ZH_T03_0187_007:0578c09_7	爾時佛告諸比丘：	爾 時 佛 告 諸 比 丘  
ZH_T03_0187_007:0578c11_3	「車匿奉菩薩教，安慰大王及摩訶波闍波提、耶輸陀羅、諸釋種等，令離憂惱。	 車 匿 奉 菩 薩 教  安 慰 大 王 及 摩 訶 波 闍 波 提  耶 輸 陀 羅  諸 釋 種 等  令 離 憂 惱  
ZH_T03_0187_007:0578c13_14	為欲饒益諸眾生故，剃除鬚髮，向獵師邊，以憍奢耶衣貿易袈裟清淨法服，於是詣鞞留梵志苦行女人所。	為 欲 饒 益 諸 眾 生 故  剃除鬚髮  向 獵 師 邊  以 憍 奢 耶 衣 貿 易 袈 裟 清 淨 法 服  於 是 詣 鞞 留 梵 志 苦 行 女 人 所  
ZH_T03_0187_007:0578c14_10	時彼女人，奉請菩薩明日設齋。	時 彼 女 人  奉 請 菩 薩 明 日 設 齋  
ZH_T03_0187_007:0578c15_10	既受請已，次往波頭摩梵志苦行女人所。	既 受 請 已  次 往 波 頭 摩 梵 志 苦 行 女 人 所  
ZH_T03_0187_007:0578c16_6	時彼女人，亦請菩薩明日設齋。	時 彼 女 人  亦 請 菩 薩 明 日 設 齋  
ZH_T03_0187_007:0578c17_4	既受請已，復往利婆陀梵行仙人所。	既 受 請 已  復 往 利 婆 陀 梵 行 仙 人 所  
ZH_T03_0187_007:0578c17_18	時彼仙人，亦請菩薩明日設齋。	時 彼 仙 人  亦 請 菩 薩 明 日 設 齋  
ZH_T03_0187_007:0578c19_8	既受請已，復往光明調伏二仙人所，其仙亦請菩薩明日設齋。	既 受 請 已  復 往 光 明 調 伏 二 仙 人 所  其 仙 亦 請 菩 薩 明 日 設 齋  
ZH_T03_0187_007:0578c19_12	諸比丘！	諸 比 丘  
ZH_T03_0187_007:0578c20_4	菩薩次第至毘舍離城。	菩 薩 次 第 至 毘 舍 離 城  
ZH_T03_0187_007:0578c21_14	城傍有仙，名阿羅邏，與三百弟子俱，常為弟子說無所有處定。	城 傍 有 仙  名 阿 羅 邏  與 三 百 弟 子 俱  常 為 弟 子 說 無所有處定  
ZH_T03_0187_007:0578c22_14	時彼仙人遙見菩薩心生希有，告諸弟子：	時 彼 仙 人 遙 見 菩 薩 心 生 希 有  告 諸 弟 子  
ZH_T03_0187_007:0578c23_5	『汝等應觀是勝上人。	 汝 等 應 觀 是 勝 上 人  
ZH_T03_0187_007:0578c23_15	』諸弟子等白仙人言：	 諸 弟 子 等 白 仙 人 言  
ZH_T03_0187_007:0578c24_15	『我見是人形貌端正，昔所未有，為從何來？	 我 見 是 人 形 貌 端 正  昔 所 未 有  為 從 何 來  
ZH_T03_0187_007:0578c24_19	』比丘！	 比 丘  
ZH_T03_0187_007:0578c25_8	我於爾時問阿羅邏言：	我 於 爾 時 問 阿 羅 邏 言  
ZH_T03_0187_007:0578c26_1	『汝所證法可得聞乎？	 汝 所 證 法 可 得 聞 乎  
ZH_T03_0187_007:0578c26_10	今欲修行願為我說。	今 欲 修 行 願 為 我 說  
ZH_T03_0187_007:0578c26_14	』仙言：	 仙 言  
ZH_T03_0187_007:0578c26_18	『瞿曇！	 瞿 曇  
ZH_T03_0187_007:0578c28_1	我所證法甚深微妙，若能學者當為宣說令得修習。	我 所 證 法 甚深微妙  若 能 學 者 當 為 宣 說 令 得 修 習  
ZH_T03_0187_007:0578c29_9	若有清信善男子，受我教者，皆得成就無所有處微妙之定。	若 有 清 信 善 男 子  受 我 教 者  皆 得 成 就 無所有處 微 妙 之 定  
ZH_T03_0187_007:0578c29_15	』「諸比丘！	  諸 比 丘  
ZH_T03_0187_007:0579a01_6	我聞仙人所說，作是念言：	我 聞 仙 人 所 說  作是念言  
ZH_T03_0187_007:0579a03_5	『我今自有精進念定樂欲信慧，獨在一處常勤修習心無放逸，必證彼仙所得之法。	 我 今 自 有 精 進 念 定 樂 欲 信 慧  獨 在 一 處 常勤修習 心 無 放 逸  必 證 彼 仙 所 得 之 法  
