segmentnr	original	stemmed
ZH_T05_0220a_048:0268b18_0	2大般若波羅蜜多經卷第四十八	2 大 般 若 波羅蜜多 經 卷 第 四 十 八 
ZH_T05_0220a_048:0268b20_0	三藏法師玄奘奉　詔譯	三藏法師 玄 奘 奉  詔 譯 
ZH_T05_0220a_048:0268b21_0	初分摩訶薩品第十三之二	初 分 摩 訶 薩 品 第 十 三 之 二 
ZH_T05_0220a_048:0268b22_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0268b26_2	諸菩薩摩訶薩修行布施波羅蜜多時，以應一切智智心，而修布施波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於身命等都無所悋。	諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  以 應 一切智智 心  而 修 布 施 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 身 命 等 都 無 所 悋  
ZH_T05_0220a_048:0268b26_6	舍利子！	舍 利 子  
ZH_T05_0220a_048:0268b28_1	如是名為諸菩薩摩訶薩修行布施波羅蜜多時，擐布施波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  擐 布 施 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0268b29_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0268c04_6	諸菩薩摩訶薩修行布施波羅蜜多時，以應一切智智心，而修布施波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於布施行不起聲聞、獨覺作意。	諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  以 應 一切智智 心  而 修 布 施 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 布 施 行 不 起 聲 聞  獨 覺 作 意  
ZH_T05_0220a_048:0268c04_10	舍利子！	舍 利 子  
ZH_T05_0220a_048:0268c06_3	如是名為諸菩薩摩訶薩修行布施波羅蜜多時，擐淨戒波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  擐 淨 戒 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0268c07_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0268c11_1	諸菩薩摩訶薩修行布施波羅蜜多時，以應一切智智心，而修布施波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於布施法信忍欲樂。	諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  以 應 一切智智 心  而 修 布 施 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 布 施 法 信 忍 欲 樂  
ZH_T05_0220a_048:0268c11_5	舍利子！	舍 利 子  
ZH_T05_0220a_048:0268c12_18	如是名為諸菩薩摩訶薩修行布施波羅蜜多時，擐安忍波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  擐 安忍波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0268c13_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0268c17_1	諸菩薩摩訶薩修行布施波羅蜜多時，以應一切智智心，而修布施波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於布施行勤修不息。	諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  以 應 一切智智 心  而 修 布 施 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 布 施 行 勤 修 不 息  
ZH_T05_0220a_048:0268c17_5	舍利子！	舍 利 子  
ZH_T05_0220a_048:0268c18_18	如是名為諸菩薩摩訶薩修行布施波羅蜜多時，擐精進波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  擐 精進波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0268c19_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0268c23_15	諸菩薩摩訶薩修行布施波羅蜜多時，以應一切智智心，而修布施波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於布施行一心迴向一切智智，不雜聲聞、獨覺作意。	諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  以 應 一切智智 心  而 修 布 施 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 布 施 行 一 心 迴 向 一切智智  不 雜 聲 聞  獨 覺 作 意  
ZH_T05_0220a_048:0268c23_19	舍利子！	舍 利 子  
ZH_T05_0220a_048:0268c25_11	如是名為諸菩薩摩訶薩修行布施波羅蜜多時，擐靜慮波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  擐 靜慮波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0268c25_19	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269a02_9	諸菩薩摩訶薩修行布施波羅蜜多時，以應一切智智心，而修布施波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於布施法住如幻、如夢、如像、如響、如光影、如空花、如尋香城、如變化事想，不見施者、受者、施物。	諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  以 應 一切智智 心  而 修 布 施 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 布 施 法 住 如 幻  如 夢  如 像  如 響  如 光 影  如 空 花  如 尋 香 城  如 變 化 事 想  不 見 施 者  受 者  施 物  
ZH_T05_0220a_048:0269a02_13	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269a04_5	如是名為諸菩薩摩訶薩修行布施波羅蜜多時，擐般若波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  擐 般 若 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269a04_10	「舍利子！	 舍 利 子  
ZH_T05_0220a_048:0269a06_1	是菩薩摩訶薩修行布施波羅蜜多時，具擐六種波羅蜜多大功德鎧。	是 菩薩摩訶薩 修 行 布 施 波羅蜜多 時  具 擐 六種波羅蜜 多 大 功 德 鎧  
ZH_T05_0220a_048:0269a06_5	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269a08_18	若菩薩摩訶薩以應一切智智心，修行布施波羅蜜多時，於六波羅蜜多相不取不著，當知是菩薩摩訶薩擐大功德鎧。	若 菩薩摩訶薩 以 應 一切智智 心  修 行 布 施 波羅蜜多 時  於 六波羅蜜多 相 不 取 不 著  當 知 是 菩薩摩訶薩 擐 大 功 德 鎧  
ZH_T05_0220a_048:0269a09_3	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269a10_8	如是名為菩薩摩訶薩為欲利樂一切有情擐大功德鎧。	如 是 名 為 菩薩摩訶薩 為 欲 利 樂 一切有情 擐 大 功 德 鎧  
ZH_T05_0220a_048:0269a11_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269a15_5	諸菩薩摩訶薩修行淨戒波羅蜜多時，以應一切智智心，而修淨戒波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，為護淨戒於諸所有都不戀著。	諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  以 應 一切智智 心  而 修 淨 戒 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  為 護 淨 戒 於 諸 所 有 都 不 戀 著  
ZH_T05_0220a_048:0269a15_9	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269a17_3	如是名為諸菩薩摩訶薩修行淨戒波羅蜜多時，擐布施波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  擐 布 施 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269a17_11	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269a21_14	諸菩薩摩訶薩修行淨戒波羅蜜多時，以應一切智智心，而修淨戒波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於淨戒行尚不趣求聲聞、獨覺，況異生地！	諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  以 應 一切智智 心  而 修 淨 戒 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 淨 戒 行 尚 不 趣 求 聲 聞  獨 覺  況 異 生 地  
ZH_T05_0220a_048:0269a21_18	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269a23_10	如是名為諸菩薩摩訶薩修行淨戒波羅蜜多時，擐淨戒波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  擐 淨 戒 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269a23_18	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269a27_12	諸菩薩摩訶薩修行淨戒波羅蜜多時，以應一切智智心，而修淨戒波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於淨戒法信忍欲樂。	諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  以 應 一切智智 心  而 修 淨 戒 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 淨 戒 法 信 忍 欲 樂  
ZH_T05_0220a_048:0269a27_16	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269a29_9	如是名為諸菩薩摩訶薩修行淨戒波羅蜜多時，擐安忍波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  擐 安忍波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269a29_17	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269b04_11	諸菩薩摩訶薩修行淨戒波羅蜜多時，以應一切智智心，而修淨戒波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於淨戒行勤修不息。	諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  以 應 一切智智 心  而 修 淨 戒 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 淨 戒 行 勤 修 不 息  
ZH_T05_0220a_048:0269b04_15	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269b06_8	如是名為諸菩薩摩訶薩修行淨戒波羅蜜多時，擐精進波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  擐 精進波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269b06_16	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269b11_9	諸菩薩摩訶薩修行淨戒波羅蜜多時，以應一切智智心，而修淨戒波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於淨戒行專以大悲而為上首，尚不間雜二乘作意，況異生心！	諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  以 應 一切智智 心  而 修 淨 戒 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 淨 戒 行 專 以 大 悲 而 為 上 首  尚 不 間 雜 二 乘 作 意  況 異 生 心  
ZH_T05_0220a_048:0269b11_13	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269b13_6	如是名為諸菩薩摩訶薩修行淨戒波羅蜜多時，擐靜慮波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  擐 靜慮波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269b13_14	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269b20_2	諸菩薩摩訶薩修行淨戒波羅蜜多時，以應一切智智心，而修淨戒波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於淨戒法住如幻、如夢、如像、如響、如光影、如空花、如尋香城、如變化事想，於清淨戒不恃不著，於破戒惡不厭不取，由持與犯本性空故。	諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  以 應 一切智智 心  而 修 淨 戒 波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 淨 戒 法 住 如 幻  如 夢  如 像  如 響  如 光 影  如 空 花  如 尋 香 城  如 變 化 事 想  於 清 淨 戒 不 恃 不 著  於 破 戒 惡 不 厭 不 取  由 持 與 犯 本 性 空 故  
ZH_T05_0220a_048:0269b20_6	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269b22_1	如是名為諸菩薩摩訶薩修行淨戒波羅蜜多時，擐般若波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  擐 般 若 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269b22_6	「舍利子！	 舍 利 子  
ZH_T05_0220a_048:0269b23_15	是菩薩摩訶薩修行淨戒波羅蜜多時，具擐六種波羅蜜多大功德鎧。	是 菩薩摩訶薩 修 行 淨 戒 波羅蜜多 時  具 擐 六種波羅蜜 多 大 功 德 鎧  
ZH_T05_0220a_048:0269b24_1	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269b26_13	若菩薩摩訶薩以應一切智智心，修行淨戒波羅蜜多時，於六波羅蜜多相不取不著，當知是菩薩摩訶薩擐大功德鎧。	若 菩薩摩訶薩 以 應 一切智智 心  修 行 淨 戒 波羅蜜多 時  於 六波羅蜜多 相 不 取 不 著  當 知 是 菩薩摩訶薩 擐 大 功 德 鎧  
ZH_T05_0220a_048:0269b26_17	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269b28_3	如是名為菩薩摩訶薩為欲利樂一切有情擐大功德鎧。	如 是 名 為 菩薩摩訶薩 為 欲 利 樂 一切有情 擐 大 功 德 鎧  
ZH_T05_0220a_048:0269b29_7	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269c04_5	諸菩薩摩訶薩修行安忍波羅蜜多時，以應一切智智心，而修安忍波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，為成安忍於身命等無所戀著。	諸 菩薩摩訶薩 修 行 安忍波羅蜜多 時  以 應 一切智智 心  而 修 安忍波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  為 成 安 忍 於 身 命 等 無 所 戀 著  
ZH_T05_0220a_048:0269c04_9	舍利子！	舍 利 子  
ZH_T05_0220a_048:0269c06_4	如是名為諸菩薩摩訶薩修行安忍波羅蜜多時，擐布施波羅蜜多大功德鎧。	如 是 名 為 諸 菩薩摩訶薩 修 行 安忍波羅蜜多 時  擐 布 施 波羅蜜多 大 功 德 鎧  
ZH_T05_0220a_048:0269c06_12	「復次，舍利子！	 復 次  舍 利 子  
ZH_T05_0220a_048:0269c10_16	諸菩薩摩訶薩修行安忍波羅蜜多時，以應一切智智心，而修安忍波羅蜜多，以無所得而為方便，與一切有情同共迴向阿耨多羅三藐三菩提，於安忍行不雜聲聞、獨覺、異生下劣作意。	諸 菩薩摩訶薩 修 行 安忍波羅蜜多 時  以 應 一切智智 心  而 修 安忍波羅蜜多  以 無 所 得 而 為 方 便  與 一切有情 同 共 迴 向 阿耨多羅三藐三菩提  於 安 忍 行 不 雜 聲 聞  獨 覺  異 生 下 劣 作 意  
