segmentnr	original	stemmed
ZH_T07_0220d_001:0763a02_0	4 會大般若經第四會序序	4   會 大 般 若 經 第 四 會 序 序 
ZH_T07_0220d_001:0763a04_0	西明寺沙門玄則撰	西 明 寺 沙 門 玄 則 撰 
ZH_T07_0220d_001:0763a05_0	若夫識之所識曷嘗非識、如之所如未始不	若 夫 識 之 所 識 曷 嘗 非 識  如 之 所 如 未 始 不 
ZH_T07_0220d_001:0763a06_18	如，是故能行與所行兼空，則攝受之理廢；	如  是 故 能 行 與 所 行 兼 空  則 攝 受 之 理 廢  
ZH_T07_0220d_001:0763a07_13	自性與無性不異，則執取之念忘。	自 性 與 無 性 不 異  則 執 取 之 念 忘  
ZH_T07_0220d_001:0763a09_18	若忘執而有恃，或存概以墮業，知盛修而不行，乃虛己而制勝，恐野馬之情未戢，故靈鷲之談復敞。	若 忘 執 而 有 恃  或 存 概 以 墮 業  知 盛 修 而 不 行  乃 虛 己 而 制 勝  恐 野 馬 之 情 未 戢  故 靈 鷲 之 談 復 敞  
ZH_T07_0220d_001:0763a10_2	或曰：	或 曰  
ZH_T07_0220d_001:0763a10_14	其在名也，每切有行之誡；	其 在 名 也  每 切 有 行 之 誡  
ZH_T07_0220d_001:0763a11_5	其於實也，必警無行之怠。	其 於 實 也  必 警 無 行 之 怠  
ZH_T07_0220d_001:0763a11_15	塗致或爽，折中奚歸？	塗 致 或 爽  折 中 奚 歸  
ZH_T07_0220d_001:0763a11_20	竊應之曰：	竊 應 之 曰  
ZH_T07_0220d_001:0763a13_8	一切凡夫，剖名相之符、保癡愛之宅，所以措懷有著、擬議必違。	一 切 凡 夫  剖 名 相 之 符  保 癡 愛 之 宅  所 以 措 懷 有 著  擬 議 必 違  
ZH_T07_0220d_001:0763a13_18	至真反此，動寂斯會。	至 真 反 此  動 寂 斯 會  
ZH_T07_0220d_001:0763a14_19	由此言之，行亦不行、不行亦不行，而宛然行矣！	由 此 言 之  行 亦 不 行  不 行 亦 不 行  而 宛 然 行 矣  
ZH_T07_0220d_001:0763a15_4	宛然不行矣！	宛 然 不 行 矣  
ZH_T07_0220d_001:0763a15_10	以假名般若。	以 假 名 般 若  
ZH_T07_0220d_001:0763a16_11	授假名菩薩，是持幻法與幻人，故無作亦無得。	授 假 名 菩 薩  是 持 幻 法 與 幻 人  故 無 作 亦 無 得  
ZH_T07_0220d_001:0763a17_6	此又晨蜉之語歲、夢蝶之議覺乎？	此 又 晨 蜉 之 語 歲  夢 蝶 之 議 覺 乎  
ZH_T07_0220d_001:0763a18_1	慨斯取之未傾，欣此教之方漸。	慨 斯 取 之 未 傾  欣 此 教 之 方 漸  
ZH_T07_0220d_001:0763a18_12	凡二十九品、一十八卷。	凡 二 十 九 品  一 十 八 卷  
ZH_T07_0220d_001:0763a18_24	即舊《小品》、《道行》。	即 舊  小 品    道 行   
ZH_T07_0220d_001:0763a19_10	新《道行》、《明度》經。	新  道 行    明 度  經  
ZH_T07_0220d_001:0763a20_6	品之為言分也，分有長短，故有大品小品焉。	品 之 為 言 分 也  分 有 長 短  故 有 大 品 小 品 焉  
ZH_T07_0220d_001:0763a21_3	道行即分中之初品，譯者取以別經；	道 行 即 分 中 之 初 品  譯 者 取 以 別 經  
ZH_T07_0220d_001:0763a21_19	明度乃智度之異言，即就總目為號。	明 度 乃 智 度 之 異 言  即 就 總 目 為 號  
ZH_T07_0220d_001:0763a22_13	寔由殘缺未具，故使名題亦差。	寔 由 殘 缺 未 具  故 使 名 題 亦 差  
ZH_T07_0220d_001:0763a23_15	今大教克圓，鴻規允布，心術之要可復道哉！	今 大 教 克 圓  鴻 規 允 布  心 術 之 要 可 復 道 哉  
