segmentnr	original	stemmed
ZH_T20_1159A_001:0652c07_0	𭖏𡇪大道心驅策法	𭖏 𡇪 大 道 心 驅 策 法 
ZH_T20_1159A_001:0652c09_0	爾時如來在靈鷲山薄伽樹下師子座坐。有	爾 時 如 來 在 靈 鷲 山 薄 伽 樹 下 師 子 座 坐  有 
ZH_T20_1159A_001:0652c10_0	百千萬億那由他眾。皆是灌頂轉不退轉。名	百 千 萬 億 那 由 他 眾  皆 是 灌 頂 轉 不 退 轉  名 
ZH_T20_1159A_001:0652c11_7	稱高遠踰於須彌。	稱 高 遠 踰 於 須 彌  
ZH_T20_1159A_001:0652c11_16	於佛四面遶百千匝。	於 佛 四 面 遶 百 千 匝  
ZH_T20_1159A_001:0652c12_2	默然而坐。	默 然 而 坐  
ZH_T20_1159A_001:0652c12_15	是時菩薩遊行諸國教化眾生。	是 時 菩 薩 遊 行 諸 國 教 化 眾 生  
ZH_T20_1159A_001:0652c13_3	到毘富羅山下。	到 毘 富 羅 山 下  
ZH_T20_1159A_001:0652c13_10	至高提長者家。	至 高 提 長 者 家  
ZH_T20_1159A_001:0652c14_5	其長者家內被諸惡鬼奪其精氣。	其 長 者 家 內 被 諸 惡 鬼 奪其精氣  
ZH_T20_1159A_001:0652c14_12	其家有五百人。	其 家 有 五 百 人  
ZH_T20_1159A_001:0652c15_2	並皆悶絕而不覺悟。	並 皆 悶 絕 而 不 覺 悟  
ZH_T20_1159A_001:0652c15_8	經于旬日時。	經 于 旬 日 時  
ZH_T20_1159A_001:0652c15_17	地藏菩薩見是事已。	地 藏 菩 薩 見 是 事 已  
ZH_T20_1159A_001:0652c16_4	即作是念言。	即 作是念言  
ZH_T20_1159A_001:0652c16_13	實可苦哉實可痛哉。	實 可 苦 哉 實 可 痛 哉  
ZH_T20_1159A_001:0652c17_5	世間有如是等不可說事。	世 間 有 如 是 等 不 可 說 事  
ZH_T20_1159A_001:0652c17_15	我愍此眾生而作救濟。	我 愍 此 眾 生 而 作 救 濟  
ZH_T20_1159A_001:0652c18_1	說此語時。	說 此 語 時  
ZH_T20_1159A_001:0652c18_14	即騰身而往靈鷲山至如來所。	即 騰 身 而 往 靈 鷲 山 至 如 來 所  
ZH_T20_1159A_001:0652c19_4	頭面禮足達百千匝。	頭面禮足 達 百 千 匝  
ZH_T20_1159A_001:0652c19_13	却住一面而白佛言。	却 住 一 面 而 白 佛 言  
ZH_T20_1159A_001:0652c20_8	世尊我適遊行諸國教化眾生。	世 尊 我 適 遊 行 諸 國 教 化 眾 生  
ZH_T20_1159A_001:0652c20_15	至毘富羅山下。	至 毘 富 羅 山 下  
ZH_T20_1159A_001:0652c21_4	見彼高提長者家。	見 彼 高 提 長 者 家  
ZH_T20_1159A_001:0652c21_10	有五百餘人。	有 五 百 餘 人  
ZH_T20_1159A_001:0652c21_18	皆惡鬼脫其精氣。	皆 惡 鬼 脫 其 精 氣  
ZH_T20_1159A_001:0652c22_3	悶絕在地。	悶 絕 在 地  
ZH_T20_1159A_001:0652c22_8	已經數日。	已 經 數 日  
ZH_T20_1159A_001:0652c23_2	我見是已生怜愍心生愛護心。	我 見 是 已 生 怜 愍 心 生 愛 護 心  
ZH_T20_1159A_001:0652c23_15	唯願世尊許我說此救濟之法。	唯 願 世 尊 許 我 說 此 救 濟 之 法  
ZH_T20_1159A_001:0652c24_5	令諸惡鬼除伏於人。	令 諸 惡 鬼 除 伏 於 人  
ZH_T20_1159A_001:0652c24_14	令諸行者隨意驅使。	令 諸 行 者 隨 意 驅 使  
ZH_T20_1159A_001:0653a01_4	復令長者還得如故。	復 令 長 者 還 得 如 故  
ZH_T20_1159A_001:0653a01_18	爾時世尊從於頂上毫放光萬尋。	爾 時 世 尊 從 於 頂 上 毫 放 光 萬 尋  
ZH_T20_1159A_001:0653a02_6	照地藏菩薩身。	照 地 藏 菩 薩 身  
ZH_T20_1159A_001:0653a03_1	菩薩爾時知如來意聽許宣□。	菩 薩 爾 時 知 如 來 意 聽 許 宣   
ZH_T20_1159A_001:0653a03_12	是時大會之眾各相謂曰。	是 時 大 會 之 眾 各 相 謂 曰  
ZH_T20_1159A_001:0653a04_5	今日如來放光照菩薩身。	今 日 如 來 放 光 照 菩 薩 身  
ZH_T20_1159A_001:0653a04_17	此菩薩必成大法教化眾生。	此 菩 薩 必 成 大 法 教 化 眾 生  
ZH_T20_1159A_001:0653a05_8	時地藏菩薩即從座起。	時 地 藏 菩 薩 即 從 座 起  
ZH_T20_1159A_001:0653a05_17	至於佛前而白佛言。	至 於 佛 前 而 白 佛 言  
ZH_T20_1159A_001:0653a06_9	世尊我從昔來蒙佛教授。	世 尊 我 從 昔 來 蒙 佛 教 授  
ZH_T20_1159A_001:0653a07_3	今日復於如來前說是少法。	今 日 復 於 如 來 前 說 是 少 法  
ZH_T20_1159A_001:0653a07_12	令諸眾生離五蓋纏。	令 諸 眾 生 離 五 蓋 纏  
ZH_T20_1159A_001:0653a08_6	復於世間而得安穩無諸衰患。	復 於 世 間 而 得 安 穩 無 諸 衰 患  
ZH_T20_1159A_001:0653a08_15	世尊我今有一神呪。	世 尊 我 今 有 一 神 呪  
ZH_T20_1159A_001:0653a09_1	能去邪心。	能 去 邪 心  
ZH_T20_1159A_001:0653a09_10	復能驅使諸惡鬼等。	復 能 驅 使 諸 惡 鬼 等  
ZH_T20_1159A_001:0653a10_1	令一切眾生悉皆通達。	令 一 切 眾 生 悉 皆 通 達  
ZH_T20_1159A_001:0653a10_11	若修行人被諸魔惱者。	若 修 行 人 被 諸 魔 惱 者  
ZH_T20_1159A_001:0653a10_19	當作我此法不違。	當 作 我 此 法 不 違  
ZH_T20_1159A_001:0653a11_8	一切鬼神若欲驅使。	一 切 鬼 神 若 欲 驅 使  
ZH_T20_1159A_001:0653a11_17	隨意所須一一當辦。	隨 意 所 須 一 一 當 辦  
