segmentnr	original	stemmed
ZH_T42_1824_02b:0027c25_0	釋吉藏撰	釋 吉 藏 撰 
ZH_T42_1824_02b:0027c26_0	因緣品第一	因 緣 品 第 一 
ZH_T42_1824_02b:0027c27_0	淺深門第五。問他亦云。有為世諦。空為真諦。	淺 深 門 第 五  問 他 亦 云  有 為 世 諦  空 為 真 諦  
ZH_T42_1824_02b:0027c28_4	與今何異。	與 今 何 異  
ZH_T42_1824_02b:0027c28_12	答須初章語簡之。	答 須 初 章 語 簡 之  
ZH_T42_1824_02b:0027c28_15	他云。	他 云  
ZH_T42_1824_02b:0027c29_5	有有可有則有無可無。	有 有 可 有 則 有 無 可 無  
ZH_T42_1824_02b:0027c29_16	故有不由無即無不由有。	故 有 不 由 無 即 無 不 由 有  
ZH_T42_1824_02b:0028a01_2	有是自有。	有 是 自 有  
ZH_T42_1824_02b:0028a01_7	無是自無。	無 是 自 無  
ZH_T42_1824_02b:0028a01_18	今無有可有即無無可無。	今 無 有 可 有 即 無 無 可 無  
ZH_T42_1824_02b:0028a02_7	無有可有由無故有。	無 有 可 有 由 無 故 有  
ZH_T42_1824_02b:0028a02_16	無無可無由有故無。	無 無 可 無 由 有 故 無  
ZH_T42_1824_02b:0028a03_6	由無故有有不自有。	由 無 故 有 有 不 自 有  
ZH_T42_1824_02b:0028a03_15	由有故無無不自無。	由 有 故 無 無 不 自 無  
ZH_T42_1824_02b:0028a04_4	有不自有故非有。	有 不 自 有 故 非 有  
ZH_T42_1824_02b:0028a04_12	無不自無故非無。	無 不 自 無 故 非 無  
ZH_T42_1824_02b:0028a05_2	非有非無假說有無。	非有非無 假 說 有 無  
ZH_T42_1824_02b:0028a05_8	故與他為異。	故 與 他 為 異  
ZH_T42_1824_02b:0028a05_18	問非有非無假說有無。	問 非有非無 假 說 有 無  
ZH_T42_1824_02b:0028a06_4	是中假義不。	是 中 假 義 不  
ZH_T42_1824_02b:0028a06_8	答非也。	答 非 也  
ZH_T42_1824_02b:0028a06_15	此明有無義耳。	此 明 有 無 義 耳  
ZH_T42_1824_02b:0028a07_6	良由有不自有故非有。	良 由 有 不 自 有 故 非 有  
ZH_T42_1824_02b:0028a07_14	無不自無故非無。	無 不 自 無 故 非 無  
ZH_T42_1824_02b:0028a08_4	非有非無假說有無。	非有非無 假 說 有 無  
ZH_T42_1824_02b:0028a08_11	即有無始成也。	即 有 無 始 成 也  
ZH_T42_1824_02b:0028a09_1	故是始明有無義耳。	故 是 始 明 有 無 義 耳  
ZH_T42_1824_02b:0028a09_10	不言非有非無是中。	不 言 非有非無 是 中  
ZH_T42_1824_02b:0028a09_16	有無即是假。	有 無 即 是 假  
ZH_T42_1824_02b:0028a10_8	得意密取此語名為中假。	得 意 密 取 此 語 名 為 中 假  
ZH_T42_1824_02b:0028a10_13	亦無所妨。	亦 無 所 妨  
ZH_T42_1824_02b:0028a11_3	問初章與中假何異。	問 初 章 與 中 假 何 異  
ZH_T42_1824_02b:0028a11_11	答若總詺此一章。	答 若 總 詺 此 一 章  
ZH_T42_1824_02b:0028a12_3	為初學之章門皆是初章。	為 初 學 之 章 門 皆 是 初 章  
ZH_T42_1824_02b:0028a12_11	一切法不離中假。	一 切 法 不 離 中 假  
ZH_T42_1824_02b:0028a12_17	故皆是中假。	故 皆 是 中 假  
ZH_T42_1824_02b:0028a13_5	而師分之一往異。	而 師 分 之 一 往 異  
ZH_T42_1824_02b:0028a14_1	初章者他有有可有即有無可無。	初 章 者 他 有 有 可 有 即 有 無 可 無  
ZH_T42_1824_02b:0028a14_12	今無有可有即無無可無。	今 無 有 可 有 即 無 無 可 無  
ZH_T42_1824_02b:0028a15_4	他有有可有不由無故有。	他 有 有 可 有 不 由 無 故 有  
ZH_T42_1824_02b:0028a15_14	有無可無不由有故無。	有 無 可 無 不 由 有 故 無  
ZH_T42_1824_02b:0028a16_5	今無有可有由無故有。	今 無 有 可 有 由 無 故 有  
ZH_T42_1824_02b:0028a16_14	無無可無由有故無。	無 無 可 無 由 有 故 無  
ZH_T42_1824_02b:0028a17_6	他不由無故有有是自有。	他 不 由 無 故 有 有 是 自 有  
ZH_T42_1824_02b:0028a17_16	不由有故無無是自無。	不 由 有 故 無 無 是 自 無  
ZH_T42_1824_02b:0028a18_7	今由無故有有不自有。	今 由 無 故 有 有 不 自 有  
ZH_T42_1824_02b:0028a18_16	由有故無無不自無。	由 有 故 無 無 不 自 無  
ZH_T42_1824_02b:0028a19_7	他有是自有名有故有。	他 有 是 自 有 名 有 故 有  
ZH_T42_1824_02b:0028a19_16	無是自無名無故無。	無 是 自 無 名 無 故 無  
ZH_T42_1824_02b:0028a20_7	今有不自有名不有有。	今 有 不 自 有 名 不 有 有  
ZH_T42_1824_02b:0028a20_16	無不自無名不無無。	無 不 自 無 名 不 無 無  
ZH_T42_1824_02b:0028a21_6	此四節語為初章也。	此 四 節 語 為 初 章 也  
ZH_T42_1824_02b:0028a21_13	不有有則非有。	不 有 有 則 非 有  
ZH_T42_1824_02b:0028a22_1	不無無即非無。	不 無 無 即 非 無  
ZH_T42_1824_02b:0028a22_10	非有非無假說有無。	非有非無 假 說 有 無  
ZH_T42_1824_02b:0028a22_17	此是中假義也。	此 是 中 假 義 也  
ZH_T42_1824_02b:0028a23_9	問初章中假明何物義耶。	問 初 章 中 假 明 何 物 義 耶  
ZH_T42_1824_02b:0028a23_15	答初章是伏。	答 初 章 是 伏  
ZH_T42_1824_02b:0028a24_1	中假是斷。	中 假 是 斷  
ZH_T42_1824_02b:0028a24_7	初明假有無。	初 明 假 有 無  
ZH_T42_1824_02b:0028a24_13	是伏性有無。	是 伏 性 有 無  
ZH_T42_1824_02b:0028a24_19	次明假有無。	次 明 假 有 無  
ZH_T42_1824_02b:0028a25_4	入非有非無。	入 非有非無  
ZH_T42_1824_02b:0028a25_12	即性有無永斷也。	即 性 有 無 永 斷 也  
ZH_T42_1824_02b:0028a26_3	故初章中假為破性病。	故 初 章 中 假 為 破 性 病  
ZH_T42_1824_02b:0028a26_13	性病若去此語亦不留。	性 病 若 去 此 語 亦 不 留  
ZH_T42_1824_02b:0028a27_7	若守初章中假者是中假師耳。	若 守 初 章 中 假 者 是 中 假 師 耳  
ZH_T42_1824_02b:0028a27_10	又云。	又 云  
ZH_T42_1824_02b:0028a27_18	初章是動執生疑。	初 章 是 動 執 生 疑  
ZH_T42_1824_02b:0028a28_6	謂動性有無之執。	謂 動 性 有 無 之 執  
ZH_T42_1824_02b:0028a28_12	令疑性有無。	令 疑 性 有 無  
ZH_T42_1824_02b:0028a29_2	中假即破性執釋疑。	中 假 即 破 性 執 釋 疑  
ZH_T42_1824_02b:0028a29_7	中破性執。	中 破 性 執  
ZH_T42_1824_02b:0028a29_12	假為釋疑。	假 為 釋 疑  
ZH_T42_1824_02b:0028a29_18	明假說有無。	明 假 說 有 無  
ZH_T42_1824_02b:0028b01_4	何失有無義耶。	何 失 有 無 義 耶  
ZH_T42_1824_02b:0028b01_14	二者他但以有為世諦。	二 者 他 但 以 有 為 世 諦  
ZH_T42_1824_02b:0028b01_19	空為真諦。	空 為 真 諦  
ZH_T42_1824_02b:0028b02_10	今明若有若空皆是世諦。	今 明 若 有 若 空 皆 是 世 諦  
ZH_T42_1824_02b:0028b03_1	非空非有始名真諦。	非 空 非 有 始 名 真 諦  
ZH_T42_1824_02b:0028b03_8	三者空有為二。	三 者 空 有 為 二  
ZH_T42_1824_02b:0028b03_16	非空非有為不二。	非 空 非 有 為 不 二  
ZH_T42_1824_02b:0028b04_6	二與不二皆是世諦。	二 與 不 二 皆 是 世 諦  
ZH_T42_1824_02b:0028b04_17	非二非不二方名為真諦。	非 二 非 不 二 方 名 為 真 諦  
ZH_T42_1824_02b:0028b05_10	四者此三種二諦皆是教門。	四 者 此 三 種 二 諦 皆 是 教 門  
ZH_T42_1824_02b:0028b06_2	說此三門為令悟不三。	說 此 三 門 為 令 悟 不 三  
ZH_T42_1824_02b:0028b06_12	無所依得始名為理也。	無 所 依 得 始 名 為 理 也  
ZH_T42_1824_02b:0028b07_2	問以前三皆是世諦。	問 以 前 三 皆 是 世 諦  
ZH_T42_1824_02b:0028b07_10	不三為真諦以不。	不 三 為 真 諦 以 不  
ZH_T42_1824_02b:0028b07_16	答得如此也。	答 得 如 此 也  
ZH_T42_1824_02b:0028b08_6	問若爾與理教何異。	問 若 爾 與 理 教 何 異  
ZH_T42_1824_02b:0028b08_18	答自有二諦為教不二為理。	答 自 有 二 諦 為 教 不 二 為 理  
ZH_T42_1824_02b:0028b09_6	若以二為世諦。	若 以 二 為 世 諦  
ZH_T42_1824_02b:0028b09_13	不二為第一義。	不 二 為 第 一 義  
