segmentnr	original	stemmed
ZH_T19_1028A_001:0741b19_0	佛說護諸童子陀羅尼經	佛 說 護 諸 童 子 陀 羅 尼 經 
ZH_T19_1028A_001:0741b21_0	元魏天竺三藏菩提流支譯	元 魏 天 竺 三 藏 菩 提 流 支 譯 
ZH_T19_1028A_001:0741b22_0	爾時如來初成正覺。有一大梵天王。來詣佛	爾 時 如 來 初 成 正 覺  有 一 大 梵 天 王  來 詣 佛 
ZH_T19_1028A_001:0741b23_5	所敬禮佛足。	所 敬 禮 佛 足  
ZH_T19_1028A_001:0741b23_10	而作是言。	而 作 是 言  
ZH_T19_1028A_001:0741b24_0	南無佛陀耶　　南無達摩耶	南 無 佛 陀 耶   南 無 達 摩 耶 
ZH_T19_1028A_001:0741b25_0	南無僧伽耶　　我禮佛世尊	南 無 僧 伽 耶   我 禮 佛 世 尊 
ZH_T19_1028A_001:0741b26_0	照世大法王　　在於閻浮提	照 世 大 法 王   在 於 閻 浮 提 
ZH_T19_1028A_001:0741b27_0	最初說神呪　　甘露淨勝法	最 初 說 神 呪   甘 露 淨 勝 法 
ZH_T19_1028A_001:0741b28_0	及禮無著僧　　已禮牟尼足	及 禮 無 著 僧   已 禮 牟 尼 足 
ZH_T19_1028A_001:0741b29_0	即時說偈言　　世尊諸如來	即 時 說 偈 言   世 尊 諸 如 來 
ZH_T19_1028A_001:0741c01_0	聲聞及辟支　　諸仙護世王	聲 聞 及 辟 支   諸 仙 護 世 王 
ZH_T19_1028A_001:0741c02_0	大力龍天神　　如是等諸眾	大 力 龍 天 神   如 是 等 諸 眾 
ZH_T19_1028A_001:0741c03_0	皆於人中生　　有夜叉羅剎	皆 於 人 中 生   有 夜 叉 羅 剎 
ZH_T19_1028A_001:0741c04_0	常憙噉人胎　　非人王境界	常 憙 噉 人 胎   非 人 王 境 界 
ZH_T19_1028A_001:0741c05_0	強力所不制　　能令人無子	強 力 所 不 制   能 令 人 無 子 
ZH_T19_1028A_001:0741c06_0	傷害於胞胎　　男女交會時	傷 害 於 胞 胎   男 女 交 會 時 
ZH_T19_1028A_001:0741c07_0	使其意迷亂　　懷任不成就	使 其 意 迷 亂   懷 任 不 成 就 
ZH_T19_1028A_001:0741c08_0	或歌羅安浮　　無子以傷胎	或 歌 羅 安 浮   無 子 以 傷 胎 
ZH_T19_1028A_001:0741c09_0	及生時奪命　　皆是諸惡鬼	及 生 時 奪 命   皆 是 諸 惡 鬼 
ZH_T19_1028A_001:0741c10_0	為其作嬈害　　我今說彼名	為 其 作 嬈 害   我 今 說 彼 名 
ZH_T19_1028A_001:0741c19_5	願佛聽我說第一名彌酬迦　第二名彌伽王　第三名騫陀　第四名阿波悉魔羅　第五名牟致迦　第六名魔致迦　第七名閻彌迦　第八名迦彌尼　第九名黎婆坻　第十名富多那　第十一名曼多難提　第十二名舍究尼　第十三名揵吒波尼尼　第十四名目佉曼荼　第十五名藍婆此十五鬼神。	願 佛 聽 我 說 第 一 名 彌 酬 迦  第 二 名 彌 伽 王  第 三 名 騫 陀  第 四 名 阿 波 悉 魔 羅  第 五 名 牟 致 迦  第 六 名 魔 致 迦  第 七 名 閻 彌 迦  第 八 名 迦 彌 尼  第 九 名 黎 婆 坻  第 十 名 富 多 那  第 十 一 名 曼 多 難 提  第 十 二 名 舍 究 尼  第 十 三 名 揵 吒 波 尼 尼  第 十 四 名 目 佉 曼 荼  第 十 五 名 藍 婆 此 十 五 鬼 神  
ZH_T19_1028A_001:0741c19_11	常遊行世間。	常 遊 行 世 間  
ZH_T19_1028A_001:0741c19_17	為嬰孩小兒。	為 嬰 孩 小 兒  
ZH_T19_1028A_001:0741c20_3	而作於恐怖。	而 作 於 恐 怖  
ZH_T19_1028A_001:0741c20_16	我今當說此諸鬼神恐怖形相。	我今當說 此 諸 鬼 神 恐 怖 形 相  
ZH_T19_1028A_001:0741c21_2	以此形相。	以 此 形 相  
ZH_T19_1028A_001:0741c21_11	令諸小兒皆生驚畏。	令 諸 小 兒 皆 生 驚 畏  
ZH_T19_1028A_001:0741c22_8	彌酬迦者其形如牛。	彌 酬 迦 者 其 形 如 牛  
ZH_T19_1028A_001:0741c23_9	彌迦王者其形如師子。	彌 迦 王 者 其 形 如 師 子  
ZH_T19_1028A_001:0741c24_10	騫陀者其形如鳩魔羅天。	騫 陀 者 其 形 如 鳩 魔 羅 天  
ZH_T19_1028A_001:0741c25_11	阿波悉魔羅者其形如野狐。	阿 波 悉 魔 羅 者 其 形 如 野 狐  
ZH_T19_1028A_001:0741c26_9	牟致迦者其形如獼猴。	牟 致 迦 者 其 形 如 獼 猴  
ZH_T19_1028A_001:0741c27_10	魔致迦者其形如羅剎女。	魔 致 迦 者 其 形 如 羅 剎 女  
ZH_T19_1028A_001:0741c28_8	閻彌迦者其形如馬。	閻 彌 迦 者 其 形 如 馬  
ZH_T19_1028A_001:0741c29_9	迦彌尼者其形如婦女。	迦 彌 尼 者 其 形 如 婦 女  
ZH_T19_1028A_001:0742a01_8	黎婆坻者其形如狗。	黎 婆 坻 者 其 形 如 狗  
ZH_T19_1028A_001:0742a02_8	富多那者其形如猪。	富 多 那 者 其 形 如 猪  
ZH_T19_1028A_001:0742a03_10	曼多難提者其形如猫兒。	曼 多 難 提 者 其 形 如 猫 兒  
ZH_T19_1028A_001:0742a04_8	舍究尼者其形如鳥。	舍 究 尼 者 其 形 如 鳥  
ZH_T19_1028A_001:0742a05_10	乾吒婆尼尼者其形如雉。	乾 吒 婆 尼 尼 者 其 形 如 雉  
ZH_T19_1028A_001:0742a06_10	目佉曼荼者其形如獯狐。	目 佉 曼 荼 者 其 形 如 獯 狐  
ZH_T19_1028A_001:0742a07_7	藍婆者其形如蛇。	藍 婆 者 其 形 如 蛇  
ZH_T19_1028A_001:0742a08_4	此十五鬼。	此 十 五 鬼  
ZH_T19_1028A_001:0742a08_14	神著諸小兒令其驚怖。	神 著 諸 小 兒 令 其 驚 怖  
ZH_T19_1028A_001:0742a09_8	我今當復說諸小兒怖畏之相。	我 今 當 復 說 諸 小 兒 怖 畏 之 相  
ZH_T19_1028A_001:0742a10_12	彌酬迦鬼者著小兒眼睛迴轉。	彌 酬 迦 鬼 者 著 小 兒 眼 睛 迴 轉  
ZH_T19_1028A_001:0742a11_12	彌迦王鬼者著小兒數數嘔吐。	彌 迦 王 鬼 者 著 小 兒 數 數 嘔 吐  
ZH_T19_1028A_001:0742a12_11	騫陀鬼者著小兒其兩肩動。	騫 陀 鬼 者 著 小 兒 其 兩 肩 動  
ZH_T19_1028A_001:0742a13_14	阿波悉魔羅鬼者著小兒口中沫出。	阿 波 悉 魔 羅 鬼 者 著 小 兒 口 中 沫 出  
ZH_T19_1028A_001:0742a14_12	牟致迦鬼者著小兒把捲不展。	牟 致 迦 鬼 者 著 小 兒 把 捲 不 展  
ZH_T19_1028A_001:0742a15_12	魔致迦鬼者著小兒自齧其舌。	魔 致 迦 鬼 者 著 小 兒 自 齧 其 舌  
ZH_T19_1028A_001:0742a16_12	閻彌迦鬼者著小兒憙啼喜笑。	閻 彌 迦 鬼 者 著 小 兒 憙 啼 喜 笑  
ZH_T19_1028A_001:0742a17_12	迦彌尼鬼者著小兒樂著女人。	迦 彌 尼 鬼 者 著 小 兒 樂 著 女 人  
ZH_T19_1028A_001:0742a18_13	黎婆坻鬼者著小兒見種種雜相。	黎 婆 坻 鬼 者 著 小 兒 見 種 種 雜 相  
ZH_T19_1028A_001:0742a19_14	富多那鬼者著小兒眠中驚怖啼哭。	富 多 那 鬼 者 著 小 兒 眠 中 驚 怖 啼 哭  
ZH_T19_1028A_001:0742a20_13	曼多難提鬼者著小兒憙啼喜笑。	曼 多 難 提 鬼 者 著 小 兒 憙 啼 喜 笑  
ZH_T19_1028A_001:0742a21_12	金究尼鬼者著小兒不肯飲乳。	金 究 尼 鬼 者 著 小 兒 不 肯 飲 乳  
ZH_T19_1028A_001:0742a22_14	乾吒波尼尼鬼者著小兒咽喉聲塞。	乾 吒 波 尼 尼 鬼 者 著 小 兒 咽 喉 聲 塞  
ZH_T19_1028A_001:0742a23_15	目佉曼荼鬼者著小兒時氣熱病下痢。	目 佉 曼 荼 鬼 者 著 小 兒 時 氣 熱 病 下 痢  
ZH_T19_1028A_001:0742a24_11	藍婆鬼者著小兒數數噫噦。	藍 婆 鬼 者 著 小 兒 數 數 噫 噦  
ZH_T19_1028A_001:0742a25_5	此十五鬼神。	此 十 五 鬼 神  
ZH_T19_1028A_001:0742a25_11	以如是等形。	以 如 是 等 形  
ZH_T19_1028A_001:0742a25_16	怖諸小兒。	怖 諸 小 兒  
ZH_T19_1028A_001:0742a26_5	及其小兒驚怖之相。	及 其 小 兒 驚 怖 之 相  
ZH_T19_1028A_001:0742a26_10	我皆已說。	我 皆 已 說  
