segmentnr	original	stemmed
ZH_T47_1987A_001:0526c19_0	撫州曹山元證禪師語錄	撫 州 曹 山 元 證 禪 師 語 錄 
ZH_T47_1987A_001:0526c21_0	遠孫沙門慧印校訂	遠 孫 沙 門 慧 印 校 訂 
ZH_T47_1987A_001:0526c22_0	師諱本寂。泉州莆田黃氏子。少業儒。年十九	師 諱 本 寂  泉 州 莆 田 黃 氏 子  少 業 儒  年 十 九 
ZH_T47_1987A_001:0526c23_7	往福州靈石出家。	往 福 州 靈 石 出 家  
ZH_T47_1987A_001:0526c23_13	二十五登戒。	二 十 五 登 戒  
ZH_T47_1987A_001:0526c23_18	尋謁洞山。	尋 謁 洞 山  
ZH_T47_1987A_001:0526c24_1	山問。	山 問  
ZH_T47_1987A_001:0526c24_7	闍黎名甚麼。	闍 黎 名 甚 麼  
ZH_T47_1987A_001:0526c24_12	師曰本寂。	師 曰 本 寂  
ZH_T47_1987A_001:0526c24_15	山曰。	山 曰  
ZH_T47_1987A_001:0526c24_20	向上更道。	向 上 更 道  
ZH_T47_1987A_001:0526c25_4	師曰不道。	師 曰 不 道  
ZH_T47_1987A_001:0526c25_12	山曰為什麼不道。	山 曰 為 什 麼 不 道  
ZH_T47_1987A_001:0526c25_15	師曰。	師 曰  
ZH_T47_1987A_001:0526c25_20	不名本寂。	不 名 本 寂  
ZH_T47_1987A_001:0526c26_4	山深器之。	山 深 器 之  
ZH_T47_1987A_001:0526c26_9	自此入室。	自 此 入 室  
ZH_T47_1987A_001:0526c26_14	盤桓數載。	盤 桓 數 載  
ZH_T47_1987A_001:0526c26_18	乃辭去。	乃 辭 去  
ZH_T47_1987A_001:0526c27_6	山遂密授洞山宗旨。	山 遂 密 授 洞 山 宗 旨  
ZH_T47_1987A_001:0526c27_10	復問曰。	復 問 曰  
ZH_T47_1987A_001:0526c27_17	子向甚麼處去。	子 向 甚 麼 處 去  
ZH_T47_1987A_001:0526c27_20	師曰。	師 曰  
ZH_T47_1987A_001:0526c28_5	不變異處去。	不 變 異 處 去  
ZH_T47_1987A_001:0526c28_8	山曰。	山 曰  
ZH_T47_1987A_001:0526c28_17	不變異處豈有去耶。	不 變 異 處 豈 有 去 耶  
ZH_T47_1987A_001:0526c28_20	師曰。	師 曰  
ZH_T47_1987A_001:0526c29_5	去亦不變異。	去 亦 不 變 異  
ZH_T47_1987A_001:0526c29_16	遂往曹谿禮祖塔回吉水。	遂 往 曹 谿 禮 祖 塔 回 吉 水  
ZH_T47_1987A_001:0527a01_2	眾嚮師名。	眾 嚮 師 名  
ZH_T47_1987A_001:0527a01_7	乃請開法。	乃 請 開 法  
ZH_T47_1987A_001:0527a01_13	師志慕六祖。	師 志 慕 六 祖  
ZH_T47_1987A_001:0527a01_19	遂名山為曹。	遂 名 山 為 曹  
ZH_T47_1987A_001:0527a02_3	尋值賊亂。	尋 值 賊 亂  
ZH_T47_1987A_001:0527a02_8	乃之宜黃。	乃 之 宜 黃  
ZH_T47_1987A_001:0527a02_15	有信士王若一。	有 信 士 王 若 一  
ZH_T47_1987A_001:0527a02_20	捨何王觀。	捨 何 王 觀  
ZH_T47_1987A_001:0527a03_4	請師住持。	請 師 住 持  
ZH_T47_1987A_001:0527a03_12	師更何王為荷玉。	師 更 何 王 為 荷 玉  
ZH_T47_1987A_001:0527a03_19	由是法席大興。	由 是 法 席 大 興  
ZH_T47_1987A_001:0527a04_4	學者雲萃。	學 者 雲 萃  
ZH_T47_1987A_001:0527a04_13	洞山之宗至師為盛。	洞 山 之 宗 至 師 為 盛  
ZH_T47_1987A_001:0527a05_10	因有僧問五位君臣旨訣。	因 有 僧 問 五 位 君 臣 旨 訣  
ZH_T47_1987A_001:0527a05_13	師曰。	師 曰  
ZH_T47_1987A_001:0527a05_19	正位即空界。	正 位 即 空 界  
ZH_T47_1987A_001:0527a06_4	本來無物。	本 來 無 物  
ZH_T47_1987A_001:0527a06_10	偏位即色界。	偏 位 即 色 界  
ZH_T47_1987A_001:0527a06_15	有萬象形。	有 萬 象 形  
ZH_T47_1987A_001:0527a07_4	正中偏者背理就事。	正 中 偏 者 背 理 就 事  
ZH_T47_1987A_001:0527a07_13	偏中正者舍事入理。	偏 中 正 者 舍 事 入 理  
ZH_T47_1987A_001:0527a08_2	兼帶者冥應眾緣。	兼 帶 者 冥 應 眾 緣  
ZH_T47_1987A_001:0527a08_7	不墮諸有。	不 墮 諸 有  
ZH_T47_1987A_001:0527a08_12	非染非淨。	非 染 非 淨  
ZH_T47_1987A_001:0527a08_17	非正非偏。	非 正 非 偏  
ZH_T47_1987A_001:0527a09_7	故曰虛玄大道無著真宗。	故 曰 虛 玄 大 道 無 著 真 宗  
ZH_T47_1987A_001:0527a10_2	從上先德推此一位最妙最玄。	從 上 先 德 推 此 一 位 最 妙 最 玄  
ZH_T47_1987A_001:0527a10_8	當詳審辨明。	當 詳 審 辨 明  
ZH_T47_1987A_001:0527a10_13	君為正位。	君 為 正 位  
ZH_T47_1987A_001:0527a10_18	臣為偏位。	臣 為 偏 位  
ZH_T47_1987A_001:0527a11_5	臣向君是偏中正。	臣 向 君 是 偏 中 正  
ZH_T47_1987A_001:0527a11_13	君視臣是正中偏。	君 視 臣 是 正 中 偏  
ZH_T47_1987A_001:0527a12_3	君臣道合是兼帶語。	君 臣 道 合 是 兼 帶 語  
ZH_T47_1987A_001:0527a12_6	進云。	進 云  
ZH_T47_1987A_001:0527a12_11	如何是君。	如 何 是 君  
ZH_T47_1987A_001:0527a12_14	師曰。	師 曰  
ZH_T47_1987A_001:0527a12_20	妙德尊寰宇。	妙 德 尊 寰 宇  
ZH_T47_1987A_001:0527a13_5	高明朗大虛。	高 明 朗 大 虛  
ZH_T47_1987A_001:0527a13_11	云如何是臣。	云 如 何 是 臣  
ZH_T47_1987A_001:0527a13_14	師曰。	師 曰  
ZH_T47_1987A_001:0527a13_20	靈機弘聖道。	靈 機 弘 聖 道  
ZH_T47_1987A_001:0527a14_5	真智利群生。	真 智 利 群 生  
ZH_T47_1987A_001:0527a14_13	云如何是臣向君。	云 如 何 是 臣 向 君  
ZH_T47_1987A_001:0527a14_16	師曰。	師 曰  
ZH_T47_1987A_001:0527a15_2	不墮諸異趣。	不 墮 諸 異 趣  
ZH_T47_1987A_001:0527a15_8	凝情望聖容。	凝 情 望 聖 容  
ZH_T47_1987A_001:0527a15_16	云如何是君視臣。	云 如 何 是 君 視 臣  
ZH_T47_1987A_001:0527a15_19	師曰。	師 曰  
ZH_T47_1987A_001:0527a16_4	妙容雖不動。	妙 容 雖 不 動  
ZH_T47_1987A_001:0527a16_10	光燭本無偏。	光 燭 本 無 偏  
ZH_T47_1987A_001:0527a16_19	云如何是君臣道合。	云 如 何 是 君 臣 道 合  
ZH_T47_1987A_001:0527a17_2	師曰。	師 曰  
ZH_T47_1987A_001:0527a17_8	混然無內外。	混 然 無 內 外  
ZH_T47_1987A_001:0527a17_14	和融上下平。	和 融 上 下 平  
ZH_T47_1987A_001:0527a17_18	師又曰。	師 又 曰  
