segmentnr	original	stemmed
ZH_T42_1827_02c:0280b25_0	釋吉藏撰	釋 吉 藏 撰 
ZH_T42_1827_02c:0280b26_0	5 破情品(中之下)破情品第五	5   破 情 品  中 之 下  破 情 品 第 五 
ZH_T42_1827_02c:0280b27_0	破法有三雙。前破一異次破情塵者。一為歷	破 法 有 三 雙  前 破 一 異 次 破 情 塵 者  一 為 歷 
ZH_T42_1827_02c:0280b28_3	法觀行。	法 觀 行  
ZH_T42_1827_02c:0280b28_16	雖知一異已空未語情塵非有。	雖 知 一 異 已 空 未 語 情 塵 非 有  
ZH_T42_1827_02c:0280b29_16	今欲歷法明空令觀心觸境斯淨故次破情塵。	今 欲 歷 法 明 空 令 觀 心 觸 境 斯 淨 故 次 破 情 塵  
ZH_T42_1827_02c:0280c01_9	二者顛倒虛妄起無根本。	二 者 顛 倒 虛 妄 起 無 根 本  
ZH_T42_1827_02c:0280c01_14	聊亂而生。	聊 亂 而 生  
ZH_T42_1827_02c:0280c01_19	有病便治。	有 病 便 治  
ZH_T42_1827_02c:0280c02_4	隨救即破。	隨 救 即 破  
ZH_T42_1827_02c:0280c02_18	故前破一異之病今洗情塵之執。	故 前 破 一 異 之 病 今 洗 情 塵 之 執  
ZH_T42_1827_02c:0280c03_10	三者菩薩作論本為通經。	三 者 菩 薩 作 論 本 為 通 經  
ZH_T42_1827_02c:0280c04_6	而方等眾經皆明六情本性空寂。	而 方 等 眾 經 皆 明 六 情 本 性 空 寂  
ZH_T42_1827_02c:0280c04_12	但經中散說。	但 經 中 散 說  
ZH_T42_1827_02c:0280c05_2	利根能悟鈍者未了。	利 根 能 悟 鈍 者 未 了  
ZH_T42_1827_02c:0280c05_11	今廣釋之故有此品。	今 廣 釋 之 故 有 此 品  
ZH_T42_1827_02c:0280c06_7	四者一切眾生有此情故起諸煩惱。	四 者 一 切 眾 生 有 此 情 故 起 諸 煩 惱  
ZH_T42_1827_02c:0280c06_18	在家之者因情塵而起愛。	在 家 之 者 因 情 塵 而 起 愛  
ZH_T42_1827_02c:0280c07_10	出家外道由情塵而見生。	出 家 外 道 由 情 塵 而 見 生  
ZH_T42_1827_02c:0280c08_6	佛法有所得大小乘人義亦如是。	佛 法 有 所 得 大 小 乘 人 義 亦 如 是  
ZH_T42_1827_02c:0280c08_12	今觀此情塵。	今 觀 此 情 塵  
ZH_T42_1827_02c:0280c09_7	究竟無從故大小內外愛見便息。	究 竟 無 從 故 大 小 內 外 愛 見 便 息  
ZH_T42_1827_02c:0280c09_12	故有此品。	故 有 此 品  
ZH_T42_1827_02c:0280c10_14	又諸方等經皆明六根懺悔悟六本空即六根罪滅。	又 諸 方 等 經 皆 明 六 根 懺 悔 悟 六 本 空 即 六 根 罪 滅  
ZH_T42_1827_02c:0280c11_10	四依欲為末世懺悔故觀六根空。	四 依 欲 為 末 世 懺 悔 故 觀 六 根 空  
ZH_T42_1827_02c:0280c12_2	又法華等明六根清淨。	又 法 華 等 明 六 根 清 淨  
ZH_T42_1827_02c:0280c12_13	今悟六本空故六根淨耳。	今 悟 六 本 空 故 六 根 淨 耳  
ZH_T42_1827_02c:0280c13_6	今欲釋如此等經故破六情。	今 欲 釋 如 此 等 經 故 破 六 情  
ZH_T42_1827_02c:0280c13_13	皆是通來意也。	皆 是 通 來 意 也  
ZH_T42_1827_02c:0280c13_19	次別來意者。	次 別 來 意 者  
ZH_T42_1827_02c:0280c14_8	前破一異總破諸法。	前 破 一 異 總 破 諸 法  
