segmentnr	original	stemmed
ZH_T32_1670A_001:0694a03_0	那先比丘經卷上	那 先 比 丘 經 卷 上 
ZH_T32_1670A_001:0694a05_0	失譯人名附東晉錄	失 譯 人 名 附 東 晉 錄 
ZH_T32_1670A_001:0694a06_0	佛在舍衛國祇樹給孤獨園，時諸比丘僧、比	佛 在 舍 衛 國 祇 樹 給 孤 獨 園  時 諸 比 丘 僧  比 
ZH_T32_1670A_001:0694a08_19	丘尼、優婆塞、優婆夷，諸天、大臣、長者、人民，及事九十六種道者，凡萬餘人，日於佛前聽經。	丘 尼  優 婆 塞  優 婆 夷  諸 天  大 臣  長 者  人 民  及 事 九 十 六 種 道 者  凡 萬 餘 人  日 於 佛 前 聽 經  
ZH_T32_1670A_001:0694a09_3	佛自念：	佛 自 念  
ZH_T32_1670A_001:0694a09_14	「人眾日多，身不得安。	 人 眾 日 多  身 不 得 安  
ZH_T32_1670A_001:0694a10_9	」佛意欲捨人眾，去至閑避處坐思念道。	 佛 意 欲 捨 人 眾  去 至 閑 避 處 坐 思 念 道  
ZH_T32_1670A_001:0694a11_4	佛即捨人眾去，入山至藂樹間。	佛 即 捨 人 眾 去  入 山 至 藂 樹 間  
ZH_T32_1670A_001:0694a11_18	其樹大有神，佛坐其下思念道。	其 樹 大 有 神  佛 坐 其 下 思 念 道  
ZH_T32_1670A_001:0694a13_10	去樹不遠有群象五六百頭，中有象王，賢善知善惡之事，譬如人狀。	去 樹 不 遠 有 群 象 五 六 百 頭  中 有 象 王  賢 善 知 善 惡 之 事  譬 如 人 狀  
ZH_T32_1670A_001:0694a15_1	象輩眾多周匝象王邊，諸小象走居前，水中走戲㧌撈水令濁惡。	象 輩 眾 多 周 匝 象 王 邊  諸 小 象 走 居 前  水 中 走 戲 㧌 撈 水 令 濁 惡  
ZH_T32_1670A_001:0694a16_1	諸小象復走居前，食噉美草、走戲蹈踐其上。	諸 小 象 復 走 居 前  食 噉 美 草  走 戲 蹈 踐 其 上  
ZH_T32_1670A_001:0694a16_8	「我眾大多患。	 我 眾 大 多 患  
ZH_T32_1670A_001:0694a18_2	是諸象及小象子，㧌撈水令濁惡、令草不淨，而反常飢飲濁惡水、食足踐之草。	是 諸 象 及 小 象 子  㧌 撈 水 令 濁 惡  令 草 不 淨  而 反 常 飢 飲 濁 惡 水  食 足 踐 之 草  
ZH_T32_1670A_001:0694a18_8	」象王自念：	 象 王 自 念  
ZH_T32_1670A_001:0694a19_3	「我欲棄是諸象，去至一避處快耶！	 我 欲 棄 是 諸 象  去 至 一 避 處 快 耶  
ZH_T32_1670A_001:0694a20_4	」象王即棄諸象而去，轉行入山到頭羅藂樹間。	 象 王 即 棄 諸 象 而 去  轉 行 入 山 到 頭 羅 藂 樹 間  
ZH_T32_1670A_001:0694a21_19	象王見佛坐樹下，心大歡喜，即前到佛所，低頭屈膝為佛作禮，却在一面住。	象 王 見 佛 坐 樹 下  心大歡喜  即 前 到 佛 所  低 頭 屈 膝 為 佛 作 禮  却 在 一 面 住  
ZH_T32_1670A_001:0694a22_3	佛自念：	佛 自 念  
ZH_T32_1670A_001:0694a23_11	「我棄眾人來在是樹間，象王亦棄眾象來到是樹間，其義適同。	 我 棄 眾 人 來 在 是 樹 間  象 王 亦 棄 眾 象 來 到 是 樹 間  其 義 適 同  
ZH_T32_1670A_001:0694a23_20	」佛為象王說經言：	 佛 為 象 王 說 經 言  
ZH_T32_1670A_001:0694a24_15	「佛於人中最尊，象王於象中最尊。	 佛 於 人 中 最 尊  象 王 於 象 中 最 尊  
ZH_T32_1670A_001:0694a24_19	」佛言：	 佛 言  
ZH_T32_1670A_001:0694a25_18	「我心與象王心適相中，今我與象王俱樂是樹間。	 我 心 與 象 王 心 適 相 中  今 我 與 象 王 俱 樂 是 樹 間  
ZH_T32_1670A_001:0694a26_14	」象王聽經，心意即開，解知佛意。	 象 王 聽 經  心 意 即 開  解 知 佛 意  
ZH_T32_1670A_001:0694a28_9	象王即視佛所仿佯經行處，以鼻取水灑地，以鼻撈草掃地，以足蹈地令平好。	象 王 即 視 佛 所 仿 佯 經 行 處  以 鼻 取 水 灑 地  以 鼻 撈 草 掃 地  以 足 蹈 地 令 平 好  
ZH_T32_1670A_001:0694a28_13	象王曰：	象 王 曰  
ZH_T32_1670A_001:0694a29_1	「朝暮承事佛如是。	 朝 暮 承 事 佛 如 是  
ZH_T32_1670A_001:0694b02_3	」佛久後般泥洹去，象王不知佛所在，為周旋行求，索佛不得，便啼垂淚愁憂不樂不能食飲。	 佛 久 後 般 泥 洹 去  象 王 不 知 佛 所 在  為 周 旋 行 求  索 佛 不 得  便 啼 垂 淚 愁 憂 不 樂 不 能 食 飲  
ZH_T32_1670A_001:0694b05_16	時國中有佛寺舍在山上，名加羅洹寺，中有五百沙門常止其中，皆已得阿羅漢道，常以月八日、十四日、十五日、二十三、日二十九日、三十日，常以是日誦經至明。	時 國 中 有 佛 寺 舍 在 山 上  名 加 羅 洹 寺  中 有 五 百 沙 門 常 止 其 中  皆 已 得阿羅漢 道  常 以 月 八 日  十 四 日  十 五 日  二 十 三  日 二 十 九 日  三 十 日  常 以 是 日 誦 經 至 明  
ZH_T32_1670A_001:0694b06_9	時象王亦在山上，止於寺中。	時 象 王 亦 在 山 上  止 於 寺 中  
ZH_T32_1670A_001:0694b07_9	象王知有六日誦經，至其日當行入寺中聽經。	象 王 知 有 六 日 誦 經  至 其 日 當 行 入 寺 中 聽 經  
ZH_T32_1670A_001:0694b08_13	諸沙門知象王意聽經，欲誦經時湏象王來乃誦經。	諸 沙 門 知 象 王 意 聽 經  欲 誦 經 時 湏 象 王 來 乃 誦 經  
ZH_T32_1670A_001:0694b09_10	象王聽經至明，不睡不臥不動不搖。	象 王 聽 經 至 明  不 睡 不 臥 不 動 不 搖  
ZH_T32_1670A_001:0694b11_5	象王數聞經、承事佛故，後象王以壽命盡死，死後便化為人作子生婆羅門家。	象 王 數 聞 經  承 事 佛 故  後 象 王 以 壽 命 盡 死  死 後 便 化 為 人 作 子 生 婆 羅 門 家  
ZH_T32_1670A_001:0694b12_18	以後年長大，不聞佛經亦不見沙門，便棄家去入深山學異道，在山上止。	以 後 年 長 大  不 聞 佛 經 亦 不 見 沙 門  便 棄 家 去 入 深 山 學 異 道  在 山 上 止  
ZH_T32_1670A_001:0694b14_4	近比亦有一婆羅門道人俱在山上，相與往來共為知識。	近 比 亦 有 一 婆 羅 門 道 人 俱 在 山 上  相 與 往 來 共 為 知 識  
ZH_T32_1670A_001:0694b14_11	其一人自念言：	其 一 人 自 念 言  
ZH_T32_1670A_001:0694b15_20	「我不能於世間懸憂苦老病，死後當入地獄、畜生、餓鬼貧窮中。	 我 不 能 於 世 間 懸 憂 苦 老 病  死 後 當 入 地 獄  畜 生  餓 鬼 貧 窮 中  
ZH_T32_1670A_001:0694b17_1	用是故，我欲剃頭鬚披袈裟，欲求羅漢泥洹道。	用 是 故  我 欲 剃 頭 鬚 披 袈 裟  欲 求 羅 漢 泥 洹 道  
ZH_T32_1670A_001:0694b17_10	」其有一人自念言：	 其 有 一 人 自 念 言  
ZH_T32_1670A_001:0694b18_11	「我願欲求作國王得自在，令天下人民隨我教令。	 我 願 欲 求 作 國 王 得 自 在  令 天 下 人 民 隨 我 教 令  
ZH_T32_1670A_001:0694b19_10	」如是久後二人各命盡，俱生世間作人。	 如 是 久 後 二 人 各 命 盡  俱 生 世 間 作 人  
ZH_T32_1670A_001:0694b20_15	其一人前求作國王者，生於海邊，為國王太子字彌蘭。	其 一 人 前 求 作 國 王 者  生 於 海 邊  為 國 王 太 子 字 彌 蘭  
ZH_T32_1670A_001:0694b22_12	其一人前世欲剃頭作沙門求羅漢泥洹者，生於天竺，字陀獵，與肉袈裟俱生其家。	其 一 人 前 世 欲 剃 頭 作 沙 門 求 羅 漢 泥 洹 者  生 於 天 竺  字 陀 獵  與 肉 袈 裟 俱 生 其 家  
ZH_T32_1670A_001:0694b23_16	有一大象同日生，天竺名象為那，父母便字為那先。	有 一 大 象 同 日 生  天 竺 名 象 為 那  父 母 便 字 為 那 先  
ZH_T32_1670A_001:0694b28_1	年十五六，那先有舅父字樓漢，學道作沙門，大高才世間無比，已得阿羅漢道，能出無間入無孔，自在變化無所不作，天上天下人民及蠕動之類心所念皆豫知之，生所從來死趣何道。	年 十 五 六  那 先 有 舅 父 字 樓 漢  學 道 作 沙 門  大 高 才 世 間 無 比  已 得阿羅漢 道  能 出 無 間 入 無 孔  自 在 變 化 無 所 不 作  天 上 天 下 人 民 及 蠕 動 之 類 心 所 念 皆 豫 知 之  生 所 從 來 死 趣 何 道  
ZH_T32_1670A_001:0694b28_12	那先至舅父所，自說言：	那 先 至 舅 父 所  自 說 言  
ZH_T32_1670A_001:0694b29_8	「我喜佛道，欲作沙門，為舅父作弟子。	 我 喜 佛 道  欲 作 沙 門  為 舅 父 作 弟 子  
ZH_T32_1670A_001:0694b29_16	寧可持我作沙門？	寧 可 持 我 作 沙 門  
ZH_T32_1670A_001:0694c01_11	」樓漢哀之，即聽作沙彌，受十戒。	 樓 漢 哀 之  即 聽 作 沙 彌  受 十 戒  
ZH_T32_1670A_001:0694c02_9	日誦經思惟經戒便得四禪，悉知諸經要。	日 誦 經 思 惟 經 戒 便 得 四 禪  悉 知 諸 經 要  
ZH_T32_1670A_001:0694c03_15	時國中有佛寺舍名和戰，寺中有五百沙門，皆得羅漢道。	時 國 中 有 佛 寺 舍 名 和 戰  寺 中 有 五 百 沙 門  皆 得 羅 漢 道  
ZH_T32_1670A_001:0694c05_2	其中有第一羅漢名頞波曰，能知天上天下去來現在之事。	其 中 有 第 一 羅 漢 名 頞 波 曰  能 知 天 上 天 下 去來現在 之 事  
ZH_T32_1670A_001:0694c06_9	那先年至二十，便受大沙門經戒，便到和戰寺中至頞波曰所。	那 先 年 至 二 十  便 受 大 沙 門 經 戒  便 到 和 戰 寺 中 至 頞 波 曰 所  
ZH_T32_1670A_001:0694c07_14	時五百羅漢適以十五日說大沙門戒經，在講堂上坐。	時 五 百 羅 漢 適 以 十 五 日 說 大 沙 門 戒 經  在 講 堂 上 坐  
ZH_T32_1670A_001:0694c08_14	大沙門皆入，那先亦在其中，諸沙門悉坐。	大 沙 門 皆 入  那 先 亦 在 其 中  諸 沙 門 悉 坐  
ZH_T32_1670A_001:0694c10_1	頞波曰悉視坐中諸沙門心皆是羅漢，獨那先未得羅漢。	頞 波 曰 悉 視 坐 中 諸 沙 門 心 皆 是 羅 漢  獨 那 先 未 得 羅 漢  
ZH_T32_1670A_001:0694c10_6	頞波曰言：	頞 波 曰 言  
ZH_T32_1670A_001:0694c11_5	「譬若揚米，米正白中有黑米，即揚為不好。	 譬 若 揚 米  米 正 白 中 有 黑 米  即 揚 為 不 好  
ZH_T32_1670A_001:0694c12_5	今我坐中皆白清淨，獨那先黑未得羅漢耳。	今 我 坐 中 皆 白 清 淨  獨 那 先 黑 未 得 羅 漢 耳  
ZH_T32_1670A_001:0694c13_11	」那先聞頞波曰說如是，大憂愁起，為五百沙門作禮出去。	 那 先 聞 頞 波 曰 說 如 是  大 憂 愁 起  為 五 百 沙 門 作 禮 出 去  
ZH_T32_1670A_001:0694c13_14	自念：	自 念  
