segmentnr	original	analyzed	translated
['T27n1545_106:0546c18_0']	阿毘達磨大毘婆沙論卷第一百	阿毘達磨大毘婆沙論卷第一百	Abhidharma-mahāvibhāṣā-śāstra, fascicle 100
['T27n1545_106:0546c19_0']	六	六	six
['T27n1545_106:0546c21_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by 500 great arhats and others
['T27n1545_106:0546c24_8']	三藏法師玄奘奉　詔譯2智蘊第三中修智納息第四之二或有一智攝一切智。	三藏法師玄奘奉　詔譯2智蘊第三中修智納息第四之二或有一智攝一切智。	tripiṭaka master Xuanzang respectfully received
['T27n1545_106:0546c25_5']	謂法智非如法智以智體是法故。	謂法智非如法智以智體是法故。	It means that the knowledge of dharmas is not like the knowledge of dharmas, because the essence of knowledge is dharma.
['T27n1545_106:0546c25_14']	或有二智攝一切智。	或有二智攝一切智。	Or there are two knowledges that encompass all knowledges.
['T27n1545_106:0546c26_4']	謂有漏智無漏智。	謂有漏智無漏智。	Namely, contaminated knowledge and uncontaminated knowledge.
['T27n1545_106:0546c26_13']	或有三智攝一切智。	或有三智攝一切智。	Or there are three knowledges that encompass all knowledges.
['T27n1545_106:0546c27_3']	謂法智類智世俗智。	謂法智類智世俗智。	Namely, knowledge of dharmas, knowledge of species, and conventional knowledge.
['T27n1545_106:0546c27_12']	或有四智攝一切智。	或有四智攝一切智。	Or there are four knowledges that encompass all knowledges.
['T27n1545_106:0546c28_3']	謂前三智加他心智。	謂前三智加他心智。	Namely, the previous three knowledges plus knowledge of others' minds.
['T27n1545_106:0546c28_12']	或有五智攝一切智。	或有五智攝一切智。	Or there are five knowledges that encompass all knowledges.
['T27n1545_106:0546c29_4']	謂世俗智及苦集滅道智。	謂世俗智及苦集滅道智。	Namely, conventional knowledge, and knowledge of suffering, accumulation, cessation, and path.
['T27n1545_106:0546c29_13']	或有六智攝一切智。	或有六智攝一切智。	Or there are six knowledges that encompass all knowledges.
['T27n1545_106:0547a01_3']	謂前五智加他心智。	謂前五智加他心智。	Namely, the previous five knowledges plus knowledge of others' minds.
['T27n1545_106:0547a01_12']	或有七智攝一切智。	或有七智攝一切智。	Or there are seven knowledges that encompass all knowledges.
['T27n1545_106:0547a02_2']	謂八智中除他心智。	謂八智中除他心智。	Namely, among the eight knowledges, excluding knowledge of others' minds.
['T27n1545_106:0547a02_11']	或有八智攝一切智。	或有八智攝一切智。	Or there are eight knowledges that encompass all knowledges.
['T27n1545_106:0547a03_16']	謂此中說法智類智他心智世俗智苦智集智滅智道智。	謂此中說法智類智他心智世俗智苦智集智滅智道智。	Namely, in this context, it is said that there are eight knowledges: knowledge of dharmas, inferential knowledge, knowledge of others' minds, conventional knowledge, knowledge of suffering, knowledge of origination, knowledge of cessation, and knowledge of the path.
