segmentnr	original	analyzed	translated
['T27n1545_089:0457b07_0']	阿毘達磨大毘婆沙論卷第八十	阿毘達磨大毘婆沙論卷第八十	Abhidharma-mahāvibhāṣā-śāstra, fascicle 80
['T27n1545_089:0457b08_0']	九	九	nine
['T27n1545_089:0457b10_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by 500 great arhats and others
['T27n1545_089:0457b13_5']	三藏法師玄奘奉　詔譯19結蘊第二中十門納息第四之十九苦集諦緣識。	三藏法師玄奘奉　詔譯19結蘊第二中十門納息第四之十九苦集諦緣識。	tripiṭaka master Xuanzang respectfully received
['T27n1545_089:0457b13_15']	有漏緣緣緣識有為緣。	有漏緣緣緣識有為緣。	the consciousness that takes the contaminated as object and has the conditioned as object has the conditioned as object.
['T27n1545_089:0457b14_3']	世俗智亦爾者。	世俗智亦爾者。	The same is true for conventional knowledge.
['T27n1545_089:0457b14_14']	苦集諦等皆通三界九地。	苦集諦等皆通三界九地。	The truths of suffering and accumulation are all common to the three realms and nine stages.
['T27n1545_089:0457b15_3']	五部唯有漏故。	五部唯有漏故。	The five divisions only have contamination,
['T27n1545_089:0457b15_14']	如後四取蘊等應知其相。	如後四取蘊等應知其相。	like the four appropriated aggregates and so forth, their characteristics should be understood.
['T27n1545_089:0457b16_5']	滅諦緣識三界二部。	滅諦緣識三界二部。	The consciousness that takes the truth of cessation as object has the two divisions of the three realms.
['T27n1545_089:0457b16_16']	及遍行緣緣識有為緣者。	及遍行緣緣識有為緣者。	And the consciousness that takes the conditioned as object has the conditioned as object.
['T27n1545_089:0457b17_6']	如無為法應知其相。	如無為法應知其相。	Like the unconditioned dharmas, their characteristics should be understood.
['T27n1545_089:0457b17_15']	道諦緣識三界二部。	道諦緣識三界二部。	The consciousness that takes the truth of the path as object has the two divisions of the three realms.
['T27n1545_089:0457b18_13']	及遍行緣緣識三界四部苦集滅道智。	及遍行緣緣識三界四部苦集滅道智。	And the consciousness that takes the conditioned as object has the four divisions of the three realms. The knowledges of suffering, accumulation, cessation, and the path.
['T27n1545_089:0457b19_4']	及三三摩地亦爾者。	及三三摩地亦爾者。	And the same is true for the three samādhis.
['T27n1545_089:0457b19_14']	如三無漏根應知其相。	如三無漏根應知其相。	Like the three uncontaminated faculties, their characteristics should be understood.
['T27n1545_089:0457b20_2']	四靜慮緣識。	四靜慮緣識。	The consciousness that takes the four meditations as object.
['T27n1545_089:0457b20_7']	欲界四部。	欲界四部。	In the desire realm, it has four divisions.
['T27n1545_089:0457b20_13']	色界有為緣。	色界有為緣。	In the form realm, it has the conditioned as object.
['T27n1545_089:0457b21_11']	無色界二部及遍行緣緣識欲無色界四部。	無色界二部及遍行緣緣識欲無色界四部。	The two types of factors in the formless realm and the omnipresent factors are the objects of two types of consciousness in the desire realm and the formless realm.
['T27n1545_089:0457b21_18', 'T27n1545_089:0457b22_8']	色界有為緣者。🔽四靜慮通有漏無漏。	色界有為緣者。 四靜慮通有漏無漏。	The conditioned factors in the form realm are the objects of the four formless concentrations.🔽The contaminated ones are the objects of the four formless concentrations.
['T27n1545_089:0457b22_12']	有漏者。	有漏者。	The uncontaminated ones are the objects of the four formless concentrations.
['T27n1545_089:0457b23_1', 'T27n1545_089:0457b23_5']	唯色界通五部。🔽無漏者。	唯色界通五部。 無漏者。	The contaminated ones are the objects of the five types of factors in the form realm.🔽The uncontaminated ones are the objects of the four formless concentrations.
['T27n1545_089:0457b23_14']	通四諦法類智品故。	通四諦法類智品故。	The uncontaminated ones are the objects of the four formless concentrations.
['T27n1545_089:0457b24_8']	四靜慮十六識內十二識所緣。	四靜慮十六識內十二識所緣。	The four formless concentrations are the objects of twelve types of consciousness out of the sixteen types of consciousness.
['T27n1545_089:0457b25_8']	一欲界見苦所斷他界緣遍行隨眠相應識。	一欲界見苦所斷他界緣遍行隨眠相應識。	The first is the consciousness associated with the omnipresent contaminants that take other realms as objects and are to be eliminated by seeing suffering in the desire realm.
['T27n1545_089:0457b26_8']	二欲界見集所斷他界緣遍行隨眠相應識。	二欲界見集所斷他界緣遍行隨眠相應識。	The second is the consciousness associated with the omnipresent contaminants that take other realms as objects and are to be eliminated by seeing the accumulation in the desire realm.
['T27n1545_089:0457b27_6']	三欲界見道所斷無漏緣隨眠相應識。	三欲界見道所斷無漏緣隨眠相應識。	The third is the consciousness associated with the contaminants that take the uncontaminated as objects and are to be eliminated by seeing the path in the desire realm.
['T27n1545_089:0457b27_15']	四欲界修所斷善識。	四欲界修所斷善識。	The fourth is the wholesome consciousness to be eliminated by cultivation in the desire realm.
['T27n1545_089:0457b28_12']	此及色界五部有為緣識合為九識。	此及色界五部有為緣識合為九識。	This, together with the nine types of consciousness that take the conditioned factors of the five types of factors in the form realm as objects, are the objects of twelve types of consciousness.
['T27n1545_089:0457b29_11']	十無色界見道所斷無漏緣隨眠相應識。	十無色界見道所斷無漏緣隨眠相應識。	The tenth is the consciousness associated with the contaminants that take the uncontaminated as objects and are to be eliminated by seeing the path in the formless realm.
['T27n1545_089:0457c01_4']	十一無色界修所斷善識。	十一無色界修所斷善識。	The eleventh is the wholesome consciousness to be eliminated by cultivation in the formless realm.
['T27n1545_089:0457c01_10']	十二無漏識。	十二無漏識。	The twelfth is the uncontaminated consciousness.
['T27n1545_089:0457c02_4']	謂苦集類智品道法類智品故。	謂苦集類智品道法類智品故。	That is, because the path of the class of suffering and accumulation knowledge, and the class of dharma and class knowledge.
['T27n1545_089:0457c03_1']	四靜慮緣識欲界四部色界有為緣。	四靜慮緣識欲界四部色界有為緣。	The four meditations take the consciousness of the desire realm as the four parts, and the form realm as the conditioned part.
['T27n1545_089:0457c03_7']	無色界二部。	無色界二部。	The formless realm is the two parts.
['T27n1545_089:0457c03_15']	及遍行隨眠隨增。	及遍行隨眠隨增。	And the universal defilements increase.
['T27n1545_089:0457c04_10']	四靜慮緣識十六識內十四識所緣。	四靜慮緣識十六識內十四識所緣。	The four meditations take the consciousness of the sixteen consciousnesses as the object of the fourteen consciousnesses.
['T27n1545_089:0457c05_4']	除欲無色界各見滅所斷識。	除欲無色界各見滅所斷識。	Except for the consciousness of the view of cessation and the object of the desire and formless realms.
['T27n1545_089:0457c05_13']	及除色界無為緣識。	及除色界無為緣識。	And except for the consciousness of the object of the form realm and the unconditioned.
['T27n1545_089:0457c06_6']	無漏識中取苦集道智品故。	無漏識中取苦集道智品故。	In the pure consciousness, the class of suffering, accumulation, and path knowledge is taken.
['T27n1545_089:0457c06_13']	四靜慮緣緣識。	四靜慮緣緣識。	The four meditations take the consciousness as the object of the condition.
