segmentnr	original	analyzed	translated
['T29n1558_014:0072b02_0']	2阿毘達磨俱舍論卷第十四	2阿毘達磨俱舍論卷第十四	Abhidharma-kośa-bhāṣya, Fascicle 14🔽
['T29n1558_014:0072b04_0']	尊者世親造	尊者世親造	Composed by Venerable Vasubandhu
['T29n1558_014:0072b05_0']	三藏法師玄奘奉　詔譯	三藏法師玄奘奉　詔譯	Translated by Tripiṭaka Master Xuanzang on Imperial Order
['T29n1558_014:0072b07_13']	分別業品第四之二傍論已了，復應辯前表無表相。	分別業品第四之二傍論已了，復應辯前表無表相。	The fourth part on karma, section two on the ancillary discussion, has been completed. We should now explain the characteristics of manifest and unmanifest karma mentioned earlier.
['T29n1558_014:0072b07_16']	頌曰：	頌曰：	Verse:
['T29n1558_014:0072b08_13']	無表三律儀，　　不律儀非二。	無表三律儀，　　不律儀非二。	Unmanifest karma is threefold: restraint, unrestraint, and neither.
['T29n1558_014:0072b09_2']	論曰：	論曰：	Discussion:
['T29n1558_014:0072b09_12']	此中無表，略說有三：	此中無表，略說有三：	Here, unmanifest karma is briefly explained as threefold:
['T29n1558_014:0072b10_15']	一者律儀、二不律儀、三者非二謂非律儀非不律儀。	一者律儀、二不律儀、三者非二謂非律儀非不律儀。	First, restraint; second, unrestraint; third, neither restraint nor unrestraint.
['T29n1558_014:0072b11_10']	能遮能滅惡戒相續故名律儀。	能遮能滅惡戒相續故名律儀。	Because it can stop and extinguish the continuity of bad precepts, it is called restraint.
['T29n1558_014:0072b12_2']	如是律儀差別有幾？	如是律儀差別有幾？	How many kinds of restraint are there?
['T29n1558_014:0072b12_5']	頌曰：	頌曰：	Verse:
['T29n1558_014:0072b13_13']	律儀別解脫，　　靜慮及道生。	律儀別解脫，　　靜慮及道生。	Restraint is liberation through discipline, born of meditation, and born of the path.
['T29n1558_014:0072b14_2']	論曰：	論曰：	Discussion:
['T29n1558_014:0072b14_12']	律儀差別，略有三種：	律儀差別，略有三種：	Restraint is briefly of three kinds:
['T29n1558_014:0072b15_3']	一別解脫律儀，謂欲纏戒；	一別解脫律儀，謂欲纏戒；	First, the restraint of liberation through discipline, referring to precepts belonging to the desire realm;
['T29n1558_014:0072b15_15']	二靜慮生律儀，謂色纏戒；	二靜慮生律儀，謂色纏戒；	Second, the restraint born of meditation, referring to precepts belonging to the form realm;
['T29n1558_014:0072b16_6']	三道生律儀，謂無漏戒。	三道生律儀，謂無漏戒。	Third, the restraint born of the path, referring to precepts without outflows.
['T29n1558_014:0072b16_15']	初律儀相差別云何？	初律儀相差別云何？	First, what are the distinctions in the characteristics of the precepts?
['T29n1558_014:0072b16_18']	頌曰：	頌曰：	Verse:
['T29n1558_014:0072b17_0']	初律儀八種，　　實體唯有四，	初律儀八種，　　實體唯有四，	The first precepts are of eight kinds, but in reality there are only four.
['T29n1558_014:0072b18_13']	形轉名異故，　　各別不相違。	形轉名異故，　　各別不相違。	Because the names change with the form, each is distinct but not contradictory.
['T29n1558_014:0072b19_2']	論曰：	論曰：	Discussion:
['T29n1558_014:0072b19_14']	別解脫律儀，相差別有八：	別解脫律儀，相差別有八：	The distinctions in the characteristics of the precepts of individual liberation are of eight kinds:
['T29n1558_014:0072b22_4']	一苾芻律儀、二苾芻尼律儀、三正學律儀、四勤策律儀、五勤策女律儀、六近事律儀、七近事女律儀、八近住律儀。	一苾芻律儀、二苾芻尼律儀、三正學律儀、四勤策律儀、五勤策女律儀、六近事律儀、七近事女律儀、八近住律儀。	1. Precepts for fully ordained monks, 2. Precepts for fully ordained nuns, 3. Precepts for those in the stage of correct practice, 4. Precepts for novice monks, 5. Precepts for novice nuns, 6. Precepts for male lay followers, 7. Precepts for female lay followers, 8. Precepts for one-day fasting.
['T29n1558_014:0072b23_5']	如是八種律儀相差別，總名第一別解脫律儀。	如是八種律儀相差別，總名第一別解脫律儀。	These eight kinds of distinctions in the characteristics of the precepts are collectively called the first precepts of individual liberation.
