segmentnr	original	analyzed	translated
['T29n1558_019:0098b13_0']	阿毘達磨俱舍論卷第十九	阿毘達磨俱舍論卷第十九	Abhidharma-kośa, Fascicle 19
['T29n1558_019:0098b15_0']	尊者世親造	尊者世親造	Composed by Ārya-deva-śrī-mitra
['T29n1558_019:0098b16_0']	三藏法師玄奘奉　詔譯	三藏法師玄奘奉　詔譯	Translated by Tripiṭaka Master Xuanzang on Imperial Order
['T29n1558_019:0098b19_10']	5 分別隨眠品1分別隨眠品第五之一前言世別皆由業生，業由隨眠方得生長，離隨眠業無感有能。	5 分別隨眠品1分別隨眠品第五之一前言世別皆由業生，業由隨眠方得生長，離隨眠業無感有能。	Karmic actions can only grow and be produced through latent afflictions. Apart from latent afflictions, karmic actions have no ability to bring about existence.
['T29n1558_019:0098b19_15']	所以者何？	所以者何？	Why is this so?
['T29n1558_019:0098b20_1']	隨眠有幾？	隨眠有幾？	How many latent afflictions are there?
['T29n1558_019:0098b20_4']	頌曰：	頌曰：	Verse:
['T29n1558_019:0098b21_0']	隨眠諸有本，　　此差別有六，	隨眠諸有本，　　此差別有六，	Latent afflictions are the root of all existence. They are divided into six kinds,
['T29n1558_019:0098b22_13']	謂貪瞋亦慢，　　無明見及疑。	謂貪瞋亦慢，　　無明見及疑。	Namely, greed, hatred, pride, ignorance, views, and doubt.
['T29n1558_019:0098b23_2']	論曰：	論曰：	Commentary:
['T29n1558_019:0098b24_2']	由此隨眠是諸有本，故業離此無感有能。	由此隨眠是諸有本，故業離此無感有能。	Because these latent afflictions are the root of all existence, karmic actions, apart from them, have no ability to bring about existence.
['T29n1558_019:0098b24_11']	何故隨眠能為有本？	何故隨眠能為有本？	Why can latent afflictions serve as the root of existence?
['T29n1558_019:0098b28_7']	以諸煩惱現起能為十種事故，一堅根本、二立相續、三治自田、四引等流、五發業有、六攝自具、七迷所緣、八導識流、九越善品、十廣縛義，令不能越自界地故。	以諸煩惱現起能為十種事故，一堅根本、二立相續、三治自田、四引等流、五發業有、六攝自具、七迷所緣、八導識流、九越善品、十廣縛義，令不能越自界地故。	Because the present activity of the passions can perform ten kinds of functions: 1) to firmly establish the root, 2) to establish a continuity, 3) to cultivate one’s own field, 4) to attract a similar stream, 5) to generate karma and existence, 6) to grasp one’s own equipment, 7) to be deluded about the object, 8) to guide the stream of consciousness, 9) to transcend the category of good, and 10) to expand the meaning of bondage, because one is unable to transcend one’s realm and stage.
['T29n1558_019:0098b29_8']	由此隨眠能為有本，故業因此有感有能。	由此隨眠能為有本，故業因此有感有能。	As a result of this, the propensities are able to be the root of existence, and therefore karma, on the basis of this, has the ability to attract existence.
['T29n1558_019:0098c01_13']	此略應知差別有六，謂貪、瞋、慢、無明、見、疑。	此略應知差別有六，謂貪、瞋、慢、無明、見、疑。	These must be understood as being of six kinds: craving, hatred, pride, ignorance, views, and doubt.
