segmentnr	original	analyzed	translated
['T27n1545_065:0335a23_0']	阿毘達磨大毘婆沙論卷第六十	阿毘達磨大毘婆沙論卷第六十	Abhidharma-mahāvibhāṣā-śāstra, fascicle 60
['T27n1545_065:0335a24_0']	五	五	five
['T27n1545_065:0335a26_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by 500 great arhats and others
['T27n1545_065:0335a29_15']	三藏法師玄奘奉　詔譯3結蘊第二中有情納息第三之三三結乃至九十八隨眠一一盡何果攝。	三藏法師玄奘奉　詔譯3結蘊第二中有情納息第三之三三結乃至九十八隨眠一一盡何果攝。	tripiṭaka master Xuanzang respectfully received
['T27n1545_065:0335b01_4']	問何故作此論。	問何故作此論。	Question: Why did you compose this treatise?
['T27n1545_065:0335b02_1']	答先雖說十五部結盡諸果所攝。	答先雖說十五部結盡諸果所攝。	Answer: Although it was previously said that the abandonment of the fifteen categories of fetters is included in the various fruits,
['T27n1545_065:0335b02_15']	而未說十六章煩惱盡諸果所攝。	而未說十六章煩惱盡諸果所攝。	it was not yet said that the abandonment of the sixteen categories of afflictions is included in the various fruits.
['T27n1545_065:0335b03_6']	今欲說之故作斯論。	今欲說之故作斯論。	Now, wishing to explain this, this treatise is composed.
['T27n1545_065:0335b04_2']	答三結中有身見盡四沙門果攝。	答三結中有身見盡四沙門果攝。	Answer: Among the three fetters, the abandonment of the view of the self is included in the four fruits of the śramaṇa.
['T27n1545_065:0335b04_6']	或無處。	或無處。	Or, there is no such case.
['T27n1545_065:0335b04_13']	四沙門果攝者。	四沙門果攝者。	The four fruits of the śramaṇa include:
['T27n1545_065:0335b05_7']	謂彼盡證預流果時即預流果攝。	謂彼盡證預流果時即預流果攝。	That is to say, when one realizes the fruit of stream-entry, it is included in the fruit of stream-entry.
['T27n1545_065:0335b06_4']	乃至證阿羅漢果時即阿羅漢果攝。	乃至證阿羅漢果時即阿羅漢果攝。	Up to when one realizes the fruit of arhatship, it is included in the fruit of arhatship.
['T27n1545_065:0335b06_17']	或無處者謂無異生非果攝義。	或無處者謂無異生非果攝義。	Or, there is no such case means that there is no case of ordinary beings not being included in the fruits.
