segmentnr	original	analyzed	folio	translated
['ZH_T20_1072A_001:0155a03_0']	聖賀野紇哩縛大威怒王立成	聖賀野紇哩縛大威怒王立成	001	The method of the great and powerful king Hayagriva's accomplishment
['ZH_T20_1072A_001:0155a04_0']	大神驗供養念誦儀軌法品上卷	大神驗供養念誦儀軌法品上卷	001	The first fascicle of the method of making offerings and reciting the great and powerful king Hayagriva's ritual manual
['ZH_T20_1072A_001:0155a06_0']	特進試鴻臚卿大興善寺三藏	特進試鴻臚卿大興善寺三藏	001	Tripiṭaka master of the Daxingshansi monastery, specially advanced, probationary chief minister for making loud announcements
['ZH_T20_1072A_001:0155a08_0']	歸命金剛手　　密主大菩薩	歸命金剛手　　密主大菩薩	001	I take refuge in Vajrapāṇi, the great bodhisattva of the secret lord,
['ZH_T20_1072A_001:0155a09_0']	能說最上乘　　令速證菩提	能說最上乘　　令速證菩提	001	Who is able to expound the supreme vehicle, enabling one to quickly realize enlightenment.
['ZH_T20_1072A_001:0155a10_0']	賀野紇哩縛　　能摧諸魔障	賀野紇哩縛　　能摧諸魔障	001	Hayagriva is able to destroy all demonic obstacles,
['ZH_T20_1072A_001:0155a11_0']	以慈悲方便　　現大忿怒形	以慈悲方便　　現大忿怒形	001	And with the skillful means of compassion, manifests a greatly wrathful form.
['ZH_T20_1072A_001:0155a12_0']	成大威日輪　　照曜無邊界	成大威日輪　　照曜無邊界	001	Accomplishing the great sun-like wheel, illuminating boundless realms,
['ZH_T20_1072A_001:0155a13_0', 'ZH_T20_1072A_001:0155a14_0']	修行者暗暝　　速得悉地故🔽流沃甘露水　　洗滌藏識中	修行者暗暝　　速得悉地故 流沃甘露水　　洗滌藏識中	001	In order that practitioners who are in the dark may quickly attain siddhi.🔽Pouring down the water of sweet dew, washing and purifying
['ZH_T20_1072A_001:0155a15_0']	熏習雜種子　　速集福智聚	熏習雜種子　　速集福智聚	001	The various seeds of habitual tendencies in the store consciousness, quickly gathering the accumulations of merit and wisdom,
['ZH_T20_1072A_001:0155a16_0']	獲圓淨法身　　故我稽首禮	獲圓淨法身　　故我稽首禮	001	Attaining the perfect and pure Dharma body, therefore I bow my head in reverence.
['ZH_T20_1072A_001:0155a17_0']	我今依密言　　微妙理趣教	我今依密言　　微妙理趣教	001	Now, in accordance with the secret teachings and the subtle principles,
['ZH_T20_1072A_001:0155a18_0']	說最密儀軌　　阿闍梨先擇	說最密儀軌　　阿闍梨先擇	001	I will explain the most secret ritual manual. The ācārya first selects
['ZH_T20_1072A_001:0155a19_0']	修密言弟子　　淨信三寶者	修密言弟子　　淨信三寶者	001	The disciple of the secret teachings, one who has pure faith in the Three Jewels,
['ZH_T20_1072A_001:0155a20_0']	愛敬於大乘　　渴仰瑜伽教	愛敬於大乘　　渴仰瑜伽教	001	Loving and respecting the Great Vehicle, thirsting for the Yoga teachings,
