segmentnr	original	analyzed	folio	translated
['ZH_T07_0220m_001:1049c23_0']	西明寺沙門玄則撰	西明寺沙門玄則撰	001	Compiled by Śramaṇa Xuanzang of Ximing Temple
['ZH_T07_0220m_001:1049c24_0']	觀夫至運無動，妙警伊寂，梵輪冥退轉之規、	觀夫至運無動，妙警伊寂，梵輪冥退轉之規、	001	Contemplate the ultimate movement that is unmoving, the wondrous enlightenment that is tranquil. The Brahma wheel secretly plans for retreat,
['ZH_T07_0220m_001:1049c25_0']	慈航虛下濟之影，斯進德所以為貴、勤音所	慈航虛下濟之影，斯進德所以為貴、勤音所	001	The boat of compassion vainly casts a shadow of rescue. This is why advancing virtue is considered precious, and the diligent sound
['ZH_T07_0220m_001:1049c26_4']	由而作也。	由而作也。	001	is the basis for action.
['ZH_T07_0220m_001:1049c28_10']	其有揭情區而遠荷、指覺地以高驤，比擐甲之精堅、同策駟之遄夙，則必任善以為軛，引之無窮之路；	其有揭情區而遠荷、指覺地以高驤，比擐甲之精堅、同策駟之遄夙，則必任善以為軛，引之無窮之路；	001	Those who lift the realm of emotions and bear them far away, point to the ground of enlightenment and soar high, are like those who wear armor that is tough and strong, and are like those who drive four horses that are swift. They will surely rely on goodness as their yoke and lead it to the path of infinity;
['ZH_T07_0220m_001:1049c29_4']	委身而作隸，驅之罔極之期。	委身而作隸，驅之罔極之期。	001	They will entrust their bodies to become servants and drive it to the ultimate goal.
['ZH_T07_0220m_001:1049c29_18']	微五欲之宴安，乃三塗之酖毒；	微五欲之宴安，乃三塗之酖毒；	001	The five desires are not peaceful, but the three paths are poisonous;
['ZH_T07_0220m_001:1050a01_13']	從四修之勞悴，寔萬德之光敷。	從四修之勞悴，寔萬德之光敷。	001	Following the toil of the four cultivations, the myriad virtues are truly radiant.
['ZH_T07_0220m_001:1050a03_7']	惟夫淺溜穿石、小滴盈器，鑽燧之勤、斷幹之漸，皆積微不已，故在著可觀。	惟夫淺溜穿石、小滴盈器，鑽燧之勤、斷幹之漸，皆積微不已，故在著可觀。	001	As for the shallow stream piercing the stone and the small drop filling the vessel, the diligence of drilling for fire and the gradual cutting of the trunk, all are accumulated without end, so what is present can be observed.
['ZH_T07_0220m_001:1050a04_11']	蚓弱質而飲泉，蟹壯容而寄穴，驊鑣怠矣，駑駕先之。	蚓弱質而飲泉，蟹壯容而寄穴，驊鑣怠矣，駑駕先之。	001	Earthworms are weak in substance but drink from springs, while crabs are strong in appearance but dwell in holes. Even swift horses with fine reins fall behind slow carriages.
