segmentnr	original	analyzed	folio	translated
['ZH_T07_0220c_405:0023c08_0']	大般若波羅蜜多經卷第四百五	大般若波羅蜜多經卷第四百五	405	Mahāprajñāpāramitā-sūtra, Scroll 405
['ZH_T07_0220c_405:0023c10_0']	三藏法師玄奘奉　詔譯	三藏法師玄奘奉　詔譯	405	Translated by Tripiṭaka Master Xuanzang on Imperial Order
['ZH_T07_0220c_405:0023c11_0']	第二分觀照品第三之四	第二分觀照品第三之四	405	Chapter 3, Section 4: Contemplation, Second Part
['ZH_T07_0220c_405:0023c12_9']	時，舍利子復白佛言：	時，舍利子復白佛言：	405	At that time, Śāriputra again addressed the Buddha, saying:
['ZH_T07_0220c_405:0023c12_13']	「世尊！	「世尊！	405	World-Honored One!
['ZH_T07_0220c_405:0023c14_1']	云何菩薩摩訶薩修行般若波羅蜜多時所引發宿住隨念智證通？	云何菩薩摩訶薩修行般若波羅蜜多時所引發宿住隨念智證通？	405	How do bodhisattva-mahāsattvas, when practicing prajñā-pāramitā, give rise to the supernormal knowledge of recollecting past abodes?
['ZH_T07_0220c_405:0023c14_5']	」佛言：	」佛言：	405	The Buddha said:
['ZH_T07_0220c_405:0023c14_10']	「舍利子！	「舍利子！	405	Śāriputra!
['ZH_T07_0220c_405:0023c16_5']	有菩薩摩訶薩宿住隨念智證通，能如實念十方各如殑伽沙界一切有情諸宿住事。	有菩薩摩訶薩宿住隨念智證通，能如實念十方各如殑伽沙界一切有情諸宿住事。	405	There are bodhisattva-mahāsattvas who, through the supernormal knowledge of recollecting past abodes, can truly recollect the past abodes of all sentient beings in the ten directions, as numerous as the sands of the Ganges River.
['ZH_T07_0220c_405:0023c27_14_0', 'ZH_T07_0220c_405:0023c27_14_1']	所謂隨念若自若他一心、十心、百心、千心、🔽多百千心頃諸宿住事，或復隨念一日、十日、	所謂隨念若自若他一心、十心、百心、千心、 多百千心頃諸宿住事，或復隨念一日、十日、	405	Namely, they recollect the past abodes of themselves and others for one thought, ten thoughts, a hundred thoughts, a thousand thoughts,🔽many hundreds of thousands of thoughts, or they recollect the past abodes for one day, ten days,🔽a hundred days, a thousand days, many hundreds of thousands of days, or they recollect the past abodes for one month, ten months,
['ZH_T07_0220c_405:0023c27_14_2']	百日、千日、多百千日諸宿住事，或復隨念一	百日、千日、多百千日諸宿住事，或復隨念一	405	a hundred months, a thousand months, many hundreds of thousands of months, or they recollect the past abodes for one year, ten years,🔽a hundred years, a thousand years, many hundreds of thousands of years, or they recollect the past abodes for one eon, ten eons,🔽a hundred eons, a thousand eons, many hundreds of thousands of eons, or they recollect the past abodes for many hundreds of thousands of koṭis of nayutas of eons.
['ZH_T07_0220c_405:0023c27_14_3', 'ZH_T07_0220c_405:0023c27_14_4']	月、十月、百月、千月、多百千月諸宿住事，🔽或復隨念一年、十年、百年、千年、多百千年	月、十月、百月、千月、多百千月諸宿住事， 或復隨念一年、十年、百年、千年、多百千年	405	months, ten months, a hundred months, a thousand months, many hundreds of thousands of months of past abodes,🔽or recalling a year, ten years, a hundred years, a thousand years, many hundreds of thousands of years of past abodes,
['ZH_T07_0220c_405:0023c27_14_5']	諸宿住事，或復隨念一劫、十劫、百劫、千劫	諸宿住事，或復隨念一劫、十劫、百劫、千劫	405	or recalling an eon, ten eons, a hundred eons, a thousand eons,
['ZH_T07_0220c_405:0023c27_14_6']	、多百千劫乃至無量無數百千俱胝那庾多劫諸	、多百千劫乃至無量無數百千俱胝那庾多劫諸	405	many hundreds of thousands of eons up to immeasurable, innumerable hundreds of thousands of koṭis of nayutas of eons of past abodes,
